-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2012,1,1,0.0
29.5,35.0,2012,1,1,0.0
29.5,35.625,2012,1,1,0.0
30.0,34.375,2012,1,1,0.0
30.0,35.0,2012,1,1,0.0
30.0,35.625,2012,1,1,0.0
30.5,34.375,2012,1,1,0.0
30.5,35.0,2012,1,1,0.0
30.5,35.625,2012,1,1,0.0
31.0,34.375,2012,1,1,0.1
31.0,35.0,2012,1,1,0.1
31.0,35.625,2012,1,1,0.0
31.5,34.375,2012,1,1,1.32
31.5,35.0,2012,1,1,0.78
31.5,35.625,2012,1,1,0.25
32.0,34.375,2012,1,1,3.29
32.0,35.0,2012,1,1,2.89
32.0,35.625,2012,1,1,2.19
32.5,34.375,2012,1,1,8.0
32.5,35.0,2012,1,1,9.47
32.5,35.625,2012,1,1,6.05
33.0,34.375,2012,1,1,5.32
33.0,35.0,2012,1,1,10.81
33.0,35.625,2012,1,1,10.22
29.5,34.375,2012,1,2,0.01
29.5,35.0,2012,1,2,0.04
29.5,35.625,2012,1,2,0.01
30.0,34.375,2012,1,2,0.19
30.0,35.0,2012,1,2,0.25
30.0,35.625,2012,1,2,0.22
30.5,34.375,2012,1,2,0.73
30.5,35.0,2012,1,2,0.98
30.5,35.625,2012,1,2,1.07
31.0,34.375,2012,1,2,1.89
31.0,35.0,2012,1,2,2.59
31.0,35.625,2012,1,2,2.35
31.5,34.375,2012,1,2,5.46
31.5,35.0,2012,1,2,5.68
31.5,35.625,2012,1,2,4.4
32.0,34.375,2012,1,2,7.06
32.0,35.0,2012,1,2,8.31
32.0,35.625,2012,1,2,7.07
32.5,34.375,2012,1,2,11.43
32.5,35.0,2012,1,2,15.44
32.5,35.625,2012,1,2,8.43
33.0,34.375,2012,1,2,3.23
33.0,35.0,2012,1,2,8.07
33.0,35.625,2012,1,2,6.51
29.5,34.375,2012,1,3,0.0
29.5,35.0,2012,1,3,0.01
29.5,35.625,2012,1,3,0.0
30.0,34.375,2012,1,3,0.01
30.0,35.0,2012,1,3,0.07
30.0,35.625,2012,1,3,0.07
30.5,34.375,2012,1,3,0.09
30.5,35.0,2012,1,3,0.1
30.5,35.625,2012,1,3,0.17
31.0,34.375,2012,1,3,0.32
31.0,35.0,2012,1,3,0.3
31.0,35.625,2012,1,3,0.3
31.5,34.375,2012,1,3,1.26
31.5,35.0,2012,1,3,0.78
31.5,35.625,2012,1,3,0.36
32.0,34.375,2012,1,3,1.31
32.0,35.0,2012,1,3,1.06
32.0,35.625,2012,1,3,0.37
32.5,34.375,2012,1,3,0.82
32.5,35.0,2012,1,3,0.52
32.5,35.625,2012,1,3,0.19
33.0,34.375,2012,1,3,0.68
33.0,35.0,2012,1,3,0.49
33.0,35.625,2012,1,3,0.05
29.5,34.375,2012,1,4,0.0
29.5,35.0,2012,1,4,0.0
29.5,35.625,2012,1,4,0.0
30.0,34.375,2012,1,4,0.0
30.0,35.0,2012,1,4,0.0
30.0,35.625,2012,1,4,0.0
30.5,34.375,2012,1,4,0.0
30.5,35.0,2012,1,4,0.0
30.5,35.625,2012,1,4,0.0
31.0,34.375,2012,1,4,0.04
31.0,35.0,2012,1,4,0.0
31.0,35.625,2012,1,4,0.0
31.5,34.375,2012,1,4,0.62
31.5,35.0,2012,1,4,0.0
31.5,35.625,2012,1,4,0.0
32.0,34.375,2012,1,4,0.74
32.0,35.0,2012,1,4,0.0
32.0,35.625,2012,1,4,0.0
32.5,34.375,2012,1,4,0.33
32.5,35.0,2012,1,4,0.0
32.5,35.625,2012,1,4,0.0
33.0,34.375,2012,1,4,0.01
33.0,35.0,2012,1,4,0.0
33.0,35.625,2012,1,4,0.0
29.5,34.375,2012,1,5,0.0
29.5,35.0,2012,1,5,0.0
29.5,35.625,2012,1,5,0.0
30.0,34.375,2012,1,5,0.0
30.0,35.0,2012,1,5,0.0
30.0,35.625,2012,1,5,0.0
30.5,34.375,2012,1,5,0.01
30.5,35.0,2012,1,5,0.0
30.5,35.625,2012,1,5,0.0
31.0,34.375,2012,1,5,0.16
31.0,35.0,2012,1,5,0.07
31.0,35.625,2012,1,5,0.02
31.5,34.375,2012,1,5,1.68
31.5,35.0,2012,1,5,0.24
31.5,35.625,2012,1,5,0.17
32.0,34.375,2012,1,5,2.52
32.0,35.0,2012,1,5,0.63
32.0,35.625,2012,1,5,0.2
32.5,34.375,2012,1,5,2.43
32.5,35.0,2012,1,5,1.19
32.5,35.625,2012,1,5,0.21
33.0,34.375,2012,1,5,1.43
33.0,35.0,2012,1,5,0.79
