-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2012,1,1,3.09
29.5,35.0,2012,1,1,4.79
29.5,35.625,2012,1,1,1.41
30.0,34.375,2012,1,1,4.1
30.0,35.0,2012,1,1,4.61
30.0,35.625,2012,1,1,1.14
30.5,34.375,2012,1,1,4.94
30.5,35.0,2012,1,1,5.37
30.5,35.625,2012,1,1,1.72
31.0,34.375,2012,1,1,6.54
31.0,35.0,2012,1,1,5.97
31.0,35.625,2012,1,1,4.55
31.5,34.375,2012,1,1,11.59
31.5,35.0,2012,1,1,6.42
31.5,35.625,2012,1,1,7.59
32.0,34.375,2012,1,1,14.09
32.0,35.0,2012,1,1,8.78
32.0,35.625,2012,1,1,7.91
32.5,34.375,2012,1,1,14.46
32.5,35.0,2012,1,1,11.15
32.5,35.625,2012,1,1,8.43
33.0,34.375,2012,1,1,14.56
33.0,35.0,2012,1,1,12.48
33.0,35.625,2012,1,1,8.18
29.5,34.375,2012,1,2,4.95
29.5,35.0,2012,1,2,6.22
29.5,35.625,2012,1,2,3.37
30.0,34.375,2012,1,2,6.1
30.0,35.0,2012,1,2,6.26
30.0,35.625,2012,1,2,3.11
30.5,34.375,2012,1,2,6.88
30.5,35.0,2012,1,2,6.89
30.5,35.625,2012,1,2,3.44
31.0,34.375,2012,1,2,8.8
31.0,35.0,2012,1,2,7.8
31.0,35.625,2012,1,2,5.98
31.5,34.375,2012,1,2,12.77
31.5,35.0,2012,1,2,9.46
31.5,35.625,2012,1,2,9.2
32.0,34.375,2012,1,2,14.34
32.0,35.0,2012,1,2,10.92
32.0,35.625,2012,1,2,10.33
32.5,34.375,2012,1,2,14.35
32.5,35.0,2012,1,2,12.2
32.5,35.625,2012,1,2,10.55
33.0,34.375,2012,1,2,14.32
33.0,35.0,2012,1,2,12.77
33.0,35.625,2012,1,2,9.67
29.5,34.375,2012,1,3,5.11
29.5,35.0,2012,1,3,6.46
29.5,35.625,2012,1,3,3.75
30.0,34.375,2012,1,3,6.37
30.0,35.0,2012,1,3,6.42
30.0,35.625,2012,1,3,3.42
30.5,34.375,2012,1,3,7.14
30.5,35.0,2012,1,3,7.27
30.5,35.625,2012,1,3,3.8
31.0,34.375,2012,1,3,8.76
31.0,35.0,2012,1,3,7.97
