-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2012,1,1,14.57
29.5,35.0,2012,1,1,15.72
29.5,35.625,2012,1,1,12.69
30.0,34.375,2012,1,1,15.15
30.0,35.0,2012,1,1,15.55
30.0,35.625,2012,1,1,10.37
30.5,34.375,2012,1,1,15.4
30.5,35.0,2012,1,1,16.4
30.5,35.625,2012,1,1,10.27
31.0,34.375,2012,1,1,16.41
31.0,35.0,2012,1,1,16.56
31.0,35.625,2012,1,1,14.47
31.5,34.375,2012,1,1,16.86
31.5,35.0,2012,1,1,15.32
31.5,35.625,2012,1,1,16.79
32.0,34.375,2012,1,1,17.77
32.0,35.0,2012,1,1,15.44
32.0,35.625,2012,1,1,17.14
32.5,34.375,2012,1,1,18.48
32.5,35.0,2012,1,1,16.19
32.5,35.625,2012,1,1,17.04
33.0,34.375,2012,1,1,18.38
33.0,35.0,2012,1,1,16.1
33.0,35.625,2012,1,1,14.61
29.5,34.375,2012,1,2,12.93
29.5,35.0,2012,1,2,14.12
29.5,35.625,2012,1,2,12.09
30.0,34.375,2012,1,2,13.51
30.0,35.0,2012,1,2,13.92
30.0,35.625,2012,1,2,9.52
30.5,34.375,2012,1,2,13.37
30.5,35.0,2012,1,2,13.55
30.5,35.625,2012,1,2,7.05
31.0,34.375,2012,1,2,14.81
31.0,35.0,2012,1,2,13.83
31.0,35.625,2012,1,2,9.26
31.5,34.375,2012,1,2,16.65
31.5,35.0,2012,1,2,14.36
31.5,35.625,2012,1,2,14.92
32.0,34.375,2012,1,2,17.26
32.0,35.0,2012,1,2,15.24
32.0,35.625,2012,1,2,16.55
32.5,34.375,2012,1,2,17.4
32.5,35.0,2012,1,2,15.65
32.5,35.625,2012,1,2,16.52
33.0,34.375,2012,1,2,17.05
33.0,35.0,2012,1,2,15.55
33.0,35.625,2012,1,2,13.79
29.5,34.375,2012,1,3,14.06
29.5,35.0,2012,1,3,16.67
29.5,35.625,2012,1,3,12.64
30.0,34.375,2012,1,3,15.08
30.0,35.0,2012,1,3,16.45
30.0,35.625,2012,1,3,12.26
30.5,34.375,2012,1,3,15.38
30.5,35.0,2012,1,3,16.26
30.5,35.625,2012,1,3,12.29
31.0,34.375,2012,1,3,16.36
31.0,35.0,2012,1,3,15.98
31.0,35.625,2012,1,3,15.47
31.5,34.375,2012,1,3,17.36
31.5,35.0,2012,1,3,16.17
31.5,35.625,2012,1,3,16.96
32.0,34.375,2012,1,3,16.75
32.0,35.0,2012,1,3,16.98
32.0,35.625,2012,1,3,17.15
32.5,34.375,2012,1,3,17.03
32.5,35.0,2012,1,3,17.02
32.5,35.625,2012,1,3,18.12
33.0,34.375,2012,1,3,16.94
33.0,35.0,2012,1,3,16.5
33.0,35.625,2012,1,3,16.64
29.5,34.375,2012,1,4,15.91
29.5,35.0,2012,1,4,17.99
29.5,35.625,2012,1,4,14.14
30.0,34.375,2012,1,4,16.96
30.0,35.0,2012,1,4,17.93
30.0,35.625,2012,1,4,13.0
30.5,34.375,2012,1,4,16.83
30.5,35.0,2012,1,4,18.04
30.5,35.625,2012,1,4,13.41
31.0,34.375,2012,1,4,17.99
31.0,35.0,2012,1,4,17.86
31.0,35.625,2012,1,4,17.31
31.5,34.375,2012,1,4,18.74
31.5,35.0,2012,1,4,17.71
31.5,35.625,2012,1,4,19.21
32.0,34.375,2012,1,4,17.51
32.0,35.0,2012,1,4,17.88
32.0,35.625,2012,1,4,18.89
32.5,34.375,2012,1,4,17.4
32.5,35.0,2012,1,4,17.81
32.5,35.625,2012,1,4,19.06
33.0,34.375,2012,1,4,17.14
33.0,35.0,2012,1,4,16.99
33.0,35.625,2012,1,4,16.71
29.5,34.375,2012,1,5,17.84
29.5,35.0,2012,1,5,18.16
29.5,35.625,2012,1,5,17.52
30.0,34.375,2012,1,5,16.51
30.0,35.0,2012,1,5,17.76
30.0,35.625,2012,1,5,15.43
30.5,34.375,2012,1,5,15.91
30.5,35.0,2012,1,5,18.33
30.5,35.625,2012,1,5,14.98
31.0,34.375,2012,1,5,17.17
31.0,35.0,2012,1,5,17.94
31.0,35.625,2012,1,5,18.51
31.5,34.375,2012,1,5,18.22
31.5,35.0,2012,1,5,17.94
31.5,35.625,2012,1,5,19.72
32.0,34.375,2012,1,5,17.58
32.0,35.0,2012,1,5,18.49
32.0,35.625,2012,1,5,19.96
32.5,34.375,2012,1,5,17.47
32.5,35.0,2012,1,5,18.52
32.5,35.625,2012,1,5,20.2
33.0,34.375,2012,1,5,17.44
33.0,35.0,2012,1,5,18.11
33.0,35.625,2012,1,5,17.94
29.5,34.375,2012,1,6,14.03
29.5,35.0,2012,1,6,14.9
29.5,35.625,2012,1,6,12.78
30.0,34.375,2012,1,6,14.31
30.0,35.0,2012,1,6,14.54
30.0,35.625,2012,1,6,10.3
30.5,34.375,2012,1,6,14.36
30.5,35.0,2012,1,6,15.44
30.5,35.625,2012,1,6,9.88
31.0,34.375,2012,1,6,15.49
31.0,35.0,2012,1,6,15.71
31.0,35.625,2012,1,6,13.42
31.5,34.375,2012,1,6,16.47
31.5,35.0,2012,1,6,15.06
31.5,35.625,2012,1,6,15.88
32.0,34.375,2012,1,6,16.89
32.0,35.0,2012,1,6,14.56
32.0,35.625,2012,1,6,15.86
32.5,34.375,2012,1,6,17.34
32.5,35.0,2012,1,6,15.12
32.5,35.625,2012,1,6,14.92
33.0,34.375,2012,1,6,17.26
33.0,35.0,2012,1,6,15.42
33.0,35.625,2012,1,6,13.19
29.5,34.375,2012,1,7,16.29
29.5,35.0,2012,1,7,17.84
29.5,35.625,2012,1,7,14.6
30.0,34.375,2012,1,7,17.69
30.0,35.0,2012,1,7,18.88
30.0,35.625,2012,1,7,13.09
30.5,34.375,2012,1,7,17.7
30.5,35.0,2012,1,7,19.78
30.5,35.625,2012,1,7,13.37
31.0,34.375,2012,1,7,18.69
31.0,35.0,2012,1,7,19.39
31.0,35.625,2012,1,7,17.8
31.5,34.375,2012,1,7,18.84
31.5,35.0,2012,1,7,18.13
31.5,35.625,2012,1,7,20.01
32.0,34.375,2012,1,7,17.47
32.0,35.0,2012,1,7,18.22
32.0,35.625,2012,1,7,19.84
32.5,34.375,2012,1,7,18.0
32.5,35.0,2012,1,7,18.17
32.5,35.625,2012,1,7,19.33
33.0,34.375,2012,1,7,17.92
33.0,35.0,2012,1,7,17.74
33.0,35.625,2012,1,7,16.64
29.5,34.375,2012,1,8,14.14
29.5,35.0,2012,1,8,15.83
29.5,35.625,2012,1,8,12.8
30.0,34.375,2012,1,8,14.72
30.0,35.0,2012,1,8,15.55
30.0,35.625,2012,1,8,10.4
30.5,34.375,2012,1,8,14.94
30.5,35.0,2012,1,8,16.19
30.5,35.625,2012,1,8,9.94
31.0,34.375,2012,1,8,15.72
31.0,35.0,2012,1,8,15.85
31.0,35.625,2012,1,8,13.64
31.5,34.375,2012,1,8,16.43
31.5,35.0,2012,1,8,14.61
31.5,35.625,2012,1,8,16.28
32.0,34.375,2012,1,8,17.36
32.0,35.0,2012,1,8,14.73
32.0,35.625,2012,1,8,16.7
32.5,34.375,2012,1,8,18.06
32.5,35.0,2012,1,8,15.51
32.5,35.625,2012,1,8,16.61
33.0,34.375,2012,1,8,18.07
33.0,35.0,2012,1,8,15.42
33.0,35.625,2012,1,8,13.48
29.5,34.375,2012,1,9,13.16
29.5,35.0,2012,1,9,14.18
29.5,35.625,2012,1,9,11.95
30.0,34.375,2012,1,9,14.17
30.0,35.0,2012,1,9,14.4
30.0,35.625,2012,1,9,9.51
30.5,34.375,2012,1,9,14.77
30.5,35.0,2012,1,9,15.58
30.5,35.625,2012,1,9,9.33
31.0,34.375,2012,1,9,16.1
31.0,35.0,2012,1,9,15.95
31.0,35.625,2012,1,9,13.4
31.5,34.375,2012,1,9,16.59
31.5,35.0,2012,1,9,15.02
31.5,35.625,2012,1,9,16.34
32.0,34.375,2012,1,9,16.68
32.0,35.0,2012,1,9,14.61
32.0,35.625,2012,1,9,16.4
32.5,34.375,2012,1,9,17.07
32.5,35.0,2012,1,9,15.6
32.5,35.625,2012,1,9,15.67
33.0,34.375,2012,1,9,17.72
33.0,35.0,2012,1,9,16.37
33.0,35.625,2012,1,9,12.97
29.5,34.375,2012,1,10,15.76
29.5,35.0,2012,1,10,17.69
29.5,35.625,2012,1,10,14.08
30.0,34.375,2012,1,10,16.45
30.0,35.0,2012,1,10,17.81
30.0,35.625,2012,1,10,12.33
30.5,34.375,2012,1,10,16.75
30.5,35.0,2012,1,10,18.31
30.5,35.625,2012,1,10,12.37
31.0,34.375,2012,1,10,17.62
31.0,35.0,2012,1,10,17.76
31.0,35.625,2012,1,10,16.56
31.5,34.375,2012,1,10,18.37
31.5,35.0,2012,1,10,17.09
31.5,35.625,2012,1,10,18.59
32.0,34.375,2012,1,10,16.94
32.0,35.0,2012,1,10,17.48
32.0,35.625,2012,1,10,18.41
32.5,34.375,2012,1,10,17.34
32.5,35.0,2012,1,10,17.91
32.5,35.625,2012,1,10,18.77
33.0,34.375,2012,1,10,17.48
33.0,35.0,2012,1,10,17.51
33.0,35.625,2012,1,10,16.55
29.5,34.375,2012,1,11,12.56
29.5,35.0,2012,1,11,14.24
29.5,35.625,2012,1,11,10.7
30.0,34.375,2012,1,11,13.1
30.0,35.0,2012,1,11,13.77
30.0,35.625,2012,1,11,8.66
30.5,34.375,2012,1,11,13.28
30.5,35.0,2012,1,11,14.31
30.5,35.625,2012,1,11,8.08
31.0,34.375,2012,1,11,14.0
31.0,35.0,2012,1,11,14.05
31.0,35.625,2012,1,11,12.07
31.5,34.375,2012,1,11,15.05
31.5,35.0,2012,1,11,12.6
31.5,35.625,2012,1,11,14.35
32.0,34.375,2012,1,11,16.28
32.0,35.0,2012,1,11,12.68
32.0,35.625,2012,1,11,14.65
32.5,34.375,2012,1,11,16.71
32.5,35.0,2012,1,11,13.95
32.5,35.625,2012,1,11,14.4
33.0,34.375,2012,1,11,16.71
33.0,35.0,2012,1,11,15.06
33.0,35.625,2012,1,11,12.2
29.5,34.375,2012,1,12,12.35
29.5,35.0,2012,1,12,13.47
29.5,35.625,2012,1,12,11.8
30.0,34.375,2012,1,12,12.83
30.0,35.0,2012,1,12,13.33
30.0,35.625,2012,1,12,9.06
30.5,34.375,2012,1,12,13.08
30.5,35.0,2012,1,12,14.36
30.5,35.625,2012,1,12,8.09
31.0,34.375,2012,1,12,13.87
31.0,35.0,2012,1,12,14.24
31.0,35.625,2012,1,12,12.15
31.5,34.375,2012,1,12,14.49
31.5,35.0,2012,1,12,13.12
31.5,35.625,2012,1,12,14.79
32.0,34.375,2012,1,12,15.55
32.0,35.0,2012,1,12,13.0
32.0,35.625,2012,1,12,14.98
32.5,34.375,2012,1,12,15.63
32.5,35.0,2012,1,12,13.54
32.5,35.625,2012,1,12,14.3
33.0,34.375,2012,1,12,15.65
33.0,35.0,2012,1,12,13.69
33.0,35.625,2012,1,12,9.66
29.5,34.375,2012,1,13,10.17
29.5,35.0,2012,1,13,11.6
29.5,35.625,2012,1,13,8.15
30.0,34.375,2012,1,13,11.49
30.0,35.0,2012,1,13,11.36
30.0,35.625,2012,1,13,5.75
30.5,34.375,2012,1,13,11.55
30.5,35.0,2012,1,13,12.12
30.5,35.625,2012,1,13,5.13
31.0,34.375,2012,1,13,12.14
31.0,35.0,2012,1,13,11.8
31.0,35.625,2012,1,13,8.84
31.5,34.375,2012,1,13,14.22
31.5,35.0,2012,1,13,10.39
31.5,35.625,2012,1,13,12.14
32.0,34.375,2012,1,13,15.85
32.0,35.0,2012,1,13,11.59
32.0,35.625,2012,1,13,12.2
32.5,34.375,2012,1,13,15.88
32.5,35.0,2012,1,13,13.49
32.5,35.625,2012,1,13,12.25
33.0,34.375,2012,1,13,15.65
33.0,35.0,2012,1,13,13.85
33.0,35.625,2012,1,13,9.88
29.5,34.375,2012,1,14,12.25
29.5,35.0,2012,1,14,13.35
29.5,35.625,2012,1,14,11.93
30.0,34.375,2012,1,14,13.07
30.0,35.0,2012,1,14,13.22
30.0,35.625,2012,1,14,9.99
30.5,34.375,2012,1,14,13.6
30.5,35.0,2012,1,14,14.25
30.5,35.625,2012,1,14,8.55
31.0,34.375,2012,1,14,14.6
31.0,35.0,2012,1,14,14.3
31.0,35.625,2012,1,14,11.95
31.5,34.375,2012,1,14,15.08
31.5,35.0,2012,1,14,12.65
31.5,35.625,2012,1,14,14.32
32.0,34.375,2012,1,14,16.49
32.0,35.0,2012,1,14,13.09
32.0,35.625,2012,1,14,14.8
32.5,34.375,2012,1,14,16.82
32.5,35.0,2012,1,14,14.79
32.5,35.625,2012,1,14,15.28
33.0,34.375,2012,1,14,16.96
33.0,35.0,2012,1,14,15.19
33.0,35.625,2012,1,14,12.92
29.5,34.375,2012,1,15,13.87
29.5,35.0,2012,1,15,15.65
29.5,35.625,2012,1,15,13.48
30.0,34.375,2012,1,15,14.64
30.0,35.0,2012,1,15,15.86
30.0,35.625,2012,1,15,11.98
30.5,34.375,2012,1,15,14.62
30.5,35.0,2012,1,15,16.37
30.5,35.625,2012,1,15,12.0
31.0,34.375,2012,1,15,15.42
31.0,35.0,2012,1,15,15.77
31.0,35.625,2012,1,15,15.72
31.5,34.375,2012,1,15,16.0
31.5,35.0,2012,1,15,15.13
31.5,35.625,2012,1,15,16.31
32.0,34.375,2012,1,15,16.44
32.0,35.0,2012,1,15,15.24
32.0,35.625,2012,1,15,16.55
32.5,34.375,2012,1,15,16.88
32.5,35.0,2012,1,15,15.49
32.5,35.625,2012,1,15,16.48
33.0,34.375,2012,1,15,17.1
33.0,35.0,2012,1,15,15.51
33.0,35.625,2012,1,15,13.79
29.5,34.375,2012,1,16,12.95
29.5,35.0,2012,1,16,13.97
29.5,35.625,2012,1,16,12.11
30.0,34.375,2012,1,16,13.59
30.0,35.0,2012,1,16,14.05
30.0,35.625,2012,1,16,9.49
30.5,34.375,2012,1,16,13.88
30.5,35.0,2012,1,16,15.06
30.5,35.625,2012,1,16,9.25
31.0,34.375,2012,1,16,14.87
31.0,35.0,2012,1,16,15.19
31.0,35.625,2012,1,16,13.03
31.5,34.375,2012,1,16,15.81
31.5,35.0,2012,1,16,14.42
31.5,35.625,2012,1,16,15.73
32.0,34.375,2012,1,16,16.77
32.0,35.0,2012,1,16,14.62
32.0,35.625,2012,1,16,16.18
32.5,34.375,2012,1,16,16.97
32.5,35.0,2012,1,16,15.34
32.5,35.625,2012,1,16,15.81
33.0,34.375,2012,1,16,17.0
