-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MIN     MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MIN
29.5,34.375,2012,1,1,4.94
29.5,35.0,2012,1,1,1.45
29.5,35.625,2012,1,1,4.23
30.0,34.375,2012,1,1,4.37
30.0,35.0,2012,1,1,2.18
30.0,35.625,2012,1,1,3.94
30.5,34.375,2012,1,1,5.71
30.5,35.0,2012,1,1,4.15
30.5,35.625,2012,1,1,2.06
31.0,34.375,2012,1,1,6.98
31.0,35.0,2012,1,1,4.03
31.0,35.625,2012,1,1,3.0
31.5,34.375,2012,1,1,8.22
31.5,35.0,2012,1,1,3.98
31.5,35.625,2012,1,1,3.27
32.0,34.375,2012,1,1,9.91
32.0,35.0,2012,1,1,5.88
32.0,35.625,2012,1,1,3.05
32.5,34.375,2012,1,1,10.22
32.5,35.0,2012,1,1,6.87
32.5,35.625,2012,1,1,3.52
33.0,34.375,2012,1,1,9.99
33.0,35.0,2012,1,1,7.63
33.0,35.625,2012,1,1,2.95
29.5,34.375,2012,1,2,4.76
29.5,35.0,2012,1,2,3.13
29.5,35.625,2012,1,2,3.66
30.0,34.375,2012,1,2,2.03
30.0,35.0,2012,1,2,1.95
30.0,35.625,2012,1,2,3.0
30.5,34.375,2012,1,2,0.38
30.5,35.0,2012,1,2,0.83
30.5,35.625,2012,1,2,0.73
31.0,34.375,2012,1,2,2.85
31.0,35.0,2012,1,2,1.95
31.0,35.625,2012,1,2,1.52
31.5,34.375,2012,1,2,4.49
31.5,35.0,2012,1,2,3.43
31.5,35.625,2012,1,2,2.34
32.0,34.375,2012,1,2,4.48
32.0,35.0,2012,1,2,4.06
32.0,35.625,2012,1,2,2.44
32.5,34.375,2012,1,2,4.23
32.5,35.0,2012,1,2,3.71
32.5,35.625,2012,1,2,2.3
33.0,34.375,2012,1,2,3.57
33.0,35.0,2012,1,2,3.4
33.0,35.625,2012,1,2,2.74
29.5,34.375,2012,1,3,2.72
29.5,35.0,2012,1,3,2.0
29.5,35.625,2012,1,3,2.12
30.0,34.375,2012,1,3,0.97
30.0,35.0,2012,1,3,1.65
30.0,35.625,2012,1,3,2.1
30.5,34.375,2012,1,3,0.19
30.5,35.0,2012,1,3,0.12
30.5,35.625,2012,1,3,0.24
31.0,34.375,2012,1,3,1.33
31.0,35.0,2012,1,3,0.75
31.0,35.625,2012,1,3,1.25
31.5,34.375,2012,1,3,0.43
31.5,35.0,2012,1,3,1.04
31.5,35.625,2012,1,3,0.73
32.0,34.375,2012,1,3,0.77
32.0,35.0,2012,1,3,0.75
32.0,35.625,2012,1,3,0.12
32.5,34.375,2012,1,3,0.17
32.5,35.0,2012,1,3,0.06
32.5,35.625,2012,1,3,0.33
33.0,34.375,2012,1,3,0.74
33.0,35.0,2012,1,3,0.45
33.0,35.625,2012,1,3,0.37
29.5,34.375,2012,1,4,1.83
29.5,35.0,2012,1,4,0.34
29.5,35.625,2012,1,4,2.66
30.0,34.375,2012,1,4,1.66
30.0,35.0,2012,1,4,0.53
30.0,35.625,2012,1,4,1.62
30.5,34.375,2012,1,4,1.5
30.5,35.0,2012,1,4,1.05
30.5,35.625,2012,1,4,1.53
31.0,34.375,2012,1,4,1.7
31.0,35.0,2012,1,4,0.88
31.0,35.625,2012,1,4,1.17
31.5,34.375,2012,1,4,2.04
31.5,35.0,2012,1,4,1.17
31.5,35.625,2012,1,4,0.49
32.0,34.375,2012,1,4,3.0
32.0,35.0,2012,1,4,1.81
32.0,35.625,2012,1,4,2.02
32.5,34.375,2012,1,4,3.52
32.5,35.0,2012,1,4,1.08
32.5,35.625,2012,1,4,0.56
33.0,34.375,2012,1,4,3.09
33.0,35.0,2012,1,4,0.79
33.0,35.625,2012,1,4,1.3
29.5,34.375,2012,1,5,1.4
29.5,35.0,2012,1,5,0.64
29.5,35.625,2012,1,5,3.0
30.0,34.375,2012,1,5,0.59
30.0,35.0,2012,1,5,1.14
30.0,35.625,2012,1,5,4.85
30.5,34.375,2012,1,5,1.86
30.5,35.0,2012,1,5,0.67
30.5,35.625,2012,1,5,3.53
31.0,34.375,2012,1,5,2.56
31.0,35.0,2012,1,5,0.89
31.0,35.625,2012,1,5,2.48
31.5,34.375,2012,1,5,1.79
31.5,35.0,2012,1,5,1.38
31.5,35.625,2012,1,5,3.19
32.0,34.375,2012,1,5,0.14
32.0,35.0,2012,1,5,2.64
32.0,35.625,2012,1,5,3.82
32.5,34.375,2012,1,5,0.38
32.5,35.0,2012,1,5,3.3
32.5,35.625,2012,1,5,3.42
33.0,34.375,2012,1,5,1.53
33.0,35.0,2012,1,5,3.26
33.0,35.625,2012,1,5,3.8
29.5,34.375,2012,1,6,2.17
29.5,35.0,2012,1,6,1.62
29.5,35.625,2012,1,6,0.93
30.0,34.375,2012,1,6,1.55
30.0,35.0,2012,1,6,0.86
30.0,35.625,2012,1,6,1.22
30.5,34.375,2012,1,6,0.97
