-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2012,1,1,13.09
29.5,35.0,2012,1,1,9.91
29.5,35.625,2012,1,1,12.67
30.0,34.375,2012,1,1,12.31
30.0,35.0,2012,1,1,11.46
30.0,35.625,2012,1,1,11.5
30.5,34.375,2012,1,1,11.56
30.5,35.0,2012,1,1,11.68
30.5,35.625,2012,1,1,10.78
31.0,34.375,2012,1,1,10.71
31.0,35.0,2012,1,1,12.44
31.0,35.625,2012,1,1,11.08
31.5,34.375,2012,1,1,4.92
31.5,35.0,2012,1,1,11.85
31.5,35.625,2012,1,1,9.73
32.0,34.375,2012,1,1,1.61
32.0,35.0,2012,1,1,8.6
32.0,35.625,2012,1,1,11.92
32.5,34.375,2012,1,1,2.16
32.5,35.0,2012,1,1,5.31
32.5,35.625,2012,1,1,12.5
33.0,34.375,2012,1,1,1.95
33.0,35.0,2012,1,1,3.29
33.0,35.625,2012,1,1,10.1
29.5,34.375,2012,1,2,10.78
29.5,35.0,2012,1,2,9.72
29.5,35.625,2012,1,2,12.73
30.0,34.375,2012,1,2,9.92
30.0,35.0,2012,1,2,9.85
30.0,35.625,2012,1,2,10.63
30.5,34.375,2012,1,2,8.63
30.5,35.0,2012,1,2,9.3
30.5,35.625,2012,1,2,7.31
31.0,34.375,2012,1,2,6.56
31.0,35.0,2012,1,2,7.18
31.0,35.625,2012,1,2,4.21
31.5,34.375,2012,1,2,3.8
31.5,35.0,2012,1,2,6.09
31.5,35.625,2012,1,2,6.14
32.0,34.375,2012,1,2,1.03
32.0,35.0,2012,1,2,5.21
32.0,35.625,2012,1,2,7.31
32.5,34.375,2012,1,2,0.95
32.5,35.0,2012,1,2,2.92
32.5,35.625,2012,1,2,8.47
33.0,34.375,2012,1,2,0.81
33.0,35.0,2012,1,2,1.61
33.0,35.625,2012,1,2,6.6
29.5,34.375,2012,1,3,11.04
29.5,35.0,2012,1,3,12.22
29.5,35.625,2012,1,3,10.54
30.0,34.375,2012,1,3,10.48
30.0,35.0,2012,1,3,11.59
30.0,35.625,2012,1,3,10.62
30.5,34.375,2012,1,3,10.68
30.5,35.0,2012,1,3,10.24
30.5,35.625,2012,1,3,10.04
31.0,34.375,2012,1,3,9.99
31.0,35.0,2012,1,3,9.51
31.0,35.625,2012,1,3,10.75
31.5,34.375,2012,1,3,4.65
31.5,35.0,2012,1,3,9.55
31.5,35.625,2012,1,3,10.06
32.0,34.375,2012,1,3,0.76
32.0,35.0,2012,1,3,8.82
32.0,35.625,2012,1,3,9.4
32.5,34.375,2012,1,3,1.17
32.5,35.0,2012,1,3,6.37
32.5,35.625,2012,1,3,11.04
33.0,34.375,2012,1,3,1.11
33.0,35.0,2012,1,3,3.25
33.0,35.625,2012,1,3,11.26
29.5,34.375,2012,1,4,13.87
29.5,35.0,2012,1,4,13.42
29.5,35.625,2012,1,4,14.63
30.0,34.375,2012,1,4,14.79
30.0,35.0,2012,1,4,13.31
30.0,35.625,2012,1,4,13.53
30.5,34.375,2012,1,4,13.79
30.5,35.0,2012,1,4,13.17
30.5,35.625,2012,1,4,12.01
31.0,34.375,2012,1,4,13.62
31.0,35.0,2012,1,4,13.28
31.0,35.625,2012,1,4,13.42
31.5,34.375,2012,1,4,8.59
31.5,35.0,2012,1,4,12.77
31.5,35.625,2012,1,4,13.32
32.0,34.375,2012,1,4,1.65
32.0,35.0,2012,1,4,11.87
32.0,35.625,2012,1,4,13.95
32.5,34.375,2012,1,4,1.05
32.5,35.0,2012,1,4,9.29
32.5,35.625,2012,1,4,14.6
33.0,34.375,2012,1,4,0.78
33.0,35.0,2012,1,4,5.61
33.0,35.625,2012,1,4,11.78
29.5,34.375,2012,1,5,15.18
29.5,35.0,2012,1,5,12.98
29.5,35.625,2012,1,5,16.7
30.0,34.375,2012,1,5,13.04
30.0,35.0,2012,1,5,13.19
30.0,35.625,2012,1,5,16.09
30.5,34.375,2012,1,5,10.79
30.5,35.0,2012,1,5,12.57
30.5,35.625,2012,1,5,13.51
31.0,34.375,2012,1,5,11.36
31.0,35.0,2012,1,5,11.39
31.0,35.625,2012,1,5,13.71
31.5,34.375,2012,1,5,6.6
31.5,35.0,2012,1,5,12.92
31.5,35.625,2012,1,5,13.31
32.0,34.375,2012,1,5,1.67
32.0,35.0,2012,1,5,13.45
32.0,35.625,2012,1,5,14.31
32.5,34.375,2012,1,5,1.45
32.5,35.0,2012,1,5,10.53
32.5,35.625,2012,1,5,14.9
33.0,34.375,2012,1,5,1.67
33.0,35.0,2012,1,5,6.89
33.0,35.625,2012,1,5,14.09
29.5,34.375,2012,1,6,11.46
29.5,35.0,2012,1,6,10.32
29.5,35.625,2012,1,6,12.68
30.0,34.375,2012,1,6,12.32
30.0,35.0,2012,1,6,10.85
30.0,35.625,2012,1,6,9.58
30.5,34.375,2012,1,6,11.86
30.5,35.0,2012,1,6,10.94
30.5,35.625,2012,1,6,8.89
31.0,34.375,2012,1,6,11.25
31.0,35.0,2012,1,6,10.46
31.0,35.625,2012,1,6,10.35
31.5,34.375,2012,1,6,5.01
31.5,35.0,2012,1,6,8.93
31.5,35.625,2012,1,6,9.75
32.0,34.375,2012,1,6,0.79
32.0,35.0,2012,1,6,7.1
32.0,35.625,2012,1,6,8.59
32.5,34.375,2012,1,6,1.35
32.5,35.0,2012,1,6,5.58
32.5,35.625,2012,1,6,8.9
33.0,34.375,2012,1,6,1.82
33.0,35.0,2012,1,6,3.43
33.0,35.625,2012,1,6,7.82
29.5,34.375,2012,1,7,12.71
29.5,35.0,2012,1,7,13.35
29.5,35.625,2012,1,7,15.34
30.0,34.375,2012,1,7,13.93
30.0,35.0,2012,1,7,14.49
30.0,35.625,2012,1,7,14.74
30.5,34.375,2012,1,7,14.9
30.5,35.0,2012,1,7,14.09
30.5,35.625,2012,1,7,14.13
31.0,34.375,2012,1,7,14.99
31.0,35.0,2012,1,7,13.71
31.0,35.625,2012,1,7,15.21
31.5,34.375,2012,1,7,9.4
31.5,35.0,2012,1,7,13.68
31.5,35.625,2012,1,7,14.52
32.0,34.375,2012,1,7,1.77
32.0,35.0,2012,1,7,13.13
32.0,35.625,2012,1,7,15.59
32.5,34.375,2012,1,7,1.44
32.5,35.0,2012,1,7,9.87
32.5,35.625,2012,1,7,15.64
33.0,34.375,2012,1,7,1.33
33.0,35.0,2012,1,7,6.62
33.0,35.625,2012,1,7,13.78
29.5,34.375,2012,1,8,11.72
29.5,35.0,2012,1,8,11.26
29.5,35.625,2012,1,8,12.3
30.0,34.375,2012,1,8,11.15
30.0,35.0,2012,1,8,11.65
30.0,35.625,2012,1,8,11.56
30.5,34.375,2012,1,8,11.04
30.5,35.0,2012,1,8,11.31
30.5,35.625,2012,1,8,10.74
31.0,34.375,2012,1,8,9.88
31.0,35.0,2012,1,8,12.07
31.0,35.625,2012,1,8,10.59
31.5,34.375,2012,1,8,5.28
31.5,35.0,2012,1,8,10.68
31.5,35.625,2012,1,8,9.74
32.0,34.375,2012,1,8,1.62
32.0,35.0,2012,1,8,8.43
32.0,35.625,2012,1,8,11.89
32.5,34.375,2012,1,8,1.96
32.5,35.0,2012,1,8,5.75
32.5,35.625,2012,1,8,12.53
33.0,34.375,2012,1,8,1.84
33.0,35.0,2012,1,8,3.41
33.0,35.625,2012,1,8,10.93
29.5,34.375,2012,1,9,12.73
29.5,35.0,2012,1,9,10.68
29.5,35.625,2012,1,9,13.66
30.0,34.375,2012,1,9,12.53
30.0,35.0,2012,1,9,11.26
30.0,35.625,2012,1,9,12.07
30.5,34.375,2012,1,9,12.29
30.5,35.0,2012,1,9,12.26
30.5,35.625,2012,1,9,10.96
31.0,34.375,2012,1,9,11.49
31.0,35.0,2012,1,9,13.08
31.0,35.625,2012,1,9,11.24
31.5,34.375,2012,1,9,5.2
31.5,35.0,2012,1,9,12.04
31.5,35.625,2012,1,9,10.8
32.0,34.375,2012,1,9,0.95
32.0,35.0,2012,1,9,7.29
32.0,35.625,2012,1,9,12.22
32.5,34.375,2012,1,9,0.44
32.5,35.0,2012,1,9,4.77
32.5,35.625,2012,1,9,11.44
33.0,34.375,2012,1,9,0.65
33.0,35.0,2012,1,9,2.78
33.0,35.625,2012,1,9,7.03
29.5,34.375,2012,1,10,13.2
29.5,35.0,2012,1,10,14.25
29.5,35.625,2012,1,10,16.37
30.0,34.375,2012,1,10,15.21
30.0,35.0,2012,1,10,14.77
30.0,35.625,2012,1,10,14.91
30.5,34.375,2012,1,10,15.04
30.5,35.0,2012,1,10,14.62
30.5,35.625,2012,1,10,13.68
31.0,34.375,2012,1,10,14.18
31.0,35.0,2012,1,10,14.23
31.0,35.625,2012,1,10,14.32
31.5,34.375,2012,1,10,9.13
31.5,35.0,2012,1,10,12.98
31.5,35.625,2012,1,10,13.3
32.0,34.375,2012,1,10,1.33
32.0,35.0,2012,1,10,12.02
32.0,35.625,2012,1,10,13.88
32.5,34.375,2012,1,10,1.24
32.5,35.0,2012,1,10,9.09
32.5,35.625,2012,1,10,14.53
33.0,34.375,2012,1,10,1.37
33.0,35.0,2012,1,10,5.8
33.0,35.625,2012,1,10,14.01
29.5,34.375,2012,1,11,10.85
29.5,35.0,2012,1,11,11.07
29.5,35.625,2012,1,11,11.3
30.0,34.375,2012,1,11,10.65
30.0,35.0,2012,1,11,11.18
30.0,35.625,2012,1,11,10.78
30.5,34.375,2012,1,11,10.57
30.5,35.0,2012,1,11,10.76
30.5,35.625,2012,1,11,9.82
31.0,34.375,2012,1,11,9.64
31.0,35.0,2012,1,11,11.19
31.0,35.625,2012,1,11,10.32
31.5,34.375,2012,1,11,4.18
