-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2012 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2012,1,1,3.94
29.5,35.0,2012,1,1,4.1
29.5,35.625,2012,1,1,3.59
30.0,34.375,2012,1,1,4.09
30.0,35.0,2012,1,1,4.09
30.0,35.625,2012,1,1,3.81
30.5,34.375,2012,1,1,4.34
30.5,35.0,2012,1,1,4.28
30.5,35.625,2012,1,1,4.01
31.0,34.375,2012,1,1,4.76
31.0,35.0,2012,1,1,4.64
31.0,35.625,2012,1,1,4.31
31.5,34.375,2012,1,1,7.0
31.5,35.0,2012,1,1,5.16
31.5,35.625,2012,1,1,5.16
32.0,34.375,2012,1,1,8.22
32.0,35.0,2012,1,1,6.21
32.0,35.625,2012,1,1,5.66
32.5,34.375,2012,1,1,8.47
32.5,35.0,2012,1,1,7.12
32.5,35.625,2012,1,1,6.11
33.0,34.375,2012,1,1,8.55
33.0,35.0,2012,1,1,7.79
33.0,35.625,2012,1,1,6.41
29.5,34.375,2012,1,2,5.16
29.5,35.0,2012,1,2,5.42
29.5,35.625,2012,1,2,4.91
30.0,34.375,2012,1,2,5.35
30.0,35.0,2012,1,2,5.39
30.0,35.625,2012,1,2,5.11
30.5,34.375,2012,1,2,5.67
30.5,35.0,2012,1,2,5.6
30.5,35.625,2012,1,2,5.34
31.0,34.375,2012,1,2,6.41
31.0,35.0,2012,1,2,6.18
31.0,35.625,2012,1,2,5.76
31.5,34.375,2012,1,2,8.02
31.5,35.0,2012,1,2,7.01
31.5,35.625,2012,1,2,6.56
32.0,34.375,2012,1,2,8.59
32.0,35.0,2012,1,2,7.5
32.0,35.625,2012,1,2,7.06
32.5,34.375,2012,1,2,8.57
32.5,35.0,2012,1,2,7.85
32.5,35.625,2012,1,2,7.36
33.0,34.375,2012,1,2,8.58
33.0,35.0,2012,1,2,8.02
33.0,35.625,2012,1,2,7.18
29.5,34.375,2012,1,3,5.12
29.5,35.0,2012,1,3,5.21
