-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2016,1,1,4.69
29.5,35.0,2016,1,1,5.12
29.5,35.625,2016,1,1,4.63
30.0,34.375,2016,1,1,4.78
30.0,35.0,2016,1,1,4.91
30.0,35.625,2016,1,1,4.51
30.5,34.375,2016,1,1,4.9
30.5,35.0,2016,1,1,5.05
30.5,35.625,2016,1,1,4.57
31.0,34.375,2016,1,1,5.64
31.0,35.0,2016,1,1,5.67
31.0,35.625,2016,1,1,5.41
31.5,34.375,2016,1,1,6.84
31.5,35.0,2016,1,1,6.03
31.5,35.625,2016,1,1,6.01
32.0,34.375,2016,1,1,7.16
32.0,35.0,2016,1,1,6.02
32.0,35.625,2016,1,1,5.59
32.5,34.375,2016,1,1,6.82
32.5,35.0,2016,1,1,5.84
32.5,35.625,2016,1,1,5.38
33.0,34.375,2016,1,1,6.8
33.0,35.0,2016,1,1,6.19
33.0,35.625,2016,1,1,5.08
29.5,34.375,2016,1,2,3.72
29.5,35.0,2016,1,2,4.21
29.5,35.625,2016,1,2,3.79
30.0,34.375,2016,1,2,4.01
30.0,35.0,2016,1,2,4.3
30.0,35.625,2016,1,2,4.06
30.5,34.375,2016,1,2,4.65
30.5,35.0,2016,1,2,4.77
30.5,35.625,2016,1,2,4.32
31.0,34.375,2016,1,2,5.43
31.0,35.0,2016,1,2,5.25
31.0,35.625,2016,1,2,5.01
31.5,34.375,2016,1,2,6.02
31.5,35.0,2016,1,2,5.23
31.5,35.625,2016,1,2,4.96
32.0,34.375,2016,1,2,6.78
32.0,35.0,2016,1,2,5.41
32.0,35.625,2016,1,2,4.77
32.5,34.375,2016,1,2,6.72
32.5,35.0,2016,1,2,5.52
32.5,35.625,2016,1,2,4.73
33.0,34.375,2016,1,2,6.42
33.0,35.0,2016,1,2,5.53
33.0,35.625,2016,1,2,4.15
29.5,34.375,2016,1,3,4.32
29.5,35.0,2016,1,3,4.31
29.5,35.625,2016,1,3,3.71
30.0,34.375,2016,1,3,4.74
30.0,35.0,2016,1,3,4.67
30.0,35.625,2016,1,3,4.12
30.5,34.375,2016,1,3,5.09
30.5,35.0,2016,1,3,5.06
30.5,35.625,2016,1,3,4.49
31.0,34.375,2016,1,3,5.59
31.0,35.0,2016,1,3,5.55
31.0,35.625,2016,1,3,5.16
31.5,34.375,2016,1,3,7.33
31.5,35.0,2016,1,3,6.16
31.5,35.625,2016,1,3,5.93
32.0,34.375,2016,1,3,8.27
32.0,35.0,2016,1,3,6.85
32.0,35.625,2016,1,3,6.21
32.5,34.375,2016,1,3,8.38
32.5,35.0,2016,1,3,7.38
32.5,35.625,2016,1,3,6.38
33.0,34.375,2016,1,3,8.31
33.0,35.0,2016,1,3,7.65
33.0,35.625,2016,1,3,6.08
29.5,34.375,2016,1,4,5.03
29.5,35.0,2016,1,4,5.13
29.5,35.625,2016,1,4,4.53
30.0,34.375,2016,1,4,5.45
30.0,35.0,2016,1,4,5.38
30.0,35.625,2016,1,4,4.78
30.5,34.375,2016,1,4,5.76
30.5,35.0,2016,1,4,5.7
30.5,35.625,2016,1,4,5.09
31.0,34.375,2016,1,4,6.21
31.0,35.0,2016,1,4,6.07
31.0,35.625,2016,1,4,5.72
31.5,34.375,2016,1,4,7.83
31.5,35.0,2016,1,4,6.63
31.5,35.625,2016,1,4,6.55
32.0,34.375,2016,1,4,8.62
32.0,35.0,2016,1,4,7.23
32.0,35.625,2016,1,4,6.71
32.5,34.375,2016,1,4,8.61
32.5,35.0,2016,1,4,7.57
32.5,35.625,2016,1,4,6.75
33.0,34.375,2016,1,4,8.49
33.0,35.0,2016,1,4,7.89
33.0,35.625,2016,1,4,6.53
29.5,34.375,2016,1,5,4.04
29.5,35.0,2016,1,5,4.53
29.5,35.625,2016,1,5,4.19
30.0,34.375,2016,1,5,4.54
30.0,35.0,2016,1,5,4.84
30.0,35.625,2016,1,5,4.48
30.5,34.375,2016,1,5,4.91
30.5,35.0,2016,1,5,5.17
30.5,35.625,2016,1,5,4.73
31.0,34.375,2016,1,5,5.1
31.0,35.0,2016,1,5,5.35
31.0,35.625,2016,1,5,5.18
31.5,34.375,2016,1,5,7.12
31.5,35.0,2016,1,5,5.74
31.5,35.625,2016,1,5,5.69
32.0,34.375,2016,1,5,8.49
32.0,35.0,2016,1,5,6.8
32.0,35.625,2016,1,5,5.83
32.5,34.375,2016,1,5,8.7
32.5,35.0,2016,1,5,7.58
32.5,35.625,2016,1,5,6.22
33.0,34.375,2016,1,5,8.97
33.0,35.0,2016,1,5,8.27
33.0,35.625,2016,1,5,6.48
29.5,34.375,2016,1,6,3.48
29.5,35.0,2016,1,6,3.96
29.5,35.625,2016,1,6,3.64
30.0,34.375,2016,1,6,3.86
30.0,35.0,2016,1,6,4.21
30.0,35.625,2016,1,6,3.96
30.5,34.375,2016,1,6,4.26
30.5,35.0,2016,1,6,4.58
30.5,35.625,2016,1,6,4.34
31.0,34.375,2016,1,6,4.59
31.0,35.0,2016,1,6,4.76
31.0,35.625,2016,1,6,4.82
31.5,34.375,2016,1,6,6.59
31.5,35.0,2016,1,6,5.31
31.5,35.625,2016,1,6,5.37
32.0,34.375,2016,1,6,8.5
32.0,35.0,2016,1,6,6.59
32.0,35.625,2016,1,6,5.58
32.5,34.375,2016,1,6,9.07
32.5,35.0,2016,1,6,7.85
32.5,35.625,2016,1,6,6.23
33.0,34.375,2016,1,6,9.51
33.0,35.0,2016,1,6,8.65
33.0,35.625,2016,1,6,6.75
29.5,34.375,2016,1,7,3.33
29.5,35.0,2016,1,7,4.67
29.5,35.625,2016,1,7,3.72
30.0,34.375,2016,1,7,3.71
30.0,35.0,2016,1,7,4.55
30.0,35.625,2016,1,7,4.02
30.5,34.375,2016,1,7,4.3
30.5,35.0,2016,1,7,5.08
30.5,35.625,2016,1,7,4.67
31.0,34.375,2016,1,7,4.66
31.0,35.0,2016,1,7,5.28
31.0,35.625,2016,1,7,5.42
31.5,34.375,2016,1,7,6.82
31.5,35.0,2016,1,7,5.7
31.5,35.625,2016,1,7,5.69
32.0,34.375,2016,1,7,8.8
32.0,35.0,2016,1,7,6.58
32.0,35.625,2016,1,7,5.69
32.5,34.375,2016,1,7,9.54
32.5,35.0,2016,1,7,7.28
32.5,35.625,2016,1,7,5.94
33.0,34.375,2016,1,7,9.96
33.0,35.0,2016,1,7,7.81
33.0,35.625,2016,1,7,5.79
29.5,34.375,2016,1,8,4.82
29.5,35.0,2016,1,8,5.14
29.5,35.625,2016,1,8,4.59
30.0,34.375,2016,1,8,5.32
30.0,35.0,2016,1,8,5.28
30.0,35.625,2016,1,8,4.87
30.5,34.375,2016,1,8,5.83
30.5,35.0,2016,1,8,5.77
30.5,35.625,2016,1,8,5.32
31.0,34.375,2016,1,8,6.49
31.0,35.0,2016,1,8,6.31
31.0,35.625,2016,1,8,5.87
31.5,34.375,2016,1,8,8.36
31.5,35.0,2016,1,8,7.22
31.5,35.625,2016,1,8,6.55
32.0,34.375,2016,1,8,9.08
32.0,35.0,2016,1,8,8.22
32.0,35.625,2016,1,8,7.33
32.5,34.375,2016,1,8,8.96
32.5,35.0,2016,1,8,8.41
32.5,35.625,2016,1,8,8.06
33.0,34.375,2016,1,8,8.86
33.0,35.0,2016,1,8,8.55
33.0,35.625,2016,1,8,7.89
29.5,34.375,2016,1,9,5.95
29.5,35.0,2016,1,9,6.33
29.5,35.625,2016,1,9,5.77
30.0,34.375,2016,1,9,6.3
30.0,35.0,2016,1,9,6.32
30.0,35.625,2016,1,9,5.9
30.5,34.375,2016,1,9,6.64
30.5,35.0,2016,1,9,6.6
30.5,35.625,2016,1,9,6.1
31.0,34.375,2016,1,9,7.11
31.0,35.0,2016,1,9,6.84
31.0,35.625,2016,1,9,6.61
31.5,34.375,2016,1,9,7.61
31.5,35.0,2016,1,9,6.82
31.5,35.625,2016,1,9,6.82
32.0,34.375,2016,1,9,7.87
32.0,35.0,2016,1,9,6.9
32.0,35.625,2016,1,9,6.55
32.5,34.375,2016,1,9,7.92
32.5,35.0,2016,1,9,7.29
32.5,35.625,2016,1,9,6.96
33.0,34.375,2016,1,9,8.12
33.0,35.0,2016,1,9,7.56
33.0,35.625,2016,1,9,6.35
29.5,34.375,2016,1,10,4.97
29.5,35.0,2016,1,10,4.88
29.5,35.625,2016,1,10,4.58
30.0,34.375,2016,1,10,5.37
30.0,35.0,2016,1,10,5.15
30.0,35.625,2016,1,10,4.44
30.5,34.375,2016,1,10,5.85
30.5,35.0,2016,1,10,5.61
30.5,35.625,2016,1,10,4.69
31.0,34.375,2016,1,10,6.31
31.0,35.0,2016,1,10,5.92
31.0,35.625,2016,1,10,5.25
31.5,34.375,2016,1,10,6.91
31.5,35.0,2016,1,10,6.04
31.5,35.625,2016,1,10,6.02
32.0,34.375,2016,1,10,7.2
32.0,35.0,2016,1,10,6.29
32.0,35.625,2016,1,10,6.0
32.5,34.375,2016,1,10,7.12
32.5,35.0,2016,1,10,6.51
32.5,35.625,2016,1,10,5.98
33.0,34.375,2016,1,10,7.17
33.0,35.0,2016,1,10,6.7
33.0,35.625,2016,1,10,5.43
29.5,34.375,2016,1,11,4.24
29.5,35.0,2016,1,11,4.23
29.5,35.625,2016,1,11,3.73
30.0,34.375,2016,1,11,4.69
30.0,35.0,2016,1,11,4.35
30.0,35.625,2016,1,11,3.95
30.5,34.375,2016,1,11,5.15
30.5,35.0,2016,1,11,4.98
30.5,35.625,2016,1,11,4.32
31.0,34.375,2016,1,11,5.72
31.0,35.0,2016,1,11,5.41
31.0,35.625,2016,1,11,4.75
31.5,34.375,2016,1,11,7.16
31.5,35.0,2016,1,11,5.83
31.5,35.625,2016,1,11,5.31
32.0,34.375,2016,1,11,7.81
32.0,35.0,2016,1,11,6.42
32.0,35.625,2016,1,11,5.37
32.5,34.375,2016,1,11,7.96
32.5,35.0,2016,1,11,6.46
32.5,35.625,2016,1,11,5.6
33.0,34.375,2016,1,11,7.91
33.0,35.0,2016,1,11,6.59
33.0,35.625,2016,1,11,5.09
29.5,34.375,2016,1,12,4.89
29.5,35.0,2016,1,12,4.65
29.5,35.625,2016,1,12,3.82
30.0,34.375,2016,1,12,5.45
30.0,35.0,2016,1,12,5.01
30.0,35.625,2016,1,12,4.08
30.5,34.375,2016,1,12,6.16
30.5,35.0,2016,1,12,5.72
30.5,35.625,2016,1,12,4.6
31.0,34.375,2016,1,12,7.02
31.0,35.0,2016,1,12,6.25
31.0,35.625,2016,1,12,5.12
31.5,34.375,2016,1,12,8.02
31.5,35.0,2016,1,12,6.58
31.5,35.625,2016,1,12,5.79
32.0,34.375,2016,1,12,8.71
32.0,35.0,2016,1,12,7.08
32.0,35.625,2016,1,12,6.12
32.5,34.375,2016,1,12,8.89
32.5,35.0,2016,1,12,7.33
32.5,35.625,2016,1,12,6.3
33.0,34.375,2016,1,12,9.03
33.0,35.0,2016,1,12,7.8
33.0,35.625,2016,1,12,6.1
29.5,34.375,2016,1,13,3.95
