-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2016,1,1,0.12
29.5,35.0,2016,1,1,0.76
29.5,35.625,2016,1,1,0.03
30.0,34.375,2016,1,1,0.64
30.0,35.0,2016,1,1,4.78
30.0,35.625,2016,1,1,1.88
30.5,34.375,2016,1,1,3.12
30.5,35.0,2016,1,1,19.47
30.5,35.625,2016,1,1,28.82
31.0,34.375,2016,1,1,9.26
31.0,35.0,2016,1,1,21.95
31.0,35.625,2016,1,1,58.08
31.5,34.375,2016,1,1,9.74
31.5,35.0,2016,1,1,23.58
31.5,35.625,2016,1,1,25.04
32.0,34.375,2016,1,1,9.25
32.0,35.0,2016,1,1,29.03
32.0,35.625,2016,1,1,19.93
32.5,34.375,2016,1,1,4.08
32.5,35.0,2016,1,1,15.67
32.5,35.625,2016,1,1,20.99
33.0,34.375,2016,1,1,1.31
33.0,35.0,2016,1,1,14.1
33.0,35.625,2016,1,1,12.91
29.5,34.375,2016,1,2,0.01
29.5,35.0,2016,1,2,0.29
29.5,35.625,2016,1,2,0.01
30.0,34.375,2016,1,2,0.34
30.0,35.0,2016,1,2,1.9
30.0,35.625,2016,1,2,0.74
30.5,34.375,2016,1,2,2.08
30.5,35.0,2016,1,2,6.23
30.5,35.625,2016,1,2,7.99
31.0,34.375,2016,1,2,1.85
31.0,35.0,2016,1,2,3.14
31.0,35.625,2016,1,2,6.75
31.5,34.375,2016,1,2,0.6
31.5,35.0,2016,1,2,1.82
31.5,35.625,2016,1,2,2.44
32.0,34.375,2016,1,2,0.36
32.0,35.0,2016,1,2,2.32
32.0,35.625,2016,1,2,2.73
32.5,34.375,2016,1,2,0.17
32.5,35.0,2016,1,2,1.79
32.5,35.625,2016,1,2,3.12
33.0,34.375,2016,1,2,0.13
33.0,35.0,2016,1,2,1.11
33.0,35.625,2016,1,2,0.61
29.5,34.375,2016,1,3,0.0
29.5,35.0,2016,1,3,0.01
29.5,35.625,2016,1,3,0.0
30.0,34.375,2016,1,3,0.01
30.0,35.0,2016,1,3,0.02
30.0,35.625,2016,1,3,0.03
30.5,34.375,2016,1,3,0.16
30.5,35.0,2016,1,3,0.09
30.5,35.625,2016,1,3,0.11
31.0,34.375,2016,1,3,0.76
31.0,35.0,2016,1,3,1.0
31.0,35.625,2016,1,3,0.51
31.5,34.375,2016,1,3,2.06
31.5,35.0,2016,1,3,2.95
31.5,35.625,2016,1,3,0.99
32.0,34.375,2016,1,3,3.61
32.0,35.0,2016,1,3,6.07
32.0,35.625,2016,1,3,2.6
32.5,34.375,2016,1,3,7.45
32.5,35.0,2016,1,3,10.1
32.5,35.625,2016,1,3,6.17
33.0,34.375,2016,1,3,15.3
33.0,35.0,2016,1,3,19.19
33.0,35.625,2016,1,3,3.76
29.5,34.375,2016,1,4,0.0
29.5,35.0,2016,1,4,0.0
29.5,35.625,2016,1,4,0.0
30.0,34.375,2016,1,4,0.0
30.0,35.0,2016,1,4,0.0
30.0,35.625,2016,1,4,0.03
30.5,34.375,2016,1,4,0.02
30.5,35.0,2016,1,4,0.01
30.5,35.625,2016,1,4,0.09
31.0,34.375,2016,1,4,0.06
31.0,35.0,2016,1,4,0.17
31.0,35.625,2016,1,4,0.1
31.5,34.375,2016,1,4,0.28
31.5,35.0,2016,1,4,0.61
31.5,35.625,2016,1,4,0.28
32.0,34.375,2016,1,4,0.26
32.0,35.0,2016,1,4,0.94
32.0,35.625,2016,1,4,0.23
32.5,34.375,2016,1,4,0.57
32.5,35.0,2016,1,4,0.46
32.5,35.625,2016,1,4,0.24
33.0,34.375,2016,1,4,0.93
33.0,35.0,2016,1,4,1.27
33.0,35.625,2016,1,4,0.72
29.5,34.375,2016,1,5,0.0
29.5,35.0,2016,1,5,0.0
29.5,35.625,2016,1,5,0.0
30.0,34.375,2016,1,5,0.0
30.0,35.0,2016,1,5,0.0
30.0,35.625,2016,1,5,0.0
30.5,34.375,2016,1,5,0.0
30.5,35.0,2016,1,5,0.0
30.5,35.625,2016,1,5,0.0
31.0,34.375,2016,1,5,0.0
31.0,35.0,2016,1,5,0.0
31.0,35.625,2016,1,5,0.0
31.5,34.375,2016,1,5,0.0
31.5,35.0,2016,1,5,0.0
31.5,35.625,2016,1,5,0.0
32.0,34.375,2016,1,5,0.0
32.0,35.0,2016,1,5,0.0
32.0,35.625,2016,1,5,0.0
32.5,34.375,2016,1,5,0.05
32.5,35.0,2016,1,5,0.09
32.5,35.625,2016,1,5,0.06
33.0,34.375,2016,1,5,0.34
33.0,35.0,2016,1,5,0.93
33.0,35.625,2016,1,5,0.41
29.5,34.375,2016,1,6,0.0
29.5,35.0,2016,1,6,0.0
29.5,35.625,2016,1,6,0.0
