-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2016,1,1,9.33
29.5,35.0,2016,1,1,11.18
29.5,35.625,2016,1,1,7.63
30.0,34.375,2016,1,1,10.05
30.0,35.0,2016,1,1,10.8
30.0,35.625,2016,1,1,5.71
30.5,34.375,2016,1,1,10.41
30.5,35.0,2016,1,1,11.27
30.5,35.625,2016,1,1,4.95
31.0,34.375,2016,1,1,11.98
31.0,35.0,2016,1,1,11.61
31.0,35.625,2016,1,1,8.85
31.5,34.375,2016,1,1,14.37
31.5,35.0,2016,1,1,10.57
31.5,35.625,2016,1,1,12.84
32.0,34.375,2016,1,1,15.9
32.0,35.0,2016,1,1,11.17
32.0,35.625,2016,1,1,12.55
32.5,34.375,2016,1,1,15.79
32.5,35.0,2016,1,1,12.47
32.5,35.625,2016,1,1,11.98
33.0,34.375,2016,1,1,15.37
33.0,35.0,2016,1,1,13.2
33.0,35.625,2016,1,1,8.85
29.5,34.375,2016,1,2,8.59
29.5,35.0,2016,1,2,9.7
29.5,35.625,2016,1,2,7.17
30.0,34.375,2016,1,2,9.8
30.0,35.0,2016,1,2,9.7
30.0,35.625,2016,1,2,5.1
30.5,34.375,2016,1,2,9.97
30.5,35.0,2016,1,2,10.11
30.5,35.625,2016,1,2,3.99
31.0,34.375,2016,1,2,11.92
31.0,35.0,2016,1,2,11.89
31.0,35.625,2016,1,2,9.06
31.5,34.375,2016,1,2,14.28
31.5,35.0,2016,1,2,11.33
31.5,35.625,2016,1,2,13.19
32.0,34.375,2016,1,2,15.47
32.0,35.0,2016,1,2,11.34
32.0,35.625,2016,1,2,12.92
32.5,34.375,2016,1,2,15.51
32.5,35.0,2016,1,2,12.29
32.5,35.625,2016,1,2,12.19
33.0,34.375,2016,1,2,14.74
33.0,35.0,2016,1,2,12.11
33.0,35.625,2016,1,2,10.23
29.5,34.375,2016,1,3,14.06
29.5,35.0,2016,1,3,14.62
29.5,35.625,2016,1,3,12.45
30.0,34.375,2016,1,3,14.87
30.0,35.0,2016,1,3,14.64
30.0,35.625,2016,1,3,10.0
30.5,34.375,2016,1,3,14.98
30.5,35.0,2016,1,3,15.16
30.5,35.625,2016,1,3,8.31
31.0,34.375,2016,1,3,15.91
31.0,35.0,2016,1,3,15.41
31.0,35.625,2016,1,3,12.4
31.5,34.375,2016,1,3,16.68
31.5,35.0,2016,1,3,14.1
31.5,35.625,2016,1,3,15.79
32.0,34.375,2016,1,3,16.95
32.0,35.0,2016,1,3,13.77
32.0,35.625,2016,1,3,16.02
32.5,34.375,2016,1,3,16.88
32.5,35.0,2016,1,3,14.83
32.5,35.625,2016,1,3,15.34
33.0,34.375,2016,1,3,16.89
33.0,35.0,2016,1,3,14.87
33.0,35.625,2016,1,3,10.92
29.5,34.375,2016,1,4,15.79
29.5,35.0,2016,1,4,16.86
29.5,35.625,2016,1,4,14.86
30.0,34.375,2016,1,4,16.33
30.0,35.0,2016,1,4,16.36
30.0,35.625,2016,1,4,13.13
30.5,34.375,2016,1,4,16.49
30.5,35.0,2016,1,4,17.09
30.5,35.625,2016,1,4,11.92
31.0,34.375,2016,1,4,17.58
31.0,35.0,2016,1,4,17.38
31.0,35.625,2016,1,4,15.39
31.5,34.375,2016,1,4,17.94
31.5,35.0,2016,1,4,16.34
31.5,35.625,2016,1,4,17.31
32.0,34.375,2016,1,4,18.63
32.0,35.0,2016,1,4,15.92
32.0,35.625,2016,1,4,17.16
32.5,34.375,2016,1,4,18.87
32.5,35.0,2016,1,4,16.53
32.5,35.625,2016,1,4,17.19
33.0,34.375,2016,1,4,18.76
33.0,35.0,2016,1,4,16.25
33.0,35.625,2016,1,4,14.78
29.5,34.375,2016,1,5,18.68
29.5,35.0,2016,1,5,18.71
29.5,35.625,2016,1,5,16.39
30.0,34.375,2016,1,5,18.82
30.0,35.0,2016,1,5,18.3
30.0,35.625,2016,1,5,13.78
30.5,34.375,2016,1,5,18.61
30.5,35.0,2016,1,5,18.9
30.5,35.625,2016,1,5,12.73
31.0,34.375,2016,1,5,19.57
31.0,35.0,2016,1,5,19.08
31.0,35.625,2016,1,5,16.25
31.5,34.375,2016,1,5,19.47
31.5,35.0,2016,1,5,17.86
31.5,35.625,2016,1,5,18.84
32.0,34.375,2016,1,5,19.34
32.0,35.0,2016,1,5,17.32
32.0,35.625,2016,1,5,19.58
32.5,34.375,2016,1,5,19.74
32.5,35.0,2016,1,5,18.31
32.5,35.625,2016,1,5,19.59
33.0,34.375,2016,1,5,19.67
33.0,35.0,2016,1,5,18.37
33.0,35.625,2016,1,5,17.09
29.5,34.375,2016,1,6,18.95
29.5,35.0,2016,1,6,20.06
29.5,35.625,2016,1,6,19.23
30.0,34.375,2016,1,6,19.47
30.0,35.0,2016,1,6,19.64
30.0,35.625,2016,1,6,16.84
30.5,34.375,2016,1,6,19.81
30.5,35.0,2016,1,6,20.2
30.5,35.625,2016,1,6,15.54
31.0,34.375,2016,1,6,20.89
31.0,35.0,2016,1,6,20.45
31.0,35.625,2016,1,6,18.2
