-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2016,1,1,8.81
29.5,35.0,2016,1,1,8.5
29.5,35.625,2016,1,1,8.15
30.0,34.375,2016,1,1,8.52
30.0,35.0,2016,1,1,8.61
30.0,35.625,2016,1,1,7.32
30.5,34.375,2016,1,1,6.67
30.5,35.0,2016,1,1,7.36
30.5,35.625,2016,1,1,5.33
31.0,34.375,2016,1,1,3.68
31.0,35.0,2016,1,1,4.63
31.0,35.625,2016,1,1,4.46
31.5,34.375,2016,1,1,2.62
31.5,35.0,2016,1,1,3.84
31.5,35.625,2016,1,1,5.51
32.0,34.375,2016,1,1,2.99
32.0,35.0,2016,1,1,4.12
32.0,35.625,2016,1,1,7.72
32.5,34.375,2016,1,1,3.17
32.5,35.0,2016,1,1,3.27
32.5,35.625,2016,1,1,7.36
33.0,34.375,2016,1,1,3.16
33.0,35.0,2016,1,1,3.27
33.0,35.625,2016,1,1,4.86
29.5,34.375,2016,1,2,9.98
29.5,35.0,2016,1,2,9.76
29.5,35.625,2016,1,2,10.16
30.0,34.375,2016,1,2,9.47
30.0,35.0,2016,1,2,9.25
30.0,35.625,2016,1,2,7.01
30.5,34.375,2016,1,2,6.61
30.5,35.0,2016,1,2,6.75
30.5,35.625,2016,1,2,4.6
31.0,34.375,2016,1,2,6.67
31.0,35.0,2016,1,2,6.09
31.0,35.625,2016,1,2,6.04
31.5,34.375,2016,1,2,3.47
31.5,35.0,2016,1,2,6.24
31.5,35.625,2016,1,2,7.45
32.0,34.375,2016,1,2,2.42
32.0,35.0,2016,1,2,4.57
32.0,35.625,2016,1,2,9.09
32.5,34.375,2016,1,2,2.52
32.5,35.0,2016,1,2,2.91
32.5,35.625,2016,1,2,8.67
33.0,34.375,2016,1,2,2.17
33.0,35.0,2016,1,2,2.06
33.0,35.625,2016,1,2,7.38
29.5,34.375,2016,1,3,13.88
29.5,35.0,2016,1,3,13.64
29.5,35.625,2016,1,3,14.96
30.0,34.375,2016,1,3,14.19
30.0,35.0,2016,1,3,14.7
30.0,35.625,2016,1,3,12.65
30.5,34.375,2016,1,3,13.44
30.5,35.0,2016,1,3,13.31
30.5,35.625,2016,1,3,11.28
31.0,34.375,2016,1,3,11.77
31.0,35.0,2016,1,3,12.84
31.0,35.625,2016,1,3,11.32
31.5,34.375,2016,1,3,6.92
31.5,35.0,2016,1,3,10.76
31.5,35.625,2016,1,3,10.75
32.0,34.375,2016,1,3,2.13
32.0,35.0,2016,1,3,6.48
32.0,35.625,2016,1,3,10.72
32.5,34.375,2016,1,3,1.99
32.5,35.0,2016,1,3,4.42
32.5,35.625,2016,1,3,9.67
33.0,34.375,2016,1,3,2.99
33.0,35.0,2016,1,3,4.01
33.0,35.625,2016,1,3,5.73
29.5,34.375,2016,1,4,12.48
29.5,35.0,2016,1,4,11.4
29.5,35.625,2016,1,4,12.55
30.0,34.375,2016,1,4,10.68
30.0,35.0,2016,1,4,10.87
30.0,35.625,2016,1,4,11.55
30.5,34.375,2016,1,4,9.81
30.5,35.0,2016,1,4,10.34
30.5,35.625,2016,1,4,11.13
31.0,34.375,2016,1,4,10.14
31.0,35.0,2016,1,4,10.65
31.0,35.625,2016,1,4,9.95
31.5,34.375,2016,1,4,5.94
31.5,35.0,2016,1,4,9.8
31.5,35.625,2016,1,4,9.03
32.0,34.375,2016,1,4,2.91
32.0,35.0,2016,1,4,6.85
32.0,35.625,2016,1,4,9.09
32.5,34.375,2016,1,4,3.74
32.5,35.0,2016,1,4,5.44
32.5,35.625,2016,1,4,10.46
33.0,34.375,2016,1,4,4.06
33.0,35.0,2016,1,4,4.83
33.0,35.625,2016,1,4,9.35
29.5,34.375,2016,1,5,15.07
29.5,35.0,2016,1,5,11.25
29.5,35.625,2016,1,5,14.24
30.0,34.375,2016,1,5,14.25
30.0,35.0,2016,1,5,12.96
30.0,35.625,2016,1,5,12.55
30.5,34.375,2016,1,5,13.31
30.5,35.0,2016,1,5,13.31
30.5,35.625,2016,1,5,11.01
31.0,34.375,2016,1,5,12.61
31.0,35.0,2016,1,5,13.65
31.0,35.625,2016,1,5,11.05
31.5,34.375,2016,1,5,6.02
31.5,35.0,2016,1,5,12.15
31.5,35.625,2016,1,5,10.74
32.0,34.375,2016,1,5,1.57
32.0,35.0,2016,1,5,8.47
32.0,35.625,2016,1,5,12.91
32.5,34.375,2016,1,5,1.71
32.5,35.0,2016,1,5,5.92
32.5,35.625,2016,1,5,13.59
33.0,34.375,2016,1,5,1.59
33.0,35.0,2016,1,5,3.89
33.0,35.625,2016,1,5,11.22
29.5,34.375,2016,1,6,13.42
29.5,35.0,2016,1,6,10.73
29.5,35.625,2016,1,6,13.76
30.0,34.375,2016,1,6,13.37
30.0,35.0,2016,1,6,12.69
30.0,35.625,2016,1,6,13.43
30.5,34.375,2016,1,6,13.37
30.5,35.0,2016,1,6,13.9
30.5,35.625,2016,1,6,11.83
31.0,34.375,2016,1,6,13.61
31.0,35.0,2016,1,6,14.12
31.0,35.625,2016,1,6,11.38
31.5,34.375,2016,1,6,7.82
31.5,35.0,2016,1,6,14.31
31.5,35.625,2016,1,6,11.42
32.0,34.375,2016,1,6,0.91
32.0,35.0,2016,1,6,11.13
32.0,35.625,2016,1,6,14.09
32.5,34.375,2016,1,6,0.66
32.5,35.0,2016,1,6,7.92
32.5,35.625,2016,1,6,14.76
33.0,34.375,2016,1,6,0.66
33.0,35.0,2016,1,6,5.22
33.0,35.625,2016,1,6,11.2
29.5,34.375,2016,1,7,14.59
29.5,35.0,2016,1,7,12.25
29.5,35.625,2016,1,7,15.71
30.0,34.375,2016,1,7,16.41
30.0,35.0,2016,1,7,14.77
30.0,35.625,2016,1,7,15.19
30.5,34.375,2016,1,7,14.55
30.5,35.0,2016,1,7,13.79
30.5,35.625,2016,1,7,14.11
31.0,34.375,2016,1,7,12.27
31.0,35.0,2016,1,7,11.85
31.0,35.625,2016,1,7,12.89
31.5,34.375,2016,1,7,7.03
31.5,35.0,2016,1,7,10.61
31.5,35.625,2016,1,7,10.54
32.0,34.375,2016,1,7,2.3
32.0,35.0,2016,1,7,9.69
32.0,35.625,2016,1,7,12.2
32.5,34.375,2016,1,7,1.43
32.5,35.0,2016,1,7,8.67
32.5,35.625,2016,1,7,12.51
33.0,34.375,2016,1,7,1.45
33.0,35.0,2016,1,7,5.68
33.0,35.625,2016,1,7,11.59
29.5,34.375,2016,1,8,9.07
29.5,35.0,2016,1,8,9.94
29.5,35.625,2016,1,8,8.16
30.0,34.375,2016,1,8,9.36
30.0,35.0,2016,1,8,9.58
30.0,35.625,2016,1,8,7.63
30.5,34.375,2016,1,8,9.04
30.5,35.0,2016,1,8,9.54
30.5,35.625,2016,1,8,6.72
31.0,34.375,2016,1,8,7.72
31.0,35.0,2016,1,8,8.84
31.0,35.625,2016,1,8,7.92
31.5,34.375,2016,1,8,3.39
31.5,35.0,2016,1,8,5.27
31.5,35.625,2016,1,8,7.24
32.0,34.375,2016,1,8,1.3
32.0,35.0,2016,1,8,1.83
32.0,35.625,2016,1,8,5.88
32.5,34.375,2016,1,8,0.8
32.5,35.0,2016,1,8,1.37
32.5,35.625,2016,1,8,4.19
33.0,34.375,2016,1,8,0.85
33.0,35.0,2016,1,8,1.22
33.0,35.625,2016,1,8,1.6
29.5,34.375,2016,1,9,10.7
29.5,35.0,2016,1,9,9.52
29.5,35.625,2016,1,9,10.15
30.0,34.375,2016,1,9,8.61
30.0,35.0,2016,1,9,8.87
30.0,35.625,2016,1,9,8.11
30.5,34.375,2016,1,9,8.09
30.5,35.0,2016,1,9,9.47
30.5,35.625,2016,1,9,6.77
31.0,34.375,2016,1,9,7.36
31.0,35.0,2016,1,9,8.22
31.0,35.625,2016,1,9,8.12
31.5,34.375,2016,1,9,3.92
31.5,35.0,2016,1,9,7.92
31.5,35.625,2016,1,9,7.87
32.0,34.375,2016,1,9,1.16
32.0,35.0,2016,1,9,4.87
32.0,35.625,2016,1,9,8.12
32.5,34.375,2016,1,9,0.86
32.5,35.0,2016,1,9,3.61
32.5,35.625,2016,1,9,7.73
33.0,34.375,2016,1,9,1.06
33.0,35.0,2016,1,9,2.57
33.0,35.625,2016,1,9,9.51
29.5,34.375,2016,1,10,13.06
29.5,35.0,2016,1,10,15.06
29.5,35.625,2016,1,10,11.9
30.0,34.375,2016,1,10,12.97
30.0,35.0,2016,1,10,14.35
30.0,35.625,2016,1,10,11.08
30.5,34.375,2016,1,10,12.55
30.5,35.0,2016,1,10,12.0
30.5,35.625,2016,1,10,11.72
31.0,34.375,2016,1,10,10.45
31.0,35.0,2016,1,10,10.2
31.0,35.625,2016,1,10,13.47
31.5,34.375,2016,1,10,6.39
31.5,35.0,2016,1,10,9.75
31.5,35.625,2016,1,10,10.74
32.0,34.375,2016,1,10,1.02
32.0,35.0,2016,1,10,9.26
32.0,35.625,2016,1,10,11.23
32.5,34.375,2016,1,10,0.52
32.5,35.0,2016,1,10,7.21
32.5,35.625,2016,1,10,12.82
33.0,34.375,2016,1,10,0.58
33.0,35.0,2016,1,10,4.6
33.0,35.625,2016,1,10,13.98
29.5,34.375,2016,1,11,16.12
29.5,35.0,2016,1,11,15.06
29.5,35.625,2016,1,11,17.9
30.0,34.375,2016,1,11,17.18
30.0,35.0,2016,1,11,15.13
30.0,35.625,2016,1,11,15.63
30.5,34.375,2016,1,11,15.25
30.5,35.0,2016,1,11,13.16
30.5,35.625,2016,1,11,13.75
31.0,34.375,2016,1,11,13.96
31.0,35.0,2016,1,11,12.12
31.0,35.625,2016,1,11,13.2
31.5,34.375,2016,1,11,8.25
31.5,35.0,2016,1,11,12.68
31.5,35.625,2016,1,11,12.19
32.0,34.375,2016,1,11,1.25
32.0,35.0,2016,1,11,11.54
32.0,35.625,2016,1,11,14.25
32.5,34.375,2016,1,11,0.56
32.5,35.0,2016,1,11,8.94
32.5,35.625,2016,1,11,14.73
33.0,34.375,2016,1,11,0.79
33.0,35.0,2016,1,11,5.69
33.0,35.625,2016,1,11,11.59
29.5,34.375,2016,1,12,15.71
29.5,35.0,2016,1,12,16.31
29.5,35.625,2016,1,12,15.97
30.0,34.375,2016,1,12,13.87
30.0,35.0,2016,1,12,16.0
30.0,35.625,2016,1,12,15.19
30.5,34.375,2016,1,12,11.95
30.5,35.0,2016,1,12,12.85
30.5,35.625,2016,1,12,13.83
31.0,34.375,2016,1,12,13.22
31.0,35.0,2016,1,12,12.71
31.0,35.625,2016,1,12,12.86
31.5,34.375,2016,1,12,6.66
31.5,35.0,2016,1,12,13.47
31.5,35.625,2016,1,12,11.42
32.0,34.375,2016,1,12,0.8
32.0,35.0,2016,1,12,9.86
32.0,35.625,2016,1,12,12.45
32.5,34.375,2016,1,12,0.77
32.5,35.0,2016,1,12,9.96
32.5,35.625,2016,1,12,14.47
33.0,34.375,2016,1,12,1.15
33.0,35.0,2016,1,12,5.08
33.0,35.625,2016,1,12,14.97
29.5,34.375,2016,1,13,16.32
29.5,35.0,2016,1,13,16.15
29.5,35.625,2016,1,13,18.17
30.0,34.375,2016,1,13,17.59
30.0,35.0,2016,1,13,16.22
30.0,35.625,2016,1,13,16.34
30.5,34.375,2016,1,13,16.02
30.5,35.0,2016,1,13,14.99
30.5,35.625,2016,1,13,14.19
31.0,34.375,2016,1,13,15.35
31.0,35.0,2016,1,13,12.92
31.0,35.625,2016,1,13,15.1
31.5,34.375,2016,1,13,9.05
31.5,35.0,2016,1,13,12.77
31.5,35.625,2016,1,13,13.79
32.0,34.375,2016,1,13,1.24
32.0,35.0,2016,1,13,12.37
32.0,35.625,2016,1,13,15.09
32.5,34.375,2016,1,13,0.41
32.5,35.0,2016,1,13,10.73
32.5,35.625,2016,1,13,16.4
33.0,34.375,2016,1,13,0.67
33.0,35.0,2016,1,13,7.21
33.0,35.625,2016,1,13,13.07
29.5,34.375,2016,1,14,13.89
29.5,35.0,2016,1,14,11.5
29.5,35.625,2016,1,14,14.86
30.0,34.375,2016,1,14,11.23
30.0,35.0,2016,1,14,12.71
30.0,35.625,2016,1,14,11.55
30.5,34.375,2016,1,14,10.36
30.5,35.0,2016,1,14,12.45
30.5,35.625,2016,1,14,8.89
31.0,34.375,2016,1,14,11.37
31.0,35.0,2016,1,14,11.81
31.0,35.625,2016,1,14,8.21
31.5,34.375,2016,1,14,6.62
31.5,35.0,2016,1,14,9.89
31.5,35.625,2016,1,14,10.13
32.0,34.375,2016,1,14,0.94
32.0,35.0,2016,1,14,7.3
32.0,35.625,2016,1,14,10.75
32.5,34.375,2016,1,14,0.79
32.5,35.0,2016,1,14,6.29
32.5,35.625,2016,1,14,10.95
33.0,34.375,2016,1,14,0.84
33.0,35.0,2016,1,14,3.77
33.0,35.625,2016,1,14,9.41
29.5,34.375,2016,1,15,11.73
29.5,35.0,2016,1,15,11.04
29.5,35.625,2016,1,15,11.22
30.0,34.375,2016,1,15,11.2
30.0,35.0,2016,1,15,10.89
30.0,35.625,2016,1,15,11.12
30.5,34.375,2016,1,15,10.93
30.5,35.0,2016,1,15,10.18
30.5,35.625,2016,1,15,10.0
31.0,34.375,2016,1,15,10.31
31.0,35.0,2016,1,15,10.96
31.0,35.625,2016,1,15,9.79
31.5,34.375,2016,1,15,5.35
31.5,35.0,2016,1,15,11.38
31.5,35.625,2016,1,15,8.51
32.0,34.375,2016,1,15,0.82
32.0,35.0,2016,1,15,8.41
