-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2016,1,1,0.52
29.5,35.0,2016,1,1,2.68
29.5,35.625,2016,1,1,-0.52
30.0,34.375,2016,1,1,1.53
30.0,35.0,2016,1,1,2.19
30.0,35.625,2016,1,1,-1.61
30.5,34.375,2016,1,1,3.74
30.5,35.0,2016,1,1,3.91
30.5,35.625,2016,1,1,-0.38
31.0,34.375,2016,1,1,8.3
31.0,35.0,2016,1,1,6.98
31.0,35.625,2016,1,1,4.39
31.5,34.375,2016,1,1,11.75
31.5,35.0,2016,1,1,6.73
31.5,35.625,2016,1,1,7.33
32.0,34.375,2016,1,1,12.91
32.0,35.0,2016,1,1,7.05
32.0,35.625,2016,1,1,4.83
32.5,34.375,2016,1,1,12.62
32.5,35.0,2016,1,1,9.2
32.5,35.625,2016,1,1,4.62
33.0,34.375,2016,1,1,12.21
33.0,35.0,2016,1,1,9.93
33.0,35.625,2016,1,1,3.99
29.5,34.375,2016,1,2,-1.39
29.5,35.0,2016,1,2,-0.06
29.5,35.625,2016,1,2,-2.99
30.0,34.375,2016,1,2,0.33
30.0,35.0,2016,1,2,0.45
30.0,35.625,2016,1,2,-1.91
30.5,34.375,2016,1,2,3.36
30.5,35.0,2016,1,2,3.36
30.5,35.625,2016,1,2,-0.61
31.0,34.375,2016,1,2,5.25
31.0,35.0,2016,1,2,5.8
31.0,35.625,2016,1,2,3.02
31.5,34.375,2016,1,2,10.81
31.5,35.0,2016,1,2,5.09
31.5,35.625,2016,1,2,5.74
32.0,34.375,2016,1,2,13.05
32.0,35.0,2016,1,2,6.77
32.0,35.625,2016,1,2,3.83
32.5,34.375,2016,1,2,12.99
32.5,35.0,2016,1,2,9.38
32.5,35.625,2016,1,2,3.52
33.0,34.375,2016,1,2,12.57
33.0,35.0,2016,1,2,10.05
33.0,35.625,2016,1,2,2.85
29.5,34.375,2016,1,3,0.18
29.5,35.0,2016,1,3,0.98
29.5,35.625,2016,1,3,-2.51
30.0,34.375,2016,1,3,0.68
30.0,35.0,2016,1,3,-0.06
30.0,35.625,2016,1,3,-2.65
30.5,34.375,2016,1,3,1.54
30.5,35.0,2016,1,3,1.85
30.5,35.625,2016,1,3,-2.97
31.0,34.375,2016,1,3,4.14
31.0,35.0,2016,1,3,2.57
31.0,35.625,2016,1,3,1.08
31.5,34.375,2016,1,3,9.76
31.5,35.0,2016,1,3,3.34
31.5,35.625,2016,1,3,5.04
32.0,34.375,2016,1,3,14.82
32.0,35.0,2016,1,3,7.29
32.0,35.625,2016,1,3,5.3
32.5,34.375,2016,1,3,14.89
32.5,35.0,2016,1,3,10.41
32.5,35.625,2016,1,3,5.67
33.0,34.375,2016,1,3,13.9
33.0,35.0,2016,1,3,10.86
33.0,35.625,2016,1,3,5.19
29.5,34.375,2016,1,4,3.31
29.5,35.0,2016,1,4,5.46
29.5,35.625,2016,1,4,2.31
30.0,34.375,2016,1,4,5.65
30.0,35.0,2016,1,4,5.49
30.0,35.625,2016,1,4,1.58
30.5,34.375,2016,1,4,6.68
30.5,35.0,2016,1,4,6.75
30.5,35.625,2016,1,4,0.79
31.0,34.375,2016,1,4,7.44
31.0,35.0,2016,1,4,6.73
31.0,35.625,2016,1,4,5.44
31.5,34.375,2016,1,4,12.0
31.5,35.0,2016,1,4,6.54
31.5,35.625,2016,1,4,8.28
32.0,34.375,2016,1,4,15.72
32.0,35.0,2016,1,4,9.07
32.0,35.625,2016,1,4,8.07
32.5,34.375,2016,1,4,15.13
32.5,35.0,2016,1,4,11.09
32.5,35.625,2016,1,4,6.73
33.0,34.375,2016,1,4,14.7
33.0,35.0,2016,1,4,11.42
33.0,35.625,2016,1,4,5.43
29.5,34.375,2016,1,5,3.61
29.5,35.0,2016,1,5,7.46
29.5,35.625,2016,1,5,2.15
30.0,34.375,2016,1,5,4.57
30.0,35.0,2016,1,5,5.34
30.0,35.625,2016,1,5,1.23
30.5,34.375,2016,1,5,5.3
30.5,35.0,2016,1,5,5.59
30.5,35.625,2016,1,5,1.72
31.0,34.375,2016,1,5,6.96
31.0,35.0,2016,1,5,5.43
31.0,35.625,2016,1,5,5.2
31.5,34.375,2016,1,5,13.45
31.5,35.0,2016,1,5,5.71
31.5,35.625,2016,1,5,8.1
32.0,34.375,2016,1,5,17.77
32.0,35.0,2016,1,5,8.85
32.0,35.625,2016,1,5,6.67
32.5,34.375,2016,1,5,18.03
32.5,35.0,2016,1,5,12.39
32.5,35.625,2016,1,5,6.0
33.0,34.375,2016,1,5,18.08
33.0,35.0,2016,1,5,14.48
33.0,35.625,2016,1,5,5.87
29.5,34.375,2016,1,6,5.53
29.5,35.0,2016,1,6,9.33
29.5,35.625,2016,1,6,5.47
30.0,34.375,2016,1,6,6.1
30.0,35.0,2016,1,6,6.95
30.0,35.625,2016,1,6,3.41
30.5,34.375,2016,1,6,6.44
30.5,35.0,2016,1,6,6.3
30.5,35.625,2016,1,6,3.71
31.0,34.375,2016,1,6,7.28
31.0,35.0,2016,1,6,6.33
31.0,35.625,2016,1,6,6.82
31.5,34.375,2016,1,6,13.13
31.5,35.0,2016,1,6,5.76
31.5,35.625,2016,1,6,9.17
32.0,34.375,2016,1,6,18.29
32.0,35.0,2016,1,6,8.59
32.0,35.625,2016,1,6,7.41
32.5,34.375,2016,1,6,18.89
32.5,35.0,2016,1,6,12.53
32.5,35.625,2016,1,6,7.1
33.0,34.375,2016,1,6,19.0
33.0,35.0,2016,1,6,14.62
33.0,35.625,2016,1,6,8.49
29.5,34.375,2016,1,7,8.45
29.5,35.0,2016,1,7,10.7
29.5,35.625,2016,1,7,6.45
30.0,34.375,2016,1,7,7.4
30.0,35.0,2016,1,7,8.26
30.0,35.625,2016,1,7,5.11
30.5,34.375,2016,1,7,7.75
30.5,35.0,2016,1,7,8.7
30.5,35.625,2016,1,7,5.27
31.0,34.375,2016,1,7,9.39
31.0,35.0,2016,1,7,9.54
31.0,35.625,2016,1,7,8.43
31.5,34.375,2016,1,7,13.85
31.5,35.0,2016,1,7,9.31
31.5,35.625,2016,1,7,11.3
32.0,34.375,2016,1,7,16.98
32.0,35.0,2016,1,7,10.01
32.0,35.625,2016,1,7,9.64
32.5,34.375,2016,1,7,17.82
32.5,35.0,2016,1,7,11.39
32.5,35.625,2016,1,7,8.99
33.0,34.375,2016,1,7,17.73
33.0,35.0,2016,1,7,13.65
33.0,35.625,2016,1,7,7.29
29.5,34.375,2016,1,8,5.04
29.5,35.0,2016,1,8,6.03
29.5,35.625,2016,1,8,4.39
30.0,34.375,2016,1,8,5.58
30.0,35.0,2016,1,8,6.24
30.0,35.625,2016,1,8,3.2
30.5,34.375,2016,1,8,6.14
30.5,35.0,2016,1,8,6.63
30.5,35.625,2016,1,8,3.34
31.0,34.375,2016,1,8,8.77
31.0,35.0,2016,1,8,7.29
31.0,35.625,2016,1,8,5.94
31.5,34.375,2016,1,8,13.74
31.5,35.0,2016,1,8,9.04
31.5,35.625,2016,1,8,9.28
32.0,34.375,2016,1,8,16.59
32.0,35.0,2016,1,8,11.85
