-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2016,1,1,7.65
29.5,35.5,2016,1,1,7.53
30.5,34.5,2016,1,1,7.58
30.5,35.5,2016,1,1,7.43
31.5,34.5,2016,1,1,8.49
31.5,35.5,2016,1,1,8.05
32.5,34.5,2016,1,1,8.46
32.5,35.5,2016,1,1,8.02
29.5,34.5,2016,1,2,6.14
29.5,35.5,2016,1,2,6.33
30.5,34.5,2016,1,2,7.17
30.5,35.5,2016,1,2,7.42
31.5,34.5,2016,1,2,8.49
31.5,35.5,2016,1,2,7.9
32.5,34.5,2016,1,2,8.48
32.5,35.5,2016,1,2,8.03
29.5,34.5,2016,1,3,6.31
29.5,35.5,2016,1,3,5.83
30.5,34.5,2016,1,3,6.76
30.5,35.5,2016,1,3,6.48
31.5,34.5,2016,1,3,8.57
31.5,35.5,2016,1,3,7.96
32.5,34.5,2016,1,3,8.68
32.5,35.5,2016,1,3,8.29
29.5,34.5,2016,1,4,6.51
29.5,35.5,2016,1,4,6.03
30.5,34.5,2016,1,4,6.75
30.5,35.5,2016,1,4,6.42
31.5,34.5,2016,1,4,8.12
31.5,35.5,2016,1,4,7.34
32.5,34.5,2016,1,4,8.28
32.5,35.5,2016,1,4,7.84
29.5,34.5,2016,1,5,6.82
29.5,35.5,2016,1,5,6.61
30.5,34.5,2016,1,5,7.15
30.5,35.5,2016,1,5,6.89
31.5,34.5,2016,1,5,8.14
31.5,35.5,2016,1,5,7.19
32.5,34.5,2016,1,5,8.37
32.5,35.5,2016,1,5,7.8
29.5,34.5,2016,1,6,6.99
29.5,35.5,2016,1,6,6.58
30.5,34.5,2016,1,6,7.06
30.5,35.5,2016,1,6,6.87
31.5,34.5,2016,1,6,8.04
31.5,35.5,2016,1,6,7.08
32.5,34.5,2016,1,6,7.87
32.5,35.5,2016,1,6,7.26
29.5,34.5,2016,1,7,7.46
29.5,35.5,2016,1,7,7.03
30.5,34.5,2016,1,7,7.55
30.5,35.5,2016,1,7,7.35
31.5,34.5,2016,1,7,8.44
31.5,35.5,2016,1,7,7.57
32.5,34.5,2016,1,7,8.44
32.5,35.5,2016,1,7,7.92
29.5,34.5,2016,1,8,7.44
29.5,35.5,2016,1,8,7.11
30.5,34.5,2016,1,8,7.96
30.5,35.5,2016,1,8,7.71
31.5,34.5,2016,1,8,8.83
31.5,35.5,2016,1,8,8.34
32.5,34.5,2016,1,8,8.77
32.5,35.5,2016,1,8,8.52
29.5,34.5,2016,1,9,7.18
29.5,35.5,2016,1,9,7.1
30.5,34.5,2016,1,9,7.31
30.5,35.5,2016,1,9,7.29
31.5,34.5,2016,1,9,8.18
31.5,35.5,2016,1,9,7.6
32.5,34.5,2016,1,9,8.03
32.5,35.5,2016,1,9,8.01
29.5,34.5,2016,1,10,6.42
29.5,35.5,2016,1,10,6.0
30.5,34.5,2016,1,10,6.66
30.5,35.5,2016,1,10,6.29
31.5,34.5,2016,1,10,7.92
31.5,35.5,2016,1,10,6.7
32.5,34.5,2016,1,10,7.57
32.5,35.5,2016,1,10,7.27
29.5,34.5,2016,1,11,6.61
29.5,35.5,2016,1,11,6.45
30.5,34.5,2016,1,11,6.78
30.5,35.5,2016,1,11,6.55
31.5,34.5,2016,1,11,8.04
31.5,35.5,2016,1,11,6.97
32.5,34.5,2016,1,11,8.21
32.5,35.5,2016,1,11,7.48
