-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_RANGE
29.5,34.375,2016,1,1,6.2
29.5,35.0,2016,1,1,6.08
29.5,35.625,2016,1,1,7.88
30.0,34.375,2016,1,1,6.49
30.0,35.0,2016,1,1,6.36
30.0,35.625,2016,1,1,8.85
30.5,34.375,2016,1,1,7.84
30.5,35.0,2016,1,1,6.6
30.5,35.625,2016,1,1,8.58
31.0,34.375,2016,1,1,6.71
31.0,35.0,2016,1,1,7.54
31.0,35.625,2016,1,1,7.42
31.5,34.375,2016,1,1,4.38
31.5,35.0,2016,1,1,7.05
31.5,35.625,2016,1,1,7.97
32.0,34.375,2016,1,1,4.38
32.0,35.0,2016,1,1,5.45
32.0,35.625,2016,1,1,8.5
32.5,34.375,2016,1,1,4.12
32.5,35.0,2016,1,1,3.94
32.5,35.625,2016,1,1,5.8
33.0,34.375,2016,1,1,3.92
33.0,35.0,2016,1,1,3.55
33.0,35.625,2016,1,1,4.27
29.5,34.375,2016,1,2,5.02
29.5,35.0,2016,1,2,3.36
29.5,35.625,2016,1,2,7.49
30.0,34.375,2016,1,2,5.12
30.0,35.0,2016,1,2,3.65
30.0,35.625,2016,1,2,7.26
30.5,34.375,2016,1,2,3.86
30.5,35.0,2016,1,2,4.42
30.5,35.625,2016,1,2,6.78
31.0,34.375,2016,1,2,3.42
31.0,35.0,2016,1,2,3.31
31.0,35.625,2016,1,2,4.01
31.5,34.375,2016,1,2,3.34
31.5,35.0,2016,1,2,3.25
31.5,35.625,2016,1,2,3.2
32.0,34.375,2016,1,2,5.27
32.0,35.0,2016,1,2,3.92
32.0,35.625,2016,1,2,4.11
32.5,34.375,2016,1,2,5.62
32.5,35.0,2016,1,2,4.28
32.5,35.625,2016,1,2,3.15
33.0,34.375,2016,1,2,5.51
33.0,35.0,2016,1,2,4.78
33.0,35.625,2016,1,2,3.56
29.5,34.375,2016,1,3,3.97
29.5,35.0,2016,1,3,2.72
29.5,35.625,2016,1,3,4.54
30.0,34.375,2016,1,3,3.47
30.0,35.0,2016,1,3,3.11
30.0,35.625,2016,1,3,5.39
30.5,34.375,2016,1,3,4.64
30.5,35.0,2016,1,3,4.48
30.5,35.625,2016,1,3,4.24
