-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2017,1,1,11.91
29.5,35.0,2017,1,1,15.09
29.5,35.625,2017,1,1,13.79
30.0,34.375,2017,1,1,13.23
30.0,35.0,2017,1,1,14.42
30.0,35.625,2017,1,1,10.84
30.5,34.375,2017,1,1,13.78
30.5,35.0,2017,1,1,14.42
30.5,35.625,2017,1,1,9.84
31.0,34.375,2017,1,1,15.13
31.0,35.0,2017,1,1,14.72
31.0,35.625,2017,1,1,13.85
31.5,34.375,2017,1,1,17.16
31.5,35.0,2017,1,1,14.28
31.5,35.625,2017,1,1,15.63
32.0,34.375,2017,1,1,15.72
32.0,35.0,2017,1,1,14.59
32.0,35.625,2017,1,1,15.07
32.5,34.375,2017,1,1,15.74
32.5,35.0,2017,1,1,15.06
32.5,35.625,2017,1,1,15.52
33.0,34.375,2017,1,1,15.27
33.0,35.0,2017,1,1,14.63
33.0,35.625,2017,1,1,13.87
29.5,34.375,2017,1,2,10.6
29.5,35.0,2017,1,2,12.71
29.5,35.625,2017,1,2,12.44
30.0,34.375,2017,1,2,12.1
30.0,35.0,2017,1,2,12.75
30.0,35.625,2017,1,2,9.38
30.5,34.375,2017,1,2,12.39
30.5,35.0,2017,1,2,13.81
30.5,35.625,2017,1,2,8.54
31.0,34.375,2017,1,2,13.89
31.0,35.0,2017,1,2,14.18
31.0,35.625,2017,1,2,11.77
31.5,34.375,2017,1,2,15.56
31.5,35.0,2017,1,2,13.72
31.5,35.625,2017,1,2,15.22
32.0,34.375,2017,1,2,16.33
32.0,35.0,2017,1,2,14.27
32.0,35.625,2017,1,2,15.8
32.5,34.375,2017,1,2,16.53
