-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2017,1,1,0.0
29.5,35.0,2017,1,1,0.0
29.5,35.625,2017,1,1,0.0
30.0,34.375,2017,1,1,0.01
30.0,35.0,2017,1,1,0.02
30.0,35.625,2017,1,1,0.01
30.5,34.375,2017,1,1,0.06
30.5,35.0,2017,1,1,0.14
30.5,35.625,2017,1,1,0.16
31.0,34.375,2017,1,1,0.29
31.0,35.0,2017,1,1,0.29
31.0,35.625,2017,1,1,0.09
31.5,34.375,2017,1,1,0.67
31.5,35.0,2017,1,1,0.56
31.5,35.625,2017,1,1,0.09
32.0,34.375,2017,1,1,0.89
32.0,35.0,2017,1,1,0.6
32.0,35.625,2017,1,1,0.26
32.5,34.375,2017,1,1,1.44
32.5,35.0,2017,1,1,0.91
32.5,35.625,2017,1,1,0.19
33.0,34.375,2017,1,1,2.36
33.0,35.0,2017,1,1,1.16
33.0,35.625,2017,1,1,0.04
29.5,34.375,2017,1,2,0.0
29.5,35.0,2017,1,2,0.01
29.5,35.625,2017,1,2,0.0
30.0,34.375,2017,1,2,0.0
30.0,35.0,2017,1,2,0.13
30.0,35.625,2017,1,2,0.0
30.5,34.375,2017,1,2,0.1
30.5,35.0,2017,1,2,0.22
30.5,35.625,2017,1,2,0.11
31.0,34.375,2017,1,2,0.06
31.0,35.0,2017,1,2,0.1
31.0,35.625,2017,1,2,0.05
31.5,34.375,2017,1,2,0.24
31.5,35.0,2017,1,2,0.15
31.5,35.625,2017,1,2,0.02
32.0,34.375,2017,1,2,0.53
32.0,35.0,2017,1,2,0.47
32.0,35.625,2017,1,2,0.33
32.5,34.375,2017,1,2,1.13
32.5,35.0,2017,1,2,1.67
32.5,35.625,2017,1,2,0.8
33.0,34.375,2017,1,2,1.9
33.0,35.0,2017,1,2,2.7
33.0,35.625,2017,1,2,0.6
29.5,34.375,2017,1,3,0.0
29.5,35.0,2017,1,3,0.0
29.5,35.625,2017,1,3,0.0
30.0,34.375,2017,1,3,0.0
30.0,35.0,2017,1,3,0.0
30.0,35.625,2017,1,3,0.0
30.5,34.375,2017,1,3,0.03
30.5,35.0,2017,1,3,0.02
30.5,35.625,2017,1,3,0.0
31.0,34.375,2017,1,3,0.13
31.0,35.0,2017,1,3,0.08
31.0,35.625,2017,1,3,0.02
31.5,34.375,2017,1,3,0.24
31.5,35.0,2017,1,3,0.32
31.5,35.625,2017,1,3,0.2
32.0,34.375,2017,1,3,0.67
32.0,35.0,2017,1,3,0.9
32.0,35.625,2017,1,3,0.89
32.5,34.375,2017,1,3,1.18
32.5,35.0,2017,1,3,2.17
32.5,35.625,2017,1,3,1.46
33.0,34.375,2017,1,3,1.54
33.0,35.0,2017,1,3,2.49
33.0,35.625,2017,1,3,1.39
29.5,34.375,2017,1,4,0.0
29.5,35.0,2017,1,4,0.0
29.5,35.625,2017,1,4,0.0
30.0,34.375,2017,1,4,0.02
30.0,35.0,2017,1,4,0.01
30.0,35.625,2017,1,4,0.0
30.5,34.375,2017,1,4,0.61
30.5,35.0,2017,1,4,0.15
30.5,35.625,2017,1,4,0.0
31.0,34.375,2017,1,4,1.07
31.0,35.0,2017,1,4,0.8
31.0,35.625,2017,1,4,0.0
31.5,34.375,2017,1,4,4.96
31.5,35.0,2017,1,4,3.15
31.5,35.625,2017,1,4,0.03
32.0,34.375,2017,1,4,5.94
32.0,35.0,2017,1,4,7.52
32.0,35.625,2017,1,4,0.35
32.5,34.375,2017,1,4,6.83
32.5,35.0,2017,1,4,4.62
32.5,35.625,2017,1,4,0.81
33.0,34.375,2017,1,4,4.88
33.0,35.0,2017,1,4,4.17
33.0,35.625,2017,1,4,0.14
29.5,34.375,2017,1,5,0.0
29.5,35.0,2017,1,5,0.0
29.5,35.625,2017,1,5,0.0
30.0,34.375,2017,1,5,0.0
30.0,35.0,2017,1,5,0.0
30.0,35.625,2017,1,5,0.0
30.5,34.375,2017,1,5,0.0
30.5,35.0,2017,1,5,0.0
30.5,35.625,2017,1,5,0.0
31.0,34.375,2017,1,5,0.0
31.0,35.0,2017,1,5,0.01
31.0,35.625,2017,1,5,0.0
31.5,34.375,2017,1,5,0.04
31.5,35.0,2017,1,5,0.07
31.5,35.625,2017,1,5,0.0
32.0,34.375,2017,1,5,0.25
32.0,35.0,2017,1,5,0.15
32.0,35.625,2017,1,5,0.0
32.5,34.375,2017,1,5,0.77
32.5,35.0,2017,1,5,0.59
32.5,35.625,2017,1,5,0.12
33.0,34.375,2017,1,5,1.24
33.0,35.0,2017,1,5,0.99
33.0,35.625,2017,1,5,0.01
29.5,34.375,2017,1,6,0.0
29.5,35.0,2017,1,6,0.0
29.5,35.625,2017,1,6,0.0
30.0,34.375,2017,1,6,0.0
30.0,35.0,2017,1,6,0.0
30.0,35.625,2017,1,6,0.0
30.5,34.375,2017,1,6,0.0
30.5,35.0,2017,1,6,0.0
30.5,35.625,2017,1,6,0.0
31.0,34.375,2017,1,6,0.0
31.0,35.0,2017,1,6,0.0
31.0,35.625,2017,1,6,0.0
31.5,34.375,2017,1,6,0.0
31.5,35.0,2017,1,6,0.0
31.5,35.625,2017,1,6,0.0
32.0,34.375,2017,1,6,0.0
32.0,35.0,2017,1,6,0.0
32.0,35.625,2017,1,6,0.0
32.5,34.375,2017,1,6,0.0
32.5,35.0,2017,1,6,0.0
32.5,35.625,2017,1,6,0.0
33.0,34.375,2017,1,6,0.0
33.0,35.0,2017,1,6,0.0
33.0,35.625,2017,1,6,0.0
29.5,34.375,2017,1,7,0.0
29.5,35.0,2017,1,7,0.0
29.5,35.625,2017,1,7,0.0
30.0,34.375,2017,1,7,0.0
30.0,35.0,2017,1,7,0.0
30.0,35.625,2017,1,7,0.0
30.5,34.375,2017,1,7,0.0
