-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2017,1,1,3.73
29.5,35.0,2017,1,1,5.16
29.5,35.625,2017,1,1,3.8
30.0,34.375,2017,1,1,3.04
30.0,35.0,2017,1,1,2.68
30.0,35.625,2017,1,1,5.89
30.5,34.375,2017,1,1,3.87
30.5,35.0,2017,1,1,4.0
30.5,35.625,2017,1,1,6.4
31.0,34.375,2017,1,1,4.09
31.0,35.0,2017,1,1,4.98
31.0,35.625,2017,1,1,4.82
31.5,34.375,2017,1,1,4.75
31.5,35.0,2017,1,1,4.42
31.5,35.625,2017,1,1,3.47
32.0,34.375,2017,1,1,4.74
32.0,35.0,2017,1,1,2.87
32.0,35.625,2017,1,1,3.25
32.5,34.375,2017,1,1,4.08
32.5,35.0,2017,1,1,2.78
32.5,35.625,2017,1,1,3.31
33.0,34.375,2017,1,1,3.42
33.0,35.0,2017,1,1,3.01
33.0,35.625,2017,1,1,4.72
29.5,34.375,2017,1,2,3.17
29.5,35.0,2017,1,2,2.13
29.5,35.625,2017,1,2,2.89
30.0,34.375,2017,1,2,4.08
30.0,35.0,2017,1,2,3.73
30.0,35.625,2017,1,2,2.97
30.5,34.375,2017,1,2,3.47
30.5,35.0,2017,1,2,3.68
30.5,35.625,2017,1,2,4.34
31.0,34.375,2017,1,2,3.45
31.0,35.0,2017,1,2,3.65
31.0,35.625,2017,1,2,2.61
31.5,34.375,2017,1,2,4.01
31.5,35.0,2017,1,2,3.2
31.5,35.625,2017,1,2,3.41
32.0,34.375,2017,1,2,4.16
32.0,35.0,2017,1,2,3.84
32.0,35.625,2017,1,2,4.11
32.5,34.375,2017,1,2,4.6
32.5,35.0,2017,1,2,5.15
32.5,35.625,2017,1,2,3.23
33.0,34.375,2017,1,2,4.98
33.0,35.0,2017,1,2,4.63
33.0,35.625,2017,1,2,3.06
29.5,34.375,2017,1,3,3.62
29.5,35.0,2017,1,3,3.76
29.5,35.625,2017,1,3,3.41
30.0,34.375,2017,1,3,4.02
30.0,35.0,2017,1,3,3.33
30.0,35.625,2017,1,3,3.99
30.5,34.375,2017,1,3,4.21
30.5,35.0,2017,1,3,3.51
30.5,35.625,2017,1,3,3.04
31.0,34.375,2017,1,3,2.48
31.0,35.0,2017,1,3,3.18
31.0,35.625,2017,1,3,3.65
31.5,34.375,2017,1,3,1.3
31.5,35.0,2017,1,3,1.71
31.5,35.625,2017,1,3,2.73
32.0,34.375,2017,1,3,1.87
32.0,35.0,2017,1,3,2.19
32.0,35.625,2017,1,3,3.79
32.5,34.375,2017,1,3,3.15
32.5,35.0,2017,1,3,3.33
32.5,35.625,2017,1,3,4.71
33.0,34.375,2017,1,3,4.62
33.0,35.0,2017,1,3,4.39
33.0,35.625,2017,1,3,2.64
29.5,34.375,2017,1,4,3.35
29.5,35.0,2017,1,4,2.77
29.5,35.625,2017,1,4,1.9
30.0,34.375,2017,1,4,3.76
30.0,35.0,2017,1,4,3.2
30.0,35.625,2017,1,4,3.35
30.5,34.375,2017,1,4,3.64
30.5,35.0,2017,1,4,3.4
30.5,35.625,2017,1,4,3.78
31.0,34.375,2017,1,4,3.06
31.0,35.0,2017,1,4,3.47
