-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MIN
29.5,34.375,2017,1,1,2.46
29.5,35.0,2017,1,1,1.58
29.5,35.625,2017,1,1,2.26
30.0,34.375,2017,1,1,2.09
30.0,35.0,2017,1,1,1.92
30.0,35.625,2017,1,1,1.39
30.5,34.375,2017,1,1,1.0
30.5,35.0,2017,1,1,0.7
30.5,35.625,2017,1,1,0.54
31.0,34.375,2017,1,1,0.61
31.0,35.0,2017,1,1,0.32
31.0,35.625,2017,1,1,0.42
31.5,34.375,2017,1,1,0.13
31.5,35.0,2017,1,1,0.02
31.5,35.625,2017,1,1,0.25
32.0,34.375,2017,1,1,0.1
32.0,35.0,2017,1,1,0.22
32.0,35.625,2017,1,1,0.07
32.5,34.375,2017,1,1,0.48
32.5,35.0,2017,1,1,0.56
32.5,35.625,2017,1,1,0.47
33.0,34.375,2017,1,1,0.61
33.0,35.0,2017,1,1,0.71
33.0,35.625,2017,1,1,0.1
29.5,34.375,2017,1,2,2.96
29.5,35.0,2017,1,2,2.74
29.5,35.625,2017,1,2,2.38
30.0,34.375,2017,1,2,0.83
30.0,35.0,2017,1,2,0.28
30.0,35.625,2017,1,2,1.72
30.5,34.375,2017,1,2,0.64
30.5,35.0,2017,1,2,0.38
30.5,35.625,2017,1,2,0.22
31.0,34.375,2017,1,2,1.47
31.0,35.0,2017,1,2,0.69
31.0,35.625,2017,1,2,0.89
31.5,34.375,2017,1,2,2.89
31.5,35.0,2017,1,2,1.54
31.5,35.625,2017,1,2,0.41
32.0,34.375,2017,1,2,4.42
32.0,35.0,2017,1,2,2.11
32.0,35.625,2017,1,2,0.65
32.5,34.375,2017,1,2,4.56
32.5,35.0,2017,1,2,1.57
32.5,35.625,2017,1,2,1.23
33.0,34.375,2017,1,2,3.91
33.0,35.0,2017,1,2,2.21
33.0,35.625,2017,1,2,1.39
29.5,34.375,2017,1,3,1.98
29.5,35.0,2017,1,3,2.13
29.5,35.625,2017,1,3,1.68
30.0,34.375,2017,1,3,1.63
30.0,35.0,2017,1,3,1.73
30.0,35.625,2017,1,3,0.41
30.5,34.375,2017,1,3,0.48
30.5,35.0,2017,1,3,0.4
30.5,35.625,2017,1,3,0.59
31.0,34.375,2017,1,3,0.87
31.0,35.0,2017,1,3,0.19
31.0,35.625,2017,1,3,0.33
31.5,34.375,2017,1,3,2.25
31.5,35.0,2017,1,3,0.98
31.5,35.625,2017,1,3,0.92
32.0,34.375,2017,1,3,2.93
32.0,35.0,2017,1,3,1.19
32.0,35.625,2017,1,3,0.31
32.5,34.375,2017,1,3,2.61
32.5,35.0,2017,1,3,0.87
32.5,35.625,2017,1,3,0.06
33.0,34.375,2017,1,3,1.92
33.0,35.0,2017,1,3,1.02
33.0,35.625,2017,1,3,1.13
29.5,34.375,2017,1,4,2.11
29.5,35.0,2017,1,4,2.44
29.5,35.625,2017,1,4,1.79
30.0,34.375,2017,1,4,0.84
30.0,35.0,2017,1,4,1.04
30.0,35.625,2017,1,4,0.84
30.5,34.375,2017,1,4,0.23
30.5,35.0,2017,1,4,0.26
30.5,35.625,2017,1,4,1.17
31.0,34.375,2017,1,4,0.86
31.0,35.0,2017,1,4,0.1
31.0,35.625,2017,1,4,0.38
31.5,34.375,2017,1,4,2.18
31.5,35.0,2017,1,4,0.49
31.5,35.625,2017,1,4,0.7
32.0,34.375,2017,1,4,3.18
32.0,35.0,2017,1,4,1.46
32.0,35.625,2017,1,4,1.0
32.5,34.375,2017,1,4,2.96
32.5,35.0,2017,1,4,0.92
32.5,35.625,2017,1,4,1.36
33.0,34.375,2017,1,4,1.73
33.0,35.0,2017,1,4,1.76
33.0,35.625,2017,1,4,1.08
29.5,34.375,2017,1,5,1.52
29.5,35.0,2017,1,5,3.14
29.5,35.625,2017,1,5,2.82
30.0,34.375,2017,1,5,2.07
30.0,35.0,2017,1,5,2.25
30.0,35.625,2017,1,5,3.13
30.5,34.375,2017,1,5,1.93
30.5,35.0,2017,1,5,1.69
30.5,35.625,2017,1,5,3.23
31.0,34.375,2017,1,5,1.63
31.0,35.0,2017,1,5,1.1
31.0,35.625,2017,1,5,2.49
31.5,34.375,2017,1,5,0.46
31.5,35.0,2017,1,5,0.71
31.5,35.625,2017,1,5,1.96
32.0,34.375,2017,1,5,1.33
32.0,35.0,2017,1,5,0.82
32.0,35.625,2017,1,5,1.71
32.5,34.375,2017,1,5,0.83
32.5,35.0,2017,1,5,0.17
32.5,35.625,2017,1,5,1.6
33.0,34.375,2017,1,5,0.63
33.0,35.0,2017,1,5,0.84
33.0,35.625,2017,1,5,0.95
29.5,34.375,2017,1,6,1.8
29.5,35.0,2017,1,6,2.56
29.5,35.625,2017,1,6,2.79
30.0,34.375,2017,1,6,1.09
30.0,35.0,2017,1,6,1.72
30.0,35.625,2017,1,6,1.91
30.5,34.375,2017,1,6,1.45
30.5,35.0,2017,1,6,0.12
30.5,35.625,2017,1,6,1.1
31.0,34.375,2017,1,6,1.31
31.0,35.0,2017,1,6,0.19
31.0,35.625,2017,1,6,0.43
31.5,34.375,2017,1,6,0.29
31.5,35.0,2017,1,6,0.11
31.5,35.625,2017,1,6,0.26
32.0,34.375,2017,1,6,0.54
32.0,35.0,2017,1,6,0.79
32.0,35.625,2017,1,6,1.71
32.5,34.375,2017,1,6,0.13
32.5,35.0,2017,1,6,1.23
32.5,35.625,2017,1,6,1.62
33.0,34.375,2017,1,6,0.61
33.0,35.0,2017,1,6,1.39
33.0,35.625,2017,1,6,1.84
29.5,34.375,2017,1,7,3.7
29.5,35.0,2017,1,7,1.9
29.5,35.625,2017,1,7,2.71
30.0,34.375,2017,1,7,3.51
30.0,35.0,2017,1,7,1.98
30.0,35.625,2017,1,7,2.76
30.5,34.375,2017,1,7,3.23
30.5,35.0,2017,1,7,2.62
30.5,35.625,2017,1,7,2.29
31.0,34.375,2017,1,7,3.2
31.0,35.0,2017,1,7,2.62
31.0,35.625,2017,1,7,1.48
31.5,34.375,2017,1,7,4.4
31.5,35.0,2017,1,7,2.5
