-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MAX
29.5,34.375,2010,1,1,2.4
29.5,35.0,2010,1,1,3.27
29.5,35.625,2010,1,1,3.16
30.0,34.375,2010,1,1,3.31
30.0,35.0,2010,1,1,3.12
30.0,35.625,2010,1,1,3.35
30.5,34.375,2010,1,1,4.41
30.5,35.0,2010,1,1,3.0
30.5,35.625,2010,1,1,4.03
31.0,34.375,2010,1,1,4.6
31.0,35.0,2010,1,1,2.51
31.0,35.625,2010,1,1,3.7
31.5,34.375,2010,1,1,5.23
31.5,35.0,2010,1,1,2.23
31.5,35.625,2010,1,1,3.01
32.0,34.375,2010,1,1,6.52
32.0,35.0,2010,1,1,3.38
32.0,35.625,2010,1,1,2.82
32.5,34.375,2010,1,1,6.2
32.5,35.0,2010,1,1,3.86
32.5,35.625,2010,1,1,2.39
33.0,34.375,2010,1,1,7.15
33.0,35.0,2010,1,1,4.83
33.0,35.625,2010,1,1,2.83
29.5,34.375,2010,1,2,6.08
29.5,35.0,2010,1,2,6.08
29.5,35.625,2010,1,2,4.72
30.0,34.375,2010,1,2,5.88
30.0,35.0,2010,1,2,6.4
30.0,35.625,2010,1,2,4.89
30.5,34.375,2010,1,2,7.02
30.5,35.0,2010,1,2,5.62
30.5,35.625,2010,1,2,5.42
31.0,34.375,2010,1,2,7.66
31.0,35.0,2010,1,2,4.28
31.0,35.625,2010,1,2,4.41
31.5,34.375,2010,1,2,6.21
31.5,35.0,2010,1,2,4.18
31.5,35.625,2010,1,2,3.73
32.0,34.375,2010,1,2,7.4
32.0,35.0,2010,1,2,4.15
32.0,35.625,2010,1,2,3.99
32.5,34.375,2010,1,2,7.45
32.5,35.0,2010,1,2,4.41
32.5,35.625,2010,1,2,2.97
33.0,34.375,2010,1,2,8.31
33.0,35.0,2010,1,2,5.94
33.0,35.625,2010,1,2,2.6
29.5,34.375,2010,1,3,5.94
29.5,35.0,2010,1,3,4.88
29.5,35.625,2010,1,3,8.65
30.0,34.375,2010,1,3,6.36
30.0,35.0,2010,1,3,5.89
30.0,35.625,2010,1,3,8.66
30.5,34.375,2010,1,3,5.39
30.5,35.0,2010,1,3,5.93
30.5,35.625,2010,1,3,7.66
31.0,34.375,2010,1,3,5.3
31.0,35.0,2010,1,3,6.38
31.0,35.625,2010,1,3,5.57
31.5,34.375,2010,1,3,6.08
31.5,35.0,2010,1,3,6.55
31.5,35.625,2010,1,3,5.34
32.0,34.375,2010,1,3,7.32
32.0,35.0,2010,1,3,6.51
32.0,35.625,2010,1,3,6.11
32.5,34.375,2010,1,3,7.9
32.5,35.0,2010,1,3,5.53
32.5,35.625,2010,1,3,4.58
33.0,34.375,2010,1,3,8.68
33.0,35.0,2010,1,3,6.16
33.0,35.625,2010,1,3,4.65
29.5,34.375,2010,1,4,5.53
29.5,35.0,2010,1,4,4.94
29.5,35.625,2010,1,4,5.53
30.0,34.375,2010,1,4,4.71
30.0,35.0,2010,1,4,4.14
30.0,35.625,2010,1,4,5.6
30.5,34.375,2010,1,4,4.12
30.5,35.0,2010,1,4,3.88
30.5,35.625,2010,1,4,5.07
31.0,34.375,2010,1,4,3.97
31.0,35.0,2010,1,4,4.48
