-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2010,1,1,14.03
29.5,35.0,2010,1,1,13.0
29.5,35.625,2010,1,1,13.44
30.0,34.375,2010,1,1,13.7
30.0,35.0,2010,1,1,12.07
30.0,35.625,2010,1,1,12.89
30.5,34.375,2010,1,1,13.18
30.5,35.0,2010,1,1,11.96
30.5,35.625,2010,1,1,11.36
31.0,34.375,2010,1,1,11.98
31.0,35.0,2010,1,1,10.93
31.0,35.625,2010,1,1,11.02
31.5,34.375,2010,1,1,5.9
31.5,35.0,2010,1,1,10.63
31.5,35.625,2010,1,1,9.97
32.0,34.375,2010,1,1,0.86
32.0,35.0,2010,1,1,8.76
32.0,35.625,2010,1,1,10.49
32.5,34.375,2010,1,1,0.71
32.5,35.0,2010,1,1,6.79
32.5,35.625,2010,1,1,11.62
33.0,34.375,2010,1,1,0.59
33.0,35.0,2010,1,1,4.24
33.0,35.625,2010,1,1,9.74
29.5,34.375,2010,1,2,18.39
29.5,35.0,2010,1,2,15.79
29.5,35.625,2010,1,2,18.91
30.0,34.375,2010,1,2,19.67
30.0,35.0,2010,1,2,18.16
30.0,35.625,2010,1,2,18.56
30.5,34.375,2010,1,2,18.37
30.5,35.0,2010,1,2,18.08
30.5,35.625,2010,1,2,16.96
31.0,34.375,2010,1,2,15.13
31.0,35.0,2010,1,2,17.11
31.0,35.625,2010,1,2,14.87
31.5,34.375,2010,1,2,9.36
31.5,35.0,2010,1,2,16.34
31.5,35.625,2010,1,2,12.06
32.0,34.375,2010,1,2,3.3
32.0,35.0,2010,1,2,13.02
32.0,35.625,2010,1,2,14.89
32.5,34.375,2010,1,2,1.16
32.5,35.0,2010,1,2,10.51
32.5,35.625,2010,1,2,15.77
33.0,34.375,2010,1,2,1.02
33.0,35.0,2010,1,2,6.94
33.0,35.625,2010,1,2,13.43
29.5,34.375,2010,1,3,16.52
29.5,35.0,2010,1,3,13.03
29.5,35.625,2010,1,3,15.25
30.0,34.375,2010,1,3,14.01
30.0,35.0,2010,1,3,13.19
30.0,35.625,2010,1,3,13.0
30.5,34.375,2010,1,3,11.89
30.5,35.0,2010,1,3,13.06
30.5,35.625,2010,1,3,11.61
31.0,34.375,2010,1,3,9.68
31.0,35.0,2010,1,3,12.72
31.0,35.625,2010,1,3,10.8
31.5,34.375,2010,1,3,5.33
31.5,35.0,2010,1,3,11.61
31.5,35.625,2010,1,3,10.65
32.0,34.375,2010,1,3,1.43
32.0,35.0,2010,1,3,8.03
32.0,35.625,2010,1,3,12.57
32.5,34.375,2010,1,3,1.52
32.5,35.0,2010,1,3,5.01
32.5,35.625,2010,1,3,12.7
33.0,34.375,2010,1,3,1.51
