-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2010,1,1,2.8
29.5,35.0,2010,1,1,2.56
29.5,35.625,2010,1,1,4.69
30.0,34.375,2010,1,1,5.23
30.0,35.0,2010,1,1,5.15
30.0,35.625,2010,1,1,4.87
30.5,34.375,2010,1,1,6.03
30.5,35.0,2010,1,1,4.89
30.5,35.625,2010,1,1,6.59
31.0,34.375,2010,1,1,6.82
31.0,35.0,2010,1,1,2.89
31.0,35.625,2010,1,1,5.16
31.5,34.375,2010,1,1,6.13
31.5,35.0,2010,1,1,2.72
31.5,35.625,2010,1,1,2.69
32.0,34.375,2010,1,1,4.63
32.0,35.0,2010,1,1,3.71
32.0,35.625,2010,1,1,2.92
32.5,34.375,2010,1,1,2.05
32.5,35.0,2010,1,1,3.0
32.5,35.625,2010,1,1,3.28
33.0,34.375,2010,1,1,2.98
33.0,35.0,2010,1,1,2.46
33.0,35.625,2010,1,1,3.63
29.5,34.375,2010,1,2,5.2
29.5,35.0,2010,1,2,2.74
29.5,35.625,2010,1,2,3.03
30.0,34.375,2010,1,2,4.55
30.0,35.0,2010,1,2,2.34
30.0,35.625,2010,1,2,2.59
30.5,34.375,2010,1,2,6.56
30.5,35.0,2010,1,2,4.03
30.5,35.625,2010,1,2,3.34
31.0,34.375,2010,1,2,9.04
31.0,35.0,2010,1,2,4.94
31.0,35.625,2010,1,2,5.87
31.5,34.375,2010,1,2,8.26
31.5,35.0,2010,1,2,5.63
31.5,35.625,2010,1,2,4.54
32.0,34.375,2010,1,2,5.06
32.0,35.0,2010,1,2,5.12
32.0,35.625,2010,1,2,3.11
32.5,34.375,2010,1,2,1.82
32.5,35.0,2010,1,2,2.61
32.5,35.625,2010,1,2,3.16
33.0,34.375,2010,1,2,3.07
33.0,35.0,2010,1,2,1.22
33.0,35.625,2010,1,2,2.54
29.5,34.375,2010,1,3,5.76
29.5,35.0,2010,1,3,4.35
29.5,35.625,2010,1,3,7.56
30.0,34.375,2010,1,3,7.31
30.0,35.0,2010,1,3,6.13
30.0,35.625,2010,1,3,6.36
30.5,34.375,2010,1,3,6.86
30.5,35.0,2010,1,3,7.79
30.5,35.625,2010,1,3,6.67
31.0,34.375,2010,1,3,8.89
31.0,35.0,2010,1,3,5.85
31.0,35.625,2010,1,3,6.62
31.5,34.375,2010,1,3,3.52
31.5,35.0,2010,1,3,3.86
31.5,35.625,2010,1,3,4.36
32.0,34.375,2010,1,3,1.67
32.0,35.0,2010,1,3,2.79
32.0,35.625,2010,1,3,4.08
32.5,34.375,2010,1,3,2.6
32.5,35.0,2010,1,3,2.85
32.5,35.625,2010,1,3,4.17
33.0,34.375,2010,1,3,3.37
33.0,35.0,2010,1,3,1.44
33.0,35.625,2010,1,3,5.43
29.5,34.375,2010,1,4,5.69
29.5,35.0,2010,1,4,4.31
29.5,35.625,2010,1,4,6.39
30.0,34.375,2010,1,4,5.61
30.0,35.0,2010,1,4,4.85
30.0,35.625,2010,1,4,4.07
30.5,34.375,2010,1,4,3.52
30.5,35.0,2010,1,4,4.75
30.5,35.625,2010,1,4,3.76
31.0,34.375,2010,1,4,3.42
31.0,35.0,2010,1,4,3.93
31.0,35.625,2010,1,4,3.21
31.5,34.375,2010,1,4,2.35
31.5,35.0,2010,1,4,3.03
31.5,35.625,2010,1,4,2.73
32.0,34.375,2010,1,4,2.47
32.0,35.0,2010,1,4,2.33
32.0,35.625,2010,1,4,2.92
32.5,34.375,2010,1,4,2.85
32.5,35.0,2010,1,4,2.12
32.5,35.625,2010,1,4,2.35
33.0,34.375,2010,1,4,3.1
33.0,35.0,2010,1,4,2.12
33.0,35.625,2010,1,4,3.38
29.5,34.375,2010,1,5,4.77
29.5,35.0,2010,1,5,3.48
29.5,35.625,2010,1,5,5.95
30.0,34.375,2010,1,5,4.77
30.0,35.0,2010,1,5,3.82
30.0,35.625,2010,1,5,6.99
30.5,34.375,2010,1,5,5.03
30.5,35.0,2010,1,5,5.12
30.5,35.625,2010,1,5,5.47
31.0,34.375,2010,1,5,5.73
31.0,35.0,2010,1,5,6.73
31.0,35.625,2010,1,5,2.44
31.5,34.375,2010,1,5,4.06
31.5,35.0,2010,1,5,5.99
31.5,35.625,2010,1,5,3.99
32.0,34.375,2010,1,5,2.76
32.0,35.0,2010,1,5,2.54
32.0,35.625,2010,1,5,3.34
32.5,34.375,2010,1,5,3.65
32.5,35.0,2010,1,5,2.6
32.5,35.625,2010,1,5,1.99
33.0,34.375,2010,1,5,4.09
33.0,35.0,2010,1,5,4.36
33.0,35.625,2010,1,5,1.76
29.5,34.375,2010,1,6,3.6
29.5,35.0,2010,1,6,5.29
29.5,35.625,2010,1,6,3.66
30.0,34.375,2010,1,6,3.8
30.0,35.0,2010,1,6,6.58
30.0,35.625,2010,1,6,4.63
30.5,34.375,2010,1,6,4.87
30.5,35.0,2010,1,6,5.06
30.5,35.625,2010,1,6,7.67
31.0,34.375,2010,1,6,4.72
31.0,35.0,2010,1,6,2.81
31.0,35.625,2010,1,6,8.8
31.5,34.375,2010,1,6,3.46
31.5,35.0,2010,1,6,3.26
31.5,35.625,2010,1,6,5.49
32.0,34.375,2010,1,6,4.08
32.0,35.0,2010,1,6,4.3
32.0,35.625,2010,1,6,4.94
32.5,34.375,2010,1,6,5.84
32.5,35.0,2010,1,6,4.53
32.5,35.625,2010,1,6,5.33
33.0,34.375,2010,1,6,5.78
33.0,35.0,2010,1,6,5.57
33.0,35.625,2010,1,6,5.96
29.5,34.375,2010,1,7,4.13
29.5,35.0,2010,1,7,8.11
29.5,35.625,2010,1,7,4.03
30.0,34.375,2010,1,7,7.7
30.0,35.0,2010,1,7,8.6
30.0,35.625,2010,1,7,4.81
30.5,34.375,2010,1,7,8.74
30.5,35.0,2010,1,7,7.33
30.5,35.625,2010,1,7,8.08
31.0,34.375,2010,1,7,8.91
31.0,35.0,2010,1,7,4.67
31.0,35.625,2010,1,7,10.0
31.5,34.375,2010,1,7,6.38
31.5,35.0,2010,1,7,4.38
31.5,35.625,2010,1,7,8.03
32.0,34.375,2010,1,7,5.21
32.0,35.0,2010,1,7,7.06
32.0,35.625,2010,1,7,6.25
32.5,34.375,2010,1,7,5.38
32.5,35.0,2010,1,7,6.72
32.5,35.625,2010,1,7,6.25
33.0,34.375,2010,1,7,3.45
33.0,35.0,2010,1,7,5.48
33.0,35.625,2010,1,7,6.04
29.5,34.375,2010,1,8,4.11
29.5,35.0,2010,1,8,6.16
29.5,35.625,2010,1,8,3.03
30.0,34.375,2010,1,8,6.71
30.0,35.0,2010,1,8,7.88
30.0,35.625,2010,1,8,4.55
30.5,34.375,2010,1,8,8.26
30.5,35.0,2010,1,8,6.74
30.5,35.625,2010,1,8,9.44
31.0,34.375,2010,1,8,7.49
31.0,35.0,2010,1,8,4.89
31.0,35.625,2010,1,8,7.24
31.5,34.375,2010,1,8,5.7
31.5,35.0,2010,1,8,3.15
31.5,35.625,2010,1,8,5.62
32.0,34.375,2010,1,8,3.02
32.0,35.0,2010,1,8,4.2
32.0,35.625,2010,1,8,6.65
32.5,34.375,2010,1,8,4.28
32.5,35.0,2010,1,8,5.58
32.5,35.625,2010,1,8,6.68
33.0,34.375,2010,1,8,2.9
33.0,35.0,2010,1,8,5.83
33.0,35.625,2010,1,8,7.12
29.5,34.375,2010,1,9,6.2
29.5,35.0,2010,1,9,5.39
29.5,35.625,2010,1,9,4.48
30.0,34.375,2010,1,9,6.71
30.0,35.0,2010,1,9,6.89
30.0,35.625,2010,1,9,5.26
30.5,34.375,2010,1,9,8.0
30.5,35.0,2010,1,9,6.97
30.5,35.625,2010,1,9,6.32
31.0,34.375,2010,1,9,7.67
31.0,35.0,2010,1,9,4.33
31.0,35.625,2010,1,9,7.47
31.5,34.375,2010,1,9,5.06
31.5,35.0,2010,1,9,4.07
31.5,35.625,2010,1,9,6.96
32.0,34.375,2010,1,9,2.28
32.0,35.0,2010,1,9,5.48
32.0,35.625,2010,1,9,6.4
32.5,34.375,2010,1,9,3.65
32.5,35.0,2010,1,9,5.23
32.5,35.625,2010,1,9,6.22
33.0,34.375,2010,1,9,3.84
33.0,35.0,2010,1,9,5.27
33.0,35.625,2010,1,9,7.07
