-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MAX     MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MAX
29.5,34.375,2010,1,1,3.56
29.5,35.0,2010,1,1,4.66
29.5,35.625,2010,1,1,4.91
30.0,34.375,2010,1,1,5.44
30.0,35.0,2010,1,1,5.35
30.0,35.625,2010,1,1,5.47
30.5,34.375,2010,1,1,7.28
30.5,35.0,2010,1,1,5.07
30.5,35.625,2010,1,1,7.09
31.0,34.375,2010,1,1,8.83
31.0,35.0,2010,1,1,3.92
31.0,35.625,2010,1,1,5.8
31.5,34.375,2010,1,1,7.67
31.5,35.0,2010,1,1,4.02
31.5,35.625,2010,1,1,4.12
32.0,34.375,2010,1,1,7.1
32.0,35.0,2010,1,1,5.49
32.0,35.625,2010,1,1,4.33
32.5,34.375,2010,1,1,6.68
32.5,35.0,2010,1,1,5.69
32.5,35.625,2010,1,1,4.66
33.0,34.375,2010,1,1,7.81
33.0,35.0,2010,1,1,6.15
33.0,35.625,2010,1,1,4.3
29.5,34.375,2010,1,2,7.94
29.5,35.0,2010,1,2,6.73
29.5,35.625,2010,1,2,7.56
30.0,34.375,2010,1,2,8.29
30.0,35.0,2010,1,2,7.25
30.0,35.625,2010,1,2,6.94
30.5,34.375,2010,1,2,9.56
30.5,35.0,2010,1,2,8.2
30.5,35.625,2010,1,2,7.68
31.0,34.375,2010,1,2,11.05
31.0,35.0,2010,1,2,7.26
31.0,35.625,2010,1,2,7.56
31.5,34.375,2010,1,2,8.72
31.5,35.0,2010,1,2,7.19
31.5,35.625,2010,1,2,5.76
32.0,34.375,2010,1,2,8.28
32.0,35.0,2010,1,2,7.94
32.0,35.625,2010,1,2,4.82
32.5,34.375,2010,1,2,8.15
32.5,35.0,2010,1,2,7.4
32.5,35.625,2010,1,2,5.61
33.0,34.375,2010,1,2,9.38
33.0,35.0,2010,1,2,7.63
33.0,35.625,2010,1,2,4.33
29.5,34.375,2010,1,3,8.58
29.5,35.0,2010,1,3,6.54
29.5,35.625,2010,1,3,9.76
30.0,34.375,2010,1,3,8.37
30.0,35.0,2010,1,3,7.21
30.0,35.625,2010,1,3,9.71
30.5,34.375,2010,1,3,8.46
30.5,35.0,2010,1,3,8.14
30.5,35.625,2010,1,3,8.38
31.0,34.375,2010,1,3,10.14
31.0,35.0,2010,1,3,7.25
31.0,35.625,2010,1,3,7.4
31.5,34.375,2010,1,3,8.33
31.5,35.0,2010,1,3,7.85
31.5,35.625,2010,1,3,6.38
32.0,34.375,2010,1,3,8.04
