-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2010,1,1,6.18
29.5,35.0,2010,1,1,6.42
29.5,35.625,2010,1,1,5.58
30.0,34.375,2010,1,1,6.85
30.0,35.0,2010,1,1,6.82
30.0,35.625,2010,1,1,5.79
30.5,34.375,2010,1,1,7.28
30.5,35.0,2010,1,1,7.03
30.5,35.625,2010,1,1,6.06
31.0,34.375,2010,1,1,7.72
31.0,35.0,2010,1,1,7.62
31.0,35.625,2010,1,1,7.06
31.5,34.375,2010,1,1,9.05
31.5,35.0,2010,1,1,8.19
31.5,35.625,2010,1,1,8.22
32.0,34.375,2010,1,1,10.1
32.0,35.0,2010,1,1,8.91
32.0,35.625,2010,1,1,8.61
32.5,34.375,2010,1,1,10.47
32.5,35.0,2010,1,1,9.59
32.5,35.625,2010,1,1,8.84
33.0,34.375,2010,1,1,10.65
33.0,35.0,2010,1,1,9.93
33.0,35.625,2010,1,1,8.77
29.5,34.375,2010,1,2,3.22
29.5,35.0,2010,1,2,4.5
29.5,35.625,2010,1,2,2.8
30.0,34.375,2010,1,2,3.76
30.0,35.0,2010,1,2,4.04
30.0,35.625,2010,1,2,3.18
30.5,34.375,2010,1,2,4.64
30.5,35.0,2010,1,2,4.24
30.5,35.625,2010,1,2,3.48
31.0,34.375,2010,1,2,5.46
31.0,35.0,2010,1,2,5.1
31.0,35.625,2010,1,2,4.31
31.5,34.375,2010,1,2,7.84
31.5,35.0,2010,1,2,5.77
31.5,35.625,2010,1,2,5.56
32.0,34.375,2010,1,2,10.29
32.0,35.0,2010,1,2,6.91
32.0,35.625,2010,1,2,6.15
32.5,34.375,2010,1,2,11.03
32.5,35.0,2010,1,2,8.55
32.5,35.625,2010,1,2,6.97
33.0,34.375,2010,1,2,11.58
33.0,35.0,2010,1,2,9.5
33.0,35.625,2010,1,2,7.42
