-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2010,1,1,0.0
29.5,35.0,2010,1,1,0.0
29.5,35.625,2010,1,1,0.0
30.0,34.375,2010,1,1,0.0
30.0,35.0,2010,1,1,0.01
30.0,35.625,2010,1,1,0.01
30.5,34.375,2010,1,1,0.0
30.5,35.0,2010,1,1,0.01
30.5,35.625,2010,1,1,0.03
31.0,34.375,2010,1,1,0.01
31.0,35.0,2010,1,1,0.02
31.0,35.625,2010,1,1,0.06
31.5,34.375,2010,1,1,0.04
31.5,35.0,2010,1,1,0.05
31.5,35.625,2010,1,1,0.03
32.0,34.375,2010,1,1,0.08
32.0,35.0,2010,1,1,0.05
32.0,35.625,2010,1,1,0.02
32.5,34.375,2010,1,1,0.2
32.5,35.0,2010,1,1,0.08
32.5,35.625,2010,1,1,0.02
33.0,34.375,2010,1,1,0.58
33.0,35.0,2010,1,1,0.32
33.0,35.625,2010,1,1,0.03
29.5,34.375,2010,1,2,0.0
29.5,35.0,2010,1,2,0.0
29.5,35.625,2010,1,2,0.0
30.0,34.375,2010,1,2,0.0
30.0,35.0,2010,1,2,0.0
30.0,35.625,2010,1,2,0.0
30.5,34.375,2010,1,2,0.0
30.5,35.0,2010,1,2,0.0
30.5,35.625,2010,1,2,0.0
31.0,34.375,2010,1,2,0.0
31.0,35.0,2010,1,2,0.0
31.0,35.625,2010,1,2,0.0
31.5,34.375,2010,1,2,0.0
31.5,35.0,2010,1,2,0.0
31.5,35.625,2010,1,2,0.0
32.0,34.375,2010,1,2,0.0
32.0,35.0,2010,1,2,0.0
32.0,35.625,2010,1,2,0.0
32.5,34.375,2010,1,2,0.01
32.5,35.0,2010,1,2,0.01
32.5,35.625,2010,1,2,0.0
33.0,34.375,2010,1,2,0.0
33.0,35.0,2010,1,2,0.0
33.0,35.625,2010,1,2,0.0
29.5,34.375,2010,1,3,0.0
29.5,35.0,2010,1,3,0.0
29.5,35.625,2010,1,3,0.0
30.0,34.375,2010,1,3,0.0
30.0,35.0,2010,1,3,0.0
30.0,35.625,2010,1,3,0.0
30.5,34.375,2010,1,3,0.0
30.5,35.0,2010,1,3,0.0
30.5,35.625,2010,1,3,0.0
31.0,34.375,2010,1,3,0.0
31.0,35.0,2010,1,3,0.0
31.0,35.625,2010,1,3,0.0
31.5,34.375,2010,1,3,0.01
31.5,35.0,2010,1,3,0.0
31.5,35.625,2010,1,3,0.0
32.0,34.375,2010,1,3,0.01
32.0,35.0,2010,1,3,0.0
32.0,35.625,2010,1,3,0.0
32.5,34.375,2010,1,3,0.11
32.5,35.0,2010,1,3,0.05
32.5,35.625,2010,1,3,0.01
33.0,34.375,2010,1,3,0.51
33.0,35.0,2010,1,3,0.38
33.0,35.625,2010,1,3,0.04
29.5,34.375,2010,1,4,0.0
29.5,35.0,2010,1,4,0.0
29.5,35.625,2010,1,4,0.0
30.0,34.375,2010,1,4,0.0
30.0,35.0,2010,1,4,0.0
30.0,35.625,2010,1,4,0.0
30.5,34.375,2010,1,4,0.0
30.5,35.0,2010,1,4,0.0
30.5,35.625,2010,1,4,0.0
31.0,34.375,2010,1,4,0.01
31.0,35.0,2010,1,4,0.01
31.0,35.625,2010,1,4,0.0
31.5,34.375,2010,1,4,0.09
31.5,35.0,2010,1,4,0.06
31.5,35.625,2010,1,4,0.01
32.0,34.375,2010,1,4,0.2
32.0,35.0,2010,1,4,0.1
32.0,35.625,2010,1,4,0.05
32.5,34.375,2010,1,4,0.71
32.5,35.0,2010,1,4,0.45
32.5,35.625,2010,1,4,0.17
