-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2020,1,1,6.79
29.5,35.5,2020,1,1,6.4
30.5,34.5,2020,1,1,7.18
30.5,35.5,2020,1,1,6.82
31.5,34.5,2020,1,1,7.81
31.5,35.5,2020,1,1,7.23
32.5,34.5,2020,1,1,7.92
32.5,35.5,2020,1,1,7.35
29.5,34.5,2020,1,2,6.8
29.5,35.5,2020,1,2,6.6
30.5,34.5,2020,1,2,7.19
30.5,35.5,2020,1,2,6.92
31.5,34.5,2020,1,2,8.09
31.5,35.5,2020,1,2,7.45
32.5,34.5,2020,1,2,8.4
32.5,35.5,2020,1,2,7.85
29.5,34.5,2020,1,3,6.48
29.5,35.5,2020,1,3,6.26
30.5,34.5,2020,1,3,6.66
30.5,35.5,2020,1,3,6.7
31.5,34.5,2020,1,3,7.69
31.5,35.5,2020,1,3,7.18
32.5,34.5,2020,1,3,8.19
32.5,35.5,2020,1,3,7.71
29.5,34.5,2020,1,4,7.39
29.5,35.5,2020,1,4,7.11
30.5,34.5,2020,1,4,7.7
30.5,35.5,2020,1,4,7.45
31.5,34.5,2020,1,4,8.57
31.5,35.5,2020,1,4,7.92
32.5,34.5,2020,1,4,8.35
32.5,35.5,2020,1,4,8.04
29.5,34.5,2020,1,5,6.36
29.5,35.5,2020,1,5,6.15
30.5,34.5,2020,1,5,6.64
30.5,35.5,2020,1,5,6.51
31.5,34.5,2020,1,5,7.79
31.5,35.5,2020,1,5,7.25
32.5,34.5,2020,1,5,8.52
32.5,35.5,2020,1,5,8.24
29.5,34.5,2020,1,6,6.27
29.5,35.5,2020,1,6,5.93
30.5,34.5,2020,1,6,6.76
30.5,35.5,2020,1,6,6.22
31.5,34.5,2020,1,6,7.34
31.5,35.5,2020,1,6,6.45
32.5,34.5,2020,1,6,7.86
32.5,35.5,2020,1,6,6.8
29.5,34.5,2020,1,7,6.99
29.5,35.5,2020,1,7,6.5
30.5,34.5,2020,1,7,7.41
30.5,35.5,2020,1,7,7.01
31.5,34.5,2020,1,7,8.12
31.5,35.5,2020,1,7,7.25
32.5,34.5,2020,1,7,8.47
32.5,35.5,2020,1,7,7.53
29.5,34.5,2020,1,8,6.46
29.5,35.5,2020,1,8,6.31
30.5,34.5,2020,1,8,7.15
30.5,35.5,2020,1,8,6.98
31.5,34.5,2020,1,8,8.23
31.5,35.5,2020,1,8,7.55
