-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2020,1,1,11.88
29.5,35.0,2020,1,1,15.33
29.5,35.625,2020,1,1,13.27
30.0,34.375,2020,1,1,13.35
30.0,35.0,2020,1,1,14.42
30.0,35.625,2020,1,1,11.23
30.5,34.375,2020,1,1,14.11
30.5,35.0,2020,1,1,14.64
30.5,35.625,2020,1,1,10.35
31.0,34.375,2020,1,1,16.01
31.0,35.0,2020,1,1,15.65
31.0,35.625,2020,1,1,14.1
31.5,34.375,2020,1,1,17.67
31.5,35.0,2020,1,1,15.68
31.5,35.625,2020,1,1,16.09
32.0,34.375,2020,1,1,16.96
32.0,35.0,2020,1,1,15.64
32.0,35.625,2020,1,1,16.36
32.5,34.375,2020,1,1,17.49
32.5,35.0,2020,1,1,16.83
32.5,35.625,2020,1,1,17.01
33.0,34.375,2020,1,1,17.51
33.0,35.0,2020,1,1,16.61
33.0,35.625,2020,1,1,15.48
29.5,34.375,2020,1,2,16.33
29.5,35.0,2020,1,2,16.9
29.5,35.625,2020,1,2,15.46
30.0,34.375,2020,1,2,16.34
30.0,35.0,2020,1,2,16.67
30.0,35.625,2020,1,2,12.79
30.5,34.375,2020,1,2,16.25
30.5,35.0,2020,1,2,17.36
30.5,35.625,2020,1,2,11.79
31.0,34.375,2020,1,2,15.85
31.0,35.0,2020,1,2,16.9
31.0,35.625,2020,1,2,14.57
31.5,34.375,2020,1,2,16.79
31.5,35.0,2020,1,2,15.22
31.5,35.625,2020,1,2,16.79
32.0,34.375,2020,1,2,18.09
32.0,35.0,2020,1,2,15.08
32.0,35.625,2020,1,2,17.29
32.5,34.375,2020,1,2,18.55
32.5,35.0,2020,1,2,16.01
32.5,35.625,2020,1,2,16.75
33.0,34.375,2020,1,2,18.47
33.0,35.0,2020,1,2,16.01
33.0,35.625,2020,1,2,14.15
29.5,34.375,2020,1,3,13.92
29.5,35.0,2020,1,3,14.97
29.5,35.625,2020,1,3,13.29
30.0,34.375,2020,1,3,13.81
30.0,35.0,2020,1,3,14.49
30.0,35.625,2020,1,3,11.05
30.5,34.375,2020,1,3,13.87
30.5,35.0,2020,1,3,14.84
30.5,35.625,2020,1,3,9.86
31.0,34.375,2020,1,3,15.02
31.0,35.0,2020,1,3,14.97
31.0,35.625,2020,1,3,13.08
31.5,34.375,2020,1,3,16.14
31.5,35.0,2020,1,3,14.09
31.5,35.625,2020,1,3,15.41
32.0,34.375,2020,1,3,17.31
32.0,35.0,2020,1,3,14.13
32.0,35.625,2020,1,3,15.85
32.5,34.375,2020,1,3,18.02
32.5,35.0,2020,1,3,15.17
32.5,35.625,2020,1,3,15.84
33.0,34.375,2020,1,3,18.39
33.0,35.0,2020,1,3,15.28
33.0,35.625,2020,1,3,13.91
29.5,34.375,2020,1,4,11.43
29.5,35.0,2020,1,4,12.86
29.5,35.625,2020,1,4,9.96
30.0,34.375,2020,1,4,12.69
30.0,35.0,2020,1,4,12.24
30.0,35.625,2020,1,4,6.79
30.5,34.375,2020,1,4,13.4
30.5,35.0,2020,1,4,13.57
30.5,35.625,2020,1,4,6.44
31.0,34.375,2020,1,4,14.21
31.0,35.0,2020,1,4,13.33
31.0,35.625,2020,1,4,10.2
31.5,34.375,2020,1,4,15.28
31.5,35.0,2020,1,4,10.9
31.5,35.625,2020,1,4,13.05
32.0,34.375,2020,1,4,17.1
32.0,35.0,2020,1,4,11.93
32.0,35.625,2020,1,4,13.03
32.5,34.375,2020,1,4,17.14
32.5,35.0,2020,1,4,13.85
32.5,35.625,2020,1,4,11.9
33.0,34.375,2020,1,4,16.74
33.0,35.0,2020,1,4,14.87
33.0,35.625,2020,1,4,10.95
29.5,34.375,2020,1,5,14.55
29.5,35.0,2020,1,5,14.78
29.5,35.625,2020,1,5,12.39
30.0,34.375,2020,1,5,14.7
30.0,35.0,2020,1,5,14.65
30.0,35.625,2020,1,5,9.85
30.5,34.375,2020,1,5,14.67
30.5,35.0,2020,1,5,15.31
30.5,35.625,2020,1,5,9.01
31.0,34.375,2020,1,5,16.07
31.0,35.0,2020,1,5,15.81
31.0,35.625,2020,1,5,13.11
31.5,34.375,2020,1,5,16.76
31.5,35.0,2020,1,5,14.38
31.5,35.625,2020,1,5,16.17
32.0,34.375,2020,1,5,17.59
32.0,35.0,2020,1,5,14.1
32.0,35.625,2020,1,5,16.08
32.5,34.375,2020,1,5,17.88
32.5,35.0,2020,1,5,16.01
32.5,35.625,2020,1,5,15.91
33.0,34.375,2020,1,5,17.7
33.0,35.0,2020,1,5,16.17
33.0,35.625,2020,1,5,13.77
29.5,34.375,2020,1,6,17.29
29.5,35.0,2020,1,6,17.17
29.5,35.625,2020,1,6,15.46
30.0,34.375,2020,1,6,17.96
30.0,35.0,2020,1,6,17.65
30.0,35.625,2020,1,6,13.86
30.5,34.375,2020,1,6,16.8
30.5,35.0,2020,1,6,17.86
30.5,35.625,2020,1,6,13.03
31.0,34.375,2020,1,6,17.32
31.0,35.0,2020,1,6,17.29
31.0,35.625,2020,1,6,16.09
31.5,34.375,2020,1,6,17.91
