-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MAX
29.5,34.375,2020,1,1,5.03
29.5,35.0,2020,1,1,4.55
29.5,35.625,2020,1,1,2.85
30.0,34.375,2020,1,1,4.08
30.0,35.0,2020,1,1,3.92
30.0,35.625,2020,1,1,4.29
30.5,34.375,2020,1,1,2.79
30.5,35.0,2020,1,1,3.5
30.5,35.625,2020,1,1,4.69
31.0,34.375,2020,1,1,2.19
31.0,35.0,2020,1,1,2.48
31.0,35.625,2020,1,1,2.97
31.5,34.375,2020,1,1,2.81
31.5,35.0,2020,1,1,2.35
31.5,35.625,2020,1,1,2.54
32.0,34.375,2020,1,1,3.5
32.0,35.0,2020,1,1,2.42
32.0,35.625,2020,1,1,2.97
32.5,34.375,2020,1,1,4.17
32.5,35.0,2020,1,1,2.87
32.5,35.625,2020,1,1,2.38
33.0,34.375,2020,1,1,4.48
33.0,35.0,2020,1,1,3.55
33.0,35.625,2020,1,1,2.21
29.5,34.375,2020,1,2,6.29
29.5,35.0,2020,1,2,3.59
29.5,35.625,2020,1,2,6.79
30.0,34.375,2020,1,2,4.72
30.0,35.0,2020,1,2,3.37
30.0,35.625,2020,1,2,6.01
30.5,34.375,2020,1,2,4.17
30.5,35.0,2020,1,2,3.41
30.5,35.625,2020,1,2,4.98
31.0,34.375,2020,1,2,4.44
31.0,35.0,2020,1,2,4.1
31.0,35.625,2020,1,2,3.71
31.5,34.375,2020,1,2,6.05
31.5,35.0,2020,1,2,4.5
31.5,35.625,2020,1,2,3.5
32.0,34.375,2020,1,2,9.06
32.0,35.0,2020,1,2,4.73
32.0,35.625,2020,1,2,3.87
32.5,34.375,2020,1,2,9.14
32.5,35.0,2020,1,2,4.53
32.5,35.625,2020,1,2,2.69
33.0,34.375,2020,1,2,7.86
33.0,35.0,2020,1,2,4.98
33.0,35.625,2020,1,2,2.27
29.5,34.375,2020,1,3,6.74
29.5,35.0,2020,1,3,4.51
29.5,35.625,2020,1,3,6.79
30.0,34.375,2020,1,3,6.6
30.0,35.0,2020,1,3,5.1
30.0,35.625,2020,1,3,6.28
30.5,34.375,2020,1,3,6.6
30.5,35.0,2020,1,3,5.8
30.5,35.625,2020,1,3,6.0
31.0,34.375,2020,1,3,7.05
31.0,35.0,2020,1,3,5.86
31.0,35.625,2020,1,3,5.43
31.5,34.375,2020,1,3,8.12
31.5,35.0,2020,1,3,5.87
31.5,35.625,2020,1,3,5.54
32.0,34.375,2020,1,3,12.3
32.0,35.0,2020,1,3,6.48
32.0,35.625,2020,1,3,5.63
32.5,34.375,2020,1,3,13.92
32.5,35.0,2020,1,3,6.89
32.5,35.625,2020,1,3,3.98
33.0,34.375,2020,1,3,14.21
33.0,35.0,2020,1,3,8.71
33.0,35.625,2020,1,3,3.66
29.5,34.375,2020,1,4,6.86
29.5,35.0,2020,1,4,5.49
29.5,35.625,2020,1,4,8.01
30.0,34.375,2020,1,4,7.43
30.0,35.0,2020,1,4,6.34
30.0,35.625,2020,1,4,8.44
30.5,34.375,2020,1,4,7.8
30.5,35.0,2020,1,4,7.68
30.5,35.625,2020,1,4,8.05
31.0,34.375,2020,1,4,8.65
31.0,35.0,2020,1,4,7.44
31.0,35.625,2020,1,4,7.45
31.5,34.375,2020,1,4,9.58
31.5,35.0,2020,1,4,6.39
31.5,35.625,2020,1,4,7.58
32.0,34.375,2020,1,4,12.36
32.0,35.0,2020,1,4,7.08
32.0,35.625,2020,1,4,7.02
32.5,34.375,2020,1,4,14.07
32.5,35.0,2020,1,4,6.54
32.5,35.625,2020,1,4,4.25
33.0,34.375,2020,1,4,13.92
33.0,35.0,2020,1,4,8.87
33.0,35.625,2020,1,4,2.93
29.5,34.375,2020,1,5,5.28
29.5,35.0,2020,1,5,3.44
29.5,35.625,2020,1,5,6.07
30.0,34.375,2020,1,5,5.5
30.0,35.0,2020,1,5,4.88
30.0,35.625,2020,1,5,6.96
30.5,34.375,2020,1,5,5.66
30.5,35.0,2020,1,5,5.99
30.5,35.625,2020,1,5,6.54
31.0,34.375,2020,1,5,6.7
31.0,35.0,2020,1,5,6.28
31.0,35.625,2020,1,5,6.44
31.5,34.375,2020,1,5,7.2
31.5,35.0,2020,1,5,6.59
31.5,35.625,2020,1,5,6.91
32.0,34.375,2020,1,5,9.32
32.0,35.0,2020,1,5,7.08
32.0,35.625,2020,1,5,6.71
32.5,34.375,2020,1,5,9.66
32.5,35.0,2020,1,5,6.61
32.5,35.625,2020,1,5,4.76
33.0,34.375,2020,1,5,9.75
33.0,35.0,2020,1,5,6.97
33.0,35.625,2020,1,5,4.55
29.5,34.375,2020,1,6,6.14
29.5,35.0,2020,1,6,7.62
29.5,35.625,2020,1,6,7.0
30.0,34.375,2020,1,6,4.95
30.0,35.0,2020,1,6,6.49
30.0,35.625,2020,1,6,6.7
30.5,34.375,2020,1,6,6.07
30.5,35.0,2020,1,6,5.02
30.5,35.625,2020,1,6,5.86
31.0,34.375,2020,1,6,7.08
31.0,35.0,2020,1,6,4.44
31.0,35.625,2020,1,6,4.22
31.5,34.375,2020,1,6,6.42
