-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2020,1,1,0.06
29.5,35.0,2020,1,1,0.0
29.5,35.625,2020,1,1,0.0
30.0,34.375,2020,1,1,0.05
30.0,35.0,2020,1,1,0.03
30.0,35.625,2020,1,1,0.0
30.5,34.375,2020,1,1,0.22
30.5,35.0,2020,1,1,0.25
30.5,35.625,2020,1,1,0.0
31.0,34.375,2020,1,1,1.23
31.0,35.0,2020,1,1,0.53
31.0,35.625,2020,1,1,0.11
31.5,34.375,2020,1,1,0.97
31.5,35.0,2020,1,1,0.54
31.5,35.625,2020,1,1,0.05
32.0,34.375,2020,1,1,1.19
32.0,35.0,2020,1,1,0.8
32.0,35.625,2020,1,1,0.26
32.5,34.375,2020,1,1,1.2
32.5,35.0,2020,1,1,0.87
32.5,35.625,2020,1,1,0.6
33.0,34.375,2020,1,1,0.35
33.0,35.0,2020,1,1,0.57
33.0,35.625,2020,1,1,0.01
29.5,34.375,2020,1,2,0.01
29.5,35.0,2020,1,2,0.01
29.5,35.625,2020,1,2,0.0
30.0,34.375,2020,1,2,0.25
30.0,35.0,2020,1,2,0.03
30.0,35.625,2020,1,2,0.0
30.5,34.375,2020,1,2,0.27
30.5,35.0,2020,1,2,0.07
30.5,35.625,2020,1,2,0.01
31.0,34.375,2020,1,2,0.48
31.0,35.0,2020,1,2,0.31
31.0,35.625,2020,1,2,0.11
31.5,34.375,2020,1,2,0.82
31.5,35.0,2020,1,2,0.84
31.5,35.625,2020,1,2,0.12
32.0,34.375,2020,1,2,4.6
32.0,35.0,2020,1,2,2.07
32.0,35.625,2020,1,2,0.81
32.5,34.375,2020,1,2,6.95
32.5,35.0,2020,1,2,5.28
32.5,35.625,2020,1,2,1.83
33.0,34.375,2020,1,2,6.8
33.0,35.0,2020,1,2,5.63
33.0,35.625,2020,1,2,1.01
29.5,34.375,2020,1,3,0.0
29.5,35.0,2020,1,3,0.01
29.5,35.625,2020,1,3,0.0
30.0,34.375,2020,1,3,0.03
30.0,35.0,2020,1,3,0.02
30.0,35.625,2020,1,3,0.0
30.5,34.375,2020,1,3,0.03
30.5,35.0,2020,1,3,0.02
30.5,35.625,2020,1,3,0.01
31.0,34.375,2020,1,3,0.07
31.0,35.0,2020,1,3,0.03
31.0,35.625,2020,1,3,0.03
31.5,34.375,2020,1,3,1.05
31.5,35.0,2020,1,3,0.13
31.5,35.625,2020,1,3,0.01
32.0,34.375,2020,1,3,4.74
32.0,35.0,2020,1,3,0.37
32.0,35.625,2020,1,3,0.02
32.5,34.375,2020,1,3,5.02
32.5,35.0,2020,1,3,1.28
32.5,35.625,2020,1,3,0.14
33.0,34.375,2020,1,3,7.94
33.0,35.0,2020,1,3,1.51
33.0,35.625,2020,1,3,0.23
29.5,34.375,2020,1,4,0.54
29.5,35.0,2020,1,4,1.08
29.5,35.625,2020,1,4,0.08
30.0,34.375,2020,1,4,1.26
30.0,35.0,2020,1,4,4.23
30.0,35.625,2020,1,4,1.65
30.5,34.375,2020,1,4,6.09
30.5,35.0,2020,1,4,14.13
30.5,35.625,2020,1,4,18.25
31.0,34.375,2020,1,4,9.14
31.0,35.0,2020,1,4,15.31
31.0,35.625,2020,1,4,29.2
31.5,34.375,2020,1,4,28.23
31.5,35.0,2020,1,4,21.92
31.5,35.625,2020,1,4,5.61
32.0,34.375,2020,1,4,27.22
32.0,35.0,2020,1,4,28.17
32.0,35.625,2020,1,4,4.0
32.5,34.375,2020,1,4,15.77
32.5,35.0,2020,1,4,19.68
32.5,35.625,2020,1,4,8.62
33.0,34.375,2020,1,4,3.22
33.0,35.0,2020,1,4,14.57
33.0,35.625,2020,1,4,3.4
29.5,34.375,2020,1,5,0.0
29.5,35.0,2020,1,5,0.16
29.5,35.625,2020,1,5,0.32
30.0,34.375,2020,1,5,0.0
30.0,35.0,2020,1,5,0.75
30.0,35.625,2020,1,5,0.83
30.5,34.375,2020,1,5,0.13
30.5,35.0,2020,1,5,3.52
30.5,35.625,2020,1,5,6.38
31.0,34.375,2020,1,5,0.4
31.0,35.0,2020,1,5,2.54
31.0,35.625,2020,1,5,5.27
31.5,34.375,2020,1,5,4.34
31.5,35.0,2020,1,5,6.93
31.5,35.625,2020,1,5,2.5
32.0,34.375,2020,1,5,7.15
32.0,35.0,2020,1,5,14.7
32.0,35.625,2020,1,5,4.51
32.5,34.375,2020,1,5,4.78
32.5,35.0,2020,1,5,13.11
32.5,35.625,2020,1,5,11.41
33.0,34.375,2020,1,5,0.64
33.0,35.0,2020,1,5,9.97
33.0,35.625,2020,1,5,5.96
29.5,34.375,2020,1,6,0.0
29.5,35.0,2020,1,6,0.0
29.5,35.625,2020,1,6,0.0
30.0,34.375,2020,1,6,0.52
30.0,35.0,2020,1,6,0.0
30.0,35.625,2020,1,6,0.0
30.5,34.375,2020,1,6,0.47
30.5,35.0,2020,1,6,0.0
30.5,35.625,2020,1,6,0.0
31.0,34.375,2020,1,6,0.0
31.0,35.0,2020,1,6,0.0
31.0,35.625,2020,1,6,0.0
31.5,34.375,2020,1,6,0.0
31.5,35.0,2020,1,6,0.0
31.5,35.625,2020,1,6,0.0
32.0,34.375,2020,1,6,0.0
32.0,35.0,2020,1,6,0.01
32.0,35.625,2020,1,6,0.0
32.5,34.375,2020,1,6,0.03
32.5,35.0,2020,1,6,0.2
32.5,35.625,2020,1,6,0.19
33.0,34.375,2020,1,6,0.08
33.0,35.0,2020,1,6,0.49
33.0,35.625,2020,1,6,0.13
29.5,34.375,2020,1,7,0.0
29.5,35.0,2020,1,7,0.02
29.5,35.625,2020,1,7,0.05
30.0,34.375,2020,1,7,0.09
30.0,35.0,2020,1,7,0.04
30.0,35.625,2020,1,7,0.22
30.5,34.375,2020,1,7,0.09
30.5,35.0,2020,1,7,0.04
30.5,35.625,2020,1,7,0.32
31.0,34.375,2020,1,7,0.01
31.0,35.0,2020,1,7,0.03
31.0,35.625,2020,1,7,0.08
31.5,34.375,2020,1,7,0.2
31.5,35.0,2020,1,7,0.2
31.5,35.625,2020,1,7,0.56
32.0,34.375,2020,1,7,0.91
32.0,35.0,2020,1,7,0.65
32.0,35.625,2020,1,7,0.99
32.5,34.375,2020,1,7,1.63
32.5,35.0,2020,1,7,1.65
32.5,35.625,2020,1,7,2.2
