-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_RANGE
29.5,34.375,2020,1,1,2.8
29.5,35.0,2020,1,1,2.7
29.5,35.625,2020,1,1,1.69
30.0,34.375,2020,1,1,2.81
30.0,35.0,2020,1,1,2.89
30.0,35.625,2020,1,1,3.34
30.5,34.375,2020,1,1,1.92
30.5,35.0,2020,1,1,2.67
30.5,35.625,2020,1,1,4.58
31.0,34.375,2020,1,1,1.58
31.0,35.0,2020,1,1,2.34
31.0,35.625,2020,1,1,2.2
31.5,34.375,2020,1,1,1.36
31.5,35.0,2020,1,1,2.14
31.5,35.625,2020,1,1,2.01
32.0,34.375,2020,1,1,1.66
32.0,35.0,2020,1,1,2.31
32.0,35.625,2020,1,1,1.84
32.5,34.375,2020,1,1,2.03
32.5,35.0,2020,1,1,2.47
32.5,35.625,2020,1,1,1.37
33.0,34.375,2020,1,1,1.62
33.0,35.0,2020,1,1,1.92
33.0,35.625,2020,1,1,1.42
29.5,34.375,2020,1,2,4.47
29.5,35.0,2020,1,2,3.54
29.5,35.625,2020,1,2,5.57
30.0,34.375,2020,1,2,3.92
30.0,35.0,2020,1,2,3.04
30.0,35.625,2020,1,2,4.76
30.5,34.375,2020,1,2,4.03
30.5,35.0,2020,1,2,3.0
30.5,35.625,2020,1,2,4.53
31.0,34.375,2020,1,2,3.5
31.0,35.0,2020,1,2,3.13
31.0,35.625,2020,1,2,3.44
31.5,34.375,2020,1,2,4.18
31.5,35.0,2020,1,2,3.95
31.5,35.625,2020,1,2,2.88
32.0,34.375,2020,1,2,6.68
32.0,35.0,2020,1,2,4.47
32.0,35.625,2020,1,2,2.75
32.5,34.375,2020,1,2,7.29
32.5,35.0,2020,1,2,3.65
32.5,35.625,2020,1,2,1.16
33.0,34.375,2020,1,2,5.67
33.0,35.0,2020,1,2,3.17
33.0,35.625,2020,1,2,0.95
29.5,34.375,2020,1,3,3.37
29.5,35.0,2020,1,3,3.53
29.5,35.625,2020,1,3,4.43
30.0,34.375,2020,1,3,3.52
30.0,35.0,2020,1,3,3.39
30.0,35.625,2020,1,3,4.08
30.5,34.375,2020,1,3,3.42
30.5,35.0,2020,1,3,3.53
30.5,35.625,2020,1,3,4.78
31.0,34.375,2020,1,3,3.38
31.0,35.0,2020,1,3,3.16
31.0,35.625,2020,1,3,3.51
31.5,34.375,2020,1,3,2.63
31.5,35.0,2020,1,3,3.1
31.5,35.625,2020,1,3,3.12
32.0,34.375,2020,1,3,3.94
32.0,35.0,2020,1,3,3.11
32.0,35.625,2020,1,3,3.3
32.5,34.375,2020,1,3,4.42
32.5,35.0,2020,1,3,2.41
32.5,35.625,2020,1,3,2.17
33.0,34.375,2020,1,3,4.61
33.0,35.0,2020,1,3,3.21
33.0,35.625,2020,1,3,2.0
29.5,34.375,2020,1,4,2.69
29.5,35.0,2020,1,4,2.52
29.5,35.625,2020,1,4,4.34
30.0,34.375,2020,1,4,3.16
30.0,35.0,2020,1,4,2.7
30.0,35.625,2020,1,4,4.72
