-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_RANGE
29.5,34.375,2022,1,1,2.88
29.5,35.0,2022,1,1,3.98
29.5,35.625,2022,1,1,3.69
30.0,34.375,2022,1,1,2.42
30.0,35.0,2022,1,1,2.63
30.0,35.625,2022,1,1,2.77
30.5,34.375,2022,1,1,3.95
30.5,35.0,2022,1,1,2.45
30.5,35.625,2022,1,1,5.16
31.0,34.375,2022,1,1,4.09
31.0,35.0,2022,1,1,2.92
31.0,35.625,2022,1,1,6.28
31.5,34.375,2022,1,1,4.18
31.5,35.0,2022,1,1,2.04
31.5,35.625,2022,1,1,4.2
32.0,34.375,2022,1,1,2.41
32.0,35.0,2022,1,1,2.59
32.0,35.625,2022,1,1,3.33
32.5,34.375,2022,1,1,5.35
32.5,35.0,2022,1,1,3.74
32.5,35.625,2022,1,1,2.38
33.0,34.375,2022,1,1,6.78
33.0,35.0,2022,1,1,5.33
33.0,35.625,2022,1,1,2.15
29.5,34.375,2022,1,2,2.79
29.5,35.0,2022,1,2,2.38
29.5,35.625,2022,1,2,1.82
30.0,34.375,2022,1,2,3.49
30.0,35.0,2022,1,2,2.59
30.0,35.625,2022,1,2,2.59
30.5,34.375,2022,1,2,3.57
30.5,35.0,2022,1,2,2.98
30.5,35.625,2022,1,2,2.95
31.0,34.375,2022,1,2,2.98
31.0,35.0,2022,1,2,2.64
31.0,35.625,2022,1,2,2.78
31.5,34.375,2022,1,2,2.02
31.5,35.0,2022,1,2,1.28
31.5,35.625,2022,1,2,3.08
32.0,34.375,2022,1,2,3.53
32.0,35.0,2022,1,2,2.14
32.0,35.625,2022,1,2,2.08
32.5,34.375,2022,1,2,4.46
32.5,35.0,2022,1,2,3.1
32.5,35.625,2022,1,2,1.53
33.0,34.375,2022,1,2,4.87
33.0,35.0,2022,1,2,4.2
33.0,35.625,2022,1,2,2.97
29.5,34.375,2022,1,3,4.91
29.5,35.0,2022,1,3,3.85
29.5,35.625,2022,1,3,5.06
30.0,34.375,2022,1,3,4.64
30.0,35.0,2022,1,3,4.6
30.0,35.625,2022,1,3,5.64
30.5,34.375,2022,1,3,4.27
30.5,35.0,2022,1,3,4.17
30.5,35.625,2022,1,3,4.92
31.0,34.375,2022,1,3,2.19
31.0,35.0,2022,1,3,2.62
31.0,35.625,2022,1,3,2.95
31.5,34.375,2022,1,3,1.49
31.5,35.0,2022,1,3,2.03
31.5,35.625,2022,1,3,2.92
32.0,34.375,2022,1,3,2.14
32.0,35.0,2022,1,3,1.94
32.0,35.625,2022,1,3,2.89
32.5,34.375,2022,1,3,2.04
32.5,35.0,2022,1,3,2.66
32.5,35.625,2022,1,3,2.23
33.0,34.375,2022,1,3,2.29
33.0,35.0,2022,1,3,3.45
33.0,35.625,2022,1,3,2.04
29.5,34.375,2022,1,4,4.21
29.5,35.0,2022,1,4,3.76
29.5,35.625,2022,1,4,3.79
30.0,34.375,2022,1,4,4.21
30.0,35.0,2022,1,4,3.51
30.0,35.625,2022,1,4,4.59
30.5,34.375,2022,1,4,3.51
30.5,35.0,2022,1,4,3.15
30.5,35.625,2022,1,4,4.82
31.0,34.375,2022,1,4,3.0
31.0,35.0,2022,1,4,3.52
31.0,35.625,2022,1,4,2.65
31.5,34.375,2022,1,4,3.03
31.5,35.0,2022,1,4,3.77
31.5,35.625,2022,1,4,2.72
32.0,34.375,2022,1,4,3.89
32.0,35.0,2022,1,4,3.82
32.0,35.625,2022,1,4,3.94
32.5,34.375,2022,1,4,3.85
32.5,35.0,2022,1,4,3.68
32.5,35.625,2022,1,4,2.45
33.0,34.375,2022,1,4,3.38
33.0,35.0,2022,1,4,3.96
33.0,35.625,2022,1,4,3.86
29.5,34.375,2022,1,5,1.9
29.5,35.0,2022,1,5,2.14
29.5,35.625,2022,1,5,3.58
30.0,34.375,2022,1,5,2.58
30.0,35.0,2022,1,5,2.83
30.0,35.625,2022,1,5,4.18
30.5,34.375,2022,1,5,2.54
30.5,35.0,2022,1,5,1.91
