-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2022,1,1,7.27
29.5,35.0,2022,1,1,8.01
29.5,35.625,2022,1,1,10.48
30.0,34.375,2022,1,1,7.73
30.0,35.0,2022,1,1,7.24
30.0,35.625,2022,1,1,7.8
30.5,34.375,2022,1,1,7.18
30.5,35.0,2022,1,1,6.46
30.5,35.625,2022,1,1,7.03
31.0,34.375,2022,1,1,5.73
31.0,35.0,2022,1,1,5.37
31.0,35.625,2022,1,1,8.28
31.5,34.375,2022,1,1,2.26
31.5,35.0,2022,1,1,4.57
31.5,35.625,2022,1,1,6.43
32.0,34.375,2022,1,1,1.09
32.0,35.0,2022,1,1,4.84
32.0,35.625,2022,1,1,5.6
32.5,34.375,2022,1,1,1.85
32.5,35.0,2022,1,1,6.31
32.5,35.625,2022,1,1,8.48
33.0,34.375,2022,1,1,2.41
33.0,35.0,2022,1,1,5.38
33.0,35.625,2022,1,1,9.0
29.5,34.375,2022,1,2,6.92
29.5,35.0,2022,1,2,9.45
29.5,35.625,2022,1,2,11.2
30.0,34.375,2022,1,2,8.74
30.0,35.0,2022,1,2,10.2
30.0,35.625,2022,1,2,9.48
30.5,34.375,2022,1,2,9.24
30.5,35.0,2022,1,2,9.86
30.5,35.625,2022,1,2,8.72
31.0,34.375,2022,1,2,8.05
31.0,35.0,2022,1,2,9.92
31.0,35.625,2022,1,2,10.99
31.5,34.375,2022,1,2,5.91
31.5,35.0,2022,1,2,10.39
31.5,35.625,2022,1,2,10.26
32.0,34.375,2022,1,2,1.63
32.0,35.0,2022,1,2,8.85
32.0,35.625,2022,1,2,10.78
32.5,34.375,2022,1,2,1.39
32.5,35.0,2022,1,2,7.95
32.5,35.625,2022,1,2,12.06
33.0,34.375,2022,1,2,1.45
33.0,35.0,2022,1,2,5.54
33.0,35.625,2022,1,2,11.78
29.5,34.375,2022,1,3,6.52
29.5,35.0,2022,1,3,6.35
29.5,35.625,2022,1,3,8.06
30.0,34.375,2022,1,3,6.08
30.0,35.0,2022,1,3,6.9
30.0,35.625,2022,1,3,4.98
30.5,34.375,2022,1,3,7.38
30.5,35.0,2022,1,3,7.73
30.5,35.625,2022,1,3,3.98
31.0,34.375,2022,1,3,7.65
31.0,35.0,2022,1,3,8.26
31.0,35.625,2022,1,3,7.18
31.5,34.375,2022,1,3,4.35
31.5,35.0,2022,1,3,8.26
31.5,35.625,2022,1,3,7.41
32.0,34.375,2022,1,3,1.06
32.0,35.0,2022,1,3,6.68
32.0,35.625,2022,1,3,9.17
32.5,34.375,2022,1,3,0.82
32.5,35.0,2022,1,3,5.89
32.5,35.625,2022,1,3,12.1
33.0,34.375,2022,1,3,0.61
33.0,35.0,2022,1,3,3.86
33.0,35.625,2022,1,3,11.49
29.5,34.375,2022,1,4,10.99
29.5,35.0,2022,1,4,8.52
29.5,35.625,2022,1,4,11.53
30.0,34.375,2022,1,4,8.53
30.0,35.0,2022,1,4,8.67
30.0,35.625,2022,1,4,9.85
30.5,34.375,2022,1,4,8.44
30.5,35.0,2022,1,4,9.49
30.5,35.625,2022,1,4,8.95
31.0,34.375,2022,1,4,8.72
31.0,35.0,2022,1,4,9.67
31.0,35.625,2022,1,4,9.72
31.5,34.375,2022,1,4,3.7
31.5,35.0,2022,1,4,8.59
31.5,35.625,2022,1,4,10.26
32.0,34.375,2022,1,4,0.88
32.0,35.0,2022,1,4,5.15
32.0,35.625,2022,1,4,11.02
32.5,34.375,2022,1,4,1.09
32.5,35.0,2022,1,4,4.18
32.5,35.625,2022,1,4,13.1
33.0,34.375,2022,1,4,1.41
33.0,35.0,2022,1,4,2.87
33.0,35.625,2022,1,4,10.42
29.5,34.375,2022,1,5,12.78
29.5,35.0,2022,1,5,13.71
29.5,35.625,2022,1,5,12.23
30.0,34.375,2022,1,5,10.77
30.0,35.0,2022,1,5,13.36
30.0,35.625,2022,1,5,11.37
30.5,34.375,2022,1,5,12.48
30.5,35.0,2022,1,5,12.55
30.5,35.625,2022,1,5,11.95
31.0,34.375,2022,1,5,12.39
31.0,35.0,2022,1,5,12.27
31.0,35.625,2022,1,5,12.28
31.5,34.375,2022,1,5,5.63
31.5,35.0,2022,1,5,11.16
31.5,35.625,2022,1,5,10.8
32.0,34.375,2022,1,5,1.06
32.0,35.0,2022,1,5,7.93
32.0,35.625,2022,1,5,11.17
32.5,34.375,2022,1,5,1.13
32.5,35.0,2022,1,5,6.51
32.5,35.625,2022,1,5,11.06
33.0,34.375,2022,1,5,1.02
33.0,35.0,2022,1,5,4.34
33.0,35.625,2022,1,5,10.23
29.5,34.375,2022,1,6,14.49
29.5,35.0,2022,1,6,15.13
29.5,35.625,2022,1,6,16.71
30.0,34.375,2022,1,6,16.88
30.0,35.0,2022,1,6,16.17
30.0,35.625,2022,1,6,14.98
30.5,34.375,2022,1,6,16.11
30.5,35.0,2022,1,6,16.06
30.5,35.625,2022,1,6,13.25
31.0,34.375,2022,1,6,14.99
31.0,35.0,2022,1,6,14.35
31.0,35.625,2022,1,6,14.66
31.5,34.375,2022,1,6,7.39
31.5,35.0,2022,1,6,14.42
31.5,35.625,2022,1,6,15.39
32.0,34.375,2022,1,6,1.71
32.0,35.0,2022,1,6,13.19
32.0,35.625,2022,1,6,15.45
32.5,34.375,2022,1,6,1.45
32.5,35.0,2022,1,6,11.01
32.5,35.625,2022,1,6,14.86
33.0,34.375,2022,1,6,1.3
33.0,35.0,2022,1,6,7.8
33.0,35.625,2022,1,6,12.33
29.5,34.375,2022,1,7,12.32
29.5,35.0,2022,1,7,11.49
29.5,35.625,2022,1,7,14.97
30.0,34.375,2022,1,7,12.57
30.0,35.0,2022,1,7,12.83
30.0,35.625,2022,1,7,14.89
30.5,34.375,2022,1,7,14.11
30.5,35.0,2022,1,7,13.05
30.5,35.625,2022,1,7,13.77
31.0,34.375,2022,1,7,13.81
31.0,35.0,2022,1,7,12.06
31.0,35.625,2022,1,7,13.6
31.5,34.375,2022,1,7,7.31
31.5,35.0,2022,1,7,12.28
31.5,35.625,2022,1,7,11.94
32.0,34.375,2022,1,7,1.14
32.0,35.0,2022,1,7,12.03
32.0,35.625,2022,1,7,15.14
32.5,34.375,2022,1,7,1.01
32.5,35.0,2022,1,7,10.76
32.5,35.625,2022,1,7,15.18
33.0,34.375,2022,1,7,1.54
33.0,35.0,2022,1,7,6.92
33.0,35.625,2022,1,7,13.7
29.5,34.375,2022,1,8,15.5
29.5,35.0,2022,1,8,13.4
29.5,35.625,2022,1,8,14.91
30.0,34.375,2022,1,8,17.71
30.0,35.0,2022,1,8,14.24
30.0,35.625,2022,1,8,14.88
30.5,34.375,2022,1,8,16.17
30.5,35.0,2022,1,8,13.88
30.5,35.625,2022,1,8,15.81
31.0,34.375,2022,1,8,15.69
31.0,35.0,2022,1,8,12.55
31.0,35.625,2022,1,8,16.4
31.5,34.375,2022,1,8,6.72
31.5,35.0,2022,1,8,14.5
31.5,35.625,2022,1,8,15.13
32.0,34.375,2022,1,8,1.07
32.0,35.0,2022,1,8,14.48
32.0,35.625,2022,1,8,17.01
32.5,34.375,2022,1,8,0.6
32.5,35.0,2022,1,8,11.99
32.5,35.625,2022,1,8,18.04
33.0,34.375,2022,1,8,1.52
33.0,35.0,2022,1,8,8.63
33.0,35.625,2022,1,8,14.74
29.5,34.375,2022,1,9,15.59
29.5,35.0,2022,1,9,10.78
29.5,35.625,2022,1,9,13.69
30.0,34.375,2022,1,9,15.69
30.0,35.0,2022,1,9,13.72
30.0,35.625,2022,1,9,12.76
30.5,34.375,2022,1,9,13.4
30.5,35.0,2022,1,9,14.25
30.5,35.625,2022,1,9,12.99
31.0,34.375,2022,1,9,11.16
31.0,35.0,2022,1,9,13.24
31.0,35.625,2022,1,9,13.9
31.5,34.375,2022,1,9,4.87
31.5,35.0,2022,1,9,11.51
31.5,35.625,2022,1,9,11.4
32.0,34.375,2022,1,9,1.25
32.0,35.0,2022,1,9,8.43
32.0,35.625,2022,1,9,12.29
32.5,34.375,2022,1,9,1.43
32.5,35.0,2022,1,9,7.82
32.5,35.625,2022,1,9,13.62
33.0,34.375,2022,1,9,1.72
33.0,35.0,2022,1,9,6.01
33.0,35.625,2022,1,9,12.92
29.5,34.375,2022,1,10,16.32
29.5,35.0,2022,1,10,10.37
29.5,35.625,2022,1,10,13.96
30.0,34.375,2022,1,10,14.52
30.0,35.0,2022,1,10,12.0
30.0,35.625,2022,1,10,13.63
30.5,34.375,2022,1,10,12.63
30.5,35.0,2022,1,10,12.1
30.5,35.625,2022,1,10,12.93
31.0,34.375,2022,1,10,11.18
31.0,35.0,2022,1,10,13.02
31.0,35.625,2022,1,10,11.66
31.5,34.375,2022,1,10,6.29
31.5,35.0,2022,1,10,12.0
31.5,35.625,2022,1,10,10.15
32.0,34.375,2022,1,10,1.99
32.0,35.0,2022,1,10,9.25
32.0,35.625,2022,1,10,12.02
32.5,34.375,2022,1,10,1.54
32.5,35.0,2022,1,10,6.3
32.5,35.625,2022,1,10,12.85
33.0,34.375,2022,1,10,1.15
33.0,35.0,2022,1,10,4.1
33.0,35.625,2022,1,10,12.46
29.5,34.375,2022,1,11,17.45
29.5,35.0,2022,1,11,11.24
29.5,35.625,2022,1,11,15.84
30.0,34.375,2022,1,11,16.17
30.0,35.0,2022,1,11,13.75
30.0,35.625,2022,1,11,12.89
30.5,34.375,2022,1,11,13.99
30.5,35.0,2022,1,11,13.69
30.5,35.625,2022,1,11,11.98
31.0,34.375,2022,1,11,12.62
31.0,35.0,2022,1,11,13.56
31.0,35.625,2022,1,11,12.09
31.5,34.375,2022,1,11,7.87
31.5,35.0,2022,1,11,13.16
31.5,35.625,2022,1,11,9.83
32.0,34.375,2022,1,11,1.86
32.0,35.0,2022,1,11,10.05
32.0,35.625,2022,1,11,11.72
32.5,34.375,2022,1,11,1.1
32.5,35.0,2022,1,11,7.52
32.5,35.625,2022,1,11,14.34
33.0,34.375,2022,1,11,0.89
33.0,35.0,2022,1,11,5.87
33.0,35.625,2022,1,11,13.6
29.5,34.375,2022,1,12,14.88
29.5,35.0,2022,1,12,8.8
29.5,35.625,2022,1,12,13.04
30.0,34.375,2022,1,12,14.29
30.0,35.0,2022,1,12,11.31
30.0,35.625,2022,1,12,10.23
30.5,34.375,2022,1,12,13.86
30.5,35.0,2022,1,12,12.47
30.5,35.625,2022,1,12,10.4
31.0,34.375,2022,1,12,13.77
31.0,35.0,2022,1,12,12.24
31.0,35.625,2022,1,12,10.16
31.5,34.375,2022,1,12,8.66
31.5,35.0,2022,1,12,12.4
31.5,35.625,2022,1,12,9.48
32.0,34.375,2022,1,12,1.92
32.0,35.0,2022,1,12,9.87
32.0,35.625,2022,1,12,12.88
32.5,34.375,2022,1,12,0.78
32.5,35.0,2022,1,12,8.22
32.5,35.625,2022,1,12,15.46
33.0,34.375,2022,1,12,0.9
33.0,35.0,2022,1,12,6.81
33.0,35.625,2022,1,12,14.91
29.5,34.375,2022,1,13,13.47
29.5,35.0,2022,1,13,11.93
29.5,35.625,2022,1,13,13.75
30.0,34.375,2022,1,13,11.82
30.0,35.0,2022,1,13,11.45
30.0,35.625,2022,1,13,12.09
