country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,count
France,1995,FRA,57420356.0,1748659601408.0,58.925,0.644,30.267,1.738,31.696,1.82,0.372,0.06,73.456,6.516,11.004,3132.795,179.886,421.105,24.18,-4.789,-3.088,1069.107,61.389,4.941,6.194,419.57,7306.99,489.41,23.746,2.812,79.438,50577.844,1.661,2.949,46.078,670.842,38.52,28010.877,1608.395,7.871,55.382,6.445,20.828,343.978,66.875,3.84,5990.528,-6.178,-2.379,629.091,36.123,0.785,11.844,35.95,-7.202,-16.781,216.212,1242.242,71.33,3765.426,14.575,7.445,2.803,33.36,1295.803,7852.442,450.89,22566.967,92.129,44.618,-69.84,-16.646,4.792,48.947,1070.399,6569.622,377.23,18641.447,77.079,36.857,1.331,14.246,1084.53,182.862,10.5,18887.553,-10.09,-4.176,648.069,37.212,2.145,37.344,7.435,2.33,0.51,7.974,0.549,40.578,8.882,129.477,0.476,0.104,0.256,8523.284,2904.198,-5.921,-15.587,225.405,1282.82,73.66,3925.518,15.051,7.761,8.597,0.0,0.006,0.0,0.0,0.105,0.0,0.0,0.217,0.0,0.014,0.0,0.0,0.243,0.0,0.0,1
France,1996,FRA,57623180.0,1773843120128.0,49.895,0.867,45.209,2.605,33.493,1.93,0.38,0.086,79.226,5.106,9.185,3281.157,189.071,486.61,28.04,-0.892,-0.547,1055.846,60.841,5.522,6.277,438.98,7618.115,507.79,23.659,3.724,108.15,52276.672,1.698,4.404,70.835,752.301,43.35,29141.557,1679.229,8.537,55.745,10.515,36.168,380.146,71.499,4.12,6597.11,-13.849,-5.003,540.06,31.12,0.811,12.62,40.23,-9.676,-20.921,195.291,1122.291,64.67,3389.112,12.736,6.483,3.08,37.316,1333.119,8059.951,464.44,23135.119,91.463,44.255,-68.81,-15.675,5.331,57.06,1127.458,6895.489,397.34,19566.053,78.249,37.428,2.35,25.482,1110.012,194.193,11.19,19263.289,-11.732,-4.366,570.021,32.846,2.204,36.849,7.735,2.42,0.49,4.036,0.3,41.997,8.504,134.229,0.477,0.096,0.257,8812.252,3012.348,-7.916,-19.744,205.661,1164.462,67.1,3569.067,13.214,6.827,29.917,0.002,0.008,0.0,0.0,0.136,0.0,0.0,57.613,0.008,0.022,0.174,0.01,0.381,0.002,0.001,1
France,1997,FRA,57839364.0,1816394858496.0,30.777,0.802,58.902,3.407,37.345,2.16,0.433,0.115,70.858,-12.087,-22.853,2873.781,166.218,383.476,22.18,-17.473,-10.631,868.098,50.21,4.442,5.605,433.91,7501.984,499.31,23.702,-1.549,-46.669,51274.414,1.633,-2.16,-36.277,674.973,39.04,28405.43,1642.952,7.819,55.399,-4.124,-15.677,364.469,84.717,4.9,6301.405,-11.595,-3.608,475.656,27.512,0.981,12.29,35.38,-3.452,-6.742,188.549,1073.836,62.11,3259.881,12.439,6.358,-0.657,-10.392,1322.727,7957.729,460.27,22868.982,92.181,44.601,-65.4,-15.072,-0.467,-5.269,1122.189,6837.558,395.48,19401.82,79.205,37.839,0.203,2.253,1112.265,206.78,11.96,19230.244,-17.619,-5.787,467.833,27.059,2.395,37.505,8.539,2.67,0.51,10.4,0.804,46.162,8.818,147.636,0.535,0.102,0.288,8632.702,2965.679,-1.719,-5.123,200.538,1120.171,64.79,3467.162,12.976,6.762,28.544,0.002,0.01,0.0,0.0,0.174,0.0,0.0,49.773,0.011,0.033,0.173,0.01,0.569,0.002,0.001,1
France,1998,FRA,58080344.0,1882050265088.0,-14.134,-0.482,50.367,2.925,36.673,2.13,0.421,0.096,96.753,18.436,30.644,3389.466,196.861,577.304,33.53,-17.215,-8.644,715.669,41.566,6.627,6.482,448.37,7719.823,505.93,23.043,2.412,71.542,52293.457,1.614,5.981,98.27,938.355,54.5,29979.543,1741.222,10.772,57.329,6.619,24.126,388.595,85.571,4.97,6690.642,-13.636,-3.752,409.09,23.76,0.982,12.794,48.95,-2.621,-4.941,183.608,1046.309,60.77,3161.281,12.012,6.045,-2.076,-26.728,1296.0,7772.509,451.43,22313.91,89.228,42.671,-57.56,-12.838,-1.895,-21.262,1100.927,6680.229,387.99,18955.248,76.688,36.248,3.911,43.501,1155.766,275.48,16.0,19899.436,-10.531,-2.85,416.83,24.21,3.162,38.053,8.469,2.65,0.52,-0.822,-0.07,45.626,8.953,145.814,0.524,0.103,0.279,8710.864,3037.222,-3.1,-5.466,195.072,1092.28,63.44,3358.663,12.539,6.423,20.01,0.002,0.012,0.0,0.0,0.208,0.0,0.0,75.202,0.025,0.058,0.344,0.02,0.993,0.004,0.002,1
France,1999,FRA,58352208.0,1949849354240.0,4.348,0.127,52.312,3.053,40.101,2.34,0.45,0.099,87.366,-10.334,-20.344,3025.034,176.517,501.78,29.28,-10.567,-4.392,637.062,37.174,5.636,5.735,456.4,7821.469,519.54,23.576,1.343,40.794,52748.922,1.579,-0.493,-8.585,884.114,51.59,29692.744,1732.637,9.93,56.291,1.96,7.617,396.211,131.957,7.7,6790.0,-9.161,-2.177,369.88,21.583,1.482,12.872,45.39,16.783,30.815,214.423,1213.664,70.82,3674.636,13.631,6.966,3.735,49.379,1345.379,8019.405,467.95,23056.178,90.07,43.709,-63.14,-13.834,1.612,17.746,1118.673,6756.214,394.24,19171.053,75.883,36.344,0.358,4.142,1159.908,250.376,14.61,19877.711,-7.289,-1.765,384.646,22.445,2.812,37.684,9.107,2.85,0.51,7.539,0.638,48.841,8.74,156.076,0.549,0.098,0.296,8903.519,3078.016,15.904,31.633,226.706,1263.191,73.71,3885.126,14.188,7.365,11.227,0.001,0.013,0.0,0.0,0.23,0.0,0.0,89.486,0.052,0.109,0.685,0.04,1.872,0.008,0.004,1
France,2000,FRA,58665456.0,2031676030976.0,19.585,0.598,62.223,3.65,42.274,2.48,0.466,0.117,79.766,-3.035,-5.357,2917.573,171.161,460.237,27.0,-31.412,-11.677,434.615,25.497,5.07,5.49,463.08,7893.572,532.56,24.022,1.296,39.893,53147.277,1.535,-0.135,-2.331,844.961,49.57,29494.467,1730.306,9.308,55.496,4.985,19.752,415.964,196.197,11.51,7090.433,-9.865,-2.129,331.612,19.454,2.161,13.341,42.48,-8.483,-18.188,196.235,1104.227,64.78,3344.978,12.164,6.294,3.281,42.224,1387.603,8232.954,482.99,23652.807,90.692,44.504,-69.48,-15.004,5.306,59.355,1178.028,7076.737,415.16,20080.443,77.956,37.783,-1.442,-16.726,1143.182,188.527,11.06,19486.461,-3.907,-0.877,367.644,21.568,2.077,36.665,9.532,2.99,0.51,4.662,0.425,50.967,8.693,162.479,0.561,0.096,0.306,9077.914,3117.909,-6.893,-17.131,209.574,1156.217,67.83,3572.364,12.737,6.722,14.86,0.002,0.015,0.17,0.01,0.263,0.002,0.0,29.925,0.033,0.142,0.852,0.05,2.419,0.009,0.005,1
France,2001,FRA,59014776.0,2077786767360.0,1.373,0.05,62.705,3.7,48.293,2.85,0.525,0.118,68.633,-15.848,-27.125,2440.672,144.036,347.032,20.48,-34.996,-8.923,280.845,16.574,3.774,4.583,474.21,8035.445,542.6,24.398,0.806,25.137,53258.633,1.513,-0.418,-7.241,769.807,45.43,29197.191,1723.066,8.373,54.822,4.981,20.72,436.684,256.715,15.15,7399.57,2.823,0.549,338.954,20.003,2.792,13.894,37.24,11.912,21.949,218.184,1230.539,72.62,3697.102,13.384,6.942,2.929,32.378,1419.981,8424.501,497.17,24061.445,91.627,45.178,-68.39,-14.422,1.425,9.023,1187.051,7135.162,421.08,20114.469,77.604,37.768,-0.073,-0.836,1142.346,166.06,9.8,19356.947,-3.434,-0.741,352.918,20.827,1.806,36.345,10.643,3.33,0.48,11.654,1.111,56.427,8.134,180.341,0.614,0.088,0.339,9194.307,3143.046,11.481,23.356,232.93,1289.338,76.09,3946.976,14.023,7.411,17.944,0.003,0.018,0.169,0.01,0.307,0.002,0.001,172.917,0.243,0.385,2.203,0.13,6.521,0.024,0.012,1
France,2002,FRA,59372784.0,2107316502528.0,4.849,0.179,65.349,3.88,51.202,3.04,0.551,0.124,75.212,7.326,10.552,2603.679,154.588,398.499,23.66,-27.661,-4.585,201.936,11.99,4.292,4.956,474.21,7986.992,551.24,24.981,-0.768,-24.127,52531.129,1.48,-1.145,-19.722,872.285,51.79,28688.965,1703.344,9.395,54.613,-0.17,-0.741,435.943,309.401,18.37,7342.467,-2.471,-0.494,328.586,19.509,3.332,13.977,41.46,-18.677,-41.895,176.289,991.7,58.88,2969.186,10.681,5.652,0.464,-4.405,1415.576,8412.104,499.45,23842.164,90.605,45.387,-77.03,-16.244,3.725,36.271,1223.322,7356.233,436.76,20604.086,79.232,39.223,-2.585,-29.533,1112.813,164.385,9.76,18742.818,-3.027,-0.631,340.17,20.197,1.771,35.679,11.291,3.53,0.49,6.089,0.648,59.455,8.253,190.168,0.64,0.089,0.362,9284.389,3118.919,-16.397,-40.676,192.254,1055.871,62.69,3238.08,11.373,6.164,15.306,0.003,0.021,0.168,0.01,0.349,0.002,0.001,102.29,0.389,0.773,4.548,0.27,13.028,0.049,0.025,1
France,2003,FRA,59728260.0,2130940657664.0,-8.113,-0.315,59.689,3.565,54.078,3.23,0.578,0.113,80.858,5.968,9.226,2742.655,163.814,439.658,26.26,9.883,1.185,220.572,13.174,4.697,5.195,492.72,8249.361,559.13,24.915,1.094,34.122,52789.781,1.48,2.037,34.703,947.458,56.59,29099.238,1738.047,10.121,55.123,4.892,21.326,457.268,324.302,19.37,7655.811,-13.657,-2.664,282.023,16.845,3.464,14.502,45.21,-2.407,-5.347,170.942,960.182,57.35,2861.996,10.257,5.421,0.564,-0.581,1414.995,8413.772,502.54,23690.545,89.879,44.877,-66.41,-13.478,0.987,4.153,1227.475,7384.611,441.07,20550.986,78.885,38.93,0.373,4.151,1116.964,183.498,10.96,18700.77,-12.772,-2.58,294.958,17.617,1.96,35.425,11.865,3.72,0.49,5.089,0.575,62.282,8.204,198.657,0.665,0.088,0.376,9361.23,3153.042,-2.152,-4.733,187.52,1029.161,61.47,3139.558,10.994,5.947,9.345,0.002,0.023,0.167,0.01,0.377,0.002,0.001,46.415,0.352,1.125,6.53,0.39,18.839,0.07,0.036,1
France,2004,FRA,60108436.0,2196883505152.0,9.061,0.323,64.686,3.888,55.067,3.31,0.584,0.122,77.185,-3.732,-6.113,2623.612,157.701,405.434,24.37,-90.783,-11.96,20.202,1.214,4.303,4.959,504.39,8391.335,566.3,24.993,0.859,27.088,52906.543,1.448,0.764,13.281,925.66,55.64,29136.133,1751.327,9.825,55.071,2.112,9.657,466.925,350.2,21.05,7768.048,-13.56,-2.284,242.239,14.561,3.717,14.683,43.71,1.038,0.675,171.617,965.588,58.04,2855.12,10.249,5.397,1.65,13.807,1428.802,8495.646,510.66,23770.416,90.175,44.929,-61.91,-12.274,1.626,12.011,1239.486,7457.189,448.24,20620.828,79.152,38.976,0.872,9.736,1126.701,170.026,10.22,18744.473,-3.196,-0.563,283.725,17.054,1.805,35.429,12.073,3.78,0.47,1.749,0.207,62.886,7.819,200.852,0.667,0.083,0.38,9421.307,3180.13,1.813,1.796,189.317,1038.457,62.42,3149.588,11.022,5.953,8.763,0.002,0.024,0.166,0.01,0.405,0.002,0.001,53.351,0.589,1.715,9.816,0.59,28.525,0.104,0.054,1
France,2005,FRA,60510080.0,2238790500352.0,69.319,2.695,108.799,6.583,56.024,3.39,0.596,0.209,85.533,3.184,5.021,2689.169,162.722,454.635,27.51,-100.0,-1.214,0.0,0.0,4.834,5.159,508.81,8408.682,569.14,25.213,-0.819,-26.051,52124.855,1.409,-0.403,-7.061,1035.034,62.63,28826.055,1744.267,11.004,55.302,2.185,10.201,477.126,381.259,23.07,7885.062,-19.248,-2.803,194.314,11.758,4.053,15.127,48.68,-13.559,-24.208,147.409,828.622,50.14,2436.099,8.81,4.674,-0.316,-18.99,1409.812,8370.672,506.51,23298.799,88.996,44.698,-60.33,-11.857,0.734,1.19,1240.675,7462.062,451.53,20503.613,79.335,39.336,-1.978,-22.282,1104.419,199.14,12.05,18251.824,-13.125,-2.238,244.851,14.816,2.117,35.016,12.36,3.87,0.48,2.38,0.287,63.956,7.933,204.267,0.68,0.084,0.392,9405.705,3154.079,-7.255,-20.18,169.137,908.609,54.98,2795.184,9.66,5.362,24.299,0.006,0.03,0.165,0.01,0.497,0.002,0.001,61.681,1.04,2.755,15.865,0.96,45.523,0.169,0.087,1
Germany,1993,DEU,80573496.0,2206290935808.0,0.004,0.0,0.638,0.051,24.45,1.97,0.378,0.001,607.755,-5.659,-68.724,14220.236,1145.774,3639.534,293.25,-10.022,-113.799,12680.253,1021.692,56.316,28.705,521.59,6473.469,520.72,14.202,-0.444,-17.811,49538.949,1.809,-0.144,-5.02,4305.635,346.92,43348.75,3492.76,66.623,87.504,5.817,38.486,700.113,407.082,32.8,8689.126,-0.484,-0.756,1928.718,155.404,6.299,17.54,316.47,1.744,0.961,56.065,221.909,17.88,695.818,3.434,1.405,-2.536,-12.791,498.766,2157.037,173.8,6190.201,33.377,12.496,0.87,0.167,-3.338,-15.039,435.559,1902.363,153.28,5405.729,29.436,10.912,1.555,25.218,1646.873,259.018,20.87,20439.385,-3.439,-1.378,480.341,38.703,4.008,41.259,5.309,1.97,0.0,6.466,0.322,24.45,0.0,65.886,0.378,0.0,0.133,6462.67,3991.526,3.664,2.247,63.208,254.674,20.52,784.471,3.941,1.584,50.0,0.003,0.009,0.0,0.0,0.11,0.0,0.0,118.182,0.961,1.774,8.315,0.67,22.02,0.129,0.044,1
Germany,1994,DEU,80882120.0,2283952930816.0,459.86,0.236,3.556,0.288,25.593,2.07,0.397,0.007,604.28,-2.996,-34.323,13741.624,1111.452,3589.051,290.29,-7.856,-80.261,11639.553,941.432,55.713,28.108,523.39,6471.022,521.05,14.351,-0.936,-37.354,48888.086,1.731,-1.042,-36.409,4289.206,346.92,42733.195,3456.352,66.581,87.41,1.83,12.814,712.927,446.329,36.1,8814.398,4.837,7.517,2014.301,162.921,6.928,18.03,314.86,6.514,3.652,59.716,246.408,19.93,738.314,3.825,1.51,-0.158,-0.946,497.82,2152.886,174.13,6154.887,33.419,12.59,2.34,0.447,-1.498,-6.526,429.032,1863.205,150.7,5304.414,28.922,10.85,-0.905,-14.9,1631.973,253.826,20.53,20177.176,-3.979,-1.54,459.467,37.163,3.94,41.272,6.084,2.07,0.0,14.612,0.776,25.593,0.0,75.225,0.397,0.0,0.154,6442.091,3954.172,9.514,5.581,68.788,289.681,23.43,850.473,4.497,1.74,33.333,0.003,0.012,0.0,0.0,0.146,0.0,0.0,51.5,0.914,2.688,17.68,1.43,33.232,0.274,0.068,1
Germany,1995,DEU,81123264.0,2347761139712.0,24.985,0.072,4.431,0.359,29.954,2.43,0.458,0.009,596.341,-5.175,-57.512,12991.826,1053.939,3564.206,289.14,-2.346,-22.086,11332.706,919.346,54.481,26.516,535.54,6601.559,530.72,14.573,0.522,20.623,48996.98,1.693,0.176,6.091,4335.501,351.71,42681.25,3462.442,66.27,87.11,9.04,64.446,777.374,506.636,41.1,9582.621,3.189,5.196,2072.367,168.117,7.744,19.558,316.49,6.739,4.024,63.741,268.48,21.78,785.728,4.104,1.604,2.904,14.532,512.352,2206.642,179.01,6315.728,33.73,12.89,4.82,0.9,1.918,8.229,437.261,1887.128,153.09,5390.082,28.846,11.001,-0.052,-0.843,1631.13,264.659,21.47,20106.803,0.73,0.271,461.444,37.434,4.045,41.037,6.541,2.43,0.0,7.503,0.456,29.954,0.0,80.628,0.458,0.0,0.165,6542.143,3974.795,9.303,6.303,75.091,319.514,25.92,925.646,4.884,1.889,25.0,0.003,0.015,0.0,0.0,0.182,0.0,0.0,65.017,1.748,4.435,21.079,1.71,54.676,0.322,0.112,1
Germany,1996,DEU,81300864.0,2391519789056.0,57.075,0.205,6.945,0.565,30.75,2.5,0.456,0.014,591.303,-0.431,-4.537,12907.635,1049.402,3640.675,295.99,-6.404,-58.872,10583.823,860.474,53.99,25.559,542.96,6678.404,548.23,14.56,3.297,131.051,50501.871,1.717,3.343,115.747,4448.415,361.66,44011.707,3578.19,65.969,87.149,11.904,92.536,869.91,560.388,45.56,10699.886,8.295,13.945,2239.358,182.062,8.31,21.187,324.17,-12.702,-8.096,55.645,270.108,21.96,684.428,4.006,1.355,3.123,15.303,527.656,2294.81,186.57,6490.163,34.031,12.851,-5.27,-0.971,4.875,21.318,458.579,1968.245,160.02,5640.521,29.188,11.169,1.701,27.749,1658.878,247.353,20.11,20404.188,0.831,0.311,464.263,37.745,3.668,40.403,6.841,2.5,0.0,4.588,0.3,30.75,0.0,84.143,0.456,0.0,0.167,6743.225,4105.846,-7.483,-6.015,69.077,326.565,26.55,849.641,4.843,1.682,20.0,0.003,0.018,0.123,0.01,0.218,0.002,0.0,35.467,1.573,6.009,25.584,2.08,73.906,0.379,0.146,1
Germany,1997,DEU,81436096.0,2461046145024.0,63.568,0.359,11.341,0.924,32.541,2.65,0.485,0.023,575.27,-3.105,-32.584,12486.088,1016.818,3491.572,284.34,-4.217,-36.283,10120.712,824.191,52.042,25.087,544.02,6680.33,546.37,14.802,-1.283,-52.659,49771.383,1.647,-2.275,-81.411,4334.564,352.99,42938.93,3496.779,64.606,86.272,-4.469,-38.876,831.034,590.647,48.1,10204.732,-1.7,-3.095,2197.635,178.967,8.804,20.503,314.31,0.712,0.396,56.041,213.173,17.36,688.157,3.177,1.383,5.563,28.752,556.408,2374.623,193.38,6832.451,35.394,13.728,-2.35,-0.432,5.393,24.729,483.308,2091.579,170.33,5934.816,31.175,11.924,-0.6,-9.951,1648.927,252.345,20.55,20248.111,-5.867,-2.215,436.298,35.53,3.761,40.682,7.332,2.65,0.0,7.186,0.492,32.541,0.0,90.04,0.485,0.0,0.181,6709.187,4053.187,6.73,4.023,73.1,283.044,23.05,897.635,4.219,1.804,83.333,0.015,0.033,0.123,0.01,0.399,0.002,0.001,45.965,2.762,8.77,37.207,3.03,107.697,0.555,0.216,1
Germany,1998,DEU,81524384.0,2535903723520.0,11.093,0.102,12.586,1.026,37.535,3.06,0.557,0.026,587.008,-2.39,-24.306,12174.422,992.512,3584.94,292.26,-8.268,-68.144,9273.883,756.048,53.21,24.692,548.62,6729.521,549.26,14.969,-0.828,-33.556,49305.879,1.585,-0.426,-14.899,4449.466,362.74,42709.668,3481.879,66.042,86.622,0.917,7.617,838.65,622.391,50.74,10287.109,-2.289,-4.097,2144.998,174.87,9.238,20.864,322.42,0.264,0.148,56.189,211.225,17.22,689.226,3.135,1.398,-3.39,-18.656,537.752,2287.905,186.52,6596.208,33.958,13.378,-0.64,-0.117,-5.124,-24.766,458.542,1982.72,161.64,5624.604,29.429,11.408,0.109,1.79,1650.717,242.136,19.74,20248.139,5.357,1.903,459.174,37.434,3.594,41.066,8.676,3.06,0.0,18.328,1.344,37.535,0.0,106.427,0.557,0.0,0.216,6737.371,4019.631,8.352,6.11,79.209,305.185,24.88,971.604,4.53,1.971,36.364,0.012,0.044,0.123,0.01,0.544,0.002,0.001,51.349,4.503,13.274,56.302,4.59,162.822,0.836,0.33,1
Germany,1999,DEU,81556968.0,2613176696832.0,30.201,0.31,16.38,1.336,43.037,3.51,0.639,0.034,566.388,-3.721,-36.931,11716.738,955.582,3448.755,281.27,-2.659,-20.102,9023.698,735.945,51.208,24.109,550.31,6747.553,549.27,15.288,-1.395,-56.071,48598.668,1.517,-2.556,-89.0,4298.345,350.56,41601.348,3392.88,63.823,85.602,-0.293,-2.459,836.191,635.139,51.8,10252.843,6.813,11.914,2290.218,186.783,9.431,21.097,311.1,8.862,4.98,61.168,240.936,19.65,750.007,3.577,1.543,6.176,32.929,570.681,2436.457,198.71,6997.325,36.177,14.398,1.04,0.189,5.2,23.846,482.389,2084.433,170.0,5914.748,30.95,12.171,-3.005,-49.61,1601.107,214.451,17.49,19631.764,-6.78,-2.538,427.872,34.896,3.184,40.396,9.385,3.51,0.0,8.168,0.709,43.037,0.0,115.074,0.639,0.0,0.237,6734.802,3963.56,11.959,9.082,88.292,352.024,28.71,1082.577,5.227,2.228,26.667,0.012,0.056,0.245,0.02,0.689,0.004,0.001,23.145,3.072,16.346,67.805,5.53,200.427,1.007,0.412,1
Germany,2000,DEU,81551680.0,2718560681984.0,92.32,1.233,31.505,2.569,53.095,4.33,0.761,0.064,573.126,3.821,36.514,12165.24,992.096,3637.938,296.68,-4.057,-29.859,8658.149,706.087,52.145,24.876,572.01,7014.08,568.95,15.807,0.621,24.619,48903.699,1.467,-0.033,-1.104,4462.569,363.93,41590.516,3391.776,63.965,85.046,-0.831,-6.945,829.246,603.298,49.2,10168.348,-5.423,-10.129,2166.166,176.654,8.648,20.793,326.08,20.371,12.461,73.629,266.457,21.73,902.851,3.819,1.846,4.719,25.722,596.403,2513.989,205.02,7313.188,36.035,14.954,3.06,0.535,-0.234,-1.129,481.26,2079.785,169.61,5901.283,29.811,12.067,-1.916,-30.672,1570.435,221.332,18.05,19256.928,16.35,5.706,497.863,40.602,3.173,39.377,10.853,4.33,0.0,15.646,1.468,53.095,0.0,133.087,0.761,0.0,0.272,6976.558,3988.179,32.32,26.851,115.143,434.203,35.41,1411.904,6.224,2.887,-100.0,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,71.852,11.745,28.091,114.651,9.35,344.461,1.643,0.704,1
Germany,2002,DEU,81443424.0,2822441533440.0,57.137,2.055,69.401,5.652,65.199,5.31,0.91,0.141,569.566,0.222,2.213,12243.454,997.149,3678.627,299.6,0.285,1.934,8342.746,679.462,51.322,24.856,593.76,7290.46,583.76,16.112,-1.257,-51.076,49257.789,1.421,-1.512,-52.325,4597.425,374.43,41845.691,3408.056,64.141,84.952,-0.155,-1.354,873.128,691.277,56.3,10720.666,-0.261,-0.466,2183.943,177.868,9.644,21.764,332.49,2.155,1.02,69.176,283.878,23.12,849.38,3.961,1.724,1.259,1.249,603.666,2570.25,209.33,7412.095,35.859,15.048,10.0,1.684,-3.773,-21.218,461.706,2023.982,164.84,5669.042,28.238,11.509,-3.343,-53.183,1537.78,227.52,18.53,18881.572,6.166,2.538,536.464,43.691,3.174,38.332,20.43,5.31,0.0,23.077,3.831,65.199,0.0,250.85,0.91,0.0,0.509,7167.675,4011.723,21.493,22.466,141.96,546.269,44.49,1743.052,7.621,3.539,100.0,0.29,0.584,2.456,0.2,7.168,0.034,0.015,50.476,15.271,46.118,194.736,15.86,566.253,2.717,1.15,1
Germany,2003,DEU,81346808.0,2831676080128.0,43.285,2.447,99.56,8.099,110.023,8.95,1.487,0.202,569.955,1.652,16.471,12460.475,1013.62,3744.831,304.63,-1.069,-7.261,8263.39,672.2,50.6,25.274,598.76,7360.584,602.03,16.608,-0.031,-1.252,49300.902,1.416,-0.088,-3.0,4797.975,390.3,41858.516,3405.057,64.831,84.904,1.213,10.592,883.72,769.422,62.59,10863.606,4.098,7.289,2276.139,185.157,10.396,22.035,343.13,-22.695,-16.043,53.134,225.209,18.32,653.176,3.043,1.325,1.493,1.748,605.414,2602.806,211.73,7442.384,35.169,15.096,-3.27,-0.546,0.132,-2.353,459.353,2029.09,165.06,5646.851,27.417,11.454,-1.955,-30.063,1507.717,283.723,23.08,18534.434,4.99,2.18,563.901,45.872,3.834,37.595,28.566,8.95,0.0,39.823,8.136,110.023,0.0,351.162,1.487,0.0,0.712,7400.782,4010.471,5.829,4.101,146.061,573.716,46.67,1795.534,7.752,3.642,56.5,0.324,0.908,3.811,0.31,11.159,0.051,0.023,20.804,9.237,55.355,234.674,19.09,680.477,3.171,1.38,1
Germany,2004,DEU,81266672.0,2894624980992.0,33.295,2.697,132.839,10.795,130.927,10.64,1.745,0.269,554.659,-2.517,-25.51,12158.858,988.11,3676.415,298.77,1.063,7.144,8359.45,679.345,49.011,24.642,606.98,7468.99,609.6,16.921,-0.014,-0.578,49342.406,1.385,-1.123,-38.246,4732.075,384.56,41429.168,3366.811,63.084,83.963,0.508,4.491,888.211,771.165,62.67,10929.579,-7.465,-13.821,2108.308,171.335,10.281,22.15,338.12,13.233,6.648,59.782,255.332,20.75,735.627,3.404,1.491,7.273,37.668,643.082,2769.155,225.04,7913.237,36.916,16.037,-2.62,-0.432,1.215,2.618,461.972,2055.824,167.07,5684.639,27.406,11.521,-1.143,-17.227,1490.49,284.495,23.12,18340.73,-5.825,-2.672,531.578,43.2,3.793,37.17,33.951,10.64,0.0,18.85,5.385,130.927,0.0,417.768,1.745,0.0,0.847,7501.229,4009.893,25.533,35.05,181.111,713.331,57.97,2228.598,9.51,4.517,77.955,0.697,1.605,6.891,0.56,19.751,0.092,0.04,36.318,19.623,74.978,320.18,26.02,922.613,4.268,1.87,1
