-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2021,1,1,18.76
29.5,35.0,2021,1,1,21.47
29.5,35.625,2021,1,1,17.3
30.0,34.375,2021,1,1,19.64
30.0,35.0,2021,1,1,21.17
30.0,35.625,2021,1,1,16.01
30.5,34.375,2021,1,1,19.95
30.5,35.0,2021,1,1,21.29
30.5,35.625,2021,1,1,16.37
31.0,34.375,2021,1,1,20.75
31.0,35.0,2021,1,1,21.03
31.0,35.625,2021,1,1,20.96
31.5,34.375,2021,1,1,21.37
31.5,35.0,2021,1,1,20.68
31.5,35.625,2021,1,1,22.87
32.0,34.375,2021,1,1,19.93
32.0,35.0,2021,1,1,20.72
32.0,35.625,2021,1,1,21.76
32.5,34.375,2021,1,1,20.36
32.5,35.0,2021,1,1,21.64
32.5,35.625,2021,1,1,22.36
33.0,34.375,2021,1,1,20.74
33.0,35.0,2021,1,1,21.42
33.0,35.625,2021,1,1,20.46
29.5,34.375,2021,1,2,21.43
29.5,35.0,2021,1,2,22.35
29.5,35.625,2021,1,2,20.57
30.0,34.375,2021,1,2,21.04
30.0,35.0,2021,1,2,22.04
30.0,35.625,2021,1,2,18.48
30.5,34.375,2021,1,2,20.04
30.5,35.0,2021,1,2,21.39
30.5,35.625,2021,1,2,18.05
31.0,34.375,2021,1,2,20.71
31.0,35.0,2021,1,2,20.92
31.0,35.625,2021,1,2,21.1
31.5,34.375,2021,1,2,21.23
31.5,35.0,2021,1,2,20.76
31.5,35.625,2021,1,2,21.85
32.0,34.375,2021,1,2,20.24
32.0,35.0,2021,1,2,20.54
32.0,35.625,2021,1,2,21.7
32.5,34.375,2021,1,2,20.72
32.5,35.0,2021,1,2,21.21
32.5,35.625,2021,1,2,21.96
33.0,34.375,2021,1,2,20.53
33.0,35.0,2021,1,2,20.94
33.0,35.625,2021,1,2,19.86
29.5,34.375,2021,1,3,20.67
29.5,35.0,2021,1,3,22.47
29.5,35.625,2021,1,3,21.49
30.0,34.375,2021,1,3,20.95
30.0,35.0,2021,1,3,22.13
30.0,35.625,2021,1,3,19.58
30.5,34.375,2021,1,3,20.37
30.5,35.0,2021,1,3,21.62
30.5,35.625,2021,1,3,19.06
31.0,34.375,2021,1,3,20.88
31.0,35.0,2021,1,3,21.88
31.0,35.625,2021,1,3,22.01
31.5,34.375,2021,1,3,21.21
31.5,35.0,2021,1,3,21.99
31.5,35.625,2021,1,3,23.81
32.0,34.375,2021,1,3,20.06
32.0,35.0,2021,1,3,21.77
32.0,35.625,2021,1,3,23.32
32.5,34.375,2021,1,3,20.33
32.5,35.0,2021,1,3,22.51
32.5,35.625,2021,1,3,24.52
33.0,34.375,2021,1,3,20.46
