-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_RANGE
29.5,34.375,2021,1,1,1.89
29.5,35.0,2021,1,1,3.31
29.5,35.625,2021,1,1,2.4
30.0,34.375,2021,1,1,3.21
30.0,35.0,2021,1,1,2.65
30.0,35.625,2021,1,1,3.0
30.5,34.375,2021,1,1,2.8
30.5,35.0,2021,1,1,2.57
30.5,35.625,2021,1,1,4.9
31.0,34.375,2021,1,1,2.78
31.0,35.0,2021,1,1,3.05
31.0,35.625,2021,1,1,5.62
31.5,34.375,2021,1,1,2.14
31.5,35.0,2021,1,1,2.16
31.5,35.625,2021,1,1,4.7
32.0,34.375,2021,1,1,2.62
32.0,35.0,2021,1,1,3.48
32.0,35.625,2021,1,1,3.53
32.5,34.375,2021,1,1,3.63
32.5,35.0,2021,1,1,4.31
32.5,35.625,2021,1,1,2.16
33.0,34.375,2021,1,1,6.28
33.0,35.0,2021,1,1,6.04
33.0,35.625,2021,1,1,2.69
29.5,34.375,2021,1,2,3.05
29.5,35.0,2021,1,2,2.68
29.5,35.625,2021,1,2,2.54
30.0,34.375,2021,1,2,2.77
30.0,35.0,2021,1,2,3.67
30.0,35.625,2021,1,2,4.09
30.5,34.375,2021,1,2,2.02
30.5,35.0,2021,1,2,3.45
30.5,35.625,2021,1,2,5.61
31.0,34.375,2021,1,2,2.59
31.0,35.0,2021,1,2,2.45
31.0,35.625,2021,1,2,5.56
31.5,34.375,2021,1,2,1.9
31.5,35.0,2021,1,2,1.11
31.5,35.625,2021,1,2,4.68
32.0,34.375,2021,1,2,2.97
32.0,35.0,2021,1,2,3.78
32.0,35.625,2021,1,2,3.88
32.5,34.375,2021,1,2,3.54
32.5,35.0,2021,1,2,3.03
32.5,35.625,2021,1,2,1.83
33.0,34.375,2021,1,2,3.98
33.0,35.0,2021,1,2,3.84
33.0,35.625,2021,1,2,1.8
29.5,34.375,2021,1,3,2.09
29.5,35.0,2021,1,3,2.65
29.5,35.625,2021,1,3,2.54
30.0,34.375,2021,1,3,2.04
30.0,35.0,2021,1,3,2.14
30.0,35.625,2021,1,3,2.57
30.5,34.375,2021,1,3,1.72
30.5,35.0,2021,1,3,1.34
30.5,35.625,2021,1,3,3.97
31.0,34.375,2021,1,3,1.89
31.0,35.0,2021,1,3,1.99
31.0,35.625,2021,1,3,5.14
31.5,34.375,2021,1,3,2.19
31.5,35.0,2021,1,3,2.53
31.5,35.625,2021,1,3,5.69
32.0,34.375,2021,1,3,3.93
32.0,35.0,2021,1,3,3.42
32.0,35.625,2021,1,3,4.47
32.5,34.375,2021,1,3,4.24
32.5,35.0,2021,1,3,3.39
32.5,35.625,2021,1,3,2.73
33.0,34.375,2021,1,3,4.85
33.0,35.0,2021,1,3,3.17
33.0,35.625,2021,1,3,2.1
29.5,34.375,2021,1,4,3.08
29.5,35.0,2021,1,4,4.53
29.5,35.625,2021,1,4,2.85
30.0,34.375,2021,1,4,3.31
30.0,35.0,2021,1,4,4.59
30.0,35.625,2021,1,4,3.33
30.5,34.375,2021,1,4,3.9
30.5,35.0,2021,1,4,3.63
30.5,35.625,2021,1,4,5.76
31.0,34.375,2021,1,4,3.02
31.0,35.0,2021,1,4,2.89
31.0,35.625,2021,1,4,6.13
31.5,34.375,2021,1,4,3.02
31.5,35.0,2021,1,4,3.55
31.5,35.625,2021,1,4,3.91
32.0,34.375,2021,1,4,4.8
32.0,35.0,2021,1,4,3.73
32.0,35.625,2021,1,4,3.92
32.5,34.375,2021,1,4,5.87
32.5,35.0,2021,1,4,4.04
32.5,35.625,2021,1,4,2.04
33.0,34.375,2021,1,4,4.5
33.0,35.0,2021,1,4,5.49
33.0,35.625,2021,1,4,3.21
29.5,34.375,2021,1,5,1.84
29.5,35.0,2021,1,5,5.7
29.5,35.625,2021,1,5,4.25
30.0,34.375,2021,1,5,2.11
30.0,35.0,2021,1,5,5.32
30.0,35.625,2021,1,5,5.36
30.5,34.375,2021,1,5,2.21
30.5,35.0,2021,1,5,2.65
30.5,35.625,2021,1,5,8.18
31.0,34.375,2021,1,5,3.71
31.0,35.0,2021,1,5,2.34
31.0,35.625,2021,1,5,8.49
31.5,34.375,2021,1,5,3.68
31.5,35.0,2021,1,5,2.18
31.5,35.625,2021,1,5,4.9
32.0,34.375,2021,1,5,3.13
32.0,35.0,2021,1,5,3.11
32.0,35.625,2021,1,5,3.47
32.5,34.375,2021,1,5,4.74
32.5,35.0,2021,1,5,3.97
32.5,35.625,2021,1,5,2.39
33.0,34.375,2021,1,5,6.25
33.0,35.0,2021,1,5,5.63
33.0,35.625,2021,1,5,3.45
29.5,34.375,2021,1,6,2.51
29.5,35.0,2021,1,6,2.56
29.5,35.625,2021,1,6,3.16
30.0,34.375,2021,1,6,1.87
30.0,35.0,2021,1,6,2.12
30.0,35.625,2021,1,6,3.14
30.5,34.375,2021,1,6,2.09
30.5,35.0,2021,1,6,1.13
30.5,35.625,2021,1,6,6.27
31.0,34.375,2021,1,6,2.06
31.0,35.0,2021,1,6,1.34
31.0,35.625,2021,1,6,6.07
31.5,34.375,2021,1,6,2.95
31.5,35.0,2021,1,6,1.28
31.5,35.625,2021,1,6,2.82
32.0,34.375,2021,1,6,4.25
32.0,35.0,2021,1,6,1.89
32.0,35.625,2021,1,6,2.39
32.5,34.375,2021,1,6,4.0
32.5,35.0,2021,1,6,3.19
32.5,35.625,2021,1,6,1.73
33.0,34.375,2021,1,6,3.57
33.0,35.0,2021,1,6,4.17
33.0,35.625,2021,1,6,2.74
29.5,34.375,2021,1,7,4.76
29.5,35.0,2021,1,7,2.59
29.5,35.625,2021,1,7,2.28
30.0,34.375,2021,1,7,3.16
30.0,35.0,2021,1,7,2.18
30.0,35.625,2021,1,7,4.16
30.5,34.375,2021,1,7,2.09
30.5,35.0,2021,1,7,1.76
30.5,35.625,2021,1,7,7.69
31.0,34.375,2021,1,7,2.7
31.0,35.0,2021,1,7,1.29
31.0,35.625,2021,1,7,7.94
31.5,34.375,2021,1,7,2.84
31.5,35.0,2021,1,7,1.89
31.5,35.625,2021,1,7,4.71
32.0,34.375,2021,1,7,4.04
32.0,35.0,2021,1,7,2.44
32.0,35.625,2021,1,7,2.9
32.5,34.375,2021,1,7,4.89
32.5,35.0,2021,1,7,3.18
32.5,35.625,2021,1,7,2.06
33.0,34.375,2021,1,7,5.46
33.0,35.0,2021,1,7,4.53
33.0,35.625,2021,1,7,3.04
29.5,34.375,2021,1,8,2.84
29.5,35.0,2021,1,8,3.75
29.5,35.625,2021,1,8,3.19
30.0,34.375,2021,1,8,3.2
30.0,35.0,2021,1,8,4.22
30.0,35.625,2021,1,8,3.73
