-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2021,1,1,4.46
29.5,35.0,2021,1,1,5.65
29.5,35.625,2021,1,1,2.29
30.0,34.375,2021,1,1,5.94
30.0,35.0,2021,1,1,5.36
30.0,35.625,2021,1,1,3.36
30.5,34.375,2021,1,1,5.01
30.5,35.0,2021,1,1,4.74
30.5,35.625,2021,1,1,6.21
31.0,34.375,2021,1,1,3.67
31.0,35.0,2021,1,1,5.7
31.0,35.625,2021,1,1,8.08
31.5,34.375,2021,1,1,3.05
31.5,35.0,2021,1,1,4.32
31.5,35.625,2021,1,1,7.64
32.0,34.375,2021,1,1,2.98
32.0,35.0,2021,1,1,5.69
32.0,35.625,2021,1,1,4.23
32.5,34.375,2021,1,1,3.77
32.5,35.0,2021,1,1,6.55
32.5,35.625,2021,1,1,2.75
33.0,34.375,2021,1,1,6.83
33.0,35.0,2021,1,1,7.42
33.0,35.625,2021,1,1,3.59
29.5,34.375,2021,1,2,6.45
29.5,35.0,2021,1,2,4.26
29.5,35.625,2021,1,2,3.58
30.0,34.375,2021,1,2,6.48
30.0,35.0,2021,1,2,5.75
30.0,35.625,2021,1,2,5.85
30.5,34.375,2021,1,2,4.72
30.5,35.0,2021,1,2,5.02
30.5,35.625,2021,1,2,8.17
31.0,34.375,2021,1,2,3.3
31.0,35.0,2021,1,2,4.54
31.0,35.625,2021,1,2,7.19
31.5,34.375,2021,1,2,2.37
31.5,35.0,2021,1,2,2.44
31.5,35.625,2021,1,2,6.44
32.0,34.375,2021,1,2,3.07
32.0,35.0,2021,1,2,6.24
32.0,35.625,2021,1,2,5.75
32.5,34.375,2021,1,2,3.98
32.5,35.0,2021,1,2,4.55
32.5,35.625,2021,1,2,2.83
33.0,34.375,2021,1,2,4.48
33.0,35.0,2021,1,2,4.69
33.0,35.625,2021,1,2,2.66
29.5,34.375,2021,1,3,4.96
29.5,35.0,2021,1,3,4.41
29.5,35.625,2021,1,3,4.13
30.0,34.375,2021,1,3,4.85
30.0,35.0,2021,1,3,3.73
30.0,35.625,2021,1,3,4.38
30.5,34.375,2021,1,3,3.78
30.5,35.0,2021,1,3,3.05
30.5,35.625,2021,1,3,6.33
31.0,34.375,2021,1,3,3.3
31.0,35.0,2021,1,3,4.68
31.0,35.625,2021,1,3,6.21
31.5,34.375,2021,1,3,3.22
31.5,35.0,2021,1,3,5.19
31.5,35.625,2021,1,3,7.39
32.0,34.375,2021,1,3,4.3
32.0,35.0,2021,1,3,5.39
32.0,35.625,2021,1,3,5.33
32.5,34.375,2021,1,3,4.73
32.5,35.0,2021,1,3,5.3
32.5,35.625,2021,1,3,4.7
33.0,34.375,2021,1,3,5.38
33.0,35.0,2021,1,3,4.57
33.0,35.625,2021,1,3,2.77
29.5,34.375,2021,1,4,3.31
29.5,35.0,2021,1,4,6.15
29.5,35.625,2021,1,4,4.37
30.0,34.375,2021,1,4,3.92
30.0,35.0,2021,1,4,6.09
30.0,35.625,2021,1,4,3.91
30.5,34.375,2021,1,4,5.17
30.5,35.0,2021,1,4,5.13
30.5,35.625,2021,1,4,5.83
31.0,34.375,2021,1,4,5.07
31.0,35.0,2021,1,4,4.86
31.0,35.625,2021,1,4,6.79
31.5,34.375,2021,1,4,4.65
31.5,35.0,2021,1,4,5.4
31.5,35.625,2021,1,4,5.12
32.0,34.375,2021,1,4,5.24
32.0,35.0,2021,1,4,4.08
32.0,35.625,2021,1,4,3.47
32.5,34.375,2021,1,4,6.17
32.5,35.0,2021,1,4,5.07
32.5,35.625,2021,1,4,3.96
33.0,34.375,2021,1,4,5.13
33.0,35.0,2021,1,4,6.75
33.0,35.625,2021,1,4,3.73
29.5,34.375,2021,1,5,4.06
29.5,35.0,2021,1,5,7.89
29.5,35.625,2021,1,5,5.93
30.0,34.375,2021,1,5,5.19
30.0,35.0,2021,1,5,7.44
30.0,35.625,2021,1,5,6.55
30.5,34.375,2021,1,5,5.18
30.5,35.0,2021,1,5,4.24
30.5,35.625,2021,1,5,9.61
31.0,34.375,2021,1,5,7.8
31.0,35.0,2021,1,5,4.8
31.0,35.625,2021,1,5,10.47
31.5,34.375,2021,1,5,5.61
31.5,35.0,2021,1,5,4.16
31.5,35.625,2021,1,5,6.35
32.0,34.375,2021,1,5,3.48
32.0,35.0,2021,1,5,5.31
32.0,35.625,2021,1,5,3.29
32.5,34.375,2021,1,5,5.14
