-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2021,1,1,8.48
29.5,35.0,2021,1,1,9.87
29.5,35.625,2021,1,1,7.05
30.0,34.375,2021,1,1,9.83
30.0,35.0,2021,1,1,9.91
30.0,35.625,2021,1,1,6.54
30.5,34.375,2021,1,1,10.97
30.5,35.0,2021,1,1,10.98
30.5,35.625,2021,1,1,7.12
31.0,34.375,2021,1,1,12.45
31.0,35.0,2021,1,1,11.58
31.0,35.625,2021,1,1,9.86
31.5,34.375,2021,1,1,15.37
31.5,35.0,2021,1,1,11.2
31.5,35.625,2021,1,1,11.83
32.0,34.375,2021,1,1,16.71
32.0,35.0,2021,1,1,11.75
32.0,35.625,2021,1,1,11.23
32.5,34.375,2021,1,1,16.46
32.5,35.0,2021,1,1,12.99
32.5,35.625,2021,1,1,11.2
33.0,34.375,2021,1,1,16.45
33.0,35.0,2021,1,1,14.26
33.0,35.625,2021,1,1,10.42
29.5,34.375,2021,1,2,8.74
29.5,35.0,2021,1,2,9.98
29.5,35.625,2021,1,2,6.88
30.0,34.375,2021,1,2,10.58
30.0,35.0,2021,1,2,10.45
30.0,35.625,2021,1,2,6.99
30.5,34.375,2021,1,2,11.98
30.5,35.0,2021,1,2,11.41
30.5,35.625,2021,1,2,7.81
31.0,34.375,2021,1,2,13.75
31.0,35.0,2021,1,2,11.74
31.0,35.625,2021,1,2,10.43
31.5,34.375,2021,1,2,15.61
31.5,35.0,2021,1,2,11.12
31.5,35.625,2021,1,2,12.24
32.0,34.375,2021,1,2,15.93
32.0,35.0,2021,1,2,11.86
32.0,35.625,2021,1,2,11.7
32.5,34.375,2021,1,2,16.45
32.5,35.0,2021,1,2,13.06
32.5,35.625,2021,1,2,11.44
33.0,34.375,2021,1,2,16.61
33.0,35.0,2021,1,2,14.19
33.0,35.625,2021,1,2,10.58
29.5,34.375,2021,1,3,8.86
29.5,35.0,2021,1,3,9.72
29.5,35.625,2021,1,3,7.36
30.0,34.375,2021,1,3,10.31
30.0,35.0,2021,1,3,10.49
30.0,35.625,2021,1,3,7.49
30.5,34.375,2021,1,3,11.37
30.5,35.0,2021,1,3,11.65
30.5,35.625,2021,1,3,8.37
31.0,34.375,2021,1,3,13.04
31.0,35.0,2021,1,3,12.21
31.0,35.625,2021,1,3,11.33
31.5,34.375,2021,1,3,15.26
31.5,35.0,2021,1,3,11.98
31.5,35.625,2021,1,3,13.49
32.0,34.375,2021,1,3,16.41
32.0,35.0,2021,1,3,12.99
32.0,35.625,2021,1,3,12.88
32.5,34.375,2021,1,3,16.92
32.5,35.0,2021,1,3,13.98
