-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2021,1,1,7.08
29.5,35.5,2021,1,1,6.8
30.5,34.5,2021,1,1,7.36
30.5,35.5,2021,1,1,7.04
31.5,34.5,2021,1,1,7.89
31.5,35.5,2021,1,1,7.3
32.5,34.5,2021,1,1,7.84
32.5,35.5,2021,1,1,7.35
29.5,34.5,2021,1,2,7.11
29.5,35.5,2021,1,2,6.94
30.5,34.5,2021,1,2,7.48
30.5,35.5,2021,1,2,7.31
31.5,34.5,2021,1,2,8.17
31.5,35.5,2021,1,2,7.6
32.5,34.5,2021,1,2,8.08
32.5,35.5,2021,1,2,7.6
29.5,34.5,2021,1,3,6.92
29.5,35.5,2021,1,3,6.7
30.5,34.5,2021,1,3,7.4
30.5,35.5,2021,1,3,7.1
31.5,34.5,2021,1,3,8.39
31.5,35.5,2021,1,3,7.43
32.5,34.5,2021,1,3,8.03
32.5,35.5,2021,1,3,7.63
29.5,34.5,2021,1,4,6.94
29.5,35.5,2021,1,4,6.81
30.5,34.5,2021,1,4,7.43
30.5,35.5,2021,1,4,7.1
31.5,34.5,2021,1,4,8.17
31.5,35.5,2021,1,4,7.38
32.5,34.5,2021,1,4,7.91
32.5,35.5,2021,1,4,7.44
29.5,34.5,2021,1,5,7.09
29.5,35.5,2021,1,5,6.84
30.5,34.5,2021,1,5,7.51
30.5,35.5,2021,1,5,7.28
31.5,34.5,2021,1,5,8.12
31.5,35.5,2021,1,5,7.47
32.5,34.5,2021,1,5,8.06
32.5,35.5,2021,1,5,7.59
29.5,34.5,2021,1,6,7.3
29.5,35.5,2021,1,6,6.95
30.5,34.5,2021,1,6,7.68
30.5,35.5,2021,1,6,7.36
31.5,34.5,2021,1,6,8.4
31.5,35.5,2021,1,6,7.59
32.5,34.5,2021,1,6,8.31
32.5,35.5,2021,1,6,7.66
29.5,34.5,2021,1,7,7.09
29.5,35.5,2021,1,7,6.85
30.5,34.5,2021,1,7,7.29
30.5,35.5,2021,1,7,7.07
31.5,34.5,2021,1,7,7.85
31.5,35.5,2021,1,7,7.25
32.5,34.5,2021,1,7,7.85
32.5,35.5,2021,1,7,7.53
29.5,34.5,2021,1,8,6.91
29.5,35.5,2021,1,8,6.66
