-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2009 through 12/31/2009 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2009,1,1,6.39
29.5,35.0,2009,1,1,8.08
29.5,35.625,2009,1,1,11.45
30.0,34.375,2009,1,1,6.45
30.0,35.0,2009,1,1,8.24
30.0,35.625,2009,1,1,9.86
30.5,34.375,2009,1,1,7.4
30.5,35.0,2009,1,1,7.49
30.5,35.625,2009,1,1,7.91
31.0,34.375,2009,1,1,7.31
31.0,35.0,2009,1,1,8.83
31.0,35.625,2009,1,1,7.3
31.5,34.375,2009,1,1,3.55
31.5,35.0,2009,1,1,7.9
31.5,35.625,2009,1,1,7.09
32.0,34.375,2009,1,1,0.91
32.0,35.0,2009,1,1,5.61
32.0,35.625,2009,1,1,8.6
32.5,34.375,2009,1,1,1.11
32.5,35.0,2009,1,1,2.93
32.5,35.625,2009,1,1,9.73
33.0,34.375,2009,1,1,1.11
33.0,35.0,2009,1,1,1.44
33.0,35.625,2009,1,1,8.62
29.5,34.375,2009,1,2,9.55
29.5,35.0,2009,1,2,12.04
29.5,35.625,2009,1,2,11.75
30.0,34.375,2009,1,2,10.32
30.0,35.0,2009,1,2,10.03
30.0,35.625,2009,1,2,11.8
30.5,34.375,2009,1,2,10.19
30.5,35.0,2009,1,2,9.49
30.5,35.625,2009,1,2,10.19
31.0,34.375,2009,1,2,8.55
31.0,35.0,2009,1,2,9.9
31.0,35.625,2009,1,2,8.77
31.5,34.375,2009,1,2,3.59
31.5,35.0,2009,1,2,9.59
31.5,35.625,2009,1,2,8.54
32.0,34.375,2009,1,2,2.19
32.0,35.0,2009,1,2,8.35
32.0,35.625,2009,1,2,11.68
32.5,34.375,2009,1,2,2.29
32.5,35.0,2009,1,2,6.81
32.5,35.625,2009,1,2,14.22
33.0,34.375,2009,1,2,3.21
33.0,35.0,2009,1,2,3.96
33.0,35.625,2009,1,2,12.98
29.5,34.375,2009,1,3,13.29
29.5,35.0,2009,1,3,14.7
29.5,35.625,2009,1,3,14.71
30.0,34.375,2009,1,3,14.7
30.0,35.0,2009,1,3,14.96
30.0,35.625,2009,1,3,13.53
30.5,34.375,2009,1,3,13.32
30.5,35.0,2009,1,3,13.65
30.5,35.625,2009,1,3,12.85
31.0,34.375,2009,1,3,12.75
31.0,35.0,2009,1,3,13.48
31.0,35.625,2009,1,3,14.24
31.5,34.375,2009,1,3,7.2
31.5,35.0,2009,1,3,12.44
31.5,35.625,2009,1,3,13.0
32.0,34.375,2009,1,3,2.07
32.0,35.0,2009,1,3,10.95
32.0,35.625,2009,1,3,13.05
32.5,34.375,2009,1,3,1.34
32.5,35.0,2009,1,3,8.48
32.5,35.625,2009,1,3,13.71
33.0,34.375,2009,1,3,1.62
33.0,35.0,2009,1,3,6.09
33.0,35.625,2009,1,3,14.09
29.5,34.375,2009,1,4,14.16
29.5,35.0,2009,1,4,13.35
29.5,35.625,2009,1,4,17.54
30.0,34.375,2009,1,4,11.39
30.0,35.0,2009,1,4,12.93
30.0,35.625,2009,1,4,15.98
30.5,34.375,2009,1,4,11.33
30.5,35.0,2009,1,4,12.41
30.5,35.625,2009,1,4,13.43
31.0,34.375,2009,1,4,8.32
31.0,35.0,2009,1,4,14.16
31.0,35.625,2009,1,4,13.24
31.5,34.375,2009,1,4,5.13
31.5,35.0,2009,1,4,15.02
31.5,35.625,2009,1,4,13.77
32.0,34.375,2009,1,4,1.82
32.0,35.0,2009,1,4,14.32
32.0,35.625,2009,1,4,15.77
32.5,34.375,2009,1,4,1.47
32.5,35.0,2009,1,4,11.84
32.5,35.625,2009,1,4,16.29
33.0,34.375,2009,1,4,2.19
33.0,35.0,2009,1,4,8.54
33.0,35.625,2009,1,4,13.74
29.5,34.375,2009,1,5,13.42
29.5,35.0,2009,1,5,15.69
29.5,35.625,2009,1,5,14.27
30.0,34.375,2009,1,5,15.26
30.0,35.0,2009,1,5,15.38
30.0,35.625,2009,1,5,14.72
30.5,34.375,2009,1,5,14.41
30.5,35.0,2009,1,5,12.73
30.5,35.625,2009,1,5,14.69
