-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2009 through 12/31/2009 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2009,1,1,7.44
29.5,35.5,2009,1,1,6.76
30.5,34.5,2009,1,1,7.17
30.5,35.5,2009,1,1,6.81
31.5,34.5,2009,1,1,7.98
31.5,35.5,2009,1,1,7.39
32.5,34.5,2009,1,1,7.38
32.5,35.5,2009,1,1,7.26
29.5,34.5,2009,1,2,7.05
29.5,35.5,2009,1,2,6.61
30.5,34.5,2009,1,2,6.38
30.5,35.5,2009,1,2,5.99
31.5,34.5,2009,1,2,8.18
31.5,35.5,2009,1,2,7.28
32.5,34.5,2009,1,2,8.14
32.5,35.5,2009,1,2,7.43
29.5,34.5,2009,1,3,7.01
29.5,35.5,2009,1,3,6.65
30.5,34.5,2009,1,3,6.38
30.5,35.5,2009,1,3,6.18
31.5,34.5,2009,1,3,7.71
31.5,35.5,2009,1,3,7.14
32.5,34.5,2009,1,3,7.98
32.5,35.5,2009,1,3,7.24
29.5,34.5,2009,1,4,7.07
29.5,35.5,2009,1,4,6.77
30.5,34.5,2009,1,4,6.37
30.5,35.5,2009,1,4,6.1
31.5,34.5,2009,1,4,8.01
31.5,35.5,2009,1,4,7.28
32.5,34.5,2009,1,4,7.81
32.5,35.5,2009,1,4,7.38
29.5,34.5,2009,1,5,7.16
29.5,35.5,2009,1,5,6.9
30.5,34.5,2009,1,5,6.39
30.5,35.5,2009,1,5,6.22
31.5,34.5,2009,1,5,7.79
31.5,35.5,2009,1,5,7.5
32.5,34.5,2009,1,5,7.87
32.5,35.5,2009,1,5,7.68
29.5,34.5,2009,1,6,7.35
29.5,35.5,2009,1,6,6.92
30.5,34.5,2009,1,6,6.36
30.5,35.5,2009,1,6,6.25
31.5,34.5,2009,1,6,7.6
31.5,35.5,2009,1,6,7.55
32.5,34.5,2009,1,6,7.28
32.5,35.5,2009,1,6,7.6
29.5,34.5,2009,1,7,7.23
29.5,35.5,2009,1,7,6.91
30.5,34.5,2009,1,7,6.5
30.5,35.5,2009,1,7,6.13
31.5,34.5,2009,1,7,7.74
31.5,35.5,2009,1,7,7.44
32.5,34.5,2009,1,7,7.75
32.5,35.5,2009,1,7,7.72
29.5,34.5,2009,1,8,7.09
29.5,35.5,2009,1,8,6.68
30.5,34.5,2009,1,8,7.05
30.5,35.5,2009,1,8,6.64
31.5,34.5,2009,1,8,8.05
31.5,35.5,2009,1,8,7.71
32.5,34.5,2009,1,8,8.02
32.5,35.5,2009,1,8,8.06
29.5,34.5,2009,1,9,7.14
29.5,35.5,2009,1,9,6.78
30.5,34.5,2009,1,9,6.83
30.5,35.5,2009,1,9,6.54
31.5,34.5,2009,1,9,8.1
31.5,35.5,2009,1,9,7.62
32.5,34.5,2009,1,9,7.86
32.5,35.5,2009,1,9,7.91
29.5,34.5,2009,1,10,7.19
29.5,35.5,2009,1,10,6.85
30.5,34.5,2009,1,10,6.86
30.5,35.5,2009,1,10,6.55
31.5,34.5,2009,1,10,7.81
31.5,35.5,2009,1,10,7.45
32.5,34.5,2009,1,10,7.92
32.5,35.5,2009,1,10,7.6
29.5,34.5,2009,1,11,7.49
29.5,35.5,2009,1,11,7.04
30.5,34.5,2009,1,11,7.07
30.5,35.5,2009,1,11,6.79
31.5,34.5,2009,1,11,8.24
31.5,35.5,2009,1,11,7.69
32.5,34.5,2009,1,11,8.25
32.5,35.5,2009,1,11,8.27
29.5,34.5,2009,1,12,7.43
29.5,35.5,2009,1,12,6.99
30.5,34.5,2009,1,12,6.8
30.5,35.5,2009,1,12,6.45
31.5,34.5,2009,1,12,7.81
31.5,35.5,2009,1,12,7.34
32.5,34.5,2009,1,12,7.65
32.5,35.5,2009,1,12,7.41
29.5,34.5,2009,1,13,7.14
29.5,35.5,2009,1,13,6.69
30.5,34.5,2009,1,13,6.2
30.5,35.5,2009,1,13,6.05
31.5,34.5,2009,1,13,7.41
31.5,35.5,2009,1,13,7.11
32.5,34.5,2009,1,13,6.89
32.5,35.5,2009,1,13,7.21
29.5,34.5,2009,1,14,7.33
29.5,35.5,2009,1,14,6.77
30.5,34.5,2009,1,14,6.67
30.5,35.5,2009,1,14,6.42
31.5,34.5,2009,1,14,7.6
31.5,35.5,2009,1,14,7.24
