-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2009 through 12/31/2009 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MDEW
29.5,34.375,2009,1,1,2.97
29.5,35.0,2009,1,1,2.93
29.5,35.625,2009,1,1,-0.23
30.0,34.375,2009,1,1,3.44
30.0,35.0,2009,1,1,2.51
30.0,35.625,2009,1,1,-0.55
30.5,34.375,2009,1,1,3.45
30.5,35.0,2009,1,1,3.0
30.5,35.625,2009,1,1,-0.68
31.0,34.375,2009,1,1,3.99
31.0,35.0,2009,1,1,2.65
31.0,35.625,2009,1,1,0.72
31.5,34.375,2009,1,1,6.5
31.5,35.0,2009,1,1,1.8
31.5,35.625,2009,1,1,1.31
32.0,34.375,2009,1,1,8.28
32.0,35.0,2009,1,1,2.39
32.0,35.625,2009,1,1,0.71
32.5,34.375,2009,1,1,7.98
32.5,35.0,2009,1,1,3.57
32.5,35.625,2009,1,1,0.13
33.0,34.375,2009,1,1,7.3
33.0,35.0,2009,1,1,4.24
33.0,35.625,2009,1,1,-1.58
29.5,34.375,2009,1,2,-0.3
29.5,35.0,2009,1,2,-0.61
29.5,35.625,2009,1,2,-4.15
30.0,34.375,2009,1,2,0.91
30.0,35.0,2009,1,2,0.1
30.0,35.625,2009,1,2,-3.43
30.5,34.375,2009,1,2,2.19
30.5,35.0,2009,1,2,1.37
30.5,35.625,2009,1,2,-1.91
31.0,34.375,2009,1,2,3.68
31.0,35.0,2009,1,2,2.32
31.0,35.625,2009,1,2,0.25
31.5,34.375,2009,1,2,6.34
31.5,35.0,2009,1,2,3.28
31.5,35.625,2009,1,2,1.97
32.0,34.375,2009,1,2,7.7
32.0,35.0,2009,1,2,4.28
32.0,35.625,2009,1,2,1.69
32.5,34.375,2009,1,2,7.41
32.5,35.0,2009,1,2,4.55
32.5,35.625,2009,1,2,0.99
33.0,34.375,2009,1,2,7.4
33.0,35.0,2009,1,2,5.19
33.0,35.625,2009,1,2,0.55
29.5,34.375,2009,1,3,-6.11
29.5,35.0,2009,1,3,-7.55
29.5,35.625,2009,1,3,-10.24
30.0,34.375,2009,1,3,-4.11
30.0,35.0,2009,1,3,-6.71
30.0,35.625,2009,1,3,-9.47
30.5,34.375,2009,1,3,-1.34
30.5,35.0,2009,1,3,-3.22
30.5,35.625,2009,1,3,-7.81
31.0,34.375,2009,1,3,1.2
31.0,35.0,2009,1,3,-1.47
31.0,35.625,2009,1,3,-5.12
31.5,34.375,2009,1,3,5.61
31.5,35.0,2009,1,3,-0.42
31.5,35.625,2009,1,3,-1.35
32.0,34.375,2009,1,3,7.58
32.0,35.0,2009,1,3,2.25
32.0,35.625,2009,1,3,-0.67
32.5,34.375,2009,1,3,7.99
32.5,35.0,2009,1,3,4.1
32.5,35.625,2009,1,3,0.05
33.0,34.375,2009,1,3,8.86
33.0,35.0,2009,1,3,5.91
33.0,35.625,2009,1,3,0.11
29.5,34.375,2009,1,4,-2.78
29.5,35.0,2009,1,4,-5.1
29.5,35.625,2009,1,4,-9.4
30.0,34.375,2009,1,4,-0.71
30.0,35.0,2009,1,4,-3.86
30.0,35.625,2009,1,4,-8.2
30.5,34.375,2009,1,4,2.32
30.5,35.0,2009,1,4,-0.36
30.5,35.625,2009,1,4,-6.97
31.0,34.375,2009,1,4,5.76
31.0,35.0,2009,1,4,0.01
31.0,35.625,2009,1,4,-5.28
31.5,34.375,2009,1,4,7.64
31.5,35.0,2009,1,4,0.39
31.5,35.625,2009,1,4,-2.86
32.0,34.375,2009,1,4,8.44
32.0,35.0,2009,1,4,1.72
32.0,35.625,2009,1,4,-4.26
32.5,34.375,2009,1,4,8.05
32.5,35.0,2009,1,4,1.89
32.5,35.625,2009,1,4,-4.77
33.0,34.375,2009,1,4,8.08
33.0,35.0,2009,1,4,2.81
33.0,35.625,2009,1,4,-6.14
29.5,34.375,2009,1,5,-4.55
29.5,35.0,2009,1,5,-7.56
29.5,35.625,2009,1,5,-10.52
