-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2013,1,1,5.95
29.5,35.0,2013,1,1,5.4
29.5,35.625,2013,1,1,4.52
30.0,34.375,2013,1,1,6.61
30.0,35.0,2013,1,1,5.88
30.0,35.625,2013,1,1,5.03
30.5,34.375,2013,1,1,7.3
30.5,35.0,2013,1,1,6.47
30.5,35.625,2013,1,1,5.49
31.0,34.375,2013,1,1,8.11
31.0,35.0,2013,1,1,6.75
31.0,35.625,2013,1,1,5.95
31.5,34.375,2013,1,1,8.55
31.5,35.0,2013,1,1,6.66
31.5,35.625,2013,1,1,6.49
32.0,34.375,2013,1,1,8.77
32.0,35.0,2013,1,1,6.99
32.0,35.625,2013,1,1,6.49
32.5,34.375,2013,1,1,8.71
32.5,35.0,2013,1,1,7.17
32.5,35.625,2013,1,1,6.41
33.0,34.375,2013,1,1,8.44
33.0,35.0,2013,1,1,7.32
33.0,35.625,2013,1,1,5.96
29.5,34.375,2013,1,2,5.64
29.5,35.0,2013,1,2,6.1
29.5,35.625,2013,1,2,4.82
30.0,34.375,2013,1,2,5.98
30.0,35.0,2013,1,2,6.37
30.0,35.625,2013,1,2,5.3
30.5,34.375,2013,1,2,6.3
30.5,35.0,2013,1,2,6.88
30.5,35.625,2013,1,2,6.17
31.0,34.375,2013,1,2,6.61
31.0,35.0,2013,1,2,7.24
31.0,35.625,2013,1,2,6.98
31.5,34.375,2013,1,2,7.35
31.5,35.0,2013,1,2,7.24
31.5,35.625,2013,1,2,7.66
32.0,34.375,2013,1,2,7.92
32.0,35.0,2013,1,2,7.41
32.0,35.625,2013,1,2,7.5
32.5,34.375,2013,1,2,7.92
32.5,35.0,2013,1,2,7.6
32.5,35.625,2013,1,2,7.3
33.0,34.375,2013,1,2,8.2
33.0,35.0,2013,1,2,7.79
33.0,35.625,2013,1,2,6.52
29.5,34.375,2013,1,3,5.0
29.5,35.0,2013,1,3,5.01
29.5,35.625,2013,1,3,4.57
30.0,34.375,2013,1,3,5.42
30.0,35.0,2013,1,3,5.02
30.0,35.625,2013,1,3,4.62
30.5,34.375,2013,1,3,6.09
30.5,35.0,2013,1,3,5.65
30.5,35.625,2013,1,3,4.97
31.0,34.375,2013,1,3,6.81
31.0,35.0,2013,1,3,6.08
31.0,35.625,2013,1,3,5.31
31.5,34.375,2013,1,3,7.74
31.5,35.0,2013,1,3,6.39
31.5,35.625,2013,1,3,6.13
32.0,34.375,2013,1,3,8.37
32.0,35.0,2013,1,3,6.95
32.0,35.625,2013,1,3,6.28
32.5,34.375,2013,1,3,8.41
32.5,35.0,2013,1,3,7.34
32.5,35.625,2013,1,3,6.3
33.0,34.375,2013,1,3,8.29
33.0,35.0,2013,1,3,7.66
33.0,35.625,2013,1,3,6.09
29.5,34.375,2013,1,4,4.13
29.5,35.0,2013,1,4,4.15
29.5,35.625,2013,1,4,3.59
30.0,34.375,2013,1,4,4.41
30.0,35.0,2013,1,4,3.96
30.0,35.625,2013,1,4,3.68
30.5,34.375,2013,1,4,4.73
30.5,35.0,2013,1,4,4.42
30.5,35.625,2013,1,4,3.92
31.0,34.375,2013,1,4,5.37
31.0,35.0,2013,1,4,5.01
31.0,35.625,2013,1,4,4.23
31.5,34.375,2013,1,4,7.05
31.5,35.0,2013,1,4,5.3
31.5,35.625,2013,1,4,5.18
32.0,34.375,2013,1,4,8.11
32.0,35.0,2013,1,4,6.07
32.0,35.625,2013,1,4,5.25
32.5,34.375,2013,1,4,8.32
32.5,35.0,2013,1,4,6.57
32.5,35.625,2013,1,4,5.31
33.0,34.375,2013,1,4,8.35
33.0,35.0,2013,1,4,6.95
33.0,35.625,2013,1,4,5.41
29.5,34.375,2013,1,5,5.31
29.5,35.0,2013,1,5,5.6
29.5,35.625,2013,1,5,4.97
30.0,34.375,2013,1,5,5.61
30.0,35.0,2013,1,5,5.72
30.0,35.625,2013,1,5,5.37
