-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2013,1,1,7.38
29.5,35.0,2013,1,1,7.59
29.5,35.625,2013,1,1,4.3
30.0,34.375,2013,1,1,8.63
30.0,35.0,2013,1,1,8.02
30.0,35.625,2013,1,1,4.65
30.5,34.375,2013,1,1,9.99
30.5,35.0,2013,1,1,9.34
30.5,35.625,2013,1,1,5.87
31.0,34.375,2013,1,1,11.99
31.0,35.0,2013,1,1,9.94
31.0,35.625,2013,1,1,8.44
31.5,34.375,2013,1,1,14.34
31.5,35.0,2013,1,1,9.55
31.5,35.625,2013,1,1,10.38
32.0,34.375,2013,1,1,15.39
32.0,35.0,2013,1,1,10.31
32.0,35.625,2013,1,1,10.12
32.5,34.375,2013,1,1,15.19
32.5,35.0,2013,1,1,11.23
32.5,35.625,2013,1,1,9.72
33.0,34.375,2013,1,1,14.72
33.0,35.0,2013,1,1,12.13
33.0,35.625,2013,1,1,8.53
29.5,34.375,2013,1,2,6.71
29.5,35.0,2013,1,2,8.26
29.5,35.625,2013,1,2,4.85
30.0,34.375,2013,1,2,7.78
30.0,35.0,2013,1,2,8.89
30.0,35.625,2013,1,2,5.15
30.5,34.375,2013,1,2,8.79
30.5,35.0,2013,1,2,10.06
30.5,35.625,2013,1,2,6.62
31.0,34.375,2013,1,2,10.42
31.0,35.0,2013,1,2,10.84
31.0,35.625,2013,1,2,9.7
31.5,34.375,2013,1,2,13.15
31.5,35.0,2013,1,2,10.7
31.5,35.625,2013,1,2,11.96
32.0,34.375,2013,1,2,14.44
32.0,35.0,2013,1,2,11.51
32.0,35.625,2013,1,2,11.52
32.5,34.375,2013,1,2,14.36
32.5,35.0,2013,1,2,12.33
32.5,35.625,2013,1,2,10.87
