-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2013,1,1,4.45
29.5,35.0,2013,1,1,6.71
29.5,35.625,2013,1,1,1.02
30.0,34.375,2013,1,1,6.79
30.0,35.0,2013,1,1,6.19
30.0,35.625,2013,1,1,1.43
30.5,34.375,2013,1,1,7.62
30.5,35.0,2013,1,1,7.15
30.5,35.625,2013,1,1,3.79
31.0,34.375,2013,1,1,9.0
31.0,35.0,2013,1,1,7.08
31.0,35.625,2013,1,1,7.06
31.5,34.375,2013,1,1,15.14
31.5,35.0,2013,1,1,6.44
31.5,35.625,2013,1,1,8.05
32.0,34.375,2013,1,1,17.82
32.0,35.0,2013,1,1,7.14
32.0,35.625,2013,1,1,7.52
32.5,34.375,2013,1,1,17.29
32.5,35.0,2013,1,1,8.87
32.5,35.625,2013,1,1,6.66
33.0,34.375,2013,1,1,16.38
33.0,35.0,2013,1,1,11.3
33.0,35.625,2013,1,1,5.57
29.5,34.375,2013,1,2,4.71
29.5,35.0,2013,1,2,6.83
29.5,35.625,2013,1,2,3.61
30.0,34.375,2013,1,2,5.91
30.0,35.0,2013,1,2,7.02
30.0,35.625,2013,1,2,3.15
30.5,34.375,2013,1,2,6.81
30.5,35.0,2013,1,2,8.04
30.5,35.625,2013,1,2,3.06
31.0,34.375,2013,1,2,9.46
31.0,35.0,2013,1,2,8.48
31.0,35.625,2013,1,2,7.3
31.5,34.375,2013,1,2,15.17
31.5,35.0,2013,1,2,8.02
31.5,35.625,2013,1,2,10.55
32.0,34.375,2013,1,2,17.67
32.0,35.0,2013,1,2,10.7
32.0,35.625,2013,1,2,10.09
32.5,34.375,2013,1,2,17.42
32.5,35.0,2013,1,2,12.48
32.5,35.625,2013,1,2,7.28
33.0,34.375,2013,1,2,17.08
33.0,35.0,2013,1,2,14.35
33.0,35.625,2013,1,2,5.88
29.5,34.375,2013,1,3,3.74
29.5,35.0,2013,1,3,5.37
29.5,35.625,2013,1,3,1.77
30.0,34.375,2013,1,3,4.99
30.0,35.0,2013,1,3,5.62
30.0,35.625,2013,1,3,1.33
30.5,34.375,2013,1,3,5.57
30.5,35.0,2013,1,3,7.52
30.5,35.625,2013,1,3,2.07
31.0,34.375,2013,1,3,6.49
31.0,35.0,2013,1,3,7.45
31.0,35.625,2013,1,3,5.07
31.5,34.375,2013,1,3,13.68
31.5,35.0,2013,1,3,6.9
31.5,35.625,2013,1,3,9.22
32.0,34.375,2013,1,3,17.97
32.0,35.0,2013,1,3,8.53
32.0,35.625,2013,1,3,9.35
32.5,34.375,2013,1,3,18.29
32.5,35.0,2013,1,3,10.34
32.5,35.625,2013,1,3,7.05
33.0,34.375,2013,1,3,18.15
33.0,35.0,2013,1,3,13.56
33.0,35.625,2013,1,3,5.52
29.5,34.375,2013,1,4,4.81
29.5,35.0,2013,1,4,5.7
29.5,35.625,2013,1,4,-0.09
30.0,34.375,2013,1,4,3.59
30.0,35.0,2013,1,4,5.14
30.0,35.625,2013,1,4,0.28
30.5,34.375,2013,1,4,4.52
30.5,35.0,2013,1,4,6.12
30.5,35.625,2013,1,4,2.54
31.0,34.375,2013,1,4,5.83
31.0,35.0,2013,1,4,5.63
31.0,35.625,2013,1,4,6.13
31.5,34.375,2013,1,4,11.17
31.5,35.0,2013,1,4,6.38
31.5,35.625,2013,1,4,7.72
32.0,34.375,2013,1,4,17.07
32.0,35.0,2013,1,4,6.85
32.0,35.625,2013,1,4,6.68
32.5,34.375,2013,1,4,17.23
32.5,35.0,2013,1,4,9.41
32.5,35.625,2013,1,4,5.78
33.0,34.375,2013,1,4,16.87
33.0,35.0,2013,1,4,12.05
33.0,35.625,2013,1,4,5.85
29.5,34.375,2013,1,5,3.61
29.5,35.0,2013,1,5,6.34
29.5,35.625,2013,1,5,1.54
30.0,34.375,2013,1,5,5.67
30.0,35.0,2013,1,5,6.47
30.0,35.625,2013,1,5,1.26
30.5,34.375,2013,1,5,7.22
30.5,35.0,2013,1,5,7.25
30.5,35.625,2013,1,5,2.47
31.0,34.375,2013,1,5,7.71
31.0,35.0,2013,1,5,7.39
31.0,35.625,2013,1,5,6.19
31.5,34.375,2013,1,5,13.76
31.5,35.0,2013,1,5,7.42
31.5,35.625,2013,1,5,8.37
32.0,34.375,2013,1,5,16.95
32.0,35.0,2013,1,5,9.11
32.0,35.625,2013,1,5,8.33
32.5,34.375,2013,1,5,16.98
32.5,35.0,2013,1,5,11.38
32.5,35.625,2013,1,5,8.03
33.0,34.375,2013,1,5,16.88
33.0,35.0,2013,1,5,12.96
33.0,35.625,2013,1,5,6.19
29.5,34.375,2013,1,6,2.81
29.5,35.0,2013,1,6,5.47
29.5,35.625,2013,1,6,0.23
30.0,34.375,2013,1,6,4.38
30.0,35.0,2013,1,6,4.9
30.0,35.625,2013,1,6,0.36
30.5,34.375,2013,1,6,4.79
30.5,35.0,2013,1,6,5.36
30.5,35.625,2013,1,6,1.75
31.0,34.375,2013,1,6,6.41
31.0,35.0,2013,1,6,4.81
31.0,35.625,2013,1,6,4.27
31.5,34.375,2013,1,6,12.27
31.5,35.0,2013,1,6,6.28
31.5,35.625,2013,1,6,6.99
32.0,34.375,2013,1,6,16.07
32.0,35.0,2013,1,6,11.0
32.0,35.625,2013,1,6,8.09
32.5,34.375,2013,1,6,16.75
32.5,35.0,2013,1,6,13.76
32.5,35.625,2013,1,6,9.89
33.0,34.375,2013,1,6,16.51
33.0,35.0,2013,1,6,14.39
33.0,35.625,2013,1,6,9.36
29.5,34.375,2013,1,7,3.5
29.5,35.0,2013,1,7,5.4
29.5,35.625,2013,1,7,3.01
30.0,34.375,2013,1,7,5.21
30.0,35.0,2013,1,7,6.48
30.0,35.625,2013,1,7,2.38
30.5,34.375,2013,1,7,6.66
30.5,35.0,2013,1,7,6.67
30.5,35.625,2013,1,7,1.83
31.0,34.375,2013,1,7,8.33
31.0,35.0,2013,1,7,6.94
31.0,35.625,2013,1,7,4.56
31.5,34.375,2013,1,7,12.39
31.5,35.0,2013,1,7,8.35
31.5,35.625,2013,1,7,8.1
32.0,34.375,2013,1,7,14.53
32.0,35.0,2013,1,7,9.9
32.0,35.625,2013,1,7,8.58
32.5,34.375,2013,1,7,15.18
32.5,35.0,2013,1,7,12.2
32.5,35.625,2013,1,7,8.49
33.0,34.375,2013,1,7,14.95
33.0,35.0,2013,1,7,12.97
33.0,35.625,2013,1,7,7.58
29.5,34.375,2013,1,8,2.25
29.5,35.0,2013,1,8,3.88
29.5,35.625,2013,1,8,1.24
30.0,34.375,2013,1,8,4.46
30.0,35.0,2013,1,8,4.22
30.0,35.625,2013,1,8,1.27
30.5,34.375,2013,1,8,5.48
30.5,35.0,2013,1,8,5.26
30.5,35.625,2013,1,8,2.28
31.0,34.375,2013,1,8,7.53
31.0,35.0,2013,1,8,6.39
31.0,35.625,2013,1,8,4.55
31.5,34.375,2013,1,8,11.71
31.5,35.0,2013,1,8,6.96
31.5,35.625,2013,1,8,7.44
32.0,34.375,2013,1,8,13.8
32.0,35.0,2013,1,8,7.29
32.0,35.625,2013,1,8,6.18
32.5,34.375,2013,1,8,13.74
32.5,35.0,2013,1,8,9.46
32.5,35.625,2013,1,8,6.05
33.0,34.375,2013,1,8,13.11
33.0,35.0,2013,1,8,10.62
33.0,35.625,2013,1,8,3.89
29.5,34.375,2013,1,9,-0.05
29.5,35.0,2013,1,9,1.47
29.5,35.625,2013,1,9,-1.97
30.0,34.375,2013,1,9,0.44
30.0,35.0,2013,1,9,0.51
30.0,35.625,2013,1,9,-2.59
30.5,34.375,2013,1,9,2.41
30.5,35.0,2013,1,9,2.68
30.5,35.625,2013,1,9,-1.34
31.0,34.375,2013,1,9,5.64
31.0,35.0,2013,1,9,4.28
31.0,35.625,2013,1,9,2.47
31.5,34.375,2013,1,9,10.74
31.5,35.0,2013,1,9,4.84
31.5,35.625,2013,1,9,4.72
32.0,34.375,2013,1,9,12.19
32.0,35.0,2013,1,9,6.23
32.0,35.625,2013,1,9,3.12
32.5,34.375,2013,1,9,11.77
32.5,35.0,2013,1,9,8.21
32.5,35.625,2013,1,9,2.16
33.0,34.375,2013,1,9,11.85
33.0,35.0,2013,1,9,9.47
33.0,35.625,2013,1,9,2.44
29.5,34.375,2013,1,10,-2.09
29.5,35.0,2013,1,10,-0.82
29.5,35.625,2013,1,10,-3.9
30.0,34.375,2013,1,10,-0.35
30.0,35.0,2013,1,10,-0.68
30.0,35.625,2013,1,10,-3.68
30.5,34.375,2013,1,10,0.74
30.5,35.0,2013,1,10,0.41
30.5,35.625,2013,1,10,-2.89
31.0,34.375,2013,1,10,4.39
31.0,35.0,2013,1,10,2.52
