-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MIN
29.5,34.375,2013,1,1,2.06
29.5,35.0,2013,1,1,0.95
29.5,35.625,2013,1,1,2.48
30.0,34.375,2013,1,1,0.83
30.0,35.0,2013,1,1,0.44
30.0,35.625,2013,1,1,2.81
30.5,34.375,2013,1,1,0.78
30.5,35.0,2013,1,1,0.78
30.5,35.625,2013,1,1,2.27
31.0,34.375,2013,1,1,1.29
31.0,35.0,2013,1,1,0.88
31.0,35.625,2013,1,1,0.96
31.5,34.375,2013,1,1,1.55
31.5,35.0,2013,1,1,1.03
31.5,35.625,2013,1,1,1.19
32.0,34.375,2013,1,1,0.08
32.0,35.0,2013,1,1,1.62
32.0,35.625,2013,1,1,1.12
32.5,34.375,2013,1,1,0.4
32.5,35.0,2013,1,1,1.85
32.5,35.625,2013,1,1,0.28
33.0,34.375,2013,1,1,1.28
33.0,35.0,2013,1,1,1.23
33.0,35.625,2013,1,1,0.87
29.5,34.375,2013,1,2,2.93
29.5,35.0,2013,1,2,2.48
29.5,35.625,2013,1,2,1.2
30.0,34.375,2013,1,2,0.83
30.0,35.0,2013,1,2,1.27
30.0,35.625,2013,1,2,2.26
30.5,34.375,2013,1,2,0.93
30.5,35.0,2013,1,2,1.09
30.5,35.625,2013,1,2,1.51
31.0,34.375,2013,1,2,1.08
31.0,35.0,2013,1,2,1.41
31.0,35.625,2013,1,2,0.62
31.5,34.375,2013,1,2,0.88
31.5,35.0,2013,1,2,1.27
31.5,35.625,2013,1,2,1.01
32.0,34.375,2013,1,2,0.6
32.0,35.0,2013,1,2,1.03
32.0,35.625,2013,1,2,0.65
32.5,34.375,2013,1,2,0.2
32.5,35.0,2013,1,2,0.24
32.5,35.625,2013,1,2,0.46
33.0,34.375,2013,1,2,0.37
33.0,35.0,2013,1,2,0.6
33.0,35.625,2013,1,2,0.3
29.5,34.375,2013,1,3,1.97
29.5,35.0,2013,1,3,2.07
29.5,35.625,2013,1,3,2.47
30.0,34.375,2013,1,3,2.12
30.0,35.0,2013,1,3,1.65
30.0,35.625,2013,1,3,2.14
30.5,34.375,2013,1,3,2.12
30.5,35.0,2013,1,3,1.78
30.5,35.625,2013,1,3,1.56
31.0,34.375,2013,1,3,1.97
31.0,35.0,2013,1,3,1.63
31.0,35.625,2013,1,3,0.78
31.5,34.375,2013,1,3,1.4
31.5,35.0,2013,1,3,1.39
31.5,35.625,2013,1,3,0.92
32.0,34.375,2013,1,3,1.4
32.0,35.0,2013,1,3,1.31
32.0,35.625,2013,1,3,0.52
32.5,34.375,2013,1,3,0.69
32.5,35.0,2013,1,3,1.0
32.5,35.625,2013,1,3,0.22
33.0,34.375,2013,1,3,0.35
33.0,35.0,2013,1,3,0.23
33.0,35.625,2013,1,3,0.14
29.5,34.375,2013,1,4,1.58
29.5,35.0,2013,1,4,1.98
29.5,35.625,2013,1,4,3.08
30.0,34.375,2013,1,4,1.99
30.0,35.0,2013,1,4,1.07
30.0,35.625,2013,1,4,2.96
30.5,34.375,2013,1,4,2.21
30.5,35.0,2013,1,4,1.33
30.5,35.625,2013,1,4,1.82
31.0,34.375,2013,1,4,2.0
31.0,35.0,2013,1,4,0.86
31.0,35.625,2013,1,4,1.68
31.5,34.375,2013,1,4,1.75
31.5,35.0,2013,1,4,1.29
31.5,35.625,2013,1,4,1.77
32.0,34.375,2013,1,4,1.98
32.0,35.0,2013,1,4,1.55
32.0,35.625,2013,1,4,1.57
32.5,34.375,2013,1,4,1.43
32.5,35.0,2013,1,4,1.44
32.5,35.625,2013,1,4,1.17
33.0,34.375,2013,1,4,1.84
33.0,35.0,2013,1,4,2.0
33.0,35.625,2013,1,4,1.13
29.5,34.375,2013,1,5,2.48
29.5,35.0,2013,1,5,1.01
29.5,35.625,2013,1,5,2.04
30.0,34.375,2013,1,5,1.74
30.0,35.0,2013,1,5,0.65
30.0,35.625,2013,1,5,2.13
30.5,34.375,2013,1,5,1.74
30.5,35.0,2013,1,5,1.99
30.5,35.625,2013,1,5,1.87
31.0,34.375,2013,1,5,2.97
31.0,35.0,2013,1,5,2.35
31.0,35.625,2013,1,5,2.11
31.5,34.375,2013,1,5,3.95
31.5,35.0,2013,1,5,2.83
31.5,35.625,2013,1,5,2.24
32.0,34.375,2013,1,5,5.01
32.0,35.0,2013,1,5,3.0
32.0,35.625,2013,1,5,1.93
32.5,34.375,2013,1,5,5.23
32.5,35.0,2013,1,5,2.58
32.5,35.625,2013,1,5,1.24
33.0,34.375,2013,1,5,4.82
33.0,35.0,2013,1,5,2.91
33.0,35.625,2013,1,5,1.34
29.5,34.375,2013,1,6,3.5
29.5,35.0,2013,1,6,1.97
29.5,35.625,2013,1,6,2.82
30.0,34.375,2013,1,6,3.5
30.0,35.0,2013,1,6,2.53
30.0,35.625,2013,1,6,3.21
30.5,34.375,2013,1,6,3.35
30.5,35.0,2013,1,6,3.9
30.5,35.625,2013,1,6,3.12
31.0,34.375,2013,1,6,3.87
31.0,35.0,2013,1,6,3.35
31.0,35.625,2013,1,6,3.29
31.5,34.375,2013,1,6,6.76
31.5,35.0,2013,1,6,3.77
31.5,35.625,2013,1,6,3.45
32.0,34.375,2013,1,6,8.99
32.0,35.0,2013,1,6,5.68
32.0,35.625,2013,1,6,3.27
32.5,34.375,2013,1,6,8.18
32.5,35.0,2013,1,6,4.71
32.5,35.625,2013,1,6,2.44
33.0,34.375,2013,1,6,7.53
33.0,35.0,2013,1,6,5.46
33.0,35.625,2013,1,6,1.3
29.5,34.375,2013,1,7,4.38
29.5,35.0,2013,1,7,3.81
29.5,35.625,2013,1,7,6.57
30.0,34.375,2013,1,7,4.17
30.0,35.0,2013,1,7,4.81
30.0,35.625,2013,1,7,7.65
30.5,34.375,2013,1,7,4.02
