-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2013,1,1,13.4
29.5,35.0,2013,1,1,11.82
29.5,35.625,2013,1,1,17.16
30.0,34.375,2013,1,1,10.08
30.0,35.0,2013,1,1,12.04
30.0,35.625,2013,1,1,14.76
30.5,34.375,2013,1,1,8.86
30.5,35.0,2013,1,1,11.56
30.5,35.625,2013,1,1,11.8
31.0,34.375,2013,1,1,8.63
31.0,35.0,2013,1,1,11.74
31.0,35.625,2013,1,1,11.32
31.5,34.375,2013,1,1,4.47
31.5,35.0,2013,1,1,12.57
31.5,35.625,2013,1,1,12.16
32.0,34.375,2013,1,1,1.32
32.0,35.0,2013,1,1,12.17
32.0,35.625,2013,1,1,13.1
32.5,34.375,2013,1,1,1.63
32.5,35.0,2013,1,1,10.42
32.5,35.625,2013,1,1,14.04
33.0,34.375,2013,1,1,2.2
33.0,35.0,2013,1,1,7.61
33.0,35.625,2013,1,1,12.62
29.5,34.375,2013,1,2,10.62
29.5,35.0,2013,1,2,11.05
29.5,35.625,2013,1,2,12.53
30.0,34.375,2013,1,2,10.81
30.0,35.0,2013,1,2,10.47
30.0,35.625,2013,1,2,11.88
30.5,34.375,2013,1,2,10.53
30.5,35.0,2013,1,2,9.4
30.5,35.625,2013,1,2,10.78
31.0,34.375,2013,1,2,9.19
31.0,35.0,2013,1,2,9.65
31.0,35.625,2013,1,2,9.27
31.5,34.375,2013,1,2,4.41
31.5,35.0,2013,1,2,10.41
31.5,35.625,2013,1,2,7.58
32.0,34.375,2013,1,2,0.8
32.0,35.0,2013,1,2,7.49
32.0,35.625,2013,1,2,8.06
32.5,34.375,2013,1,2,1.01
32.5,35.0,2013,1,2,5.38
32.5,35.625,2013,1,2,11.8
33.0,34.375,2013,1,2,1.0
33.0,35.0,2013,1,2,3.12
33.0,35.625,2013,1,2,11.73
29.5,34.375,2013,1,3,13.88
29.5,35.0,2013,1,3,13.62
29.5,35.625,2013,1,3,13.21
30.0,34.375,2013,1,3,14.11
30.0,35.0,2013,1,3,13.9
30.0,35.625,2013,1,3,12.59
30.5,34.375,2013,1,3,13.57
30.5,35.0,2013,1,3,12.66
30.5,35.625,2013,1,3,12.13
31.0,34.375,2013,1,3,13.72
31.0,35.0,2013,1,3,12.79
31.0,35.625,2013,1,3,13.54
31.5,34.375,2013,1,3,7.26
31.5,35.0,2013,1,3,12.96
31.5,35.625,2013,1,3,11.92
32.0,34.375,2013,1,3,1.13
32.0,35.0,2013,1,3,11.36
32.0,35.625,2013,1,3,11.65
32.5,34.375,2013,1,3,0.72
32.5,35.0,2013,1,3,9.22
32.5,35.625,2013,1,3,13.82
33.0,34.375,2013,1,3,0.75
33.0,35.0,2013,1,3,5.44
33.0,35.625,2013,1,3,13.19
29.5,34.375,2013,1,4,14.03
29.5,35.0,2013,1,4,13.79
29.5,35.625,2013,1,4,16.36
30.0,34.375,2013,1,4,15.48
30.0,35.0,2013,1,4,14.24
30.0,35.625,2013,1,4,14.13
30.5,34.375,2013,1,4,14.15
30.5,35.0,2013,1,4,13.69
30.5,35.625,2013,1,4,11.8
31.0,34.375,2013,1,4,13.57
31.0,35.0,2013,1,4,13.64
31.0,35.625,2013,1,4,12.07
