-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2013,1,1,17.85
29.5,35.0,2013,1,1,18.53
29.5,35.625,2013,1,1,18.18
30.0,34.375,2013,1,1,16.87
30.0,35.0,2013,1,1,18.23
30.0,35.625,2013,1,1,16.19
30.5,34.375,2013,1,1,16.48
30.5,35.0,2013,1,1,18.71
30.5,35.625,2013,1,1,15.59
31.0,34.375,2013,1,1,17.63
31.0,35.0,2013,1,1,18.82
31.0,35.625,2013,1,1,18.38
31.5,34.375,2013,1,1,19.61
31.5,35.0,2013,1,1,19.01
31.5,35.625,2013,1,1,20.21
32.0,34.375,2013,1,1,19.14
32.0,35.0,2013,1,1,19.31
32.0,35.625,2013,1,1,20.62
32.5,34.375,2013,1,1,18.92
32.5,35.0,2013,1,1,19.29
32.5,35.625,2013,1,1,20.7
33.0,34.375,2013,1,1,18.58
33.0,35.0,2013,1,1,18.91
33.0,35.625,2013,1,1,18.19
29.5,34.375,2013,1,2,15.33
29.5,35.0,2013,1,2,17.88
29.5,35.625,2013,1,2,16.14
30.0,34.375,2013,1,2,16.72
30.0,35.0,2013,1,2,17.49
30.0,35.625,2013,1,2,15.03
30.5,34.375,2013,1,2,17.34
30.5,35.0,2013,1,2,17.44
30.5,35.625,2013,1,2,13.84
31.0,34.375,2013,1,2,18.65
31.0,35.0,2013,1,2,18.13
31.0,35.625,2013,1,2,16.57
31.5,34.375,2013,1,2,19.58
31.5,35.0,2013,1,2,18.43
31.5,35.625,2013,1,2,18.13
32.0,34.375,2013,1,2,18.47
32.0,35.0,2013,1,2,18.19
32.0,35.625,2013,1,2,18.15
32.5,34.375,2013,1,2,18.43
32.5,35.0,2013,1,2,17.86
32.5,35.625,2013,1,2,19.08
33.0,34.375,2013,1,2,18.08
33.0,35.0,2013,1,2,17.47
33.0,35.625,2013,1,2,17.61
29.5,34.375,2013,1,3,17.62
29.5,35.0,2013,1,3,18.99
29.5,35.625,2013,1,3,14.98
30.0,34.375,2013,1,3,19.1
30.0,35.0,2013,1,3,19.52
30.0,35.625,2013,1,3,13.92
30.5,34.375,2013,1,3,19.14
30.5,35.0,2013,1,3,20.18
30.5,35.625,2013,1,3,14.2
31.0,34.375,2013,1,3,20.21
31.0,35.0,2013,1,3,20.24
31.0,35.625,2013,1,3,18.61
31.5,34.375,2013,1,3,20.94
31.5,35.0,2013,1,3,19.86
31.5,35.625,2013,1,3,21.14
32.0,34.375,2013,1,3,19.1
32.0,35.0,2013,1,3,19.89
32.0,35.625,2013,1,3,21.0
32.5,34.375,2013,1,3,19.01
32.5,35.0,2013,1,3,19.56
32.5,35.625,2013,1,3,20.87
33.0,34.375,2013,1,3,18.9
33.0,35.0,2013,1,3,19.0
33.0,35.625,2013,1,3,18.71
29.5,34.375,2013,1,4,18.84
29.5,35.0,2013,1,4,19.49
29.5,35.625,2013,1,4,16.27
30.0,34.375,2013,1,4,19.07
30.0,35.0,2013,1,4,19.38
30.0,35.625,2013,1,4,14.41
30.5,34.375,2013,1,4,18.67
30.5,35.0,2013,1,4,19.81
30.5,35.625,2013,1,4,14.34
31.0,34.375,2013,1,4,19.4
31.0,35.0,2013,1,4,19.27
31.0,35.625,2013,1,4,18.2
31.5,34.375,2013,1,4,19.92
31.5,35.0,2013,1,4,18.69
31.5,35.625,2013,1,4,20.11
32.0,34.375,2013,1,4,18.68
32.0,35.0,2013,1,4,18.99
32.0,35.625,2013,1,4,19.94
32.5,34.375,2013,1,4,18.72
32.5,35.0,2013,1,4,19.31
32.5,35.625,2013,1,4,19.78
33.0,34.375,2013,1,4,18.64
33.0,35.0,2013,1,4,18.66
33.0,35.625,2013,1,4,17.34
29.5,34.375,2013,1,5,14.19
29.5,35.0,2013,1,5,15.01
29.5,35.625,2013,1,5,13.54
30.0,34.375,2013,1,5,14.94
30.0,35.0,2013,1,5,15.06
30.0,35.625,2013,1,5,10.78
30.5,34.375,2013,1,5,15.13
30.5,35.0,2013,1,5,15.78
30.5,35.625,2013,1,5,9.77
31.0,34.375,2013,1,5,15.68
31.0,35.0,2013,1,5,15.56
31.0,35.625,2013,1,5,12.8
31.5,34.375,2013,1,5,17.03
31.5,35.0,2013,1,5,14.59
31.5,35.625,2013,1,5,16.16
32.0,34.375,2013,1,5,17.62
32.0,35.0,2013,1,5,14.87
32.0,35.625,2013,1,5,16.54
32.5,34.375,2013,1,5,17.78
32.5,35.0,2013,1,5,15.31
32.5,35.625,2013,1,5,15.7
33.0,34.375,2013,1,5,17.7
33.0,35.0,2013,1,5,15.79
33.0,35.625,2013,1,5,13.22
29.5,34.375,2013,1,6,14.13
29.5,35.0,2013,1,6,15.78
29.5,35.625,2013,1,6,12.43
30.0,34.375,2013,1,6,14.76
30.0,35.0,2013,1,6,15.66
30.0,35.625,2013,1,6,10.27
30.5,34.375,2013,1,6,15.08
30.5,35.0,2013,1,6,16.13
30.5,35.625,2013,1,6,9.87
31.0,34.375,2013,1,6,16.4
31.0,35.0,2013,1,6,16.21
31.0,35.625,2013,1,6,14.13
31.5,34.375,2013,1,6,17.46
31.5,35.0,2013,1,6,14.83
31.5,35.625,2013,1,6,16.71
32.0,34.375,2013,1,6,18.43
32.0,35.0,2013,1,6,14.21
32.0,35.625,2013,1,6,15.78
32.5,34.375,2013,1,6,18.36
32.5,35.0,2013,1,6,14.65
32.5,35.625,2013,1,6,14.15
33.0,34.375,2013,1,6,17.62
33.0,35.0,2013,1,6,15.36
33.0,35.625,2013,1,6,11.26
29.5,34.375,2013,1,7,10.24
29.5,35.0,2013,1,7,11.9
29.5,35.625,2013,1,7,7.79
30.0,34.375,2013,1,7,11.9
30.0,35.0,2013,1,7,11.83
30.0,35.625,2013,1,7,5.99
30.5,34.375,2013,1,7,12.61
30.5,35.0,2013,1,7,12.73
30.5,35.625,2013,1,7,5.89
31.0,34.375,2013,1,7,14.09
31.0,35.0,2013,1,7,13.36
31.0,35.625,2013,1,7,10.23
31.5,34.375,2013,1,7,15.59
31.5,35.0,2013,1,7,12.77
31.5,35.625,2013,1,7,14.25
32.0,34.375,2013,1,7,16.88
32.0,35.0,2013,1,7,13.09
32.0,35.625,2013,1,7,14.1
32.5,34.375,2013,1,7,17.05
32.5,35.0,2013,1,7,14.33
32.5,35.625,2013,1,7,13.28
33.0,34.375,2013,1,7,16.81
33.0,35.0,2013,1,7,15.02
33.0,35.625,2013,1,7,10.63
29.5,34.375,2013,1,8,12.71
29.5,35.0,2013,1,8,14.39
29.5,35.625,2013,1,8,10.62
30.0,34.375,2013,1,8,13.97
30.0,35.0,2013,1,8,14.16
30.0,35.625,2013,1,8,8.28
30.5,34.375,2013,1,8,14.49
30.5,35.0,2013,1,8,14.9
30.5,35.625,2013,1,8,7.78
31.0,34.375,2013,1,8,15.71
31.0,35.0,2013,1,8,15.08
31.0,35.625,2013,1,8,11.95
31.5,34.375,2013,1,8,16.73
31.5,35.0,2013,1,8,13.62
31.5,35.625,2013,1,8,14.98
32.0,34.375,2013,1,8,16.92
32.0,35.0,2013,1,8,13.2
32.0,35.625,2013,1,8,13.75
32.5,34.375,2013,1,8,16.35
32.5,35.0,2013,1,8,13.41
32.5,35.625,2013,1,8,12.09
33.0,34.375,2013,1,8,15.73
33.0,35.0,2013,1,8,13.75
33.0,35.625,2013,1,8,10.1
29.5,34.375,2013,1,9,7.79
29.5,35.0,2013,1,9,9.12
29.5,35.625,2013,1,9,5.34
30.0,34.375,2013,1,9,8.92
30.0,35.0,2013,1,9,9.14
30.0,35.625,2013,1,9,4.39
30.5,34.375,2013,1,9,9.0
30.5,35.0,2013,1,9,9.91
30.5,35.625,2013,1,9,3.37
31.0,34.375,2013,1,9,10.76
31.0,35.0,2013,1,9,10.35
31.0,35.625,2013,1,9,7.7
31.5,34.375,2013,1,9,12.45
31.5,35.0,2013,1,9,9.17
31.5,35.625,2013,1,9,10.97
32.0,34.375,2013,1,9,14.03
32.0,35.0,2013,1,9,9.16
32.0,35.625,2013,1,9,10.21
32.5,34.375,2013,1,9,14.01
32.5,35.0,2013,1,9,10.21
32.5,35.625,2013,1,9,9.26
33.0,34.375,2013,1,9,13.92
33.0,35.0,2013,1,9,11.29
33.0,35.625,2013,1,9,6.33
29.5,34.375,2013,1,10,7.56
29.5,35.0,2013,1,10,7.93
29.5,35.625,2013,1,10,4.28
30.0,34.375,2013,1,10,7.92
30.0,35.0,2013,1,10,7.69
30.0,35.625,2013,1,10,2.31
30.5,34.375,2013,1,10,7.82
30.5,35.0,2013,1,10,8.26
30.5,35.625,2013,1,10,2.33
31.0,34.375,2013,1,10,9.37
31.0,35.0,2013,1,10,9.24
31.0,35.625,2013,1,10,6.24
31.5,34.375,2013,1,10,12.35
31.5,35.0,2013,1,10,8.16
31.5,35.625,2013,1,10,9.89
32.0,34.375,2013,1,10,14.08
32.0,35.0,2013,1,10,8.72
32.0,35.625,2013,1,10,10.68
32.5,34.375,2013,1,10,14.31
32.5,35.0,2013,1,10,11.4
32.5,35.625,2013,1,10,10.92
33.0,34.375,2013,1,10,14.1
33.0,35.0,2013,1,10,12.11
33.0,35.625,2013,1,10,8.52
29.5,34.375,2013,1,11,10.48
29.5,35.0,2013,1,11,12.33
29.5,35.625,2013,1,11,7.95
30.0,34.375,2013,1,11,11.5
30.0,35.0,2013,1,11,12.55
30.0,35.625,2013,1,11,6.81
30.5,34.375,2013,1,11,12.02
30.5,35.0,2013,1,11,13.35
30.5,35.625,2013,1,11,7.33
31.0,34.375,2013,1,11,13.8
31.0,35.0,2013,1,11,13.1
31.0,35.625,2013,1,11,11.76
31.5,34.375,2013,1,11,14.65
31.5,35.0,2013,1,11,12.19
31.5,35.625,2013,1,11,14.23
32.0,34.375,2013,1,11,15.13
32.0,35.0,2013,1,11,12.49
32.0,35.625,2013,1,11,12.69
32.5,34.375,2013,1,11,15.4
32.5,35.0,2013,1,11,13.22
32.5,35.625,2013,1,11,12.56
33.0,34.375,2013,1,11,15.68
33.0,35.0,2013,1,11,13.37
33.0,35.625,2013,1,11,10.36
29.5,34.375,2013,1,12,12.89
29.5,35.0,2013,1,12,15.19
29.5,35.625,2013,1,12,10.91
30.0,34.375,2013,1,12,13.59
30.0,35.0,2013,1,12,15.02
30.0,35.625,2013,1,12,9.27
30.5,34.375,2013,1,12,14.14
30.5,35.0,2013,1,12,15.48
30.5,35.625,2013,1,12,9.44
31.0,34.375,2013,1,12,15.59
31.0,35.0,2013,1,12,15.19
