-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2013,1,1,6.75
29.5,35.5,2013,1,1,6.31
30.5,34.5,2013,1,1,7.23
30.5,35.5,2013,1,1,6.69
31.5,34.5,2013,1,1,7.99
31.5,35.5,2013,1,1,7.02
32.5,34.5,2013,1,1,7.71
32.5,35.5,2013,1,1,7.01
29.5,34.5,2013,1,2,6.44
29.5,35.5,2013,1,2,6.41
30.5,34.5,2013,1,2,6.8
30.5,35.5,2013,1,2,6.83
31.5,34.5,2013,1,2,8.24
31.5,35.5,2013,1,2,7.29
32.5,34.5,2013,1,2,7.92
32.5,35.5,2013,1,2,7.34
29.5,34.5,2013,1,3,6.51
29.5,35.5,2013,1,3,6.24
30.5,34.5,2013,1,3,6.69
30.5,35.5,2013,1,3,6.55
31.5,34.5,2013,1,3,7.84
31.5,35.5,2013,1,3,6.87
32.5,34.5,2013,1,3,7.65
32.5,35.5,2013,1,3,6.96
29.5,34.5,2013,1,4,6.58
29.5,35.5,2013,1,4,6.15
30.5,34.5,2013,1,4,6.71
30.5,35.5,2013,1,4,6.46
31.5,34.5,2013,1,4,7.83
31.5,35.5,2013,1,4,6.99
32.5,34.5,2013,1,4,7.69
32.5,35.5,2013,1,4,6.93
29.5,34.5,2013,1,5,6.61
29.5,35.5,2013,1,5,6.38
30.5,34.5,2013,1,5,6.99
30.5,35.5,2013,1,5,7.04
31.5,34.5,2013,1,5,8.55
31.5,35.5,2013,1,5,7.94
32.5,34.5,2013,1,5,8.45
32.5,35.5,2013,1,5,8.11
29.5,34.5,2013,1,6,7.04
29.5,35.5,2013,1,6,6.58
30.5,34.5,2013,1,6,7.41
30.5,35.5,2013,1,6,7.21
31.5,34.5,2013,1,6,8.38
31.5,35.5,2013,1,6,7.79
32.5,34.5,2013,1,6,8.8
32.5,35.5,2013,1,6,8.31
29.5,34.5,2013,1,7,7.71
29.5,35.5,2013,1,7,7.39
30.5,34.5,2013,1,7,7.69
30.5,35.5,2013,1,7,7.46
31.5,34.5,2013,1,7,8.51
31.5,35.5,2013,1,7,7.9
32.5,34.5,2013,1,7,8.54
32.5,35.5,2013,1,7,8.09
29.5,34.5,2013,1,8,7.33
29.5,35.5,2013,1,8,6.97
30.5,34.5,2013,1,8,7.67
30.5,35.5,2013,1,8,7.39
31.5,34.5,2013,1,8,8.63
31.5,35.5,2013,1,8,7.99
32.5,34.5,2013,1,8,8.59
32.5,35.5,2013,1,8,8.23
29.5,34.5,2013,1,9,7.42
29.5,35.5,2013,1,9,7.41
30.5,34.5,2013,1,9,7.38
30.5,35.5,2013,1,9,7.34
31.5,34.5,2013,1,9,8.17
31.5,35.5,2013,1,9,7.69
32.5,34.5,2013,1,9,8.02
32.5,35.5,2013,1,9,7.63
29.5,34.5,2013,1,10,6.35
29.5,35.5,2013,1,10,6.28
30.5,34.5,2013,1,10,6.73
30.5,35.5,2013,1,10,7.08
31.5,34.5,2013,1,10,8.15
31.5,35.5,2013,1,10,7.49
32.5,34.5,2013,1,10,7.78
32.5,35.5,2013,1,10,7.31
29.5,34.5,2013,1,11,5.89
29.5,35.5,2013,1,11,5.42
30.5,34.5,2013,1,11,6.11
30.5,35.5,2013,1,11,5.81
31.5,34.5,2013,1,11,7.59
31.5,35.5,2013,1,11,6.73
32.5,34.5,2013,1,11,8.16
32.5,35.5,2013,1,11,7.46
29.5,34.5,2013,1,12,6.74
29.5,35.5,2013,1,12,6.4
30.5,34.5,2013,1,12,6.6
30.5,35.5,2013,1,12,6.6
31.5,34.5,2013,1,12,7.21
31.5,35.5,2013,1,12,6.76
32.5,34.5,2013,1,12,7.3
32.5,35.5,2013,1,12,6.65
29.5,34.5,2013,1,13,6.13
29.5,35.5,2013,1,13,5.9
30.5,34.5,2013,1,13,6.49
30.5,35.5,2013,1,13,6.14
31.5,34.5,2013,1,13,7.38
31.5,35.5,2013,1,13,6.44
32.5,34.5,2013,1,13,7.49
32.5,35.5,2013,1,13,6.53
29.5,34.5,2013,1,14,6.12
29.5,35.5,2013,1,14,5.9
30.5,34.5,2013,1,14,6.53
30.5,35.5,2013,1,14,6.14
31.5,34.5,2013,1,14,7.46
31.5,35.5,2013,1,14,6.59
32.5,34.5,2013,1,14,7.58
32.5,35.5,2013,1,14,6.67
29.5,34.5,2013,1,15,6.29
29.5,35.5,2013,1,15,5.75
30.5,34.5,2013,1,15,6.27
30.5,35.5,2013,1,15,5.94
31.5,34.5,2013,1,15,7.07
31.5,35.5,2013,1,15,6.35
32.5,34.5,2013,1,15,7.15
32.5,35.5,2013,1,15,6.55
29.5,34.5,2013,1,16,7.25
29.5,35.5,2013,1,16,6.78
30.5,34.5,2013,1,16,7.22
30.5,35.5,2013,1,16,6.85
31.5,34.5,2013,1,16,7.57
31.5,35.5,2013,1,16,7.02
32.5,34.5,2013,1,16,7.56
32.5,35.5,2013,1,16,6.95
29.5,34.5,2013,1,17,7.7
29.5,35.5,2013,1,17,7.69
30.5,34.5,2013,1,17,7.26
30.5,35.5,2013,1,17,7.49
31.5,34.5,2013,1,17,7.82
31.5,35.5,2013,1,17,7.33
32.5,34.5,2013,1,17,7.79
32.5,35.5,2013,1,17,7.24
29.5,34.5,2013,1,18,6.72
29.5,35.5,2013,1,18,6.95
30.5,34.5,2013,1,18,6.56
30.5,35.5,2013,1,18,6.57
31.5,34.5,2013,1,18,7.38
31.5,35.5,2013,1,18,6.82
32.5,34.5,2013,1,18,7.44
32.5,35.5,2013,1,18,6.79
29.5,34.5,2013,1,19,6.35
29.5,35.5,2013,1,19,6.24
30.5,34.5,2013,1,19,6.48
30.5,35.5,2013,1,19,6.28
31.5,34.5,2013,1,19,7.35
31.5,35.5,2013,1,19,6.55
32.5,34.5,2013,1,19,7.54
32.5,35.5,2013,1,19,6.69
29.5,34.5,2013,1,20,6.33
29.5,35.5,2013,1,20,6.08
30.5,34.5,2013,1,20,6.56
30.5,35.5,2013,1,20,6.38
31.5,34.5,2013,1,20,7.4
31.5,35.5,2013,1,20,6.65
32.5,34.5,2013,1,20,7.58
32.5,35.5,2013,1,20,6.93
29.5,34.5,2013,1,21,6.9
