-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2015,1,1,7.4
29.5,35.5,2015,1,1,7.12
30.5,34.5,2015,1,1,7.55
30.5,35.5,2015,1,1,7.43
31.5,34.5,2015,1,1,8.54
31.5,35.5,2015,1,1,7.81
32.5,34.5,2015,1,1,8.4
32.5,35.5,2015,1,1,8.01
29.5,34.5,2015,1,2,6.98
29.5,35.5,2015,1,2,6.66
30.5,34.5,2015,1,2,6.87
30.5,35.5,2015,1,2,6.8
31.5,34.5,2015,1,2,8.26
31.5,35.5,2015,1,2,7.37
32.5,34.5,2015,1,2,8.54
32.5,35.5,2015,1,2,8.3
29.5,34.5,2015,1,3,7.07
29.5,35.5,2015,1,3,6.61
30.5,34.5,2015,1,3,7.1
30.5,35.5,2015,1,3,7.01
31.5,34.5,2015,1,3,8.45
31.5,35.5,2015,1,3,7.71
32.5,34.5,2015,1,3,8.31
32.5,35.5,2015,1,3,8.06
29.5,34.5,2015,1,4,6.7
29.5,35.5,2015,1,4,6.41
30.5,34.5,2015,1,4,6.87
30.5,35.5,2015,1,4,6.78
31.5,34.5,2015,1,4,8.5
31.5,35.5,2015,1,4,7.92
32.5,34.5,2015,1,4,8.48
32.5,35.5,2015,1,4,8.26
29.5,34.5,2015,1,5,6.24
29.5,35.5,2015,1,5,5.98
30.5,34.5,2015,1,5,6.68
30.5,35.5,2015,1,5,6.29
31.5,34.5,2015,1,5,7.92
31.5,35.5,2015,1,5,6.94
32.5,34.5,2015,1,5,8.68
32.5,35.5,2015,1,5,7.87
29.5,34.5,2015,1,6,7.07
29.5,35.5,2015,1,6,6.48
30.5,34.5,2015,1,6,7.34
30.5,35.5,2015,1,6,6.99
31.5,34.5,2015,1,6,8.53
31.5,35.5,2015,1,6,7.57
32.5,34.5,2015,1,6,8.9
32.5,35.5,2015,1,6,8.29
29.5,34.5,2015,1,7,6.95
29.5,35.5,2015,1,7,6.83
30.5,34.5,2015,1,7,7.16
30.5,35.5,2015,1,7,6.99
31.5,34.5,2015,1,7,8.4
31.5,35.5,2015,1,7,7.74
32.5,34.5,2015,1,7,8.59
32.5,35.5,2015,1,7,8.2
29.5,34.5,2015,1,8,7.25
29.5,35.5,2015,1,8,7.06
30.5,34.5,2015,1,8,7.36
30.5,35.5,2015,1,8,7.26
31.5,34.5,2015,1,8,8.47
31.5,35.5,2015,1,8,8.09
32.5,34.5,2015,1,8,8.44
32.5,35.5,2015,1,8,8.06
29.5,34.5,2015,1,9,7.56
