-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2015,1,1,4.43
29.5,35.0,2015,1,1,6.53
29.5,35.625,2015,1,1,4.68
30.0,34.375,2015,1,1,3.84
30.0,35.0,2015,1,1,5.84
30.0,35.625,2015,1,1,4.05
30.5,34.375,2015,1,1,3.98
30.5,35.0,2015,1,1,6.63
30.5,35.625,2015,1,1,3.77
31.0,34.375,2015,1,1,6.02
31.0,35.0,2015,1,1,6.97
31.0,35.625,2015,1,1,6.37
31.5,34.375,2015,1,1,13.31
31.5,35.0,2015,1,1,7.1
31.5,35.625,2015,1,1,9.7
32.0,34.375,2015,1,1,17.0
32.0,35.0,2015,1,1,9.28
32.0,35.625,2015,1,1,9.39
32.5,34.375,2015,1,1,17.35
32.5,35.0,2015,1,1,12.67
32.5,35.625,2015,1,1,7.36
33.0,34.375,2015,1,1,17.35
33.0,35.0,2015,1,1,13.54
33.0,35.625,2015,1,1,5.83
29.5,34.375,2015,1,2,0.55
29.5,35.0,2015,1,2,3.04
29.5,35.625,2015,1,2,1.74
30.0,34.375,2015,1,2,2.32
30.0,35.0,2015,1,2,3.2
30.0,35.625,2015,1,2,0.93
30.5,34.375,2015,1,2,2.64
30.5,35.0,2015,1,2,3.86
30.5,35.625,2015,1,2,1.38
31.0,34.375,2015,1,2,4.93
31.0,35.0,2015,1,2,5.01
31.0,35.625,2015,1,2,3.11
31.5,34.375,2015,1,2,12.98
31.5,35.0,2015,1,2,6.87
31.5,35.625,2015,1,2,6.89
32.0,34.375,2015,1,2,16.95
32.0,35.0,2015,1,2,8.96
32.0,35.625,2015,1,2,7.38
32.5,34.375,2015,1,2,17.42
32.5,35.0,2015,1,2,12.85
32.5,35.625,2015,1,2,8.63
33.0,34.375,2015,1,2,17.37
33.0,35.0,2015,1,2,14.51
33.0,35.625,2015,1,2,8.45
29.5,34.375,2015,1,3,2.58
29.5,35.0,2015,1,3,5.07
29.5,35.625,2015,1,3,2.02
30.0,34.375,2015,1,3,3.59
30.0,35.0,2015,1,3,4.47
30.0,35.625,2015,1,3,1.14
30.5,34.375,2015,1,3,4.53
30.5,35.0,2015,1,3,6.38
30.5,35.625,2015,1,3,1.03
31.0,34.375,2015,1,3,8.49
31.0,35.0,2015,1,3,7.16
31.0,35.625,2015,1,3,4.71
31.5,34.375,2015,1,3,13.59
31.5,35.0,2015,1,3,7.86
31.5,35.625,2015,1,3,10.17
32.0,34.375,2015,1,3,16.38
32.0,35.0,2015,1,3,10.67
32.0,35.625,2015,1,3,8.65
32.5,34.375,2015,1,3,16.31
32.5,35.0,2015,1,3,12.44
32.5,35.625,2015,1,3,7.82
33.0,34.375,2015,1,3,16.37
33.0,35.0,2015,1,3,13.82
33.0,35.625,2015,1,3,7.24
29.5,34.375,2015,1,4,0.52
29.5,35.0,2015,1,4,2.74
29.5,35.625,2015,1,4,-0.25
30.0,34.375,2015,1,4,1.48
30.0,35.0,2015,1,4,2.48
30.0,35.625,2015,1,4,0.43
30.5,34.375,2015,1,4,2.9
30.5,35.0,2015,1,4,3.66
30.5,35.625,2015,1,4,-0.63
31.0,34.375,2015,1,4,6.79
31.0,35.0,2015,1,4,5.89
31.0,35.625,2015,1,4,4.38
31.5,34.375,2015,1,4,13.38
31.5,35.0,2015,1,4,7.33
31.5,35.625,2015,1,4,7.8
32.0,34.375,2015,1,4,16.21
32.0,35.0,2015,1,4,10.28
32.0,35.625,2015,1,4,7.88
32.5,34.375,2015,1,4,16.27
32.5,35.0,2015,1,4,11.71
32.5,35.625,2015,1,4,7.09
33.0,34.375,2015,1,4,16.38
33.0,35.0,2015,1,4,13.53
33.0,35.625,2015,1,4,7.23
29.5,34.375,2015,1,5,0.99
29.5,35.0,2015,1,5,4.06
29.5,35.625,2015,1,5,-0.35
30.0,34.375,2015,1,5,1.94
30.0,35.0,2015,1,5,2.67
30.0,35.625,2015,1,5,-0.94
30.5,34.375,2015,1,5,3.05
30.5,35.0,2015,1,5,4.03
30.5,35.625,2015,1,5,-0.58
31.0,34.375,2015,1,5,5.28
31.0,35.0,2015,1,5,3.52
31.0,35.625,2015,1,5,3.29
31.5,34.375,2015,1,5,11.23
31.5,35.0,2015,1,5,4.19
31.5,35.625,2015,1,5,6.37
32.0,34.375,2015,1,5,16.12
32.0,35.0,2015,1,5,8.6
32.0,35.625,2015,1,5,6.04
32.5,34.375,2015,1,5,16.95
32.5,35.0,2015,1,5,12.69
32.5,35.625,2015,1,5,7.0
33.0,34.375,2015,1,5,17.2
33.0,35.0,2015,1,5,14.8
33.0,35.625,2015,1,5,6.91
29.5,34.375,2015,1,6,2.13
29.5,35.0,2015,1,6,4.46
29.5,35.625,2015,1,6,0.85
30.0,34.375,2015,1,6,3.88
30.0,35.0,2015,1,6,4.17
30.0,35.625,2015,1,6,-0.75
30.5,34.375,2015,1,6,5.01
30.5,35.0,2015,1,6,5.22
30.5,35.625,2015,1,6,-0.02
31.0,34.375,2015,1,6,7.12
31.0,35.0,2015,1,6,4.44
31.0,35.625,2015,1,6,4.27
31.5,34.375,2015,1,6,11.83
31.5,35.0,2015,1,6,5.01
31.5,35.625,2015,1,6,7.47
32.0,34.375,2015,1,6,14.74
32.0,35.0,2015,1,6,7.4
32.0,35.625,2015,1,6,6.15
32.5,34.375,2015,1,6,14.99
32.5,35.0,2015,1,6,11.51
32.5,35.625,2015,1,6,6.25
33.0,34.375,2015,1,6,14.4
33.0,35.0,2015,1,6,12.79
33.0,35.625,2015,1,6,7.33
29.5,34.375,2015,1,7,0.89
29.5,35.0,2015,1,7,2.4
29.5,35.625,2015,1,7,-0.14
30.0,34.375,2015,1,7,2.48
30.0,35.0,2015,1,7,2.64
30.0,35.625,2015,1,7,-1.71
30.5,34.375,2015,1,7,3.5
30.5,35.0,2015,1,7,3.8
30.5,35.625,2015,1,7,-1.27
31.0,34.375,2015,1,7,5.46
31.0,35.0,2015,1,7,4.18
31.0,35.625,2015,1,7,1.85
31.5,34.375,2015,1,7,10.11
31.5,35.0,2015,1,7,5.22
31.5,35.625,2015,1,7,6.15
32.0,34.375,2015,1,7,11.98
32.0,35.0,2015,1,7,7.67
32.0,35.625,2015,1,7,6.33
32.5,34.375,2015,1,7,12.32
32.5,35.0,2015,1,7,9.52
32.5,35.625,2015,1,7,6.46
33.0,34.375,2015,1,7,12.74
33.0,35.0,2015,1,7,10.71
33.0,35.625,2015,1,7,4.51
29.5,34.375,2015,1,8,1.08
29.5,35.0,2015,1,8,1.77
29.5,35.625,2015,1,8,-1.28
30.0,34.375,2015,1,8,1.36
30.0,35.0,2015,1,8,1.49
30.0,35.625,2015,1,8,-1.33
30.5,34.375,2015,1,8,2.29
30.5,35.0,2015,1,8,1.29
30.5,35.625,2015,1,8,-0.97
31.0,34.375,2015,1,8,6.67
31.0,35.0,2015,1,8,5.34
31.0,35.625,2015,1,8,2.64
31.5,34.375,2015,1,8,11.6
31.5,35.0,2015,1,8,6.66
31.5,35.625,2015,1,8,6.04
32.0,34.375,2015,1,8,13.54
32.0,35.0,2015,1,8,7.35
32.0,35.625,2015,1,8,4.62
32.5,34.375,2015,1,8,13.58
32.5,35.0,2015,1,8,9.33
32.5,35.625,2015,1,8,3.38
33.0,34.375,2015,1,8,12.71
33.0,35.0,2015,1,8,10.01
33.0,35.625,2015,1,8,3.48
29.5,34.375,2015,1,9,0.55
29.5,35.0,2015,1,9,1.06
29.5,35.625,2015,1,9,-1.59
30.0,34.375,2015,1,9,0.61
30.0,35.0,2015,1,9,0.82
30.0,35.625,2015,1,9,-2.18
30.5,34.375,2015,1,9,1.9
30.5,35.0,2015,1,9,0.28
30.5,35.625,2015,1,9,-2.37
31.0,34.375,2015,1,9,4.1
31.0,35.0,2015,1,9,1.94
31.0,35.625,2015,1,9,-0.9
31.5,34.375,2015,1,9,9.8
31.5,35.0,2015,1,9,1.12
31.5,35.625,2015,1,9,1.71
32.0,34.375,2015,1,9,11.37
32.0,35.0,2015,1,9,2.63
32.0,35.625,2015,1,9,-0.84
32.5,34.375,2015,1,9,11.07
32.5,35.0,2015,1,9,4.09
32.5,35.625,2015,1,9,-1.98
33.0,34.375,2015,1,9,10.94
33.0,35.0,2015,1,9,6.7
33.0,35.625,2015,1,9,-3.41
29.5,34.375,2015,1,10,-1.33
