-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2015,1,1,0.0
29.5,35.0,2015,1,1,0.0
29.5,35.625,2015,1,1,0.0
30.0,34.375,2015,1,1,0.0
30.0,35.0,2015,1,1,0.0
30.0,35.625,2015,1,1,0.0
30.5,34.375,2015,1,1,0.0
30.5,35.0,2015,1,1,0.0
30.5,35.625,2015,1,1,0.0
31.0,34.375,2015,1,1,0.0
31.0,35.0,2015,1,1,0.0
31.0,35.625,2015,1,1,0.0
31.5,34.375,2015,1,1,0.0
31.5,35.0,2015,1,1,0.0
31.5,35.625,2015,1,1,0.0
32.0,34.375,2015,1,1,0.0
32.0,35.0,2015,1,1,0.02
32.0,35.625,2015,1,1,0.01
32.5,34.375,2015,1,1,0.02
32.5,35.0,2015,1,1,0.03
32.5,35.625,2015,1,1,0.02
33.0,34.375,2015,1,1,0.04
33.0,35.0,2015,1,1,0.21
33.0,35.625,2015,1,1,0.05
29.5,34.375,2015,1,2,0.0
29.5,35.0,2015,1,2,0.0
29.5,35.625,2015,1,2,0.0
30.0,34.375,2015,1,2,0.0
30.0,35.0,2015,1,2,0.0
30.0,35.625,2015,1,2,0.0
30.5,34.375,2015,1,2,0.01
30.5,35.0,2015,1,2,0.0
30.5,35.625,2015,1,2,0.0
31.0,34.375,2015,1,2,0.05
31.0,35.0,2015,1,2,0.04
31.0,35.625,2015,1,2,0.0
31.5,34.375,2015,1,2,0.47
31.5,35.0,2015,1,2,0.23
31.5,35.625,2015,1,2,0.01
32.0,34.375,2015,1,2,0.62
32.0,35.0,2015,1,2,0.86
32.0,35.625,2015,1,2,0.15
32.5,34.375,2015,1,2,0.85
32.5,35.0,2015,1,2,1.36
32.5,35.625,2015,1,2,1.18
33.0,34.375,2015,1,2,0.3
33.0,35.0,2015,1,2,1.39
33.0,35.625,2015,1,2,1.04
29.5,34.375,2015,1,3,0.0
29.5,35.0,2015,1,3,0.0
29.5,35.625,2015,1,3,0.0
30.0,34.375,2015,1,3,0.01
30.0,35.0,2015,1,3,0.08
30.0,35.625,2015,1,3,0.04
30.5,34.375,2015,1,3,0.28
30.5,35.0,2015,1,3,0.48
30.5,35.625,2015,1,3,0.66
31.0,34.375,2015,1,3,0.65
31.0,35.0,2015,1,3,0.56
31.0,35.625,2015,1,3,0.87
31.5,34.375,2015,1,3,1.92
31.5,35.0,2015,1,3,1.44
31.5,35.625,2015,1,3,0.99
32.0,34.375,2015,1,3,3.83
32.0,35.0,2015,1,3,4.33
32.0,35.625,2015,1,3,1.34
32.5,34.375,2015,1,3,6.01
32.5,35.0,2015,1,3,6.61
32.5,35.625,2015,1,3,3.02
33.0,34.375,2015,1,3,5.04
33.0,35.0,2015,1,3,7.58
33.0,35.625,2015,1,3,1.85
29.5,34.375,2015,1,4,0.0
29.5,35.0,2015,1,4,0.11
29.5,35.625,2015,1,4,0.0
30.0,34.375,2015,1,4,0.04
30.0,35.0,2015,1,4,0.76
30.0,35.625,2015,1,4,0.24
30.5,34.375,2015,1,4,3.0
30.5,35.0,2015,1,4,2.96
30.5,35.625,2015,1,4,2.62
31.0,34.375,2015,1,4,4.91
31.0,35.0,2015,1,4,3.36
31.0,35.625,2015,1,4,2.6
31.5,34.375,2015,1,4,6.93
31.5,35.0,2015,1,4,6.4
31.5,35.625,2015,1,4,0.85
