-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2015,1,1,3.85
29.5,35.0,2015,1,1,7.47
29.5,35.625,2015,1,1,5.06
30.0,34.375,2015,1,1,5.18
30.0,35.0,2015,1,1,5.12
30.0,35.625,2015,1,1,2.92
30.5,34.375,2015,1,1,4.26
30.5,35.0,2015,1,1,6.29
30.5,35.625,2015,1,1,3.63
31.0,34.375,2015,1,1,4.32
31.0,35.0,2015,1,1,6.47
31.0,35.625,2015,1,1,3.25
31.5,34.375,2015,1,1,6.43
31.5,35.0,2015,1,1,6.04
31.5,35.625,2015,1,1,4.78
32.0,34.375,2015,1,1,8.04
32.0,35.0,2015,1,1,6.81
32.0,35.625,2015,1,1,5.32
32.5,34.375,2015,1,1,9.51
32.5,35.0,2015,1,1,6.4
32.5,35.625,2015,1,1,4.55
33.0,34.375,2015,1,1,9.62
33.0,35.0,2015,1,1,7.95
33.0,35.625,2015,1,1,4.46
29.5,34.375,2015,1,2,3.61
29.5,35.0,2015,1,2,2.92
29.5,35.625,2015,1,2,3.27
30.0,34.375,2015,1,2,4.57
30.0,35.0,2015,1,2,3.13
30.0,35.625,2015,1,2,5.62
30.5,34.375,2015,1,2,2.89
30.5,35.0,2015,1,2,2.85
30.5,35.625,2015,1,2,3.68
31.0,34.375,2015,1,2,4.73
31.0,35.0,2015,1,2,3.02
31.0,35.625,2015,1,2,3.63
31.5,34.375,2015,1,2,4.48
31.5,35.0,2015,1,2,3.14
31.5,35.625,2015,1,2,4.8
32.0,34.375,2015,1,2,3.97
32.0,35.0,2015,1,2,2.42
32.0,35.625,2015,1,2,2.59
32.5,34.375,2015,1,2,4.28
32.5,35.0,2015,1,2,2.55
32.5,35.625,2015,1,2,1.31
33.0,34.375,2015,1,2,4.55
33.0,35.0,2015,1,2,3.66
33.0,35.625,2015,1,2,3.74
29.5,34.375,2015,1,3,4.35
29.5,35.0,2015,1,3,4.68
29.5,35.625,2015,1,3,9.09
30.0,34.375,2015,1,3,5.52
30.0,35.0,2015,1,3,4.55
30.0,35.625,2015,1,3,7.97
30.5,34.375,2015,1,3,7.12
30.5,35.0,2015,1,3,5.4
30.5,35.625,2015,1,3,6.6
31.0,34.375,2015,1,3,7.12
31.0,35.0,2015,1,3,6.55
31.0,35.625,2015,1,3,5.42
31.5,34.375,2015,1,3,5.26
31.5,35.0,2015,1,3,6.26
31.5,35.625,2015,1,3,4.35
32.0,34.375,2015,1,3,4.52
32.0,35.0,2015,1,3,4.84
32.0,35.625,2015,1,3,4.7
32.5,34.375,2015,1,3,4.01
32.5,35.0,2015,1,3,4.36
32.5,35.625,2015,1,3,2.88
33.0,34.375,2015,1,3,3.8
33.0,35.0,2015,1,3,3.63
33.0,35.625,2015,1,3,4.76
