-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2011,1,1,2.85
29.5,35.0,2011,1,1,2.82
29.5,35.625,2011,1,1,4.1
30.0,34.375,2011,1,1,2.67
30.0,35.0,2011,1,1,2.85
30.0,35.625,2011,1,1,2.74
30.5,34.375,2011,1,1,1.6
30.5,35.0,2011,1,1,1.98
30.5,35.625,2011,1,1,2.81
31.0,34.375,2011,1,1,5.57
31.0,35.0,2011,1,1,3.5
31.0,35.625,2011,1,1,2.2
31.5,34.375,2011,1,1,6.87
31.5,35.0,2011,1,1,5.22
31.5,35.625,2011,1,1,3.6
32.0,34.375,2011,1,1,7.35
32.0,35.0,2011,1,1,6.71
32.0,35.625,2011,1,1,3.88
32.5,34.375,2011,1,1,6.46
32.5,35.0,2011,1,1,6.33
32.5,35.625,2011,1,1,3.54
33.0,34.375,2011,1,1,5.51
33.0,35.0,2011,1,1,5.1
33.0,35.625,2011,1,1,4.4
29.5,34.375,2011,1,2,2.7
29.5,35.0,2011,1,2,3.84
29.5,35.625,2011,1,2,3.14
30.0,34.375,2011,1,2,3.21
30.0,35.0,2011,1,2,3.28
30.0,35.625,2011,1,2,4.76
30.5,34.375,2011,1,2,3.56
30.5,35.0,2011,1,2,2.81
30.5,35.625,2011,1,2,8.65
31.0,34.375,2011,1,2,4.25
31.0,35.0,2011,1,2,4.17
31.0,35.625,2011,1,2,9.05
31.5,34.375,2011,1,2,6.07
31.5,35.0,2011,1,2,3.84
31.5,35.625,2011,1,2,5.79
32.0,34.375,2011,1,2,5.22
32.0,35.0,2011,1,2,3.25
32.0,35.625,2011,1,2,4.15
32.5,34.375,2011,1,2,4.71
32.5,35.0,2011,1,2,3.85
32.5,35.625,2011,1,2,4.76
33.0,34.375,2011,1,2,4.44
33.0,35.0,2011,1,2,5.59
33.0,35.625,2011,1,2,4.36
29.5,34.375,2011,1,3,4.42
