-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MIN     MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MIN
29.5,34.375,2011,1,1,2.91
29.5,35.0,2011,1,1,1.7
29.5,35.625,2011,1,1,0.56
30.0,34.375,2011,1,1,2.81
30.0,35.0,2011,1,1,1.87
30.0,35.625,2011,1,1,2.47
30.5,34.375,2011,1,1,2.93
30.5,35.0,2011,1,1,2.88
30.5,35.625,2011,1,1,2.44
31.0,34.375,2011,1,1,1.01
31.0,35.0,2011,1,1,2.32
31.0,35.625,2011,1,1,1.88
31.5,34.375,2011,1,1,0.13
31.5,35.0,2011,1,1,1.45
31.5,35.625,2011,1,1,1.15
32.0,34.375,2011,1,1,1.16
32.0,35.0,2011,1,1,0.42
32.0,35.625,2011,1,1,1.24
32.5,34.375,2011,1,1,2.4
32.5,35.0,2011,1,1,0.43
32.5,35.625,2011,1,1,1.11
33.0,34.375,2011,1,1,2.99
33.0,35.0,2011,1,1,1.7
33.0,35.625,2011,1,1,0.97
29.5,34.375,2011,1,2,1.84
29.5,35.0,2011,1,2,1.05
29.5,35.625,2011,1,2,1.86
30.0,34.375,2011,1,2,2.57
30.0,35.0,2011,1,2,1.52
30.0,35.625,2011,1,2,2.33
30.5,34.375,2011,1,2,2.46
30.5,35.0,2011,1,2,2.21
30.5,35.625,2011,1,2,1.65
31.0,34.375,2011,1,2,2.03
31.0,35.0,2011,1,2,1.58
31.0,35.625,2011,1,2,0.2
31.5,34.375,2011,1,2,0.22
31.5,35.0,2011,1,2,1.21
31.5,35.625,2011,1,2,1.21
32.0,34.375,2011,1,2,0.44
32.0,35.0,2011,1,2,1.11
32.0,35.625,2011,1,2,2.34
32.5,34.375,2011,1,2,0.82
32.5,35.0,2011,1,2,0.81
32.5,35.625,2011,1,2,1.24
33.0,34.375,2011,1,2,0.45
33.0,35.0,2011,1,2,0.45
33.0,35.625,2011,1,2,2.39
29.5,34.375,2011,1,3,1.17
29.5,35.0,2011,1,3,1.53
29.5,35.625,2011,1,3,2.15
30.0,34.375,2011,1,3,0.19
30.0,35.0,2011,1,3,0.78
30.0,35.625,2011,1,3,1.44
30.5,34.375,2011,1,3,1.1
30.5,35.0,2011,1,3,0.9
30.5,35.625,2011,1,3,0.21
31.0,34.375,2011,1,3,0.92
31.0,35.0,2011,1,3,0.69
31.0,35.625,2011,1,3,1.44
31.5,34.375,2011,1,3,1.73
31.5,35.0,2011,1,3,1.61
31.5,35.625,2011,1,3,1.56
32.0,34.375,2011,1,3,2.27
32.0,35.0,2011,1,3,2.17
32.0,35.625,2011,1,3,0.48
32.5,34.375,2011,1,3,3.0
32.5,35.0,2011,1,3,1.93
32.5,35.625,2011,1,3,0.19
33.0,34.375,2011,1,3,2.97
33.0,35.0,2011,1,3,2.59
33.0,35.625,2011,1,3,0.86
29.5,34.375,2011,1,4,3.63
29.5,35.0,2011,1,4,1.47
29.5,35.625,2011,1,4,3.65
30.0,34.375,2011,1,4,1.23
30.0,35.0,2011,1,4,0.74
30.0,35.625,2011,1,4,2.65
30.5,34.375,2011,1,4,0.72
30.5,35.0,2011,1,4,0.42
30.5,35.625,2011,1,4,0.13
31.0,34.375,2011,1,4,1.61
31.0,35.0,2011,1,4,1.3
31.0,35.625,2011,1,4,0.4
31.5,34.375,2011,1,4,3.42
31.5,35.0,2011,1,4,2.97
31.5,35.625,2011,1,4,1.36
32.0,34.375,2011,1,4,3.89
32.0,35.0,2011,1,4,3.07
32.0,35.625,2011,1,4,0.18
32.5,34.375,2011,1,4,4.18
32.5,35.0,2011,1,4,2.48
32.5,35.625,2011,1,4,0.67
33.0,34.375,2011,1,4,4.87
33.0,35.0,2011,1,4,3.05
33.0,35.625,2011,1,4,0.13
29.5,34.375,2011,1,5,3.59
29.5,35.0,2011,1,5,2.25
29.5,35.625,2011,1,5,1.56
30.0,34.375,2011,1,5,2.3
30.0,35.0,2011,1,5,0.14
30.0,35.625,2011,1,5,2.39
30.5,34.375,2011,1,5,1.68
30.5,35.0,2011,1,5,1.45
30.5,35.625,2011,1,5,0.71
31.0,34.375,2011,1,5,3.4
31.0,35.0,2011,1,5,2.3
31.0,35.625,2011,1,5,1.15
31.5,34.375,2011,1,5,4.24
31.5,35.0,2011,1,5,3.6
31.5,35.625,2011,1,5,2.14
32.0,34.375,2011,1,5,4.46
32.0,35.0,2011,1,5,3.94
32.0,35.625,2011,1,5,2.04
32.5,34.375,2011,1,5,4.89
32.5,35.0,2011,1,5,3.61
32.5,35.625,2011,1,5,1.5
33.0,34.375,2011,1,5,5.06
33.0,35.0,2011,1,5,3.69
33.0,35.625,2011,1,5,1.68
29.5,34.375,2011,1,6,4.03
29.5,35.0,2011,1,6,3.34
29.5,35.625,2011,1,6,2.44
30.0,34.375,2011,1,6,1.43
30.0,35.0,2011,1,6,1.37
30.0,35.625,2011,1,6,1.26
30.5,34.375,2011,1,6,1.42
30.5,35.0,2011,1,6,1.2
30.5,35.625,2011,1,6,0.1
31.0,34.375,2011,1,6,3.11
31.0,35.0,2011,1,6,1.3
31.0,35.625,2011,1,6,0.8
31.5,34.375,2011,1,6,2.68
31.5,35.0,2011,1,6,1.74
31.5,35.625,2011,1,6,1.16
32.0,34.375,2011,1,6,2.55
32.0,35.0,2011,1,6,1.66
32.0,35.625,2011,1,6,1.1
32.5,34.375,2011,1,6,2.44
32.5,35.0,2011,1,6,0.43
32.5,35.625,2011,1,6,1.01
33.0,34.375,2011,1,6,2.23
33.0,35.0,2011,1,6,0.77
33.0,35.625,2011,1,6,0.16
29.5,34.375,2011,1,7,4.03
29.5,35.0,2011,1,7,3.85
29.5,35.625,2011,1,7,2.39
30.0,34.375,2011,1,7,2.61
30.0,35.0,2011,1,7,2.78
