-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2011,1,1,8.87
29.5,35.0,2011,1,1,8.01
29.5,35.625,2011,1,1,12.05
30.0,34.375,2011,1,1,8.72
30.0,35.0,2011,1,1,8.48
30.0,35.625,2011,1,1,9.77
30.5,34.375,2011,1,1,9.25
30.5,35.0,2011,1,1,8.99
30.5,35.625,2011,1,1,8.31
31.0,34.375,2011,1,1,7.64
31.0,35.0,2011,1,1,7.51
31.0,35.625,2011,1,1,7.28
31.5,34.375,2011,1,1,2.57
31.5,35.0,2011,1,1,5.86
31.5,35.625,2011,1,1,7.19
32.0,34.375,2011,1,1,0.93
32.0,35.0,2011,1,1,3.68
32.0,35.625,2011,1,1,7.87
32.5,34.375,2011,1,1,1.01
32.5,35.0,2011,1,1,3.38
32.5,35.625,2011,1,1,8.55
33.0,34.375,2011,1,1,0.53
33.0,35.0,2011,1,1,2.3
33.0,35.625,2011,1,1,6.79
29.5,34.375,2011,1,2,11.44
29.5,35.0,2011,1,2,10.88
29.5,35.625,2011,1,2,11.92
30.0,34.375,2011,1,2,11.58
30.0,35.0,2011,1,2,11.44
30.0,35.625,2011,1,2,11.5
30.5,34.375,2011,1,2,10.6
30.5,35.0,2011,1,2,11.1
30.5,35.625,2011,1,2,11.47
31.0,34.375,2011,1,2,10.35
31.0,35.0,2011,1,2,10.07
31.0,35.625,2011,1,2,11.66
31.5,34.375,2011,1,2,4.91
31.5,35.0,2011,1,2,10.68
31.5,35.625,2011,1,2,10.76
32.0,34.375,2011,1,2,1.56
32.0,35.0,2011,1,2,8.63
32.0,35.625,2011,1,2,9.88
32.5,34.375,2011,1,2,1.55
32.5,35.0,2011,1,2,7.89
