-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
29.5,34.375,2011,1,1,0.12
29.5,35.0,2011,1,1,0.06
29.5,35.625,2011,1,1,0.01
30.0,34.375,2011,1,1,0.18
30.0,35.0,2011,1,1,0.36
30.0,35.625,2011,1,1,0.4
30.5,34.375,2011,1,1,0.52
30.5,35.0,2011,1,1,1.27
30.5,35.625,2011,1,1,1.68
31.0,34.375,2011,1,1,1.07
31.0,35.0,2011,1,1,2.0
31.0,35.625,2011,1,1,3.18
31.5,34.375,2011,1,1,1.25
31.5,35.0,2011,1,1,2.71
31.5,35.625,2011,1,1,3.84
32.0,34.375,2011,1,1,1.49
32.0,35.0,2011,1,1,3.96
32.0,35.625,2011,1,1,5.65
32.5,34.375,2011,1,1,2.42
32.5,35.0,2011,1,1,6.62
32.5,35.625,2011,1,1,8.15
33.0,34.375,2011,1,1,1.68
33.0,35.0,2011,1,1,6.86
33.0,35.625,2011,1,1,9.97
29.5,34.375,2011,1,2,0.0
29.5,35.0,2011,1,2,0.0
29.5,35.625,2011,1,2,0.0
30.0,34.375,2011,1,2,0.0
30.0,35.0,2011,1,2,0.0
30.0,35.625,2011,1,2,0.0
30.5,34.375,2011,1,2,0.01
30.5,35.0,2011,1,2,0.0
30.5,35.625,2011,1,2,0.0
31.0,34.375,2011,1,2,0.04
31.0,35.0,2011,1,2,0.04
31.0,35.625,2011,1,2,0.01
31.5,34.375,2011,1,2,0.25
31.5,35.0,2011,1,2,0.12
31.5,35.625,2011,1,2,0.03
32.0,34.375,2011,1,2,0.36
32.0,35.0,2011,1,2,0.16
32.0,35.625,2011,1,2,0.03
32.5,34.375,2011,1,2,0.33
32.5,35.0,2011,1,2,0.11
32.5,35.625,2011,1,2,0.01
33.0,34.375,2011,1,2,0.72
33.0,35.0,2011,1,2,0.55
33.0,35.625,2011,1,2,0.0
29.5,34.375,2011,1,3,0.0
29.5,35.0,2011,1,3,0.0
29.5,35.625,2011,1,3,0.0
30.0,34.375,2011,1,3,0.0
30.0,35.0,2011,1,3,0.0
30.0,35.625,2011,1,3,0.0
30.5,34.375,2011,1,3,0.01
30.5,35.0,2011,1,3,0.0
30.5,35.625,2011,1,3,0.0
31.0,34.375,2011,1,3,0.06
31.0,35.0,2011,1,3,0.03
31.0,35.625,2011,1,3,0.0
31.5,34.375,2011,1,3,0.28
31.5,35.0,2011,1,3,0.17
31.5,35.625,2011,1,3,0.04
32.0,34.375,2011,1,3,0.44
32.0,35.0,2011,1,3,0.44
32.0,35.625,2011,1,3,0.16
32.5,34.375,2011,1,3,0.63
32.5,35.0,2011,1,3,0.32
32.5,35.625,2011,1,3,0.07
33.0,34.375,2011,1,3,1.27
33.0,35.0,2011,1,3,0.61
33.0,35.625,2011,1,3,0.01
29.5,34.375,2011,1,4,0.0
29.5,35.0,2011,1,4,0.0
29.5,35.625,2011,1,4,0.0
30.0,34.375,2011,1,4,0.01
30.0,35.0,2011,1,4,0.03
30.0,35.625,2011,1,4,0.1
30.5,34.375,2011,1,4,0.09
30.5,35.0,2011,1,4,0.28
30.5,35.625,2011,1,4,0.56
31.0,34.375,2011,1,4,0.25
31.0,35.0,2011,1,4,0.76
31.0,35.625,2011,1,4,1.24
31.5,34.375,2011,1,4,0.7
31.5,35.0,2011,1,4,1.49
31.5,35.625,2011,1,4,1.08
32.0,34.375,2011,1,4,1.59
32.0,35.0,2011,1,4,2.77
32.0,35.625,2011,1,4,2.2
32.5,34.375,2011,1,4,3.77
32.5,35.0,2011,1,4,3.75
32.5,35.625,2011,1,4,3.11
33.0,34.375,2011,1,4,8.42
33.0,35.0,2011,1,4,8.03
33.0,35.625,2011,1,4,5.25
29.5,34.375,2011,1,5,0.0
29.5,35.0,2011,1,5,0.0
29.5,35.625,2011,1,5,0.0
30.0,34.375,2011,1,5,0.01
30.0,35.0,2011,1,5,0.0
30.0,35.625,2011,1,5,0.0
30.5,34.375,2011,1,5,0.09
30.5,35.0,2011,1,5,0.02
30.5,35.625,2011,1,5,0.04
31.0,34.375,2011,1,5,0.53
31.0,35.0,2011,1,5,0.5
31.0,35.625,2011,1,5,0.19
31.5,34.375,2011,1,5,2.97
31.5,35.0,2011,1,5,1.98
31.5,35.625,2011,1,5,0.99
32.0,34.375,2011,1,5,4.77
32.0,35.0,2011,1,5,4.06
32.0,35.625,2011,1,5,2.85
32.5,34.375,2011,1,5,8.21
32.5,35.0,2011,1,5,9.61
32.5,35.625,2011,1,5,5.29
33.0,34.375,2011,1,5,6.2
33.0,35.0,2011,1,5,8.12
33.0,35.625,2011,1,5,5.34
29.5,34.375,2011,1,6,0.01
29.5,35.0,2011,1,6,0.05
29.5,35.625,2011,1,6,0.01
30.0,34.375,2011,1,6,0.17
30.0,35.0,2011,1,6,0.3
30.0,35.625,2011,1,6,0.25
30.5,34.375,2011,1,6,0.65
30.5,35.0,2011,1,6,1.11
30.5,35.625,2011,1,6,0.91
31.0,34.375,2011,1,6,1.03
31.0,35.0,2011,1,6,1.65
31.0,35.625,2011,1,6,1.6
31.5,34.375,2011,1,6,1.14
31.5,35.0,2011,1,6,1.78
31.5,35.625,2011,1,6,1.13
32.0,34.375,2011,1,6,0.69
32.0,35.0,2011,1,6,1.29
32.0,35.625,2011,1,6,0.94
32.5,34.375,2011,1,6,0.46
32.5,35.0,2011,1,6,0.49
32.5,35.625,2011,1,6,0.31
33.0,34.375,2011,1,6,0.45
33.0,35.0,2011,1,6,0.43
33.0,35.625,2011,1,6,0.06
29.5,34.375,2011,1,7,0.0
29.5,35.0,2011,1,7,0.0
29.5,35.625,2011,1,7,0.0
30.0,34.375,2011,1,7,0.01
30.0,35.0,2011,1,7,0.01
30.0,35.625,2011,1,7,0.0
30.5,34.375,2011,1,7,0.09
30.5,35.0,2011,1,7,0.07
30.5,35.625,2011,1,7,0.03
31.0,34.375,2011,1,7,0.35
31.0,35.0,2011,1,7,0.32
31.0,35.625,2011,1,7,0.11
31.5,34.375,2011,1,7,0.97
31.5,35.0,2011,1,7,0.76
31.5,35.625,2011,1,7,0.61
32.0,34.375,2011,1,7,1.82
32.0,35.0,2011,1,7,1.48
32.0,35.625,2011,1,7,1.42
32.5,34.375,2011,1,7,3.33
32.5,35.0,2011,1,7,3.68
32.5,35.625,2011,1,7,3.17
