-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2011,1,1,5.61
29.5,35.0,2011,1,1,5.95
29.5,35.625,2011,1,1,5.32
30.0,34.375,2011,1,1,5.75
30.0,35.0,2011,1,1,5.86
30.0,35.625,2011,1,1,5.56
30.5,34.375,2011,1,1,6.08
30.5,35.0,2011,1,1,6.24
30.5,35.625,2011,1,1,5.98
31.0,34.375,2011,1,1,6.61
31.0,35.0,2011,1,1,6.84
31.0,35.625,2011,1,1,6.79
31.5,34.375,2011,1,1,7.92
31.5,35.0,2011,1,1,7.39
31.5,35.625,2011,1,1,7.56
32.0,34.375,2011,1,1,8.55
32.0,35.0,2011,1,1,7.61
32.0,35.625,2011,1,1,7.54
32.5,34.375,2011,1,1,8.47
32.5,35.0,2011,1,1,7.77
32.5,35.625,2011,1,1,7.47
33.0,34.375,2011,1,1,8.48
33.0,35.0,2011,1,1,7.93
33.0,35.625,2011,1,1,7.21
29.5,34.375,2011,1,2,5.51
29.5,35.0,2011,1,2,5.66
29.5,35.625,2011,1,2,5.3
30.0,34.375,2011,1,2,5.9
30.0,35.0,2011,1,2,5.53
30.0,35.625,2011,1,2,5.39
30.5,34.375,2011,1,2,6.48
30.5,35.0,2011,1,2,5.99
30.5,35.625,2011,1,2,5.51
31.0,34.375,2011,1,2,7.02
31.0,35.0,2011,1,2,6.51
31.0,35.625,2011,1,2,5.91
31.5,34.375,2011,1,2,7.76
31.5,35.0,2011,1,2,6.78
31.5,35.625,2011,1,2,6.71
32.0,34.375,2011,1,2,8.14
32.0,35.0,2011,1,2,7.05
32.0,35.625,2011,1,2,6.91
32.5,34.375,2011,1,2,7.93
32.5,35.0,2011,1,2,7.37
32.5,35.625,2011,1,2,6.75
33.0,34.375,2011,1,2,7.73
33.0,35.0,2011,1,2,7.47
