-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_LW_DWN
29.5,34.5,2011,1,1,7.02
29.5,35.5,2011,1,1,6.49
30.5,34.5,2011,1,1,7.13
30.5,35.5,2011,1,1,7.17
31.5,34.5,2011,1,1,8.75
31.5,35.5,2011,1,1,8.02
32.5,34.5,2011,1,1,8.49
32.5,35.5,2011,1,1,8.29
29.5,34.5,2011,1,2,6.98
29.5,35.5,2011,1,2,6.66
30.5,34.5,2011,1,2,6.96
30.5,35.5,2011,1,2,6.85
31.5,34.5,2011,1,2,8.06
31.5,35.5,2011,1,2,7.3
32.5,34.5,2011,1,2,8.02
32.5,35.5,2011,1,2,7.58
29.5,34.5,2011,1,3,6.95
29.5,35.5,2011,1,3,6.82
30.5,34.5,2011,1,3,7.28
30.5,35.5,2011,1,3,7.08
31.5,34.5,2011,1,3,7.94
31.5,35.5,2011,1,3,7.23
32.5,34.5,2011,1,3,8.0
32.5,35.5,2011,1,3,7.42
29.5,34.5,2011,1,4,6.44
29.5,35.5,2011,1,4,6.3
30.5,34.5,2011,1,4,6.89
30.5,35.5,2011,1,4,6.62
31.5,34.5,2011,1,4,8.27
31.5,35.5,2011,1,4,7.18
32.5,34.5,2011,1,4,8.59
32.5,35.5,2011,1,4,8.0
29.5,34.5,2011,1,5,6.39
29.5,35.5,2011,1,5,6.07
30.5,34.5,2011,1,5,6.8
30.5,35.5,2011,1,5,6.34
31.5,34.5,2011,1,5,8.3
31.5,35.5,2011,1,5,7.28
32.5,34.5,2011,1,5,8.55
32.5,35.5,2011,1,5,8.13
29.5,34.5,2011,1,6,6.63
29.5,35.5,2011,1,6,6.09
30.5,34.5,2011,1,6,7.11
30.5,35.5,2011,1,6,6.71
31.5,34.5,2011,1,6,8.41
31.5,35.5,2011,1,6,7.67
32.5,34.5,2011,1,6,8.03
32.5,35.5,2011,1,6,7.5
29.5,34.5,2011,1,7,6.47
29.5,35.5,2011,1,7,6.18
30.5,34.5,2011,1,7,6.9
30.5,35.5,2011,1,7,6.61
31.5,34.5,2011,1,7,8.08
31.5,35.5,2011,1,7,7.38
32.5,34.5,2011,1,7,8.24
32.5,35.5,2011,1,7,7.62
29.5,34.5,2011,1,8,6.64
29.5,35.5,2011,1,8,6.17
30.5,34.5,2011,1,8,7.06
30.5,35.5,2011,1,8,7.22
31.5,34.5,2011,1,8,8.22
31.5,35.5,2011,1,8,7.64
32.5,34.5,2011,1,8,8.1
32.5,35.5,2011,1,8,7.64
29.5,34.5,2011,1,9,6.6
29.5,35.5,2011,1,9,6.37
30.5,34.5,2011,1,9,7.02
30.5,35.5,2011,1,9,7.29
31.5,34.5,2011,1,9,8.31
31.5,35.5,2011,1,9,7.59
32.5,34.5,2011,1,9,8.15
32.5,35.5,2011,1,9,7.4
29.5,34.5,2011,1,10,6.34
29.5,35.5,2011,1,10,5.87
30.5,34.5,2011,1,10,6.55
30.5,35.5,2011,1,10,6.61
31.5,34.5,2011,1,10,8.06
31.5,35.5,2011,1,10,7.53
32.5,34.5,2011,1,10,7.92
32.5,35.5,2011,1,10,7.63
29.5,34.5,2011,1,11,6.59
29.5,35.5,2011,1,11,6.11
30.5,34.5,2011,1,11,6.84
30.5,35.5,2011,1,11,6.51
31.5,34.5,2011,1,11,7.87
31.5,35.5,2011,1,11,7.12
32.5,34.5,2011,1,11,7.81
32.5,35.5,2011,1,11,7.21
29.5,34.5,2011,1,12,6.55
29.5,35.5,2011,1,12,6.03
30.5,34.5,2011,1,12,6.68
30.5,35.5,2011,1,12,6.54
31.5,34.5,2011,1,12,7.63
31.5,35.5,2011,1,12,7.1
32.5,34.5,2011,1,12,7.74
32.5,35.5,2011,1,12,7.16
29.5,34.5,2011,1,13,6.58
29.5,35.5,2011,1,13,6.1
30.5,34.5,2011,1,13,6.57
30.5,35.5,2011,1,13,6.44
31.5,34.5,2011,1,13,7.44
31.5,35.5,2011,1,13,6.7
32.5,34.5,2011,1,13,7.37
32.5,35.5,2011,1,13,6.77
29.5,34.5,2011,1,14,6.84
29.5,35.5,2011,1,14,6.47
30.5,34.5,2011,1,14,6.93
30.5,35.5,2011,1,14,6.65
31.5,34.5,2011,1,14,7.92
31.5,35.5,2011,1,14,6.97
32.5,34.5,2011,1,14,8.07
32.5,35.5,2011,1,14,6.97
29.5,34.5,2011,1,15,7.21
29.5,35.5,2011,1,15,7.08
30.5,34.5,2011,1,15,7.31
30.5,35.5,2011,1,15,7.52
31.5,34.5,2011,1,15,8.35
31.5,35.5,2011,1,15,7.89
32.5,34.5,2011,1,15,7.95
32.5,35.5,2011,1,15,7.57
29.5,34.5,2011,1,16,6.57
29.5,35.5,2011,1,16,6.24
30.5,34.5,2011,1,16,7.08
30.5,35.5,2011,1,16,6.66
31.5,34.5,2011,1,16,8.4
31.5,35.5,2011,1,16,7.52
32.5,34.5,2011,1,16,8.59
32.5,35.5,2011,1,16,8.0
29.5,34.5,2011,1,17,7.11
29.5,35.5,2011,1,17,6.45
30.5,34.5,2011,1,17,7.36
30.5,35.5,2011,1,17,6.68
31.5,34.5,2011,1,17,8.15
31.5,35.5,2011,1,17,7.33
32.5,34.5,2011,1,17,8.26
32.5,35.5,2011,1,17,7.7
29.5,34.5,2011,1,18,7.48
29.5,35.5,2011,1,18,7.59
30.5,34.5,2011,1,18,7.44
30.5,35.5,2011,1,18,7.55
31.5,34.5,2011,1,18,7.94
31.5,35.5,2011,1,18,7.72
32.5,34.5,2011,1,18,7.88
32.5,35.5,2011,1,18,7.19
29.5,34.5,2011,1,19,6.64
29.5,35.5,2011,1,19,6.42
30.5,34.5,2011,1,19,6.64
30.5,35.5,2011,1,19,6.47
31.5,34.5,2011,1,19,7.55
31.5,35.5,2011,1,19,6.82
32.5,34.5,2011,1,19,7.74
32.5,35.5,2011,1,19,6.96
29.5,34.5,2011,1,20,6.44
29.5,35.5,2011,1,20,6.13
30.5,34.5,2011,1,20,6.59
30.5,35.5,2011,1,20,6.28
31.5,34.5,2011,1,20,7.6
31.5,35.5,2011,1,20,6.77
32.5,34.5,2011,1,20,7.48
32.5,35.5,2011,1,20,6.81
29.5,34.5,2011,1,21,6.3
29.5,35.5,2011,1,21,5.95
30.5,34.5,2011,1,21,6.46
30.5,35.5,2011,1,21,6.17
31.5,34.5,2011,1,21,7.48
31.5,35.5,2011,1,21,6.56
32.5,34.5,2011,1,21,7.28
32.5,35.5,2011,1,21,6.58
29.5,34.5,2011,1,22,6.43
29.5,35.5,2011,1,22,6.17
30.5,34.5,2011,1,22,6.68
30.5,35.5,2011,1,22,6.55
31.5,34.5,2011,1,22,7.54
31.5,35.5,2011,1,22,6.8
32.5,34.5,2011,1,22,7.36
32.5,35.5,2011,1,22,6.8
29.5,34.5,2011,1,23,6.47
29.5,35.5,2011,1,23,6.37
30.5,34.5,2011,1,23,6.72
30.5,35.5,2011,1,23,6.6
31.5,34.5,2011,1,23,7.72
31.5,35.5,2011,1,23,6.96
32.5,34.5,2011,1,23,7.53
32.5,35.5,2011,1,23,6.92
29.5,34.5,2011,1,24,6.47
29.5,35.5,2011,1,24,6.21
30.5,34.5,2011,1,24,6.88
30.5,35.5,2011,1,24,6.56
31.5,34.5,2011,1,24,7.86
31.5,35.5,2011,1,24,6.99
32.5,34.5,2011,1,24,7.66
32.5,35.5,2011,1,24,7.01
29.5,34.5,2011,1,25,6.84
29.5,35.5,2011,1,25,6.64
30.5,34.5,2011,1,25,7.03
30.5,35.5,2011,1,25,6.83
31.5,34.5,2011,1,25,7.9
31.5,35.5,2011,1,25,7.15
32.5,34.5,2011,1,25,7.8
32.5,35.5,2011,1,25,7.18
29.5,34.5,2011,1,26,6.54
29.5,35.5,2011,1,26,6.14
30.5,34.5,2011,1,26,6.81
30.5,35.5,2011,1,26,6.55
31.5,34.5,2011,1,26,8.1
31.5,35.5,2011,1,26,7.19
32.5,34.5,2011,1,26,8.31
32.5,35.5,2011,1,26,7.88
29.5,34.5,2011,1,27,6.71
29.5,35.5,2011,1,27,6.36
30.5,34.5,2011,1,27,7.23
30.5,35.5,2011,1,27,6.88
31.5,34.5,2011,1,27,8.16
31.5,35.5,2011,1,27,7.54
32.5,34.5,2011,1,27,8.19
32.5,35.5,2011,1,27,7.84
29.5,34.5,2011,1,28,7.02
29.5,35.5,2011,1,28,6.77
30.5,34.5,2011,1,28,7.33
30.5,35.5,2011,1,28,7.07
31.5,34.5,2011,1,28,8.15
31.5,35.5,2011,1,28,7.65
32.5,34.5,2011,1,28,8.13
32.5,35.5,2011,1,28,7.76
29.5,34.5,2011,1,29,7.61
29.5,35.5,2011,1,29,7.2
30.5,34.5,2011,1,29,7.99
30.5,35.5,2011,1,29,7.76
31.5,34.5,2011,1,29,8.35
31.5,35.5,2011,1,29,7.9
32.5,34.5,2011,1,29,8.51
32.5,35.5,2011,1,29,8.0
29.5,34.5,2011,1,30,7.24
29.5,35.5,2011,1,30,6.96
30.5,34.5,2011,1,30,7.57
30.5,35.5,2011,1,30,7.49
31.5,34.5,2011,1,30,8.45
31.5,35.5,2011,1,30,8.06
32.5,34.5,2011,1,30,8.62
32.5,35.5,2011,1,30,8.26
29.5,34.5,2011,1,31,7.06
29.5,35.5,2011,1,31,6.83
30.5,34.5,2011,1,31,7.42
30.5,35.5,2011,1,31,7.56
31.5,34.5,2011,1,31,8.32
31.5,35.5,2011,1,31,8.01
32.5,34.5,2011,1,31,8.12
32.5,35.5,2011,1,31,7.91
29.5,34.5,2011,2,1,7.63
29.5,35.5,2011,2,1,7.29
30.5,34.5,2011,2,1,8.11
30.5,35.5,2011,2,1,7.91
31.5,34.5,2011,2,1,8.43
31.5,35.5,2011,2,1,8.05
32.5,34.5,2011,2,1,7.79
32.5,35.5,2011,2,1,7.45
29.5,34.5,2011,2,2,6.85
29.5,35.5,2011,2,2,6.58
30.5,34.5,2011,2,2,7.03
30.5,35.5,2011,2,2,7.06
31.5,34.5,2011,2,2,7.8
31.5,35.5,2011,2,2,7.23
32.5,34.5,2011,2,2,7.56
32.5,35.5,2011,2,2,6.86
29.5,34.5,2011,2,3,7.49
29.5,35.5,2011,2,3,6.87
30.5,34.5,2011,2,3,7.45
30.5,35.5,2011,2,3,7.36
31.5,34.5,2011,2,3,8.15
31.5,35.5,2011,2,3,7.57
32.5,34.5,2011,2,3,7.97
32.5,35.5,2011,2,3,7.23
29.5,34.5,2011,2,4,7.82
29.5,35.5,2011,2,4,7.38
30.5,34.5,2011,2,4,8.09
30.5,35.5,2011,2,4,7.82
31.5,34.5,2011,2,4,8.76
31.5,35.5,2011,2,4,8.44
32.5,34.5,2011,2,4,8.74
32.5,35.5,2011,2,4,8.28
29.5,34.5,2011,2,5,7.78
29.5,35.5,2011,2,5,7.71
30.5,34.5,2011,2,5,8.03
30.5,35.5,2011,2,5,7.89
31.5,34.5,2011,2,5,8.42
