-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_RANGE
29.5,34.375,2011,1,1,1.79
29.5,35.0,2011,1,1,2.14
29.5,35.625,2011,1,1,2.2
30.0,34.375,2011,1,1,1.62
30.0,35.0,2011,1,1,1.55
30.0,35.625,2011,1,1,1.4
30.5,34.375,2011,1,1,1.32
30.5,35.0,2011,1,1,1.61
30.5,35.625,2011,1,1,2.33
31.0,34.375,2011,1,1,3.9
31.0,35.0,2011,1,1,2.6
31.0,35.625,2011,1,1,2.47
31.5,34.375,2011,1,1,5.02
31.5,35.0,2011,1,1,3.51
31.5,35.625,2011,1,1,3.27
32.0,34.375,2011,1,1,6.6
32.0,35.0,2011,1,1,4.34
32.0,35.625,2011,1,1,3.43
32.5,34.375,2011,1,1,5.87
32.5,35.0,2011,1,1,3.81
32.5,35.625,2011,1,1,2.44
33.0,34.375,2011,1,1,4.96
33.0,35.0,2011,1,1,3.36
33.0,35.625,2011,1,1,2.44
29.5,34.375,2011,1,2,2.12
29.5,35.0,2011,1,2,2.66
29.5,35.625,2011,1,2,2.27
30.0,34.375,2011,1,2,1.76
30.0,35.0,2011,1,2,1.65
30.0,35.625,2011,1,2,3.35
30.5,34.375,2011,1,2,1.42
30.5,35.0,2011,1,2,0.99
30.5,35.625,2011,1,2,5.41
31.0,34.375,2011,1,2,1.73
31.0,35.0,2011,1,2,1.52
31.0,35.625,2011,1,2,5.3
31.5,34.375,2011,1,2,3.93
31.5,35.0,2011,1,2,1.6
31.5,35.625,2011,1,2,3.4
32.0,34.375,2011,1,2,4.9
32.0,35.0,2011,1,2,1.91
32.0,35.625,2011,1,2,2.07
32.5,34.375,2011,1,2,4.41
32.5,35.0,2011,1,2,2.77
32.5,35.625,2011,1,2,1.76
33.0,34.375,2011,1,2,4.22
33.0,35.0,2011,1,2,4.26
33.0,35.625,2011,1,2,2.84
29.5,34.375,2011,1,3,2.73
29.5,35.0,2011,1,3,1.88
29.5,35.625,2011,1,3,2.09
30.0,34.375,2011,1,3,3.26
30.0,35.0,2011,1,3,2.63
30.0,35.625,2011,1,3,3.19
30.5,34.375,2011,1,3,2.83
30.5,35.0,2011,1,3,2.71
30.5,35.625,2011,1,3,6.67
31.0,34.375,2011,1,3,3.85
31.0,35.0,2011,1,3,2.92
31.0,35.625,2011,1,3,5.27
31.5,34.375,2011,1,3,2.31
31.5,35.0,2011,1,3,2.2
31.5,35.625,2011,1,3,4.71
32.0,34.375,2011,1,3,2.56
32.0,35.0,2011,1,3,3.21
32.0,35.625,2011,1,3,6.02
32.5,34.375,2011,1,3,2.46
32.5,35.0,2011,1,3,3.41
32.5,35.625,2011,1,3,3.96
33.0,34.375,2011,1,3,4.14
33.0,35.0,2011,1,3,4.47
33.0,35.625,2011,1,3,4.23
29.5,34.375,2011,1,4,2.99
29.5,35.0,2011,1,4,2.98
29.5,35.625,2011,1,4,3.47
30.0,34.375,2011,1,4,3.83
30.0,35.0,2011,1,4,3.3
30.0,35.625,2011,1,4,3.93
30.5,34.375,2011,1,4,3.6
