-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 02/17/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_RANGE
29.5,34.375,2025,1,1,3.2
29.5,35.0,2025,1,1,2.59
29.5,35.625,2025,1,1,2.12
30.0,34.375,2025,1,1,4.47
30.0,35.0,2025,1,1,4.78
30.0,35.625,2025,1,1,2.13
30.5,34.375,2025,1,1,4.93
30.5,35.0,2025,1,1,4.39
30.5,35.625,2025,1,1,3.78
31.0,34.375,2025,1,1,4.09
31.0,35.0,2025,1,1,2.74
31.0,35.625,2025,1,1,2.06
31.5,34.375,2025,1,1,3.54
31.5,35.0,2025,1,1,3.31
31.5,35.625,2025,1,1,1.09
32.0,34.375,2025,1,1,4.16
32.0,35.0,2025,1,1,3.28
32.0,35.625,2025,1,1,0.96
32.5,34.375,2025,1,1,4.25
32.5,35.0,2025,1,1,3.69
32.5,35.625,2025,1,1,3.07
33.0,34.375,2025,1,1,3.38
33.0,35.0,2025,1,1,4.12
33.0,35.625,2025,1,1,3.87
29.5,34.375,2025,1,2,3.73
29.5,35.0,2025,1,2,1.96
29.5,35.625,2025,1,2,2.6
30.0,34.375,2025,1,2,3.67
30.0,35.0,2025,1,2,1.67
30.0,35.625,2025,1,2,2.61
30.5,34.375,2025,1,2,2.73
30.5,35.0,2025,1,2,1.26
30.5,35.625,2025,1,2,4.15
31.0,34.375,2025,1,2,2.97
31.0,35.0,2025,1,2,2.21
31.0,35.625,2025,1,2,2.45
31.5,34.375,2025,1,2,3.99
31.5,35.0,2025,1,2,1.94
31.5,35.625,2025,1,2,2.43
32.0,34.375,2025,1,2,3.73
32.0,35.0,2025,1,2,1.77
32.0,35.625,2025,1,2,2.55
32.5,34.375,2025,1,2,3.41
32.5,35.0,2025,1,2,2.77
32.5,35.625,2025,1,2,3.11
33.0,34.375,2025,1,2,3.61
33.0,35.0,2025,1,2,3.85
33.0,35.625,2025,1,2,4.17
29.5,34.375,2025,1,3,4.02
29.5,35.0,2025,1,3,3.39
29.5,35.625,2025,1,3,4.13
30.0,34.375,2025,1,3,4.0
30.0,35.0,2025,1,3,3.84
30.0,35.625,2025,1,3,5.57
30.5,34.375,2025,1,3,3.82
30.5,35.0,2025,1,3,4.37
30.5,35.625,2025,1,3,6.83
31.0,34.375,2025,1,3,4.47
31.0,35.0,2025,1,3,2.83
31.0,35.625,2025,1,3,3.52
31.5,34.375,2025,1,3,4.66
31.5,35.0,2025,1,3,3.35
31.5,35.625,2025,1,3,3.44
32.0,34.375,2025,1,3,4.4
32.0,35.0,2025,1,3,3.33
32.0,35.625,2025,1,3,4.51
32.5,34.375,2025,1,3,3.77
32.5,35.0,2025,1,3,4.1
32.5,35.625,2025,1,3,4.22
33.0,34.375,2025,1,3,4.61
33.0,35.0,2025,1,3,4.22
33.0,35.625,2025,1,3,5.58
29.5,34.375,2025,1,4,3.77
29.5,35.0,2025,1,4,4.24
29.5,35.625,2025,1,4,2.41
30.0,34.375,2025,1,4,4.59
30.0,35.0,2025,1,4,5.35
30.0,35.625,2025,1,4,4.53
30.5,34.375,2025,1,4,6.46
30.5,35.0,2025,1,4,5.6
30.5,35.625,2025,1,4,6.86
31.0,34.375,2025,1,4,5.93
31.0,35.0,2025,1,4,3.96
31.0,35.625,2025,1,4,5.48
31.5,34.375,2025,1,4,5.78
31.5,35.0,2025,1,4,5.19
31.5,35.625,2025,1,4,4.84
32.0,34.375,2025,1,4,5.45
32.0,35.0,2025,1,4,5.8
32.0,35.625,2025,1,4,4.99
32.5,34.375,2025,1,4,6.3
32.5,35.0,2025,1,4,5.31
32.5,35.625,2025,1,4,4.68
33.0,34.375,2025,1,4,6.76
33.0,35.0,2025,1,4,4.38
33.0,35.625,2025,1,4,4.37
29.5,34.375,2025,1,5,5.65
29.5,35.0,2025,1,5,6.54
29.5,35.625,2025,1,5,6.24
30.0,34.375,2025,1,5,4.56
30.0,35.0,2025,1,5,5.11
30.0,35.625,2025,1,5,4.4
30.5,34.375,2025,1,5,4.88
30.5,35.0,2025,1,5,5.0
30.5,35.625,2025,1,5,6.73
31.0,34.375,2025,1,5,4.16
31.0,35.0,2025,1,5,5.82
31.0,35.625,2025,1,5,4.93
31.5,34.375,2025,1,5,7.15
31.5,35.0,2025,1,5,5.98
31.5,35.625,2025,1,5,5.58
32.0,34.375,2025,1,5,8.85
32.0,35.0,2025,1,5,8.05
32.0,35.625,2025,1,5,5.7
32.5,34.375,2025,1,5,7.39
32.5,35.0,2025,1,5,8.76
32.5,35.625,2025,1,5,7.73
33.0,34.375,2025,1,5,4.95
33.0,35.0,2025,1,5,8.28
