-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 02/17/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2025,1,1,15.32
29.5,35.0,2025,1,1,16.55
29.5,35.625,2025,1,1,13.44
30.0,34.375,2025,1,1,16.31
30.0,35.0,2025,1,1,16.5
30.0,35.625,2025,1,1,13.1
30.5,34.375,2025,1,1,16.89
30.5,35.0,2025,1,1,16.9
30.5,35.625,2025,1,1,13.77
31.0,34.375,2025,1,1,17.87
31.0,35.0,2025,1,1,17.39
31.0,35.625,2025,1,1,15.92
31.5,34.375,2025,1,1,18.58
31.5,35.0,2025,1,1,17.68
31.5,35.625,2025,1,1,16.29
32.0,34.375,2025,1,1,18.18
32.0,35.0,2025,1,1,17.94
32.0,35.625,2025,1,1,17.19
32.5,34.375,2025,1,1,18.29
32.5,35.0,2025,1,1,18.18
32.5,35.625,2025,1,1,17.97
33.0,34.375,2025,1,1,18.01
33.0,35.0,2025,1,1,17.85
33.0,35.625,2025,1,1,16.92
29.5,34.375,2025,1,2,16.75
29.5,35.0,2025,1,2,17.82
29.5,35.625,2025,1,2,13.12
30.0,34.375,2025,1,2,17.49
30.0,35.0,2025,1,2,17.72
30.0,35.625,2025,1,2,13.05
30.5,34.375,2025,1,2,17.74
30.5,35.0,2025,1,2,18.35
30.5,35.625,2025,1,2,14.41
31.0,34.375,2025,1,2,18.47
31.0,35.0,2025,1,2,18.46
31.0,35.625,2025,1,2,17.34
31.5,34.375,2025,1,2,19.42
31.5,35.0,2025,1,2,18.25
31.5,35.625,2025,1,2,17.37
32.0,34.375,2025,1,2,18.67
32.0,35.0,2025,1,2,18.59
32.0,35.625,2025,1,2,17.8
32.5,34.375,2025,1,2,18.08
32.5,35.0,2025,1,2,18.6
32.5,35.625,2025,1,2,18.51
33.0,34.375,2025,1,2,17.75
33.0,35.0,2025,1,2,17.64
