-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 02/17/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2025,1,1,10.65
29.5,35.0,2025,1,1,9.18
29.5,35.625,2025,1,1,10.34
30.0,34.375,2025,1,1,9.8
30.0,35.0,2025,1,1,9.24
30.0,35.625,2025,1,1,9.82
30.5,34.375,2025,1,1,10.1
30.5,35.0,2025,1,1,9.66
30.5,35.625,2025,1,1,8.65
31.0,34.375,2025,1,1,9.98
31.0,35.0,2025,1,1,10.18
31.0,35.625,2025,1,1,9.13
31.5,34.375,2025,1,1,5.09
31.5,35.0,2025,1,1,11.1
31.5,35.625,2025,1,1,9.25
32.0,34.375,2025,1,1,1.56
32.0,35.0,2025,1,1,9.31
32.0,35.625,2025,1,1,10.4
32.5,34.375,2025,1,1,0.94
32.5,35.0,2025,1,1,8.05
32.5,35.625,2025,1,1,12.21
33.0,34.375,2025,1,1,0.52
33.0,35.0,2025,1,1,5.06
33.0,35.625,2025,1,1,12.52
29.5,34.375,2025,1,2,11.48
29.5,35.0,2025,1,2,12.66
29.5,35.625,2025,1,2,12.15
30.0,34.375,2025,1,2,12.43
30.0,35.0,2025,1,2,12.86
30.0,35.625,2025,1,2,12.5
30.5,34.375,2025,1,2,12.17
30.5,35.0,2025,1,2,11.97
30.5,35.625,2025,1,2,12.84
31.0,34.375,2025,1,2,11.47
31.0,35.0,2025,1,2,11.24
31.0,35.625,2025,1,2,12.49
31.5,34.375,2025,1,2,6.37
31.5,35.0,2025,1,2,11.79
31.5,35.625,2025,1,2,11.28
32.0,34.375,2025,1,2,1.49
32.0,35.0,2025,1,2,10.03
32.0,35.625,2025,1,2,11.94
32.5,34.375,2025,1,2,0.63
32.5,35.0,2025,1,2,8.63
32.5,35.625,2025,1,2,13.07
33.0,34.375,2025,1,2,0.69
33.0,35.0,2025,1,2,5.41
33.0,35.625,2025,1,2,13.32
29.5,34.375,2025,1,3,12.7
29.5,35.0,2025,1,3,13.99
29.5,35.625,2025,1,3,15.17
30.0,34.375,2025,1,3,13.88
30.0,35.0,2025,1,3,14.46
30.0,35.625,2025,1,3,14.98
30.5,34.375,2025,1,3,13.97
30.5,35.0,2025,1,3,14.52
30.5,35.625,2025,1,3,14.77
31.0,34.375,2025,1,3,14.13
31.0,35.0,2025,1,3,13.74
