-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 02/17/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2025,1,1,5.84
29.5,35.0,2025,1,1,6.65
29.5,35.625,2025,1,1,3.34
30.0,34.375,2025,1,1,6.91
30.0,35.0,2025,1,1,6.59
30.0,35.625,2025,1,1,3.74
30.5,34.375,2025,1,1,7.77
30.5,35.0,2025,1,1,7.47
30.5,35.625,2025,1,1,5.02
31.0,34.375,2025,1,1,9.32
31.0,35.0,2025,1,1,8.52
31.0,35.625,2025,1,1,7.24
31.5,34.375,2025,1,1,12.39
31.5,35.0,2025,1,1,8.71
31.5,35.625,2025,1,1,8.65
32.0,34.375,2025,1,1,14.26
32.0,35.0,2025,1,1,9.77
32.0,35.625,2025,1,1,8.44
32.5,34.375,2025,1,1,14.62
32.5,35.0,2025,1,1,11.03
32.5,35.625,2025,1,1,8.32
33.0,34.375,2025,1,1,14.61
33.0,35.0,2025,1,1,12.01
33.0,35.625,2025,1,1,7.1
29.5,34.375,2025,1,2,3.41
29.5,35.0,2025,1,2,3.55
29.5,35.625,2025,1,2,0.33
30.0,34.375,2025,1,2,4.08
30.0,35.0,2025,1,2,3.42
30.0,35.625,2025,1,2,0.47
30.5,34.375,2025,1,2,5.44
30.5,35.0,2025,1,2,4.8
30.5,35.625,2025,1,2,1.82
31.0,34.375,2025,1,2,7.24
31.0,35.0,2025,1,2,6.43
31.0,35.625,2025,1,2,4.51
31.5,34.375,2025,1,2,11.43
31.5,35.0,2025,1,2,7.0
31.5,35.625,2025,1,2,6.29
32.0,34.375,2025,1,2,13.98
32.0,35.0,2025,1,2,8.44
32.0,35.625,2025,1,2,6.03
32.5,34.375,2025,1,2,14.39
32.5,35.0,2025,1,2,10.05
32.5,35.625,2025,1,2,6.23
33.0,34.375,2025,1,2,14.02
33.0,35.0,2025,1,2,11.3
33.0,35.625,2025,1,2,5.25
29.5,34.375,2025,1,3,3.11
29.5,35.0,2025,1,3,3.05
29.5,35.625,2025,1,3,-0.96
30.0,34.375,2025,1,3,3.15
30.0,35.0,2025,1,3,2.53
30.0,35.625,2025,1,3,-0.38
30.5,34.375,2025,1,3,3.66
30.5,35.0,2025,1,3,3.49
30.5,35.625,2025,1,3,1.08
31.0,34.375,2025,1,3,5.09
31.0,35.0,2025,1,3,4.64
31.0,35.625,2025,1,3,3.25
31.5,34.375,2025,1,3,9.72
31.5,35.0,2025,1,3,5.57
31.5,35.625,2025,1,3,4.99
32.0,34.375,2025,1,3,12.23
32.0,35.0,2025,1,3,6.93
32.0,35.625,2025,1,3,4.39
32.5,34.375,2025,1,3,12.7
32.5,35.0,2025,1,3,8.35
32.5,35.625,2025,1,3,4.52
33.0,34.375,2025,1,3,12.76
33.0,35.0,2025,1,3,9.79
33.0,35.625,2025,1,3,3.91
29.5,34.375,2025,1,4,3.93
29.5,35.0,2025,1,4,3.56
29.5,35.625,2025,1,4,-1.04
30.0,34.375,2025,1,4,3.33
30.0,35.0,2025,1,4,2.65
30.0,35.625,2025,1,4,-0.48
30.5,34.375,2025,1,4,4.17
30.5,35.0,2025,1,4,3.79
30.5,35.625,2025,1,4,1.25
31.0,34.375,2025,1,4,6.17
31.0,35.0,2025,1,4,5.33
31.0,35.625,2025,1,4,3.9
31.5,34.375,2025,1,4,10.99
31.5,35.0,2025,1,4,6.18
31.5,35.625,2025,1,4,5.48
