-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2023,1,1,6.19
29.5,35.0,2023,1,1,9.19
29.5,35.625,2023,1,1,6.13
30.0,34.375,2023,1,1,7.37
30.0,35.0,2023,1,1,8.82
30.0,35.625,2023,1,1,5.61
30.5,34.375,2023,1,1,8.65
30.5,35.0,2023,1,1,8.95
30.5,35.625,2023,1,1,5.51
31.0,34.375,2023,1,1,9.61
31.0,35.0,2023,1,1,8.88
31.0,35.625,2023,1,1,7.9
31.5,34.375,2023,1,1,13.67
31.5,35.0,2023,1,1,8.43
31.5,35.625,2023,1,1,10.3
32.0,34.375,2023,1,1,16.88
32.0,35.0,2023,1,1,9.66
32.0,35.625,2023,1,1,9.35
32.5,34.375,2023,1,1,17.29
32.5,35.0,2023,1,1,11.31
32.5,35.625,2023,1,1,8.39
33.0,34.375,2023,1,1,17.64
33.0,35.0,2023,1,1,13.09
33.0,35.625,2023,1,1,6.9
29.5,34.375,2023,1,2,6.93
29.5,35.0,2023,1,2,9.06
29.5,35.625,2023,1,2,5.93
30.0,34.375,2023,1,2,8.08
30.0,35.0,2023,1,2,9.11
30.0,35.625,2023,1,2,5.13
30.5,34.375,2023,1,2,9.24
30.5,35.0,2023,1,2,8.7
30.5,35.625,2023,1,2,4.46
31.0,34.375,2023,1,2,9.87
31.0,35.0,2023,1,2,8.6
31.0,35.625,2023,1,2,7.44
31.5,34.375,2023,1,2,13.49
31.5,35.0,2023,1,2,8.06
31.5,35.625,2023,1,2,10.15
32.0,34.375,2023,1,2,16.09
32.0,35.0,2023,1,2,9.51
32.0,35.625,2023,1,2,9.5
32.5,34.375,2023,1,2,16.59
32.5,35.0,2023,1,2,11.09
32.5,35.625,2023,1,2,8.01
33.0,34.375,2023,1,2,17.22
33.0,35.0,2023,1,2,13.02
33.0,35.625,2023,1,2,6.96
29.5,34.375,2023,1,3,6.51
29.5,35.0,2023,1,3,7.48
29.5,35.625,2023,1,3,5.43
30.0,34.375,2023,1,3,6.49
30.0,35.0,2023,1,3,7.08
30.0,35.625,2023,1,3,4.47
30.5,34.375,2023,1,3,7.77
30.5,35.0,2023,1,3,7.43
30.5,35.625,2023,1,3,4.46
31.0,34.375,2023,1,3,8.77
31.0,35.0,2023,1,3,7.27
31.0,35.625,2023,1,3,6.82
31.5,34.375,2023,1,3,12.64
31.5,35.0,2023,1,3,6.4
31.5,35.625,2023,1,3,8.63
32.0,34.375,2023,1,3,15.91
32.0,35.0,2023,1,3,7.71
32.0,35.625,2023,1,3,7.17
32.5,34.375,2023,1,3,16.61
32.5,35.0,2023,1,3,9.9
32.5,35.625,2023,1,3,6.52
33.0,34.375,2023,1,3,17.02
33.0,35.0,2023,1,3,12.23
33.0,35.625,2023,1,3,5.67
29.5,34.375,2023,1,4,6.04
29.5,35.0,2023,1,4,7.68
29.5,35.625,2023,1,4,4.07
30.0,34.375,2023,1,4,6.65
30.0,35.0,2023,1,4,7.98
30.0,35.625,2023,1,4,2.7
30.5,34.375,2023,1,4,7.86
30.5,35.0,2023,1,4,9.25
30.5,35.625,2023,1,4,3.37
31.0,34.375,2023,1,4,10.73
31.0,35.0,2023,1,4,7.53
31.0,35.625,2023,1,4,7.0
31.5,34.375,2023,1,4,13.37
31.5,35.0,2023,1,4,6.13
31.5,35.625,2023,1,4,8.02
32.0,34.375,2023,1,4,16.78
32.0,35.0,2023,1,4,7.4
32.0,35.625,2023,1,4,6.44
32.5,34.375,2023,1,4,17.15
32.5,35.0,2023,1,4,8.92
32.5,35.625,2023,1,4,5.76
33.0,34.375,2023,1,4,17.66
33.0,35.0,2023,1,4,12.27
33.0,35.625,2023,1,4,5.44
29.5,34.375,2023,1,5,4.92
29.5,35.0,2023,1,5,6.7
29.5,35.625,2023,1,5,2.23
30.0,34.375,2023,1,5,7.6
30.0,35.0,2023,1,5,7.33
30.0,35.625,2023,1,5,2.08
30.5,34.375,2023,1,5,8.34
30.5,35.0,2023,1,5,8.56
30.5,35.625,2023,1,5,3.04
31.0,34.375,2023,1,5,10.55
31.0,35.0,2023,1,5,8.83
31.0,35.625,2023,1,5,6.32
31.5,34.375,2023,1,5,14.89
31.5,35.0,2023,1,5,8.61
31.5,35.625,2023,1,5,8.95
32.0,34.375,2023,1,5,17.95
32.0,35.0,2023,1,5,10.1
32.0,35.625,2023,1,5,8.52
32.5,34.375,2023,1,5,17.57
32.5,35.0,2023,1,5,13.36
32.5,35.625,2023,1,5,6.2
33.0,34.375,2023,1,5,17.21
33.0,35.0,2023,1,5,14.65
33.0,35.625,2023,1,5,6.47
29.5,34.375,2023,1,6,4.71
29.5,35.0,2023,1,6,6.08
29.5,35.625,2023,1,6,2.67
30.0,34.375,2023,1,6,6.06
30.0,35.0,2023,1,6,6.84
30.0,35.625,2023,1,6,2.13
30.5,34.375,2023,1,6,5.42
30.5,35.0,2023,1,6,7.44
30.5,35.625,2023,1,6,2.11
31.0,34.375,2023,1,6,7.21
31.0,35.0,2023,1,6,7.7
31.0,35.625,2023,1,6,5.46
31.5,34.375,2023,1,6,13.85
31.5,35.0,2023,1,6,7.29
31.5,35.625,2023,1,6,9.06
32.0,34.375,2023,1,6,17.96
32.0,35.0,2023,1,6,10.61
32.0,35.625,2023,1,6,8.28
32.5,34.375,2023,1,6,18.3
32.5,35.0,2023,1,6,13.39
32.5,35.625,2023,1,6,8.6
33.0,34.375,2023,1,6,18.47
33.0,35.0,2023,1,6,14.93
33.0,35.625,2023,1,6,8.33
29.5,34.375,2023,1,7,4.03
29.5,35.0,2023,1,7,7.18
29.5,35.625,2023,1,7,4.06
30.0,34.375,2023,1,7,5.9
30.0,35.0,2023,1,7,6.23
30.0,35.625,2023,1,7,3.24
30.5,34.375,2023,1,7,6.4
30.5,35.0,2023,1,7,6.14
30.5,35.625,2023,1,7,3.03
31.0,34.375,2023,1,7,6.92
31.0,35.0,2023,1,7,6.43
31.0,35.625,2023,1,7,6.27
31.5,34.375,2023,1,7,12.71
31.5,35.0,2023,1,7,6.55
31.5,35.625,2023,1,7,8.96
32.0,34.375,2023,1,7,18.04
32.0,35.0,2023,1,7,10.85
32.0,35.625,2023,1,7,8.67
32.5,34.375,2023,1,7,17.4
32.5,35.0,2023,1,7,13.35
32.5,35.625,2023,1,7,8.1
33.0,34.375,2023,1,7,16.97
33.0,35.0,2023,1,7,14.79
33.0,35.625,2023,1,7,6.72
29.5,34.375,2023,1,8,4.63
29.5,35.0,2023,1,8,7.1
29.5,35.625,2023,1,8,3.18
30.0,34.375,2023,1,8,7.55
30.0,35.0,2023,1,8,7.2
30.0,35.625,2023,1,8,1.43
30.5,34.375,2023,1,8,7.22
30.5,35.0,2023,1,8,8.01
30.5,35.625,2023,1,8,1.82
31.0,34.375,2023,1,8,7.75
31.0,35.0,2023,1,8,9.0
31.0,35.625,2023,1,8,5.37
31.5,34.375,2023,1,8,15.16
31.5,35.0,2023,1,8,7.66
31.5,35.625,2023,1,8,9.23
32.0,34.375,2023,1,8,17.25
32.0,35.0,2023,1,8,8.43
32.0,35.625,2023,1,8,8.67
32.5,34.375,2023,1,8,17.5
32.5,35.0,2023,1,8,10.26
32.5,35.625,2023,1,8,8.02
33.0,34.375,2023,1,8,17.33
33.0,35.0,2023,1,8,12.77
33.0,35.625,2023,1,8,6.27
29.5,34.375,2023,1,9,4.69
29.5,35.0,2023,1,9,5.57
29.5,35.625,2023,1,9,2.3
30.0,34.375,2023,1,9,5.87
30.0,35.0,2023,1,9,5.81
30.0,35.625,2023,1,9,2.24
