-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UVA     CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UVA
29.5,34.5,2023,1,1,0.16
29.5,35.5,2023,1,1,0.1
30.5,34.5,2023,1,1,0.14
30.5,35.5,2023,1,1,0.11
31.5,34.5,2023,1,1,0.1
31.5,35.5,2023,1,1,0.11
32.5,34.5,2023,1,1,0.12
32.5,35.5,2023,1,1,0.11
29.5,34.5,2023,1,2,0.19
29.5,35.5,2023,1,2,0.13
30.5,34.5,2023,1,2,0.18
30.5,35.5,2023,1,2,0.13
31.5,34.5,2023,1,2,0.13
31.5,35.5,2023,1,2,0.09
32.5,34.5,2023,1,2,0.14
32.5,35.5,2023,1,2,0.12
29.5,34.5,2023,1,3,0.18
29.5,35.5,2023,1,3,0.14
30.5,34.5,2023,1,3,0.19
30.5,35.5,2023,1,3,0.13
31.5,34.5,2023,1,3,0.17
31.5,35.5,2023,1,3,0.14
32.5,34.5,2023,1,3,0.17
32.5,35.5,2023,1,3,0.15
29.5,34.5,2023,1,4,0.14
29.5,35.5,2023,1,4,0.13
30.5,34.5,2023,1,4,0.16
30.5,35.5,2023,1,4,0.12
31.5,34.5,2023,1,4,0.16
31.5,35.5,2023,1,4,0.12
32.5,34.5,2023,1,4,0.16
32.5,35.5,2023,1,4,0.14
29.5,34.5,2023,1,5,0.21
29.5,35.5,2023,1,5,0.22
30.5,34.5,2023,1,5,0.18
30.5,35.5,2023,1,5,0.19
31.5,34.5,2023,1,5,0.16
31.5,35.5,2023,1,5,0.17
32.5,34.5,2023,1,5,0.17
32.5,35.5,2023,1,5,0.15
29.5,34.5,2023,1,6,0.22
29.5,35.5,2023,1,6,0.22
30.5,34.5,2023,1,6,0.19
30.5,35.5,2023,1,6,0.19
31.5,34.5,2023,1,6,0.14
31.5,35.5,2023,1,6,0.11
32.5,34.5,2023,1,6,0.15
32.5,35.5,2023,1,6,0.13
29.5,34.5,2023,1,7,0.19
29.5,35.5,2023,1,7,0.21
30.5,34.5,2023,1,7,0.19
30.5,35.5,2023,1,7,0.2
31.5,34.5,2023,1,7,0.14
31.5,35.5,2023,1,7,0.16
32.5,34.5,2023,1,7,0.14
32.5,35.5,2023,1,7,0.12
29.5,34.5,2023,1,8,0.21
29.5,35.5,2023,1,8,0.22
30.5,34.5,2023,1,8,0.19
30.5,35.5,2023,1,8,0.2
31.5,34.5,2023,1,8,0.17
31.5,35.5,2023,1,8,0.18
32.5,34.5,2023,1,8,0.16
32.5,35.5,2023,1,8,0.17
29.5,34.5,2023,1,9,0.15
29.5,35.5,2023,1,9,0.13
30.5,34.5,2023,1,9,0.15
30.5,35.5,2023,1,9,0.1
31.5,34.5,2023,1,9,0.14
31.5,35.5,2023,1,9,0.1
32.5,34.5,2023,1,9,0.15
32.5,35.5,2023,1,9,0.14
29.5,34.5,2023,1,10,0.22
29.5,35.5,2023,1,10,0.2
30.5,34.5,2023,1,10,0.2
30.5,35.5,2023,1,10,0.19
31.5,34.5,2023,1,10,0.17
31.5,35.5,2023,1,10,0.17
32.5,34.5,2023,1,10,0.16
32.5,35.5,2023,1,10,0.17
29.5,34.5,2023,1,11,0.23
29.5,35.5,2023,1,11,0.23
30.5,34.5,2023,1,11,0.21
30.5,35.5,2023,1,11,0.21
31.5,34.5,2023,1,11,0.18
31.5,35.5,2023,1,11,0.19
32.5,34.5,2023,1,11,0.16
32.5,35.5,2023,1,11,0.17
29.5,34.5,2023,1,12,0.22
29.5,35.5,2023,1,12,0.23
30.5,34.5,2023,1,12,0.18
30.5,35.5,2023,1,12,0.2
31.5,34.5,2023,1,12,0.15
31.5,35.5,2023,1,12,0.16
32.5,34.5,2023,1,12,0.11
32.5,35.5,2023,1,12,0.12
29.5,34.5,2023,1,13,0.2
29.5,35.5,2023,1,13,0.22
30.5,34.5,2023,1,13,0.19
30.5,35.5,2023,1,13,0.19
31.5,34.5,2023,1,13,0.17
31.5,35.5,2023,1,13,0.17
32.5,34.5,2023,1,13,0.12
32.5,35.5,2023,1,13,0.13
29.5,34.5,2023,1,14,0.2
29.5,35.5,2023,1,14,0.22
30.5,34.5,2023,1,14,0.18
30.5,35.5,2023,1,14,0.16
31.5,34.5,2023,1,14,0.15
31.5,35.5,2023,1,14,0.11
32.5,34.5,2023,1,14,0.11
32.5,35.5,2023,1,14,0.07
29.5,34.5,2023,1,15,0.22
29.5,35.5,2023,1,15,0.23
30.5,34.5,2023,1,15,0.2
30.5,35.5,2023,1,15,0.2
31.5,34.5,2023,1,15,0.18
31.5,35.5,2023,1,15,0.18
32.5,34.5,2023,1,15,0.13
32.5,35.5,2023,1,15,0.14
29.5,34.5,2023,1,16,0.19
29.5,35.5,2023,1,16,0.22
30.5,34.5,2023,1,16,0.16
30.5,35.5,2023,1,16,0.18
31.5,34.5,2023,1,16,0.13
31.5,35.5,2023,1,16,0.16
32.5,34.5,2023,1,16,0.13
32.5,35.5,2023,1,16,0.15
29.5,34.5,2023,1,17,0.23
29.5,35.5,2023,1,17,0.23
30.5,34.5,2023,1,17,0.22
30.5,35.5,2023,1,17,0.22
31.5,34.5,2023,1,17,0.19
31.5,35.5,2023,1,17,0.21
32.5,34.5,2023,1,17,0.17
32.5,35.5,2023,1,17,0.18
29.5,34.5,2023,1,18,0.24
29.5,35.5,2023,1,18,0.24
30.5,34.5,2023,1,18,0.22
30.5,35.5,2023,1,18,0.22
31.5,34.5,2023,1,18,0.2
31.5,35.5,2023,1,18,0.21
32.5,34.5,2023,1,18,0.2
32.5,35.5,2023,1,18,0.2
29.5,34.5,2023,1,19,0.23
29.5,35.5,2023,1,19,0.23
30.5,34.5,2023,1,19,0.22
30.5,35.5,2023,1,19,0.22
31.5,34.5,2023,1,19,0.2
31.5,35.5,2023,1,19,0.21
32.5,34.5,2023,1,19,0.2
32.5,35.5,2023,1,19,0.2
29.5,34.5,2023,1,20,0.24
29.5,35.5,2023,1,20,0.24
30.5,34.5,2023,1,20,0.23
30.5,35.5,2023,1,20,0.23
31.5,34.5,2023,1,20,0.21
31.5,35.5,2023,1,20,0.21
32.5,34.5,2023,1,20,0.21
32.5,35.5,2023,1,20,0.2
29.5,34.5,2023,1,21,0.24
29.5,35.5,2023,1,21,0.24
30.5,34.5,2023,1,21,0.23
30.5,35.5,2023,1,21,0.22
31.5,34.5,2023,1,21,0.2
31.5,35.5,2023,1,21,0.21
32.5,34.5,2023,1,21,0.2
32.5,35.5,2023,1,21,0.2
29.5,34.5,2023,1,22,0.23
29.5,35.5,2023,1,22,0.24
30.5,34.5,2023,1,22,0.22
30.5,35.5,2023,1,22,0.22
31.5,34.5,2023,1,22,0.2
31.5,35.5,2023,1,22,0.21
32.5,34.5,2023,1,22,0.2
32.5,35.5,2023,1,22,0.2
29.5,34.5,2023,1,23,0.23
29.5,35.5,2023,1,23,0.24
30.5,34.5,2023,1,23,0.21
30.5,35.5,2023,1,23,0.22
31.5,34.5,2023,1,23,0.2
31.5,35.5,2023,1,23,0.2
32.5,34.5,2023,1,23,0.2
32.5,35.5,2023,1,23,0.19
29.5,34.5,2023,1,24,0.23
29.5,35.5,2023,1,24,0.22
30.5,34.5,2023,1,24,0.21
30.5,35.5,2023,1,24,0.22
31.5,34.5,2023,1,24,0.2
31.5,35.5,2023,1,24,0.2
32.5,34.5,2023,1,24,0.19
32.5,35.5,2023,1,24,0.2
29.5,34.5,2023,1,25,0.23
29.5,35.5,2023,1,25,0.22
30.5,34.5,2023,1,25,0.23
30.5,35.5,2023,1,25,0.22
31.5,34.5,2023,1,25,0.21
31.5,35.5,2023,1,25,0.2
32.5,34.5,2023,1,25,0.2
32.5,35.5,2023,1,25,0.19
29.5,34.5,2023,1,26,0.25
29.5,35.5,2023,1,26,0.23
30.5,34.5,2023,1,26,0.23
30.5,35.5,2023,1,26,0.22
31.5,34.5,2023,1,26,0.21
31.5,35.5,2023,1,26,0.21
32.5,34.5,2023,1,26,0.2
32.5,35.5,2023,1,26,0.2
29.5,34.5,2023,1,27,0.25
29.5,35.5,2023,1,27,0.25
30.5,34.5,2023,1,27,0.24
30.5,35.5,2023,1,27,0.23
31.5,34.5,2023,1,27,0.22
31.5,35.5,2023,1,27,0.22
32.5,34.5,2023,1,27,0.2
32.5,35.5,2023,1,27,0.2
29.5,34.5,2023,1,28,0.2
29.5,35.5,2023,1,28,0.21
30.5,34.5,2023,1,28,0.18
30.5,35.5,2023,1,28,0.19
31.5,34.5,2023,1,28,0.17
31.5,35.5,2023,1,28,0.17
32.5,34.5,2023,1,28,0.17
32.5,35.5,2023,1,28,0.16
29.5,34.5,2023,1,29,0.2
29.5,35.5,2023,1,29,0.21
30.5,34.5,2023,1,29,0.18
30.5,35.5,2023,1,29,0.18
31.5,34.5,2023,1,29,0.18
31.5,35.5,2023,1,29,0.16
32.5,34.5,2023,1,29,0.17
32.5,35.5,2023,1,29,0.17
29.5,34.5,2023,1,30,0.21
29.5,35.5,2023,1,30,0.22
30.5,34.5,2023,1,30,0.24
30.5,35.5,2023,1,30,0.2
31.5,34.5,2023,1,30,0.21
31.5,35.5,2023,1,30,0.2
32.5,34.5,2023,1,30,0.2
32.5,35.5,2023,1,30,0.18
29.5,34.5,2023,1,31,0.23
29.5,35.5,2023,1,31,0.24
30.5,34.5,2023,1,31,0.16
30.5,35.5,2023,1,31,0.17
31.5,34.5,2023,1,31,0.15
31.5,35.5,2023,1,31,0.11
32.5,34.5,2023,1,31,0.17
32.5,35.5,2023,1,31,0.12
29.5,34.5,2023,2,1,0.2
29.5,35.5,2023,2,1,0.22
30.5,34.5,2023,2,1,0.2
30.5,35.5,2023,2,1,0.2
31.5,34.5,2023,2,1,0.16
31.5,35.5,2023,2,1,0.17
32.5,34.5,2023,2,1,0.13
32.5,35.5,2023,2,1,0.11
29.5,34.5,2023,2,2,0.26
29.5,35.5,2023,2,2,0.24
30.5,34.5,2023,2,2,0.18
30.5,35.5,2023,2,2,0.17
31.5,34.5,2023,2,2,0.17
31.5,35.5,2023,2,2,0.17
32.5,34.5,2023,2,2,0.17
32.5,35.5,2023,2,2,0.15
29.5,34.5,2023,2,3,0.26
29.5,35.5,2023,2,3,0.26
30.5,34.5,2023,2,3,0.25
30.5,35.5,2023,2,3,0.24
31.5,34.5,2023,2,3,0.17
31.5,35.5,2023,2,3,0.15
32.5,34.5,2023,2,3,0.21
32.5,35.5,2023,2,3,0.15
29.5,34.5,2023,2,4,0.26
29.5,35.5,2023,2,4,0.26
30.5,34.5,2023,2,4,0.22
