-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2023,1,1,18.6
29.5,35.0,2023,1,1,19.7
29.5,35.625,2023,1,1,15.18
30.0,34.375,2023,1,1,19.37
30.0,35.0,2023,1,1,19.42
30.0,35.625,2023,1,1,13.31
30.5,34.375,2023,1,1,20.4
30.5,35.0,2023,1,1,20.44
30.5,35.625,2023,1,1,13.08
31.0,34.375,2023,1,1,20.92
31.0,35.0,2023,1,1,20.13
31.0,35.625,2023,1,1,17.76
31.5,34.375,2023,1,1,21.29
31.5,35.0,2023,1,1,18.72
31.5,35.625,2023,1,1,20.25
32.0,34.375,2023,1,1,20.59
32.0,35.0,2023,1,1,18.79
32.0,35.625,2023,1,1,19.99
32.5,34.375,2023,1,1,20.26
32.5,35.0,2023,1,1,19.36
32.5,35.625,2023,1,1,19.73
33.0,34.375,2023,1,1,20.18
33.0,35.0,2023,1,1,19.48
33.0,35.625,2023,1,1,17.04
29.5,34.375,2023,1,2,18.41
29.5,35.0,2023,1,2,19.53
29.5,35.625,2023,1,2,14.27
30.0,34.375,2023,1,2,19.37
30.0,35.0,2023,1,2,19.4
30.0,35.625,2023,1,2,12.28
30.5,34.375,2023,1,2,19.92
30.5,35.0,2023,1,2,20.29
30.5,35.625,2023,1,2,12.6
31.0,34.375,2023,1,2,21.02
31.0,35.0,2023,1,2,20.09
31.0,35.625,2023,1,2,17.27
31.5,34.375,2023,1,2,20.22
31.5,35.0,2023,1,2,17.54
31.5,35.625,2023,1,2,18.28
32.0,34.375,2023,1,2,18.61
32.0,35.0,2023,1,2,16.12
32.0,35.625,2023,1,2,17.02
32.5,34.375,2023,1,2,17.96
32.5,35.0,2023,1,2,16.04
32.5,35.625,2023,1,2,15.76
33.0,34.375,2023,1,2,19.23
33.0,35.0,2023,1,2,17.93
33.0,35.625,2023,1,2,15.65
29.5,34.375,2023,1,3,17.02
29.5,35.0,2023,1,3,19.01
29.5,35.625,2023,1,3,14.69
30.0,34.375,2023,1,3,18.45
30.0,35.0,2023,1,3,18.96
30.0,35.625,2023,1,3,13.19
30.5,34.375,2023,1,3,19.44
30.5,35.0,2023,1,3,19.9
30.5,35.625,2023,1,3,13.19
31.0,34.375,2023,1,3,21.07
31.0,35.0,2023,1,3,20.37
31.0,35.625,2023,1,3,17.58
31.5,34.375,2023,1,3,21.37
31.5,35.0,2023,1,3,19.55
31.5,35.625,2023,1,3,20.06
32.0,34.375,2023,1,3,20.29
32.0,35.0,2023,1,3,19.38
32.0,35.625,2023,1,3,20.0
32.5,34.375,2023,1,3,20.46
32.5,35.0,2023,1,3,20.89
32.5,35.625,2023,1,3,21.23
33.0,34.375,2023,1,3,20.31
33.0,35.0,2023,1,3,20.8
33.0,35.625,2023,1,3,19.23
29.5,34.375,2023,1,4,13.69
29.5,35.0,2023,1,4,14.67
29.5,35.625,2023,1,4,12.73
30.0,34.375,2023,1,4,15.27
30.0,35.0,2023,1,4,15.41
30.0,35.625,2023,1,4,10.81
30.5,34.375,2023,1,4,16.65
30.5,35.0,2023,1,4,16.72
30.5,35.625,2023,1,4,10.51
31.0,34.375,2023,1,4,18.58
31.0,35.0,2023,1,4,17.51
31.0,35.625,2023,1,4,14.29
31.5,34.375,2023,1,4,19.53
31.5,35.0,2023,1,4,16.9
31.5,35.625,2023,1,4,16.16
32.0,34.375,2023,1,4,18.96
32.0,35.0,2023,1,4,17.3
32.0,35.625,2023,1,4,17.2
32.5,34.375,2023,1,4,19.49
32.5,35.0,2023,1,4,18.01
32.5,35.625,2023,1,4,17.98
33.0,34.375,2023,1,4,19.69
33.0,35.0,2023,1,4,17.99
33.0,35.625,2023,1,4,16.84
29.5,34.375,2023,1,5,15.64
29.5,35.0,2023,1,5,16.87
29.5,35.625,2023,1,5,14.41
30.0,34.375,2023,1,5,16.91
30.0,35.0,2023,1,5,17.12
30.0,35.625,2023,1,5,12.99
30.5,34.375,2023,1,5,17.54
30.5,35.0,2023,1,5,18.29
30.5,35.625,2023,1,5,12.1
31.0,34.375,2023,1,5,18.88
31.0,35.0,2023,1,5,18.83
31.0,35.625,2023,1,5,16.25
31.5,34.375,2023,1,5,19.27
31.5,35.0,2023,1,5,18.01
31.5,35.625,2023,1,5,19.21
32.0,34.375,2023,1,5,19.05
32.0,35.0,2023,1,5,17.81
32.0,35.625,2023,1,5,19.71
32.5,34.375,2023,1,5,19.47
32.5,35.0,2023,1,5,18.43
32.5,35.625,2023,1,5,20.14
33.0,34.375,2023,1,5,19.58
33.0,35.0,2023,1,5,17.72
33.0,35.625,2023,1,5,17.78
29.5,34.375,2023,1,6,15.54
29.5,35.0,2023,1,6,17.32
29.5,35.625,2023,1,6,14.14
30.0,34.375,2023,1,6,16.42
30.0,35.0,2023,1,6,17.16
30.0,35.625,2023,1,6,13.02
30.5,34.375,2023,1,6,17.22
30.5,35.0,2023,1,6,17.97
30.5,35.625,2023,1,6,13.09
31.0,34.375,2023,1,6,18.94
31.0,35.0,2023,1,6,18.52
31.0,35.625,2023,1,6,16.47
31.5,34.375,2023,1,6,19.53
31.5,35.0,2023,1,6,17.81
31.5,35.625,2023,1,6,18.04
32.0,34.375,2023,1,6,18.92
32.0,35.0,2023,1,6,17.45
32.0,35.625,2023,1,6,18.39
32.5,34.375,2023,1,6,19.24
32.5,35.0,2023,1,6,18.47
32.5,35.625,2023,1,6,18.84
33.0,34.375,2023,1,6,19.52
33.0,35.0,2023,1,6,18.58
33.0,35.625,2023,1,6,17.26
29.5,34.375,2023,1,7,16.41
29.5,35.0,2023,1,7,18.13
29.5,35.625,2023,1,7,14.98
30.0,34.375,2023,1,7,17.48
30.0,35.0,2023,1,7,18.24
30.0,35.625,2023,1,7,14.11
30.5,34.375,2023,1,7,18.05
30.5,35.0,2023,1,7,18.88
30.5,35.625,2023,1,7,14.59
31.0,34.375,2023,1,7,19.38
31.0,35.0,2023,1,7,19.12
31.0,35.625,2023,1,7,17.59
31.5,34.375,2023,1,7,19.73
31.5,35.0,2023,1,7,18.52
31.5,35.625,2023,1,7,18.91
32.0,34.375,2023,1,7,18.92
32.0,35.0,2023,1,7,18.29
32.0,35.625,2023,1,7,19.3
32.5,34.375,2023,1,7,19.06
32.5,35.0,2023,1,7,18.52
32.5,35.625,2023,1,7,20.28
33.0,34.375,2023,1,7,18.88
33.0,35.0,2023,1,7,17.91
33.0,35.625,2023,1,7,18.37
29.5,34.375,2023,1,8,17.06
29.5,35.0,2023,1,8,18.03
29.5,35.625,2023,1,8,16.57
30.0,34.375,2023,1,8,17.59
30.0,35.0,2023,1,8,18.51
30.0,35.625,2023,1,8,15.0
30.5,34.375,2023,1,8,18.13
30.5,35.0,2023,1,8,19.1
30.5,35.625,2023,1,8,14.97
31.0,34.375,2023,1,8,19.51
31.0,35.0,2023,1,8,19.61
31.0,35.625,2023,1,8,18.32
31.5,34.375,2023,1,8,20.03
31.5,35.0,2023,1,8,19.0
31.5,35.625,2023,1,8,20.62
32.0,34.375,2023,1,8,18.43
32.0,35.0,2023,1,8,18.65
32.0,35.625,2023,1,8,20.08
32.5,34.375,2023,1,8,18.59
32.5,35.0,2023,1,8,19.69
32.5,35.625,2023,1,8,20.6
33.0,34.375,2023,1,8,18.82
33.0,35.0,2023,1,8,19.13
33.0,35.625,2023,1,8,18.44
29.5,34.375,2023,1,9,12.69
29.5,35.0,2023,1,9,12.58
29.5,35.625,2023,1,9,10.64
30.0,34.375,2023,1,9,13.35
30.0,35.0,2023,1,9,12.74
30.0,35.625,2023,1,9,8.33
30.5,34.375,2023,1,9,13.22
30.5,35.0,2023,1,9,13.73
30.5,35.625,2023,1,9,7.38
31.0,34.375,2023,1,9,14.89
31.0,35.0,2023,1,9,14.98
31.0,35.625,2023,1,9,11.66
31.5,34.375,2023,1,9,16.92
31.5,35.0,2023,1,9,15.52
31.5,35.625,2023,1,9,16.62
32.0,34.375,2023,1,9,18.14
32.0,35.0,2023,1,9,17.14
32.0,35.625,2023,1,9,18.04
32.5,34.375,2023,1,9,18.61
32.5,35.0,2023,1,9,18.41
32.5,35.625,2023,1,9,19.41
33.0,34.375,2023,1,9,18.79
33.0,35.0,2023,1,9,17.87
33.0,35.625,2023,1,9,18.62
29.5,34.375,2023,1,10,15.27
29.5,35.0,2023,1,10,16.35
29.5,35.625,2023,1,10,11.4
30.0,34.375,2023,1,10,16.26
30.0,35.0,2023,1,10,16.84
30.0,35.625,2023,1,10,10.97
30.5,34.375,2023,1,10,16.78
30.5,35.0,2023,1,10,17.71
30.5,35.625,2023,1,10,12.37
31.0,34.375,2023,1,10,18.42
31.0,35.0,2023,1,10,17.58
31.0,35.625,2023,1,10,16.6
31.5,34.375,2023,1,10,18.88
31.5,35.0,2023,1,10,17.54
31.5,35.625,2023,1,10,17.97
32.0,34.375,2023,1,10,18.02
32.0,35.0,2023,1,10,17.3
32.0,35.625,2023,1,10,18.33
32.5,34.375,2023,1,10,17.96
32.5,35.0,2023,1,10,18.08
32.5,35.625,2023,1,10,18.91
33.0,34.375,2023,1,10,17.85
33.0,35.0,2023,1,10,17.43
33.0,35.625,2023,1,10,17.28
29.5,34.375,2023,1,11,16.8
29.5,35.0,2023,1,11,17.64
29.5,35.625,2023,1,11,12.55
30.0,34.375,2023,1,11,17.61
30.0,35.0,2023,1,11,17.98
30.0,35.625,2023,1,11,11.73
30.5,34.375,2023,1,11,18.09
30.5,35.0,2023,1,11,18.8
30.5,35.625,2023,1,11,12.76
31.0,34.375,2023,1,11,19.58
31.0,35.0,2023,1,11,18.69
31.0,35.625,2023,1,11,17.56
31.5,34.375,2023,1,11,19.93
31.5,35.0,2023,1,11,18.37
31.5,35.625,2023,1,11,19.81
32.0,34.375,2023,1,11,19.35
32.0,35.0,2023,1,11,18.77
32.0,35.625,2023,1,11,19.56
32.5,34.375,2023,1,11,19.48
32.5,35.0,2023,1,11,19.65
32.5,35.625,2023,1,11,20.19
33.0,34.375,2023,1,11,19.67
33.0,35.0,2023,1,11,19.28
33.0,35.625,2023,1,11,18.23
29.5,34.375,2023,1,12,16.18
29.5,35.0,2023,1,12,16.97
29.5,35.625,2023,1,12,14.27
30.0,34.375,2023,1,12,16.83
30.0,35.0,2023,1,12,17.29
30.0,35.625,2023,1,12,12.65
30.5,34.375,2023,1,12,17.18
30.5,35.0,2023,1,12,18.24
30.5,35.625,2023,1,12,12.6
31.0,34.375,2023,1,12,18.01
31.0,35.0,2023,1,12,18.21
31.0,35.625,2023,1,12,16.41
31.5,34.375,2023,1,12,18.97
31.5,35.0,2023,1,12,17.63
31.5,35.625,2023,1,12,18.85
32.0,34.375,2023,1,12,18.44
32.0,35.0,2023,1,12,18.0
32.0,35.625,2023,1,12,19.41
32.5,34.375,2023,1,12,18.24
32.5,35.0,2023,1,12,18.67
32.5,35.625,2023,1,12,19.83
33.0,34.375,2023,1,12,18.06
33.0,35.0,2023,1,12,18.13
33.0,35.625,2023,1,12,17.21
29.5,34.375,2023,1,13,14.93
29.5,35.0,2023,1,13,16.11
29.5,35.625,2023,1,13,13.64
30.0,34.375,2023,1,13,15.79
30.0,35.0,2023,1,13,16.13
30.0,35.625,2023,1,13,12.32
30.5,34.375,2023,1,13,16.1
30.5,35.0,2023,1,13,16.97
30.5,35.625,2023,1,13,12.24
31.0,34.375,2023,1,13,17.24
31.0,35.0,2023,1,13,17.31
31.0,35.625,2023,1,13,15.65
31.5,34.375,2023,1,13,17.9
31.5,35.0,2023,1,13,16.31
31.5,35.625,2023,1,13,17.52
32.0,34.375,2023,1,13,18.1
32.0,35.0,2023,1,13,16.54
32.0,35.625,2023,1,13,17.65
32.5,34.375,2023,1,13,18.25
32.5,35.0,2023,1,13,17.05
32.5,35.625,2023,1,13,17.96
33.0,34.375,2023,1,13,17.7
33.0,35.0,2023,1,13,16.65
33.0,35.625,2023,1,13,15.52
29.5,34.375,2023,1,14,15.1
29.5,35.0,2023,1,14,15.93
29.5,35.625,2023,1,14,13.3
30.0,34.375,2023,1,14,15.32
30.0,35.0,2023,1,14,15.89
30.0,35.625,2023,1,14,11.08
30.5,34.375,2023,1,14,15.48
30.5,35.0,2023,1,14,16.55
30.5,35.625,2023,1,14,10.82
31.0,34.375,2023,1,14,16.86
31.0,35.0,2023,1,14,16.8
31.0,35.625,2023,1,14,14.85
31.5,34.375,2023,1,14,17.51
31.5,35.0,2023,1,14,15.4
31.5,35.625,2023,1,14,17.46
32.0,34.375,2023,1,14,18.18
32.0,35.0,2023,1,14,15.15
32.0,35.625,2023,1,14,17.24
32.5,34.375,2023,1,14,18.08
32.5,35.0,2023,1,14,16.19
32.5,35.625,2023,1,14,17.65
33.0,34.375,2023,1,14,18.18
33.0,35.0,2023,1,14,16.35
33.0,35.625,2023,1,14,13.76
29.5,34.375,2023,1,15,15.78
29.5,35.0,2023,1,15,17.51
29.5,35.625,2023,1,15,14.05
30.0,34.375,2023,1,15,16.93
30.0,35.0,2023,1,15,17.91
30.0,35.625,2023,1,15,12.54
30.5,34.375,2023,1,15,17.4
30.5,35.0,2023,1,15,18.49
30.5,35.625,2023,1,15,13.2
31.0,34.375,2023,1,15,18.44
31.0,35.0,2023,1,15,18.46
31.0,35.625,2023,1,15,17.77
31.5,34.375,2023,1,15,18.79
31.5,35.0,2023,1,15,17.6
31.5,35.625,2023,1,15,19.21
32.0,34.375,2023,1,15,18.53
32.0,35.0,2023,1,15,17.95
32.0,35.625,2023,1,15,19.24
32.5,34.375,2023,1,15,18.64
32.5,35.0,2023,1,15,18.26
32.5,35.625,2023,1,15,19.78
33.0,34.375,2023,1,15,18.45
33.0,35.0,2023,1,15,17.53
33.0,35.625,2023,1,15,17.31
29.5,34.375,2023,1,16,15.61
29.5,35.0,2023,1,16,16.49
29.5,35.625,2023,1,16,14.91
30.0,34.375,2023,1,16,16.07
30.0,35.0,2023,1,16,16.56
30.0,35.625,2023,1,16,13.86
30.5,34.375,2023,1,16,16.51
30.5,35.0,2023,1,16,17.59
30.5,35.625,2023,1,16,13.68
31.0,34.375,2023,1,16,17.87
31.0,35.0,2023,1,16,17.85
31.0,35.625,2023,1,16,16.09
31.5,34.375,2023,1,16,18.55
31.5,35.0,2023,1,16,17.08
31.5,35.625,2023,1,16,18.01
32.0,34.375,2023,1,16,18.49
32.0,35.0,2023,1,16,17.4
32.0,35.625,2023,1,16,18.66
32.5,34.375,2023,1,16,18.66
32.5,35.0,2023,1,16,18.08
32.5,35.625,2023,1,16,18.91
33.0,34.375,2023,1,16,18.4
33.0,35.0,2023,1,16,16.96
33.0,35.625,2023,1,16,15.98
29.5,34.375,2023,1,17,15.54
29.5,35.0,2023,1,17,17.44
29.5,35.625,2023,1,17,14.12
30.0,34.375,2023,1,17,16.38
30.0,35.0,2023,1,17,17.83
30.0,35.625,2023,1,17,13.09
30.5,34.375,2023,1,17,16.99
30.5,35.0,2023,1,17,18.31
30.5,35.625,2023,1,17,13.22
31.0,34.375,2023,1,17,18.33
31.0,35.0,2023,1,17,18.26
31.0,35.625,2023,1,17,17.12
31.5,34.375,2023,1,17,18.74
31.5,35.0,2023,1,17,17.8
31.5,35.625,2023,1,17,18.7
32.0,34.375,2023,1,17,17.87
32.0,35.0,2023,1,17,18.19
32.0,35.625,2023,1,17,18.95
32.5,34.375,2023,1,17,17.89
32.5,35.0,2023,1,17,18.67
32.5,35.625,2023,1,17,19.83
33.0,34.375,2023,1,17,18.09
33.0,35.0,2023,1,17,18.26
33.0,35.625,2023,1,17,17.84
29.5,34.375,2023,1,18,18.09
29.5,35.0,2023,1,18,19.52
29.5,35.625,2023,1,18,14.81
30.0,34.375,2023,1,18,19.33
30.0,35.0,2023,1,18,19.92
30.0,35.625,2023,1,18,13.93
30.5,34.375,2023,1,18,19.74
30.5,35.0,2023,1,18,20.88
30.5,35.625,2023,1,18,14.79
31.0,34.375,2023,1,18,20.88
31.0,35.0,2023,1,18,21.01
31.0,35.625,2023,1,18,19.66
31.5,34.375,2023,1,18,21.18
31.5,35.0,2023,1,18,20.6
31.5,35.625,2023,1,18,22.09
32.0,34.375,2023,1,18,18.9
32.0,35.0,2023,1,18,20.63
32.0,35.625,2023,1,18,22.03
32.5,34.375,2023,1,18,18.66
32.5,35.0,2023,1,18,20.66
32.5,35.625,2023,1,18,22.44
33.0,34.375,2023,1,18,18.53
33.0,35.0,2023,1,18,19.33
33.0,35.625,2023,1,18,20.33
29.5,34.375,2023,1,19,19.6
29.5,35.0,2023,1,19,20.47
29.5,35.625,2023,1,19,15.78
30.0,34.375,2023,1,19,20.35
30.0,35.0,2023,1,19,20.67
30.0,35.625,2023,1,19,14.65
30.5,34.375,2023,1,19,20.75
30.5,35.0,2023,1,19,21.74
30.5,35.625,2023,1,19,15.13
31.0,34.375,2023,1,19,21.98
31.0,35.0,2023,1,19,21.96
31.0,35.625,2023,1,19,20.13
31.5,34.375,2023,1,19,21.84
31.5,35.0,2023,1,19,21.32
31.5,35.625,2023,1,19,22.55
32.0,34.375,2023,1,19,20.63
32.0,35.0,2023,1,19,21.12
32.0,35.625,2023,1,19,22.41
32.5,34.375,2023,1,19,19.99
32.5,35.0,2023,1,19,21.96
32.5,35.625,2023,1,19,22.99
33.0,34.375,2023,1,19,19.24
33.0,35.0,2023,1,19,20.99
33.0,35.625,2023,1,19,21.07
29.5,34.375,2023,1,20,21.98
29.5,35.0,2023,1,20,22.52
29.5,35.625,2023,1,20,20.26
30.0,34.375,2023,1,20,22.12
30.0,35.0,2023,1,20,22.37
30.0,35.625,2023,1,20,18.58
30.5,34.375,2023,1,20,21.66
30.5,35.0,2023,1,20,23.08
30.5,35.625,2023,1,20,18.79
31.0,34.375,2023,1,20,23.01
31.0,35.0,2023,1,20,22.73
31.0,35.625,2023,1,20,22.33
31.5,34.375,2023,1,20,22.48
31.5,35.0,2023,1,20,22.51
31.5,35.625,2023,1,20,24.23
32.0,34.375,2023,1,20,18.95
32.0,35.0,2023,1,20,22.23
32.0,35.625,2023,1,20,23.03
32.5,34.375,2023,1,20,18.88
32.5,35.0,2023,1,20,22.28
32.5,35.625,2023,1,20,23.31
33.0,34.375,2023,1,20,19.05
33.0,35.0,2023,1,20,21.59
33.0,35.625,2023,1,20,21.12
29.5,34.375,2023,1,21,18.43
29.5,35.0,2023,1,21,20.88
29.5,35.625,2023,1,21,19.48
30.0,34.375,2023,1,21,18.95
30.0,35.0,2023,1,21,20.13
30.0,35.625,2023,1,21,18.29
30.5,34.375,2023,1,21,18.19
30.5,35.0,2023,1,21,19.53
30.5,35.625,2023,1,21,17.95
31.0,34.375,2023,1,21,19.16
31.0,35.0,2023,1,21,20.24
31.0,35.625,2023,1,21,19.14
31.5,34.375,2023,1,21,19.71
31.5,35.0,2023,1,21,20.83
31.5,35.625,2023,1,21,21.56
32.0,34.375,2023,1,21,18.48
32.0,35.0,2023,1,21,20.91
32.0,35.625,2023,1,21,22.42
32.5,34.375,2023,1,21,18.66
32.5,35.0,2023,1,21,21.6
32.5,35.625,2023,1,21,23.85
33.0,34.375,2023,1,21,18.64
33.0,35.0,2023,1,21,20.4
33.0,35.625,2023,1,21,21.82
29.5,34.375,2023,1,22,17.36
29.5,35.0,2023,1,22,20.89
29.5,35.625,2023,1,22,18.98
30.0,34.375,2023,1,22,17.33
30.0,35.0,2023,1,22,20.82
30.0,35.625,2023,1,22,18.09
30.5,34.375,2023,1,22,17.26
30.5,35.0,2023,1,22,19.9
30.5,35.625,2023,1,22,18.4
31.0,34.375,2023,1,22,19.47
31.0,35.0,2023,1,22,20.92
31.0,35.625,2023,1,22,21.65
31.5,34.375,2023,1,22,20.06
31.5,35.0,2023,1,22,21.95
31.5,35.625,2023,1,22,23.51
32.0,34.375,2023,1,22,18.52
32.0,35.0,2023,1,22,21.9
32.0,35.625,2023,1,22,23.61
32.5,34.375,2023,1,22,18.82
32.5,35.0,2023,1,22,22.1
32.5,35.625,2023,1,22,24.91
33.0,34.375,2023,1,22,18.74
33.0,35.0,2023,1,22,20.71
33.0,35.625,2023,1,22,22.73
29.5,34.375,2023,1,23,20.09
29.5,35.0,2023,1,23,22.33
29.5,35.625,2023,1,23,18.24
30.0,34.375,2023,1,23,21.11
30.0,35.0,2023,1,23,22.27
30.0,35.625,2023,1,23,17.23
30.5,34.375,2023,1,23,21.3
30.5,35.0,2023,1,23,22.6
30.5,35.625,2023,1,23,17.66
31.0,34.375,2023,1,23,22.83
31.0,35.0,2023,1,23,23.14
31.0,35.625,2023,1,23,21.92
31.5,34.375,2023,1,23,22.36
31.5,35.0,2023,1,23,22.57
31.5,35.625,2023,1,23,23.51
32.0,34.375,2023,1,23,19.39
32.0,35.0,2023,1,23,22.33
32.0,35.625,2023,1,23,23.56
